prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the lawyer supplied him the plate .,an employer got you a meal .,DO,DO,SUPPLY,GET,THE,A,to,for,-38.364376068115234,"[-6.029771, -7.6013494, -8.261967, -6.440673, -1.0993426, -6.757552, -2.1737237]"
the lawyer supplied it the plate .,a buddy got a beer for us .,DO,PD,SUPPLY,GET,THE,A,to,for,-36.2742805480957,"[-3.8622003, -10.198265, -6.132311, -2.0591857, -5.604521, -3.2596028, -3.9105844, -1.2476121]"
the lawyer supplied it the plate .,a buddy got us a beer .,DO,DO,SUPPLY,GET,THE,A,to,for,-32.148681640625,"[-3.8622003, -10.198265, -6.132311, -5.01661, -1.3939884, -3.9026537, -1.6426549]"
the lawyer supplied me the plate .,a writer sent a meal to you .,DO,PD,SUPPLY,SEND,THE,A,to,to,-43.27301788330078,"[-3.8557777, -7.722739, -6.0563684, -3.753228, -12.283021, -1.109095, -7.1152067, -1.3775826]"
the lawyer supplied me the plate .,a writer sent you a meal .,DO,DO,SUPPLY,SEND,THE,A,to,to,-40.60724639892578,"[-3.8557777, -7.722739, -6.0563684, -7.98526, -1.9645569, -11.042677, -1.9798653]"
the lawyer supplied me the plate .,an actor promised a coffee to you .,DO,PD,SUPPLY,PROMISE,THE,A,to,to,-46.75584411621094,"[-6.0249434, -6.577753, -10.805851, -2.45052, -8.961302, -3.5832918, -6.3794193, -1.9727626]"
the lawyer supplied me the plate .,an actor promised you a coffee .,DO,DO,SUPPLY,PROMISE,THE,A,to,to,-39.987937927246094,"[-6.0249434, -6.577753, -10.805851, -5.7077403, -1.7129911, -7.186533, -1.9721287]"
the lawyer supplied me the tea .,a father saved a pot for you .,DO,PD,SUPPLY,SAVE,THE,A,to,for,-44.98942947387695,"[-3.8437734, -7.0515065, -8.879402, -2.1760082, -9.17779, -4.357618, -8.246206, -1.2571231]"
the lawyer supplied me the tea .,a father saved you a pot .,DO,DO,SUPPLY,SAVE,THE,A,to,for,-42.500423431396484,"[-3.8437734, -7.0515065, -8.879402, -9.128672, -4.0676055, -6.990857, -2.5386078]"
the lawyer supplied the bottle to them .,a bishop showed a coffee to you .,PD,PD,SUPPLY,SHOW,THE,A,to,to,-44.80917739868164,"[-3.84378, -9.534608, -8.126153, -2.447754, -9.384686, -3.1076884, -7.32366, -1.0408509]"
the lawyer supplied the bottle to them .,a bishop showed you a coffee .,PD,DO,SUPPLY,SHOW,THE,A,to,to,-41.211708068847656,"[-3.84378, -9.534608, -8.126153, -6.4553337, -1.6337688, -7.948794, -3.6692674]"
the lawyer supplied the plate to him .,an employer got a meal for you .,PD,PD,SUPPLY,GET,THE,A,to,for,-41.837196350097656,"[-6.0559816, -7.628665, -8.489364, -1.7434382, -8.874717, -2.9158647, -4.514097, -1.6150724]"
the lawyer supplied the plate to him .,an employer got you a meal .,PD,DO,SUPPLY,GET,THE,A,to,for,-39.40380859375,"[-6.0559816, -7.628665, -8.489364, -6.281258, -1.2777472, -7.1430416, -2.5277529]"
the lawyer supplied the plate to it .,a buddy got a beer for us .,PD,PD,SUPPLY,GET,THE,A,to,for,-36.53085708618164,"[-3.8549712, -10.261127, -6.0878243, -2.0065315, -5.8561335, -3.2449799, -4.0097666, -1.2095237]"
the lawyer supplied the plate to it .,a buddy got us a beer .,PD,DO,SUPPLY,GET,THE,A,to,for,-32.84103775024414,"[-3.8549712, -10.261127, -6.0878243, -5.0217514, -1.6712217, -4.1056337, -1.8385077]"
the lawyer supplied the plate to me .,a writer sent a meal to you .,PD,PD,SUPPLY,SEND,THE,A,to,to,-42.12309646606445,"[-3.8611178, -7.717924, -6.3434443, -3.0251474, -12.0866995, -0.78763855, -7.0292373, -1.2718877]"
the lawyer supplied the plate to me .,a writer sent you a meal .,PD,DO,SUPPLY,SEND,THE,A,to,to,-40.68193054199219,"[-3.8611178, -7.717924, -6.3434443, -7.145829, -1.5754837, -11.534071, -2.5040624]"
the lawyer supplied the plate to me .,an actor promised a coffee to you .,PD,PD,SUPPLY,PROMISE,THE,A,to,to,-45.11642837524414,"[-6.061439, -6.59989, -10.919197, -2.2850342, -8.735743, -3.1723397, -5.5643253, -1.7784601]"
the lawyer supplied the plate to me .,an actor promised you a coffee .,PD,DO,SUPPLY,PROMISE,THE,A,to,to,-40.34828567504883,"[-6.061439, -6.59989, -10.919197, -5.5386753, -1.5908204, -7.4135704, -2.2246933]"
the lawyer supplied the pot to us .,a king kept a salad for you .,PD,PD,SUPPLY,KEEP,THE,A,to,for,-44.369110107421875,"[-3.847023, -9.797815, -7.6205006, -1.921875, -10.478621, -3.1710694, -6.3819427, -1.1502622]"
the lawyer supplied the pot to us .,a king kept you a salad .,PD,DO,SUPPLY,KEEP,THE,A,to,for,-46.079429626464844,"[-3.847023, -9.797815, -7.6205006, -6.9794893, -4.9160023, -10.949118, -1.9694793]"
the lawyer supplied the pot to you .,a boy gave a meal to us .,PD,PD,SUPPLY,GIVE,THE,A,to,to,-36.227874755859375,"[-3.8439634, -6.9116373, -8.184506, -1.7045252, -8.487425, -0.098512985, -5.745403, -1.2519032]"
the lawyer supplied the pot to you .,a boy gave us a meal .,PD,DO,SUPPLY,GIVE,THE,A,to,to,-34.486412048339844,"[-3.8439634, -6.9116373, -8.184506, -5.4428453, -0.926779, -7.459697, -1.716982]"
the lawyer supplied the tea to me .,a father saved a pot for you .,PD,PD,SUPPLY,SAVE,THE,A,to,for,-43.968955993652344,"[-3.844819, -7.10595, -9.078778, -2.0782757, -8.916705, -4.0717635, -7.5450554, -1.3276119]"
the lawyer supplied the tea to me .,a father saved you a pot .,PD,DO,SUPPLY,SAVE,THE,A,to,for,-43.84817886352539,"[-3.844819, -7.10595, -9.078778, -9.309745, -4.5026546, -7.0135612, -2.9926713]"
the lawyer supplied the tea to us .,a club designed a hat for you .,PD,PD,SUPPLY,DESIGN,THE,A,to,for,-44.09782791137695,"[-3.847711, -8.777822, -8.049374, -7.338924, -7.6241856, -2.2375686, -4.881395, -1.340849]"
the lawyer supplied the tea to us .,a club designed you a hat .,PD,DO,SUPPLY,DESIGN,THE,A,to,for,-45.43461608886719,"[-3.847711, -8.777822, -8.049374, -10.346992, -5.827386, -7.056958, -1.5283756]"
the lawyer supplied the tea to you .,an adult promised a chicken to them .,PD,PD,SUPPLY,PROMISE,THE,A,to,to,-42.64307403564453,"[-6.043218, -6.688595, -12.883234, -2.0425467, -7.2894874, -2.1793275, -3.8946767, -1.6219876]"
the lawyer supplied the tea to you .,an adult promised them a chicken .,PD,DO,SUPPLY,PROMISE,THE,A,to,to,-42.04600524902344,"[-6.043218, -6.688595, -12.883234, -5.3602176, -1.5376444, -7.225521, -2.3075767]"
the lawyer supplied them the bottle .,a bishop showed a coffee to you .,DO,PD,SUPPLY,SHOW,THE,A,to,to,-47.412078857421875,"[-3.8549542, -9.44907, -8.131796, -2.8085554, -9.600889, -4.320464, -8.039433, -1.2069182]"
the lawyer supplied them the bottle .,a bishop showed you a coffee .,DO,DO,SUPPLY,SHOW,THE,A,to,to,-40.63367462158203,"[-3.8549542, -9.44907, -8.131796, -6.4848833, -1.6712584, -7.660428, -3.3812838]"
the lawyer supplied us the pot .,a king kept a salad for you .,DO,PD,SUPPLY,KEEP,THE,A,to,for,-44.86769485473633,"[-3.8440015, -9.819843, -7.5881147, -2.09684, -10.688713, -3.0185263, -6.721702, -1.0899535]"
the lawyer supplied us the pot .,a king kept you a salad .,DO,DO,SUPPLY,KEEP,THE,A,to,for,-44.88983154296875,"[-3.8440015, -9.819843, -7.5881147, -6.621805, -4.6703835, -10.762036, -1.5836453]"
the lawyer supplied us the tea .,a club designed a hat for you .,DO,PD,SUPPLY,DESIGN,THE,A,to,for,-44.144832611083984,"[-3.8540971, -8.792655, -8.106958, -7.317232, -7.641198, -2.3087833, -4.9993176, -1.1245905]"
the lawyer supplied us the tea .,a club designed you a hat .,DO,DO,SUPPLY,DESIGN,THE,A,to,for,-44.78660202026367,"[-3.8540971, -8.792655, -8.106958, -10.011899, -5.8225555, -7.0236015, -1.1748372]"
the lawyer supplied you the pot .,a boy gave a meal to us .,DO,PD,SUPPLY,GIVE,THE,A,to,to,-38.055023193359375,"[-3.8385208, -6.86242, -7.8604794, -1.9339421, -8.621556, -0.2154824, -7.3332543, -1.3893672]"
the lawyer supplied you the pot .,a boy gave us a meal .,DO,DO,SUPPLY,GIVE,THE,A,to,to,-33.556854248046875,"[-3.8385208, -6.86242, -7.8604794, -5.2232933, -1.0473005, -7.1431456, -1.5816927]"
the lawyer supplied you the tea .,an adult promised a chicken to them .,DO,PD,SUPPLY,PROMISE,THE,A,to,to,-44.555259704589844,"[-6.031534, -6.703146, -12.604356, -2.2169142, -7.2639318, -3.0175743, -5.2210894, -1.4967146]"
the lawyer supplied you the tea .,an adult promised them a chicken .,DO,DO,SUPPLY,PROMISE,THE,A,to,to,-40.369407653808594,"[-6.031534, -6.703146, -12.604356, -4.8421564, -1.5416547, -6.892523, -1.7540379]"
the lawyer threw him the button .,a cop left a candy for you .,DO,PD,THROW,LEAVE,THE,A,to,for,-42.399681091308594,"[-3.8762898, -8.119686, -7.2417555, -2.0635288, -9.400599, -4.7789593, -5.555108, -1.363754]"
the lawyer threw him the button .,a cop left you a candy .,DO,DO,THROW,LEAVE,THE,A,to,for,-39.151023864746094,"[-3.8762898, -8.119686, -7.2417555, -6.518462, -2.121809, -8.907392, -2.3656344]"
the lawyer threw it the chocolate .,a captain saved a bottle for him .,DO,PD,THROW,SAVE,THE,A,to,for,-44.71012878417969,"[-3.8344505, -10.105373, -9.210558, -2.211722, -8.544547, -4.6981463, -5.0014076, -1.1039232]"
the lawyer threw it the chocolate .,a captain saved him a bottle .,DO,DO,THROW,SAVE,THE,A,to,for,-40.48019027709961,"[-3.8344505, -10.105373, -9.210558, -3.691236, -3.9938502, -7.043092, -2.6016307]"
the lawyer threw me the cheese .,a brother took a key to you .,DO,PD,THROW,TAKE,THE,A,to,to,-41.407615661621094,"[-3.8689864, -9.000874, -6.3325768, -2.4296498, -7.9600463, -1.6066282, -8.878619, -1.3302389]"
the lawyer threw me the cheese .,a brother took you a key .,DO,DO,THROW,TAKE,THE,A,to,to,-41.79631805419922,"[-3.8689864, -9.000874, -6.3325768, -6.464236, -5.848392, -8.5354, -1.7458549]"
the lawyer threw the beer to us .,a secretary gave a tea to you .,PD,PD,THROW,GIVE,THE,A,to,to,-38.05152130126953,"[-3.8434837, -9.967134, -6.4876795, -1.5619652, -7.712746, -0.24550799, -7.037508, -1.1954962]"
the lawyer threw the beer to us .,a secretary gave you a tea .,PD,DO,THROW,GIVE,THE,A,to,to,-34.82351303100586,"[-3.8434837, -9.967134, -6.4876795, -5.3399305, -1.0747865, -6.5740037, -1.5364966]"
the lawyer threw the button to him .,a cop left a candy for you .,PD,PD,THROW,LEAVE,THE,A,to,for,-42.35188293457031,"[-3.8444993, -8.182194, -7.196257, -1.7137038, -9.160259, -5.240365, -5.564741, -1.4498639]"
the lawyer threw the button to him .,a cop left you a candy .,PD,DO,THROW,LEAVE,THE,A,to,for,-40.062110900878906,"[-3.8444993, -8.182194, -7.196257, -6.8291173, -2.4510553, -8.80591, -2.7530766]"
the lawyer threw the cheese to me .,a brother took a key to you .,PD,PD,THROW,TAKE,THE,A,to,to,-40.29621887207031,"[-3.849966, -9.010523, -6.5632052, -2.0332577, -7.839005, -1.1067079, -8.586906, -1.3066462]"
the lawyer threw the cheese to me .,a brother took you a key .,PD,DO,THROW,TAKE,THE,A,to,to,-41.874786376953125,"[-3.849966, -9.010523, -6.5632052, -6.901286, -5.5133266, -7.9666367, -2.0698423]"
the lawyer threw the chocolate to it .,a captain saved a bottle for him .,PD,PD,THROW,SAVE,THE,A,to,for,-44.50529098510742,"[-3.832669, -10.053797, -9.111844, -1.7819302, -8.409257, -4.6501637, -5.4363437, -1.2292879]"
the lawyer threw the chocolate to it .,a captain saved him a bottle .,PD,DO,THROW,SAVE,THE,A,to,for,-43.319557189941406,"[-3.832669, -10.053797, -9.111844, -4.3296843, -5.560547, -7.571835, -2.8591816]"
the lawyer threw the engine to you .,a guest supplied a coffee to me .,PD,PD,THROW,SUPPLY,THE,A,to,to,-41.29601287841797,"[-3.8242986, -8.1228075, -12.94433, -3.0419846, -8.305139, -2.1702738, -1.759912, -1.1272659]"
the lawyer threw the engine to you .,a guest supplied me a coffee .,PD,DO,THROW,SUPPLY,THE,A,to,to,-40.25770568847656,"[-3.8242986, -8.1228075, -12.94433, -3.095726, -3.8905675, -6.194311, -2.1856658]"
the lawyer threw the motor to you .,a secretary took a coat to her .,PD,PD,THROW,TAKE,THE,A,to,to,-37.592201232910156,"[-3.84403, -9.925462, -6.1540594, -1.5627036, -7.96852, -3.3042488, -2.514073, -2.3191037]"
the lawyer threw the motor to you .,a secretary took her a coat .,PD,DO,THROW,TAKE,THE,A,to,to,-38.22911834716797,"[-3.84403, -9.925462, -6.1540594, -2.5319848, -5.712704, -7.8615026, -2.1993742]"
the lawyer threw us the beer .,a secretary gave a tea to you .,DO,PD,THROW,GIVE,THE,A,to,to,-38.74974060058594,"[-3.848414, -9.946666, -6.4171443, -2.04857, -7.91014, -0.54452085, -6.8851013, -1.1491809]"
the lawyer threw us the beer .,a secretary gave you a tea .,DO,DO,THROW,GIVE,THE,A,to,to,-33.13996124267578,"[-3.848414, -9.946666, -6.4171443, -4.221183, -1.2766712, -6.4916377, -0.9382469]"
the lawyer threw you the engine .,a guest supplied a coffee to me .,DO,PD,THROW,SUPPLY,THE,A,to,to,-42.71370315551758,"[-3.8256896, -8.198454, -12.931986, -3.2699306, -8.484594, -2.583586, -2.1696134, -1.2498518]"
the lawyer threw you the engine .,a guest supplied me a coffee .,DO,DO,THROW,SUPPLY,THE,A,to,to,-40.03215789794922,"[-3.8256896, -8.198454, -12.931986, -2.8855035, -3.8357038, -6.336791, -2.018028]"
the lawyer threw you the motor .,a secretary took a coat to her .,DO,PD,THROW,TAKE,THE,A,to,to,-40.71118927001953,"[-3.8237257, -9.9082155, -6.202777, -1.7858119, -8.655476, -3.7835217, -2.0570197, -4.4946423]"
the lawyer threw you the motor .,a secretary took her a coat .,DO,DO,THROW,TAKE,THE,A,to,to,-39.389278411865234,"[-3.8237257, -9.9082155, -6.202777, -2.5236602, -6.15101, -8.6302395, -2.1496491]"
the lawyer took her the log .,a cop sold a coat to you .,DO,PD,TAKE,SELL,THE,A,to,to,-45.83833312988281,"[-3.8037915, -8.261546, -11.329198, -1.9480265, -8.533525, -3.1906178, -7.3209395, -1.4506866]"
the lawyer took her the log .,a cop sold you a coat .,DO,DO,TAKE,SELL,THE,A,to,to,-38.45984649658203,"[-3.8037915, -8.261546, -11.329198, -5.1614656, -0.9021014, -7.119877, -1.8818682]"
the lawyer took her the machine .,a president promised a tea to it .,DO,PD,TAKE,PROMISE,THE,A,to,to,-47.38561248779297,"[-3.7872448, -9.095659, -8.490458, -2.6958969, -10.479704, -4.027999, -7.6996045, -1.1090446]"
the lawyer took her the machine .,a president promised it a tea .,DO,DO,TAKE,PROMISE,THE,A,to,to,-43.797183990478516,"[-3.7872448, -9.095659, -8.490458, -5.258361, -5.5599623, -9.88051, -1.7249885]"
the lawyer took him the guitar .,a doctor found a candy for you .,DO,PD,TAKE,FIND,THE,A,to,for,-39.38493347167969,"[-3.8362405, -6.978594, -5.535988, -1.5310917, -9.112304, -4.9398065, -6.3143415, -1.1365697]"
the lawyer took him the guitar .,a doctor found you a candy .,DO,DO,TAKE,FIND,THE,A,to,for,-37.02684783935547,"[-3.8362405, -6.978594, -5.535988, -8.592208, -2.692488, -7.3332186, -2.0581112]"
the lawyer took me the crystal .,an employer kept a coffee for it .,DO,PD,TAKE,KEEP,THE,A,to,for,-47.6348991394043,"[-6.0350137, -7.6863465, -9.685633, -1.8334103, -9.572293, -4.7582803, -6.9075174, -1.1564051]"
the lawyer took me the crystal .,an employer kept it a coffee .,DO,DO,TAKE,KEEP,THE,A,to,for,-45.652923583984375,"[-6.0350137, -7.6863465, -9.685633, -4.7571096, -2.6464396, -12.403525, -2.4388576]"
the lawyer took me the iron .,a cop delivered a salad for her .,DO,PD,TAKE,DELIVER,THE,A,to,for,-41.60553741455078,"[-3.8028, -8.201742, -9.601577, -1.0282941, -10.93608, -3.206437, -3.005775, -1.8228332]"
the lawyer took me the iron .,a cop delivered her a salad .,DO,DO,TAKE,DELIVER,THE,A,to,for,-39.95722579956055,"[-3.8028, -8.201742, -9.601577, -4.1415277, -3.2864141, -9.654303, -1.2688626]"
the lawyer took the crystal to me .,an employer kept a coffee for it .,PD,PD,TAKE,KEEP,THE,A,to,for,-48.168052673339844,"[-6.058489, -7.731116, -9.704575, -1.6676154, -9.697716, -5.1041527, -7.0282955, -1.1760931]"
the lawyer took the crystal to me .,an employer kept it a coffee .,PD,DO,TAKE,KEEP,THE,A,to,for,-46.820343017578125,"[-6.058489, -7.731116, -9.704575, -4.593448, -2.2714448, -13.418575, -3.0426936]"
the lawyer took the crystal to us .,a professor saved a bell for you .,PD,PD,TAKE,SAVE,THE,A,to,for,-45.52104187011719,"[-3.808593, -7.6265907, -11.809078, -1.8724952, -10.915039, -3.3634133, -5.3063135, -0.81952006]"
the lawyer took the crystal to us .,a professor saved you a bell .,PD,DO,TAKE,SAVE,THE,A,to,for,-45.73960876464844,"[-3.808593, -7.6265907, -11.809078, -7.092113, -2.7949882, -11.135079, -1.4731698]"
the lawyer took the guitar to him .,a doctor found a candy for you .,PD,PD,TAKE,FIND,THE,A,to,for,-39.749629974365234,"[-3.8071146, -7.0357857, -5.7559996, -1.4400433, -9.0328, -4.8785915, -6.6044216, -1.1948718]"
the lawyer took the guitar to him .,a doctor found you a candy .,PD,DO,TAKE,FIND,THE,A,to,for,-39.28886413574219,"[-3.8071146, -7.0357857, -5.7559996, -8.826023, -3.8517694, -7.6710286, -2.341144]"
the lawyer took the gun to us .,a candidate left a log for you .,PD,PD,TAKE,LEAVE,THE,A,to,for,-42.835731506347656,"[-3.7914937, -8.8494, -7.2282076, -1.92053, -9.426664, -4.1822047, -5.727469, -1.7097617]"
the lawyer took the gun to us .,a candidate left you a log .,PD,DO,TAKE,LEAVE,THE,A,to,for,-41.319976806640625,"[-3.7914937, -8.8494, -7.2282076, -7.132231, -2.9563665, -8.938943, -2.4233391]"
the lawyer took the iron to me .,a cop delivered a salad for her .,PD,PD,TAKE,DELIVER,THE,A,to,for,-42.16462707519531,"[-3.7752407, -8.32236, -9.687527, -0.8031877, -11.299719, -3.3231454, -3.1598215, -1.7936295]"
the lawyer took the iron to me .,a cop delivered her a salad .,PD,DO,TAKE,DELIVER,THE,A,to,for,-41.43876647949219,"[-3.7752407, -8.32236, -9.687527, -4.7155013, -3.4637587, -10.023609, -1.4507682]"
the lawyer took the iron to you .,a doctor threw a wire to me .,PD,PD,TAKE,THROW,THE,A,to,to,-37.24558639526367,"[-3.7662642, -7.1417274, -7.610365, -0.7537182, -9.758032, -3.0266786, -4.0099697, -1.1788323]"
the lawyer took the iron to you .,a doctor threw me a wire .,PD,DO,TAKE,THROW,THE,A,to,to,-37.91573715209961,"[-3.7662642, -7.1417274, -7.610365, -4.7870646, -0.89108473, -12.248986, -1.4702475]"
the lawyer took the log to her .,a cop sold a coat to you .,PD,PD,TAKE,SELL,THE,A,to,to,-44.710960388183594,"[-3.8316474, -8.327064, -11.380262, -1.8078971, -8.479744, -2.3544033, -7.1646867, -1.3652551]"
the lawyer took the log to her .,a cop sold you a coat .,PD,DO,TAKE,SELL,THE,A,to,to,-38.738128662109375,"[-3.8316474, -8.327064, -11.380262, -5.1831574, -0.8369222, -7.1661754, -2.0129004]"
the lawyer took the machine to her .,a president promised a tea to it .,PD,PD,TAKE,PROMISE,THE,A,to,to,-46.830345153808594,"[-3.8238692, -9.063089, -8.639077, -2.6497238, -10.551645, -3.4443102, -7.594048, -1.0645833]"
the lawyer took the machine to her .,a president promised it a tea .,PD,DO,TAKE,PROMISE,THE,A,to,to,-44.252159118652344,"[-3.8238692, -9.063089, -8.639077, -5.3589497, -5.5092697, -10.115017, -1.7428856]"
the lawyer took the machine to you .,a guest saved a camera for me .,PD,PD,TAKE,SAVE,THE,A,to,for,-42.6601676940918,"[-3.7907572, -8.168945, -14.181562, -5.20837, -5.6732173, -2.692676, -2.1027617, -0.84187615]"
the lawyer took the machine to you .,a guest saved me a camera .,PD,DO,TAKE,SAVE,THE,A,to,for,-42.317962646484375,"[-3.7907572, -8.168945, -14.181562, -2.6092367, -1.8000776, -9.925067, -1.8423136]"
the lawyer took us the crystal .,a professor saved a bell for you .,DO,PD,TAKE,SAVE,THE,A,to,for,-46.33476257324219,"[-3.8146923, -7.5426445, -11.70066, -1.8548064, -11.038282, -3.7155786, -5.748652, -0.91944796]"
the lawyer took us the crystal .,a professor saved you a bell .,DO,DO,TAKE,SAVE,THE,A,to,for,-43.95762634277344,"[-3.8146923, -7.5426445, -11.70066, -6.9050307, -2.3245435, -10.475307, -1.1947492]"
the lawyer took us the gun .,a candidate left a log for you .,DO,PD,TAKE,LEAVE,THE,A,to,for,-43.34178161621094,"[-3.7957695, -8.769816, -7.28134, -2.1981645, -9.605984, -4.0774794, -5.978263, -1.6349682]"
the lawyer took us the gun .,a candidate left you a log .,DO,DO,TAKE,LEAVE,THE,A,to,for,-39.86279296875,"[-3.7957695, -8.769816, -7.28134, -6.846666, -2.0242639, -9.153093, -1.9918416]"
the lawyer took you the iron .,a doctor threw a wire to me .,DO,PD,TAKE,THROW,THE,A,to,to,-38.06813430786133,"[-3.779926, -7.0953093, -7.5614376, -0.79333717, -9.316037, -3.1455898, -5.1415606, -1.2349352]"
the lawyer took you the iron .,a doctor threw me a wire .,DO,DO,TAKE,THROW,THE,A,to,to,-35.09922790527344,"[-3.779926, -7.0953093, -7.5614376, -4.434773, -0.5179037, -10.503113, -1.206766]"
the lawyer took you the machine .,a guest saved a camera for me .,DO,PD,TAKE,SAVE,THE,A,to,for,-42.3946533203125,"[-3.7873454, -8.120116, -14.258361, -4.8439755, -5.635659, -2.8466926, -1.9514647, -0.95103914]"
the lawyer took you the machine .,a guest saved me a camera .,DO,DO,TAKE,SAVE,THE,A,to,for,-41.157752990722656,"[-3.7873454, -8.120116, -14.258361, -2.1036344, -1.864696, -9.4466505, -1.5769526]"
the leader bought him the tea .,a soldier promised a flower to us .,DO,PD,BUY,PROMISE,THE,A,for,to,-46.16815185546875,"[-3.8595471, -7.3749466, -11.2758875, -2.8126345, -10.227924, -2.2386262, -6.905897, -1.4726865]"
the leader bought him the tea .,a soldier promised us a flower .,DO,DO,BUY,PROMISE,THE,A,for,to,-41.638397216796875,"[-3.8595471, -7.3749466, -11.2758875, -5.8144226, -2.2691793, -9.4970455, -1.547365]"
the leader bought the juice for you .,a nurse drew a newspaper for it .,PD,PD,BUY,DRAW,THE,A,for,for,-41.340579986572266,"[-3.8399842, -8.136111, -8.228585, -1.3493352, -8.617257, -3.9686506, -6.214033, -0.9866228]"
the leader bought the juice for you .,a nurse drew it a newspaper .,PD,DO,BUY,DRAW,THE,A,for,for,-45.39336013793945,"[-3.8399842, -8.136111, -8.228585, -6.0124736, -5.266468, -11.396541, -2.5131989]"
