prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the scientist showed the tea to him .,a chief drew you a telephone .,PD,DO,SHOW,DRAW,THE,A,to,for,-47.370277404785156,"[-3.6348507, -9.197151, -12.093671, -9.385555, -2.904513, -7.8063, -2.3482375]"
the scientist showed the tea to him .,a corporation designed a gun for you .,PD,PD,SHOW,DESIGN,THE,A,to,for,-45.41490936279297,"[-3.6348507, -10.929752, -8.699074, -6.637755, -7.7234917, -1.4171754, -5.338626, -1.0341835]"
the scientist showed the tea to him .,a corporation designed you a gun .,PD,DO,SHOW,DESIGN,THE,A,to,for,-47.64763641357422,"[-3.6348507, -10.929752, -8.699074, -10.109811, -5.20546, -7.9024267, -1.1662608]"
the scientist showed the tea to it .,a woman drew a bag for them .,PD,PD,SHOW,DRAW,THE,A,to,for,-37.30714416503906,"[-3.625189, -4.2244997, -9.790649, -0.8456316, -7.236125, -4.906634, -5.8095984, -0.86881477]"
the scientist showed the tea to it .,a woman drew them a bag .,PD,DO,SHOW,DRAW,THE,A,to,for,-37.30036926269531,"[-3.625189, -4.2244997, -9.790649, -7.5604143, -2.978695, -6.789135, -2.3317873]"
the scientist showed the tea to you .,a champion bought a beer for us .,PD,PD,SHOW,BUY,THE,A,to,for,-38.32130432128906,"[-3.607089, -9.580321, -11.316758, -1.185543, -5.001205, -2.3240206, -4.3479, -0.9584668]"
the scientist showed the tea to you .,a champion bought us a beer .,PD,DO,SHOW,BUY,THE,A,to,for,-36.09147644042969,"[-3.607089, -9.580321, -11.316758, -6.0282173, -0.93344104, -3.352422, -1.2732284]"
the scientist showed them the bag .,a child saved a juice for her .,DO,PD,SHOW,SAVE,THE,A,to,for,-47.80680847167969,"[-3.6384544, -6.047352, -9.580553, -2.711773, -13.3301735, -6.4196367, -1.6524918, -4.4263735]"
the scientist showed them the bag .,a child saved her a juice .,DO,DO,SHOW,SAVE,THE,A,to,for,-43.289512634277344,"[-3.6384544, -6.047352, -9.580553, -1.8843395, -7.619426, -10.662152, -3.8572373]"
the scientist showed you the coffee .,an aunt gave a tea to me .,DO,PD,SHOW,GIVE,THE,A,to,to,-33.4757194519043,"[-5.694606, -8.744352, -5.320244, -1.9879977, -8.155459, -0.42406306, -2.2235665, -0.9254309]"
the scientist showed you the coffee .,an aunt gave me a tea .,DO,DO,SHOW,GIVE,THE,A,to,to,-28.89316749572754,"[-5.694606, -8.744352, -5.320244, -1.4561373, -0.7400156, -5.919566, -1.0182464]"
the scientist showed you the salad .,a man gave a card to me .,DO,PD,SHOW,GIVE,THE,A,to,to,-32.93699264526367,"[-3.6278439, -3.6254249, -7.4274244, -1.2692738, -10.018686, -0.1940114, -5.1746035, -1.5997257]"
the scientist showed you the salad .,a man gave me a card .,DO,DO,SHOW,GIVE,THE,A,to,to,-27.9865665435791,"[-3.6278439, -3.6254249, -7.4274244, -2.9231262, -0.63436383, -7.910187, -1.8381968]"
the scientist showed you the tea .,a champion bought a beer for us .,DO,PD,SHOW,BUY,THE,A,to,for,-40.15341567993164,"[-3.6027718, -9.519642, -11.698264, -1.1229476, -5.31631, -2.52518, -5.3686867, -0.9996131]"
the scientist showed you the tea .,a champion bought us a beer .,DO,DO,SHOW,BUY,THE,A,to,for,-35.70109939575195,"[-3.6027718, -9.519642, -11.698264, -5.8519764, -1.0583119, -3.1251607, -0.8449736]"
the scientist sold him the cigarette .,a mayor sent a chocolate to us .,DO,PD,SELL,SEND,THE,A,to,to,-46.51355743408203,"[-3.644413, -9.981664, -7.301375, -1.5205686, -9.883511, -5.7401266, -6.936064, -1.5058354]"
the scientist sold him the cigarette .,a mayor sent us a chocolate .,DO,DO,SELL,SEND,THE,A,to,to,-42.64494323730469,"[-3.644413, -9.981664, -7.301375, -6.0453463, -0.9453527, -9.135195, -5.5915966]"
the scientist sold the candy to us .,a reader took a flower to it .,PD,PD,SELL,TAKE,THE,A,to,to,-39.324378967285156,"[-3.627301, -6.8165445, -6.603289, -2.2509348, -11.51415, -2.5497282, -4.791348, -1.1710835]"
the scientist sold the candy to us .,a reader took it a flower .,PD,DO,SELL,TAKE,THE,A,to,to,-42.295501708984375,"[-3.627301, -6.8165445, -6.603289, -3.3117335, -4.0632663, -14.449229, -3.4241383]"
the scientist sold the cigarette to him .,a mayor sent a chocolate to us .,PD,PD,SELL,SEND,THE,A,to,to,-43.816444396972656,"[-3.634575, -10.026684, -7.2746763, -1.2843776, -10.078713, -4.4415417, -5.904439, -1.1714364]"
the scientist sold the cigarette to him .,a mayor sent us a chocolate .,PD,DO,SELL,SEND,THE,A,to,to,-42.41301727294922,"[-3.634575, -10.026684, -7.2746763, -5.8746247, -0.8534631, -8.853955, -5.89504]"
the scientist sold the salad to us .,a bishop delivered a juice for me .,PD,PD,SELL,DELIVER,THE,A,to,for,-43.36223602294922,"[-3.6367474, -9.515507, -7.722218, -0.9119766, -13.3359785, -3.8729844, -3.3542528, -1.0125687]"
the scientist sold the salad to us .,a bishop delivered me a juice .,PD,DO,SELL,DELIVER,THE,A,to,for,-41.099212646484375,"[-3.6367474, -9.515507, -7.722218, -6.570133, -0.97965705, -9.572659, -3.10229]"
the scientist sold us the candy .,a reader took a flower to it .,DO,PD,SELL,TAKE,THE,A,to,to,-40.25495147705078,"[-3.6451168, -6.7093296, -6.4729223, -2.530231, -11.692125, -3.3128135, -4.751593, -1.140822]"
the scientist sold us the candy .,a reader took it a flower .,DO,DO,SELL,TAKE,THE,A,to,to,-41.144561767578125,"[-3.6451168, -6.7093296, -6.4729223, -3.1177554, -4.066436, -14.19384, -2.9391623]"
the scientist sold us the salad .,a bishop delivered a juice for me .,DO,PD,SELL,DELIVER,THE,A,to,for,-44.72901153564453,"[-3.6358185, -9.562397, -8.402376, -0.92841226, -14.052866, -3.3407063, -3.734858, -1.0715778]"
the scientist sold us the salad .,a bishop delivered me a juice .,DO,DO,SELL,DELIVER,THE,A,to,for,-39.14000701904297,"[-3.6358185, -9.562397, -8.402376, -4.9519854, -1.0809335, -9.846676, -1.6598234]"
the scientist supplied him the plate .,an uncle threw a candy to us .,DO,PD,SUPPLY,THROW,THE,A,to,to,-44.304229736328125,"[-5.6670384, -8.425833, -8.640928, -1.4852118, -8.041469, -4.685466, -6.5980525, -0.76023006]"
the scientist supplied him the plate .,an uncle threw us a candy .,DO,DO,SUPPLY,THROW,THE,A,to,to,-40.35186004638672,"[-5.6670384, -8.425833, -8.640928, -7.324035, -0.9962648, -6.45033, -2.8474274]"
the scientist supplied it the chicken .,an adult left a beer for you .,DO,PD,SUPPLY,LEAVE,THE,A,to,for,-42.69281005859375,"[-5.661693, -6.32031, -9.082022, -2.2721248, -6.6061974, -4.24736, -7.0688543, -1.4342461]"
the scientist supplied it the chicken .,an adult left you a beer .,DO,DO,SUPPLY,LEAVE,THE,A,to,for,-38.208457946777344,"[-5.661693, -6.32031, -9.082022, -7.2308106, -2.2506852, -6.143388, -1.5195491]"
the scientist supplied it the pie .,a cop bought a coffee for me .,DO,PD,SUPPLY,BUY,THE,A,to,for,-35.332313537597656,"[-3.69093, -8.567772, -7.627947, -1.3871937, -6.819686, -2.8299406, -3.3315768, -1.0772662]"
the scientist supplied it the pie .,a cop bought me a coffee .,DO,DO,SUPPLY,BUY,THE,A,to,for,-30.599815368652344,"[-3.69093, -8.567772, -7.627947, -4.0732145, -0.64466226, -4.7520366, -1.2432536]"
the scientist supplied me the cheese .,a soldier took a bowl to you .,DO,PD,SUPPLY,TAKE,THE,A,to,to,-43.0419807434082,"[-3.6919324, -7.2068624, -6.392486, -1.8987447, -9.017217, -4.9733167, -8.474186, -1.3872344]"
the scientist supplied me the cheese .,a soldier took you a bowl .,DO,DO,SUPPLY,TAKE,THE,A,to,to,-41.86360168457031,"[-3.6919324, -7.2068624, -6.392486, -7.885542, -5.5406256, -7.5883265, -3.557826]"
the scientist supplied me the glass .,a brother gave a candy to you .,DO,PD,SUPPLY,GIVE,THE,A,to,to,-41.48649597167969,"[-3.6712928, -9.264069, -6.553358, -3.4910834, -9.45033, -0.87028354, -7.386237, -0.7998458]"
the scientist supplied me the glass .,a brother gave you a candy .,DO,DO,SUPPLY,GIVE,THE,A,to,to,-35.147239685058594,"[-3.6712928, -9.264069, -6.553358, -6.3951797, -1.3843185, -6.495797, -1.3832223]"
the scientist supplied the cheese to me .,a soldier took a bowl to you .,PD,PD,SUPPLY,TAKE,THE,A,to,to,-42.02351379394531,"[-3.6618476, -7.256564, -6.649349, -1.8172448, -8.917422, -4.3831005, -8.047123, -1.2908635]"
the scientist supplied the cheese to me .,a soldier took you a bowl .,PD,DO,SUPPLY,TAKE,THE,A,to,to,-43.63713073730469,"[-3.6618476, -7.256564, -6.649349, -8.12176, -5.873918, -7.847824, -4.2258654]"
the scientist supplied the chicken to it .,an adult left a beer for you .,PD,PD,SUPPLY,LEAVE,THE,A,to,for,-43.50320816040039,"[-5.6422853, -6.178187, -9.195552, -2.0756965, -6.7911243, -4.786213, -7.284687, -1.5494621]"
the scientist supplied the chicken to it .,an adult left you a beer .,PD,DO,SUPPLY,LEAVE,THE,A,to,for,-40.02404022216797,"[-5.6422853, -6.178187, -9.195552, -7.6705346, -2.995769, -6.4319797, -1.9097327]"
the scientist supplied the chicken to us .,a professor made a television for him .,PD,PD,SUPPLY,MAKE,THE,A,to,for,-36.16339111328125,"[-3.6338468, -7.0115857, -6.606455, -1.257673, -7.878063, -4.3523912, -4.00524, -1.4181377]"
the scientist supplied the chicken to us .,a professor made him a television .,PD,DO,SUPPLY,MAKE,THE,A,to,for,-36.85614776611328,"[-3.6338468, -7.0115857, -6.606455, -5.009985, -1.9654027, -9.874886, -2.753988]"
the scientist supplied the chocolate to them .,an uncle made a flower for it .,PD,PD,SUPPLY,MAKE,THE,A,to,for,-39.25642776489258,"[-5.674733, -8.512415, -6.5420847, -1.3235658, -8.2385235, -2.411758, -5.6889935, -0.8643526]"
the scientist supplied the chocolate to them .,an uncle made it a flower .,PD,DO,SUPPLY,MAKE,THE,A,to,for,-39.95030212402344,"[-5.674733, -8.512415, -6.5420847, -3.5047688, -3.8767815, -9.880626, -1.9588974]"
the scientist supplied the chocolate to us .,an attorney made a plate for you .,PD,PD,SUPPLY,MAKE,THE,A,to,for,-37.505279541015625,"[-5.659955, -6.16209, -7.348648, -1.464357, -9.747092, -2.6773527, -3.5603352, -0.8854475]"
the scientist supplied the chocolate to us .,an attorney made you a plate .,PD,DO,SUPPLY,MAKE,THE,A,to,for,-38.7293701171875,"[-5.659955, -6.16209, -7.348648, -7.798679, -2.2419019, -7.3079658, -2.210133]"
the scientist supplied the coffee to us .,a candidate gave a juice to you .,PD,PD,SUPPLY,GIVE,THE,A,to,to,-41.21092987060547,"[-3.6505628, -8.747255, -8.089939, -1.0629137, -12.287001, -0.3651658, -5.9250393, -1.0830538]"
the scientist supplied the coffee to us .,a candidate gave you a juice .,PD,DO,SUPPLY,GIVE,THE,A,to,to,-39.28028869628906,"[-3.6505628, -8.747255, -8.089939, -6.3751125, -0.9870547, -8.824068, -2.6062977]"
the scientist supplied the glass to me .,a brother gave a candy to you .,PD,PD,SUPPLY,GIVE,THE,A,to,to,-38.59550094604492,"[-3.6376023, -9.29158, -6.7529078, -2.7776966, -8.1497, -0.36224294, -6.954502, -0.6692717]"
the scientist supplied the glass to me .,a brother gave you a candy .,PD,DO,SUPPLY,GIVE,THE,A,to,to,-34.312225341796875,"[-3.6376023, -9.29158, -6.7529078, -5.8591433, -0.904371, -5.7370887, -2.129533]"
the scientist supplied the glass to them .,a guy threw a bag to you .,PD,PD,SUPPLY,THROW,THE,A,to,to,-35.43122863769531,"[-3.642731, -7.5303326, -6.4923677, -0.6772801, -4.4310584, -5.4126883, -6.2674675, -0.97730434]"
the scientist supplied the glass to them .,a guy threw you a bag .,PD,DO,SUPPLY,THROW,THE,A,to,to,-33.03546905517578,"[-3.642731, -7.5303326, -6.4923677, -7.354442, -0.528896, -4.492978, -2.9937189]"
the scientist supplied the pie to it .,a cop bought a coffee for me .,PD,PD,SUPPLY,BUY,THE,A,to,for,-36.70999526977539,"[-3.6636875, -8.506298, -7.911536, -1.122232, -7.2917233, -2.6805325, -4.170311, -1.3636752]"
the scientist supplied the pie to it .,a cop bought me a coffee .,PD,DO,SUPPLY,BUY,THE,A,to,for,-32.042423248291016,"[-3.6636875, -8.506298, -7.911536, -4.763103, -0.6101349, -4.773202, -1.8144622]"
the scientist supplied the pie to us .,a nurse fed a candy to her .,PD,PD,SUPPLY,FEED,THE,A,to,to,-39.305519104003906,"[-3.6752279, -7.4382367, -9.283524, -1.8115306, -7.1468773, -1.1892755, -1.1648891, -7.595957]"
the scientist supplied the pie to us .,a nurse fed her a candy .,PD,DO,SUPPLY,FEED,THE,A,to,to,-38.47370147705078,"[-3.6752279, -7.4382367, -9.283524, -3.7183194, -3.9100084, -5.9063106, -4.542074]"
the scientist supplied the pie to you .,a manager threw an anchor to him .,PD,PD,SUPPLY,THROW,THE,A,to,to,-37.99116516113281,"[-3.6740746, -8.429827, -8.293831, -3.443731, -7.1596384, -1.6718557, -3.9314716, -1.3867342]"
the scientist supplied the pie to you .,a manager threw him an anchor .,PD,DO,SUPPLY,THROW,THE,A,to,to,-40.701812744140625,"[-3.6740746, -8.429827, -8.293831, -4.151168, -4.6458426, -9.0959215, -2.4111454]"
the scientist supplied the plate to him .,an uncle threw a candy to us .,PD,PD,SUPPLY,THROW,THE,A,to,to,-42.580421447753906,"[-5.6792116, -8.533928, -8.380226, -1.2381917, -7.8098497, -3.930765, -6.406398, -0.6018506]"
the scientist supplied the plate to him .,an uncle threw us a candy .,PD,DO,SUPPLY,THROW,THE,A,to,to,-41.261749267578125,"[-5.6792116, -8.533928, -8.380226, -7.5373106, -1.2171086, -6.5742707, -3.3396916]"
the scientist supplied them the chocolate .,an uncle made a flower for it .,DO,PD,SUPPLY,MAKE,THE,A,to,for,-40.54958724975586,"[-5.670675, -8.336637, -6.8363514, -1.4251882, -8.720259, -2.720778, -5.9518957, -0.8878055]"
the scientist supplied them the chocolate .,an uncle made it a flower .,DO,DO,SUPPLY,MAKE,THE,A,to,for,-40.228782653808594,"[-5.670675, -8.336637, -6.8363514, -3.1425648, -3.611163, -10.9697, -1.6616919]"
the scientist supplied them the glass .,a guy threw a bag to you .,DO,PD,SUPPLY,THROW,THE,A,to,to,-36.596534729003906,"[-3.6672788, -7.604211, -6.540125, -0.7539596, -4.827791, -5.741819, -6.3593674, -1.1019797]"
the scientist supplied them the glass .,a guy threw you a bag .,DO,DO,SUPPLY,THROW,THE,A,to,to,-32.879554748535156,"[-3.6672788, -7.604211, -6.540125, -7.1040535, -0.39020935, -5.1530833, -2.4205945]"
the scientist supplied us the chicken .,a professor made a television for him .,DO,PD,SUPPLY,MAKE,THE,A,to,for,-36.36176681518555,"[-3.6555316, -6.9850698, -6.8230147, -1.3873812, -7.937113, -4.399125, -3.9565883, -1.2179418]"
the scientist supplied us the chicken .,a professor made him a television .,DO,DO,SUPPLY,MAKE,THE,A,to,for,-36.30957794189453,"[-3.6555316, -6.9850698, -6.8230147, -4.9845834, -1.8095787, -10.015175, -2.0366259]"
the scientist supplied us the chocolate .,an attorney made a plate for you .,DO,PD,SUPPLY,MAKE,THE,A,to,for,-39.58424377441406,"[-5.657846, -6.1509542, -7.6306577, -1.6267825, -10.484436, -3.1175153, -4.0500693, -0.8659847]"
the scientist supplied us the chocolate .,an attorney made you a plate .,DO,DO,SUPPLY,MAKE,THE,A,to,for,-38.275550842285156,"[-5.657846, -6.1509542, -7.6306577, -7.388365, -2.2407596, -7.1104293, -2.09654]"
the scientist supplied us the coffee .,a candidate gave a juice to you .,DO,PD,SUPPLY,GIVE,THE,A,to,to,-42.96133041381836,"[-3.6652493, -8.751117, -7.6455736, -1.2651653, -12.459494, -0.88235104, -7.018033, -1.274346]"
the scientist supplied us the coffee .,a candidate gave you a juice .,DO,DO,SUPPLY,GIVE,THE,A,to,to,-36.646419525146484,"[-3.6652493, -8.751117, -7.6455736, -5.4023304, -1.1870627, -8.759488, -1.2355973]"
the scientist supplied us the pie .,a nurse fed a candy to her .,DO,PD,SUPPLY,FEED,THE,A,to,to,-41.80560302734375,"[-3.6932633, -7.4536786, -8.873189, -1.9267672, -7.7214265, -2.5409238, -1.8400633, -7.7562923]"
the scientist supplied us the pie .,a nurse fed her a candy .,DO,DO,SUPPLY,FEED,THE,A,to,to,-34.556983947753906,"[-3.6932633, -7.4536786, -8.873189, -2.7311754, -3.1688366, -5.586876, -3.0499685]"
the scientist supplied you the pie .,a manager threw an anchor to him .,DO,PD,SUPPLY,THROW,THE,A,to,to,-38.31427764892578,"[-3.6905367, -8.431591, -7.840622, -3.5297318, -7.07264, -2.3671892, -4.1147203, -1.2672465]"
the scientist supplied you the pie .,a manager threw him an anchor .,DO,DO,SUPPLY,THROW,THE,A,to,to,-37.76994323730469,"[-3.6905367, -8.431591, -7.840622, -3.2780247, -3.9141335, -8.989942, -1.625094]"
the scientist threw him the meal .,a writer made a crystal for you .,DO,PD,THROW,MAKE,THE,A,to,for,-39.88478088378906,"[-3.742783, -7.666747, -6.9402704, -1.3706206, -9.930335, -4.690214, -4.6820083, -0.86180484]"
the scientist threw him the meal .,a writer made you a crystal .,DO,DO,THROW,MAKE,THE,A,to,for,-38.712982177734375,"[-3.742783, -7.666747, -6.9402704, -7.3427877, -1.7602929, -8.760354, -2.4997444]"
the scientist threw it the chocolate .,a reader sold a cheese to them .,DO,PD,THROW,SELL,THE,A,to,to,-44.96333694458008,"[-3.692567, -6.971325, -11.48539, -3.026138, -9.002194, -3.5319045, -6.357441, -0.8963777]"
the scientist threw it the chocolate .,a reader sold them a cheese .,DO,DO,THROW,SELL,THE,A,to,to,-39.547271728515625,"[-3.692567, -6.971325, -11.48539, -6.095378, -1.6176517, -7.694862, -1.9900976]"
the scientist threw me the flower .,a prince drew a wire for us .,DO,PD,THROW,DRAW,THE,A,to,for,-43.02744674682617,"[-3.7231684, -10.010175, -8.224731, -1.6430345, -8.851511, -5.030928, -4.735808, -0.8080927]"
the scientist threw me the flower .,a prince drew us a wire .,DO,DO,THROW,DRAW,THE,A,to,for,-40.29780578613281,"[-3.7231684, -10.010175, -8.224731, -5.533665, -2.2024152, -9.762895, -0.8407529]"
the scientist threw the chocolate to it .,a reader sold a cheese to them .,PD,PD,THROW,SELL,THE,A,to,to,-41.2685546875,"[-3.6593332, -7.007358, -11.444616, -2.6065145, -8.193449, -1.9809588, -5.737799, -0.6385253]"
the scientist threw the chocolate to it .,a reader sold them a cheese .,PD,DO,THROW,SELL,THE,A,to,to,-42.91501235961914,"[-3.6593332, -7.007358, -11.444616, -6.206033, -4.438433, -7.281558, -2.8776796]"
the scientist threw the flower to me .,a prince drew a wire for us .,PD,PD,THROW,DRAW,THE,A,to,for,-42.36719512939453,"[-3.659407, -10.130969, -8.341693, -1.1395341, -8.735229, -5.131445, -4.304326, -0.9245953]"
the scientist threw the flower to me .,a prince drew us a wire .,PD,DO,THROW,DRAW,THE,A,to,for,-41.377662658691406,"[-3.659407, -10.130969, -8.341693, -6.455905, -1.75412, -9.812517, -1.2230506]"
the scientist threw the flower to you .,a friend took an engine to her .,PD,PD,THROW,TAKE,THE,A,to,to,-35.696678161621094,"[-3.660909, -5.945427, -4.6357894, -4.4561644, -8.335872, -1.6555845, -4.624257, -2.3826776]"
the scientist threw the flower to you .,a friend took her an engine .,PD,DO,THROW,TAKE,THE,A,to,to,-38.50647735595703,"[-3.660909, -5.945427, -4.6357894, -3.553197, -7.616313, -11.169094, -1.9257485]"
the scientist threw the gun to us .,a mayor brought a coffee to me .,PD,PD,THROW,BRING,THE,A,to,to,-36.02960968017578,"[-3.6341004, -10.143873, -8.409009, -1.5258114, -8.046232, -0.90301037, -2.2192001, -1.1483715]"
the scientist threw the gun to us .,a mayor brought me a coffee .,PD,DO,THROW,BRING,THE,A,to,to,-35.077537536621094,"[-3.6341004, -10.143873, -8.409009, -4.934268, -1.5580347, -5.136597, -1.2616564]"
the scientist threw the gun to us .,a prince supplied a salad to you .,PD,PD,THROW,SUPPLY,THE,A,to,to,-44.275917053222656,"[-3.6341004, -10.468427, -10.056438, -2.4601302, -9.29884, -1.0896488, -6.2352977, -1.0330368]"
the scientist threw the gun to us .,a prince supplied you a salad .,PD,DO,THROW,SUPPLY,THE,A,to,to,-43.064292907714844,"[-3.6341004, -10.468427, -10.056438, -5.4747624, -3.7735872, -8.192841, -1.4641404]"
the scientist threw the meal to him .,a writer made a crystal for you .,PD,PD,THROW,MAKE,THE,A,to,for,-40.057395935058594,"[-3.6845336, -7.715998, -6.9778185, -1.2219174, -10.130197, -4.5198374, -4.9601974, -0.8468967]"
the scientist threw the meal to him .,a writer made you a crystal .,PD,DO,THROW,MAKE,THE,A,to,for,-39.59614562988281,"[-3.6845336, -7.715998, -6.9778185, -8.066599, -1.7594557, -8.950682, -2.4410625]"
the scientist threw the meal to us .,a nurse left a cheese for you .,PD,PD,THROW,LEAVE,THE,A,to,for,-41.81675720214844,"[-3.6724706, -7.063551, -6.6651125, -1.8576499, -10.775437, -5.613539, -4.9509916, -1.2180047]"
the scientist threw the meal to us .,a nurse left you a cheese .,PD,DO,THROW,LEAVE,THE,A,to,for,-40.03472137451172,"[-3.6724706, -7.063551, -6.6651125, -7.49769, -2.0090508, -9.22053, -3.9063163]"
the scientist threw the pie to you .,a sheriff promised an engine to him .,PD,PD,THROW,PROMISE,THE,A,to,to,-42.81011962890625,"[-3.6810682, -8.644348, -9.761562, -3.9923038, -9.000541, -2.4121034, -4.023788, -1.2944016]"
the scientist threw the pie to you .,a sheriff promised him an engine .,PD,DO,THROW,PROMISE,THE,A,to,to,-39.940067291259766,"[-3.6810682, -8.644348, -9.761562, -4.294057, -3.9914591, -8.017315, -1.5502576]"
the scientist threw us the gun .,a mayor brought a coffee to me .,DO,PD,THROW,BRING,THE,A,to,to,-37.601139068603516,"[-3.6927476, -10.168112, -8.165554, -1.9601302, -8.148361, -1.6695575, -2.5869994, -1.2096765]"
the scientist threw us the gun .,a mayor brought me a coffee .,DO,DO,THROW,BRING,THE,A,to,to,-34.85295867919922,"[-3.6927476, -10.168112, -8.165554, -3.8412824, -2.0869234, -5.9169254, -0.9814156]"
the scientist threw us the gun .,a prince supplied a salad to you .,DO,PD,THROW,SUPPLY,THE,A,to,to,-44.9122314453125,"[-3.6927476, -10.213512, -10.188963, -2.7051768, -8.945086, -2.2665377, -5.7603364, -1.1398716]"
the scientist threw us the gun .,a prince supplied you a salad .,DO,DO,THROW,SUPPLY,THE,A,to,to,-42.260616302490234,"[-3.6927476, -10.213512, -10.188963, -4.4199357, -4.183115, -8.340942, -1.2214009]"
the scientist threw us the meal .,a nurse left a cheese for you .,DO,PD,THROW,LEAVE,THE,A,to,for,-42.30063247680664,"[-3.7360628, -7.086132, -6.4607735, -2.0979931, -10.772581, -5.534896, -5.3014326, -1.310761]"
the scientist threw us the meal .,a nurse left you a cheese .,DO,DO,THROW,LEAVE,THE,A,to,for,-37.73883056640625,"[-3.7360628, -7.086132, -6.4607735, -5.5395994, -2.3692894, -9.528977, -3.0179954]"
the scientist threw you the flower .,a friend took an engine to her .,DO,PD,THROW,TAKE,THE,A,to,to,-37.752349853515625,"[-3.6933947, -6.005604, -4.5947046, -4.678156, -8.359333, -2.7534783, -4.1178293, -3.5498486]"
the scientist threw you the flower .,a friend took her an engine .,DO,DO,THROW,TAKE,THE,A,to,to,-38.58245086669922,"[-3.6933947, -6.005604, -4.5947046, -3.5156515, -7.4428377, -11.437545, -1.8927128]"
the scientist threw you the pie .,a sheriff promised an engine to him .,DO,PD,THROW,PROMISE,THE,A,to,to,-44.996849060058594,"[-3.7123947, -8.488305, -9.62232, -3.962027, -8.87222, -3.7205567, -5.1574802, -1.4615476]"
the scientist threw you the pie .,a sheriff promised him an engine .,DO,DO,THROW,PROMISE,THE,A,to,to,-39.244422912597656,"[-3.7123947, -8.488305, -9.62232, -3.758329, -4.2733316, -7.921283, -1.4684589]"
the scientist took her the card .,a guy got a flower for you .,DO,PD,TAKE,GET,THE,A,to,for,-37.777557373046875,"[-3.6220589, -7.375756, -5.0647063, -2.283086, -9.811822, -3.1614332, -5.485067, -0.97363013]"
the scientist took her the card .,a guy got you a flower .,DO,DO,TAKE,GET,THE,A,to,for,-35.071983337402344,"[-3.6220589, -7.375756, -5.0647063, -7.626692, -1.170819, -8.908699, -1.3032559]"
the scientist took him the bag .,a buddy kept a cheese for you .,DO,PD,TAKE,KEEP,THE,A,to,for,-48.21037292480469,"[-3.6547046, -10.0653515, -8.07424, -3.062108, -10.648093, -5.5573235, -6.1563277, -0.9922264]"
the scientist took him the bag .,a buddy kept you a cheese .,DO,DO,TAKE,KEEP,THE,A,to,for,-45.67134094238281,"[-3.6547046, -10.0653515, -8.07424, -5.4705925, -5.2474303, -9.920952, -3.2380688]"
the scientist took him the cigarette .,a prince drew a wire for us .,DO,PD,TAKE,DRAW,THE,A,to,for,-45.039451599121094,"[-3.6742916, -10.317587, -8.476928, -1.8047388, -8.508668, -4.958943, -6.239732, -1.0585632]"
