text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
an aunt brought an army a jacket .,DO,BRING,A,to,-67.0777816772461,▁An|▁a|unt|▁brought|▁an|▁army|▁a|▁jack|et|.,"[-11.601554870605469, -7.417680740356445, -5.539560794830322, -7.722719669342041, -4.344091415405273, -6.687798500061035, -10.597821235656738, -9.468107223510742, -0.05379514768719673, -3.6446564197540283]"
a hero brought a chocolate to a wife .,PD,BRING,A,to,-65.46560668945312,▁A|▁hero|▁brought|▁a|▁ch|oc|olate|▁to|▁a|▁wife|.,"[-11.423389434814453, -9.334790229797363, -11.189780235290527, -5.5328755378723145, -5.335747718811035, -3.4130547046661377, -0.0010150285670533776, -5.409512519836426, -1.3270372152328491, -7.892690658569336, -4.605713367462158]"
a hero brought a wife a chocolate .,DO,BRING,A,to,-62.82001495361328,▁A|▁hero|▁brought|▁a|▁wife|▁a|▁ch|oc|olate|.,"[-11.423389434814453, -9.334790229797363, -11.189779281616211, -5.532873630523682, -7.081450462341309, -6.4004340171813965, -5.6528401374816895, -0.9330312013626099, -0.0048789968714118, -5.26654577255249]"
a soldier brought a cup to a scientist .,PD,BRING,A,to,-55.017234802246094,▁A|▁soldier|▁brought|▁a|▁cup|▁to|▁a|▁scient|ist|.,"[-11.423389434814453, -9.249421119689941, -8.405289649963379, -1.8346701860427856, -6.88139533996582, -3.9696881771087646, -2.0046284198760986, -8.12817668914795, -0.0004885195521637797, -3.120084762573242]"
a soldier brought a scientist a cup .,DO,BRING,A,to,-57.75062561035156,▁A|▁soldier|▁brought|▁a|▁scient|ist|▁a|▁cup|.,"[-11.423389434814453, -9.249421119689941, -8.405289649963379, -1.8346701860427856, -10.808622360229492, -0.0012342463014647365, -2.6008822917938232, -4.957372665405273, -8.469740867614746]"
an employee brought a camera to a business .,PD,BRING,A,to,-49.44049453735352,▁An|▁employee|▁brought|▁a|▁camera|▁to|▁a|▁business|.,"[-11.601554870605469, -6.139541149139404, -7.576317310333252, -0.5270628333091736, -6.704636573791504, -0.2481759935617447, -4.7704596519470215, -4.626882076263428, -7.24586820602417]"
an employee brought a business a camera .,DO,BRING,A,to,-57.93246078491211,▁An|▁employee|▁brought|▁a|▁business|▁a|▁camera|.,"[-11.601554870605469, -6.139541149139404, -7.576320171356201, -0.5270624756813049, -9.231943130493164, -9.598564147949219, -8.577255249023438, -4.680218696594238]"
a parent brought a meal to a club .,PD,BRING,A,to,-61.04340744018555,▁A|▁parent|▁brought|▁a|▁me|al|▁to|▁a|▁club|.,"[-11.423389434814453, -8.865171432495117, -9.657591819763184, -2.1548619270324707, -9.002616882324219, -0.21290212869644165, -0.557914674282074, -3.7019259929656982, -9.557584762573242, -5.909444332122803]"
a parent brought a club a meal .,DO,BRING,A,to,-65.36651611328125,▁A|▁parent|▁brought|▁a|▁club|▁a|▁me|al|.,"[-11.423389434814453, -8.865171432495117, -9.657591819763184, -2.1548619270324707, -11.699922561645508, -9.165688514709473, -8.44529914855957, -1.0987626314163208, -2.8558335304260254]"
a prince brought a motor to a business .,PD,BRING,A,to,-63.57477188110352,▁A|▁prince|▁brought|▁a|▁motor|▁to|▁a|▁business|.,"[-11.423389434814453, -11.20894718170166, -8.862439155578613, -0.9878055453300476, -9.569355010986328, -6.458333492279053, -1.4342910051345825, -8.823870658874512, -4.806341648101807]"
a prince brought a business a motor .,DO,BRING,A,to,-67.72761535644531,▁A|▁prince|▁brought|▁a|▁business|▁a|▁motor|.,"[-11.423389434814453, -11.20894718170166, -8.86244010925293, -0.9878047704696655, -9.075756072998047, -10.058576583862305, -10.548030853271484, -5.56266975402832]"
a colonel brought a bottle to a business .,PD,BRING,A,to,-66.16539001464844,▁A|▁colon|el|▁brought|▁a|▁bott|le|▁to|▁a|▁business|.,"[-11.423389434814453, -9.612052917480469, -3.346273899078369, -9.96495532989502, -1.3735617399215698, -6.840132713317871, -0.0004564673872664571, -6.1067047119140625, -1.5788583755493164, -7.475419044494629, -8.443586349487305]"
a colonel brought a business a bottle .,DO,BRING,A,to,-69.3505859375,▁A|▁colon|el|▁brought|▁a|▁business|▁a|▁bott|le|.,"[-11.423389434814453, -9.612052917480469, -3.3462724685668945, -9.964956283569336, -1.3735618591308594, -9.118639945983887, -10.237109184265137, -7.852753639221191, -0.015806147828698158, -6.40604305267334]"
a professor brought a tea to a band .,PD,BRING,A,to,-67.45193481445312,▁A|▁professor|▁brought|▁a|▁tea|▁to|▁a|▁band|.,"[-11.423389434814453, -8.932820320129395, -9.1192045211792, -0.763205349445343, -10.794564247131348, -5.58298921585083, -6.872701168060303, -10.73327350616455, -3.229783535003662]"
a professor brought a band a tea .,DO,BRING,A,to,-64.07884216308594,▁A|▁professor|▁brought|▁a|▁band|▁a|▁tea|.,"[-11.423389434814453, -8.932820320129395, -9.1192045211792, -0.7632072567939758, -10.238975524902344, -9.351221084594727, -10.220520973205566, -4.029500484466553]"
a soldier brought a telephone to a kid .,PD,BRING,A,to,-58.84638214111328,▁A|▁soldier|▁brought|▁a|▁tele|phone|▁to|▁a|▁kid|.,"[-11.423389434814453, -9.249421119689941, -8.405289649963379, -1.8346701860427856, -9.417045593261719, -0.6362934708595276, -0.32685843110084534, -2.135955810546875, -10.619449615478516, -4.798008918762207]"
a soldier brought a kid a telephone .,DO,BRING,A,to,-60.56973648071289,▁A|▁soldier|▁brought|▁a|▁kid|▁a|▁tele|phone|.,"[-11.423389434814453, -9.249421119689941, -8.405289649963379, -1.8346701860427856, -8.280937194824219, -7.891260623931885, -10.201301574707031, -0.17781858146190643, -3.105645179748535]"
a father brought a beer to a corporation .,PD,BRING,A,to,-64.71940612792969,▁A|▁father|▁brought|▁a|▁be|er|▁to|▁a|▁corpor|ation|.,"[-11.423389434814453, -8.836365699768066, -7.531534671783447, -4.252782821655273, -7.928546905517578, -3.2273221015930176, -0.6785073280334473, -2.148392915725708, -9.022222518920898, -6.502862930297852, -3.1674704551696777]"
a father brought a corporation a beer .,DO,BRING,A,to,-64.93243408203125,▁A|▁father|▁brought|▁a|▁corpor|ation|▁a|▁be|er|.,"[-11.423389434814453, -8.836365699768066, -7.531533241271973, -4.252784729003906, -11.196487426757812, -2.5013926029205322, -6.5942583084106445, -8.152508735656738, -1.93080735206604, -2.5129055976867676]"
a doctor brought a tea to a chief .,PD,BRING,A,to,-63.55194091796875,▁A|▁doctor|▁brought|▁a|▁tea|▁to|▁a|▁chief|.,"[-11.423389434814453, -8.304475784301758, -9.554361343383789, -0.6472716927528381, -12.805625915527344, -4.908872604370117, -1.7690526247024536, -11.389378547668457, -2.7495126724243164]"
a doctor brought a chief a tea .,DO,BRING,A,to,-57.8966178894043,▁A|▁doctor|▁brought|▁a|▁chief|▁a|▁tea|.,"[-11.423389434814453, -8.304475784301758, -9.554359436035156, -0.6472712755203247, -10.127235412597656, -7.684683799743652, -6.629437446594238, -3.525763511657715]"
a candidate brought a chocolate to a man .,PD,BRING,A,to,-68.96139526367188,▁A|▁candidate|▁brought|▁a|▁ch|oc|olate|▁to|▁a|▁man|.,"[-11.423389434814453, -9.274084091186523, -10.082121849060059, -1.2686406373977661, -5.0485076904296875, -3.6314616203308105, -5.8530047681415454e-05, -8.266435623168945, -2.6941416263580322, -13.388139724731445, -3.8844127655029297]"
a candidate brought a man a chocolate .,DO,BRING,A,to,-60.44321441650391,▁A|▁candidate|▁brought|▁a|▁man|▁a|▁ch|oc|olate|.,"[-11.423389434814453, -9.274084091186523, -10.082119941711426, -1.2686426639556885, -6.544800758361816, -8.119142532348633, -5.389629364013672, -0.600712239742279, -0.0009392855572514236, -7.739753246307373]"
a mayor brought a coffee to a priest .,PD,BRING,A,to,-56.34867477416992,▁A|▁mayor|▁brought|▁a|▁coffee|▁to|▁a|▁priest|.,"[-11.423389434814453, -10.422484397888184, -9.422682762145996, -1.4706546068191528, -7.352829933166504, -3.6132559776306152, -0.5470308065414429, -9.461227416992188, -2.635120153427124]"
a mayor brought a priest a coffee .,DO,BRING,A,to,-54.17647552490234,▁A|▁mayor|▁brought|▁a|▁priest|▁a|▁coffee|.,"[-11.423389434814453, -10.422484397888184, -9.422684669494629, -1.4706547260284424, -6.813014507293701, -6.796109199523926, -4.886288642883301, -2.9418535232543945]"
an employer brought a tea to an attorney .,PD,BRING,A,to,-69.71405029296875,▁An|▁employ|er|▁brought|▁a|▁tea|▁to|▁an|▁att|orney|.,"[-11.601554870605469, -7.635760307312012, -0.29875850677490234, -9.4127836227417, -0.8699792623519897, -14.885293006896973, -4.618682384490967, -6.820627689361572, -9.750316619873047, -0.04844094440340996, -3.7718536853790283]"
an employer brought an attorney a tea .,DO,BRING,A,to,-63.73702621459961,▁An|▁employ|er|▁brought|▁an|▁att|orney|▁a|▁tea|.,"[-11.601554870605469, -7.635760307312012, -0.29875752329826355, -9.412781715393066, -1.4468536376953125, -9.042160987854004, -0.22347822785377502, -8.890473365783691, -10.24706745147705, -4.938142776489258]"
the husband brought the newspaper to the candidate .,PD,BRING,THE,to,-54.26674270629883,▁The|▁husband|▁brought|▁the|▁newspaper|▁to|▁the|▁candidate|.,"[-11.048931121826172, -10.154526710510254, -7.199025630950928, -2.476834297180176, -5.355139255523682, -1.408607840538025, -0.5559607744216919, -14.055667877197266, -2.012047290802002]"
the husband brought the candidate the newspaper .,DO,BRING,THE,to,-53.475074768066406,▁The|▁husband|▁brought|▁the|▁candidate|▁the|▁newspaper|.,"[-11.048931121826172, -10.154526710510254, -7.199027061462402, -2.476834297180176, -11.136910438537598, -6.352465629577637, -2.7721476554870605, -2.3342325687408447]"
the secretary brought the beer to the soldier .,PD,BRING,THE,to,-58.41303634643555,▁The|▁secretary|▁brought|▁the|▁be|er|▁to|▁the|▁soldier|.,"[-11.048931121826172, -10.721993446350098, -9.347491264343262, -1.2830395698547363, -9.272245407104492, -1.2614643573760986, -1.6202360391616821, -0.27366209030151367, -11.782541275024414, -1.801432490348816]"
the secretary brought the soldier the beer .,DO,BRING,THE,to,-59.19401168823242,▁The|▁secretary|▁brought|▁the|▁soldier|▁the|▁be|er|.,"[-11.048931121826172, -10.721993446350098, -9.347491264343262, -1.2830395698547363, -11.478713989257812, -2.744112491607666, -10.141061782836914, -0.5056270956993103, -1.9230413436889648]"
the champion brought the hat to the guy .,PD,BRING,THE,to,-54.41327667236328,▁The|▁champion|▁brought|▁the|▁hat|▁to|▁the|▁gu|y|.,"[-11.048931121826172, -11.023110389709473, -9.465350151062012, -1.7077703475952148, -8.377708435058594, -1.6223978996276855, -0.5342437624931335, -7.601073265075684, -0.7501007318496704, -2.282588005065918]"
the champion brought the guy the hat .,DO,BRING,THE,to,-57.20563888549805,▁The|▁champion|▁brought|▁the|▁gu|y|▁the|▁hat|.,"[-11.048931121826172, -11.023110389709473, -9.465350151062012, -1.7077703475952148, -8.60827350616455, -0.7065436840057373, -5.696352958679199, -6.723509788513184, -2.225794792175293]"
the parent brought the chocolate to the buddy .,PD,BRING,THE,to,-63.381046295166016,▁The|▁parent|▁brought|▁the|▁ch|oc|olate|▁to|▁the|▁bud|dy|.,"[-11.048931121826172, -9.888599395751953, -12.447478294372559, -0.49600884318351746, -7.911136150360107, -3.6969659328460693, -0.04210378974676132, -2.7919888496398926, -0.26723918318748474, -11.80461597442627, -0.2133084535598755, -2.7726712226867676]"
the parent brought the buddy the chocolate .,DO,BRING,THE,to,-65.24736022949219,▁The|▁parent|▁brought|▁the|▁bud|dy|▁the|▁ch|oc|olate|.,"[-11.048931121826172, -9.888599395751953, -12.447476387023926, -0.49601009488105774, -11.655862808227539, -1.7559292316436768, -7.764003753662109, -5.577268600463867, -0.6966450810432434, -0.01029065903276205, -3.906348943710327]"
the secretary brought the juice to the corporation .,PD,BRING,THE,to,-62.08088684082031,▁The|▁secretary|▁brought|▁the|▁ju|ice|▁to|▁the|▁corpor|ation|.,"[-11.048931121826172, -10.721993446350098, -9.347490310668945, -1.2830404043197632, -11.042926788330078, -0.44596508145332336, -2.958434581756592, -0.2018236666917801, -8.766759872436523, -4.405388355255127, -1.8581336736679077]"
the secretary brought the corporation the juice .,DO,BRING,THE,to,-63.15514373779297,▁The|▁secretary|▁brought|▁the|▁corpor|ation|▁the|▁ju|ice|.,"[-11.048931121826172, -10.721993446350098, -9.347491264343262, -1.2830395698547363, -8.854460716247559, -1.6876285076141357, -5.351203441619873, -10.547637939453125, -2.075679063796997, -2.237074375152588]"
the pilot brought the pie to the band .,PD,BRING,THE,to,-57.4324951171875,▁The|▁pilot|▁brought|▁the|▁pie|▁to|▁the|▁band|.,"[-11.048931121826172, -9.23109245300293, -8.284042358398438, -0.22526352107524872, -13.429590225219727, -1.1654503345489502, -0.5328876972198486, -10.664530754089355, -2.850706100463867]"
the pilot brought the band the pie .,DO,BRING,THE,to,-60.6386947631836,▁The|▁pilot|▁brought|▁the|▁band|▁the|▁pie|.,"[-11.048931121826172, -9.23109245300293, -8.284042358398438, -0.22526361048221588, -12.55893325805664, -6.309603691101074, -11.258516311645508, -1.7223140001296997]"
the mother brought the plate to the club .,PD,BRING,THE,to,-54.07162094116211,▁The|▁mother|▁brought|▁the|▁plate|▁to|▁the|▁club|.,"[-11.048931121826172, -8.790108680725098, -9.616917610168457, -1.552613377571106, -6.931743144989014, -1.7625408172607422, -0.430885374546051, -11.215352058410645, -2.722531318664551]"
the mother brought the club the plate .,DO,BRING,THE,to,-59.320743560791016,▁The|▁mother|▁brought|▁the|▁club|▁the|▁plate|.,"[-11.048931121826172, -8.790108680725098, -9.61691665649414, -1.552613615989685, -9.550470352172852, -7.769690990447998, -7.481122970581055, -3.5108907222747803]"
the mother brought the coffee to the buddy .,PD,BRING,THE,to,-56.54925537109375,▁The|▁mother|▁brought|▁the|▁coffee|▁to|▁the|▁bud|dy|.,"[-11.048931121826172, -8.790108680725098, -9.616917610168457, -1.552613377571106, -7.665921211242676, -1.38618803024292, -0.3166210949420929, -11.541583061218262, -2.3547444343566895, -2.2756290435791016]"
the mother brought the buddy the coffee .,DO,BRING,THE,to,-61.80324935913086,▁The|▁mother|▁brought|▁the|▁bud|dy|▁the|▁coffee|.,"[-11.048931121826172, -8.790108680725098, -9.616917610168457, -1.552613377571106, -11.163113594055176, -3.7827041149139404, -6.415472030639648, -7.030429840087891, -2.4029645919799805]"
the author brought the guitar to the company .,PD,BRING,THE,to,-56.93155288696289,▁The|▁author|▁brought|▁the|▁guitar|▁to|▁the|▁company|.,"[-11.048931121826172, -7.629751205444336, -10.086301803588867, -2.485686779022217, -9.696737289428711, -0.9802319407463074, -1.559596061706543, -10.472053527832031, -2.972262382507324]"
the author brought the company the guitar .,DO,BRING,THE,to,-58.47102737426758,▁The|▁author|▁brought|▁the|▁company|▁the|▁guitar|.,"[-11.048931121826172, -7.629751205444336, -10.086301803588867, -2.485685348510742, -7.905427932739258, -5.361266136169434, -11.167080879211426, -2.786583423614502]"
the guy brought the iron to the author .,PD,BRING,THE,to,-56.01392364501953,▁The|▁gu|y|▁brought|▁the|▁iron|▁to|▁the|▁author|.,"[-11.048931121826172, -9.207276344299316, -1.3574594259262085, -7.723250389099121, -2.2079973220825195, -8.639422416687012, -1.4760775566101074, -0.6167240738868713, -11.150421142578125, -2.586359977722168]"
the guy brought the author the iron .,DO,BRING,THE,to,-57.90966033935547,▁The|▁gu|y|▁brought|▁the|▁author|▁the|▁iron|.,"[-11.048931121826172, -9.207276344299316, -1.3574594259262085, -7.723250389099121, -2.2079992294311523, -9.617410659790039, -4.906150817871094, -8.506234169006348, -3.3349485397338867]"
the employee brought the television to the doctor .,PD,BRING,THE,to,-55.652339935302734,▁The|▁employee|▁brought|▁the|▁television|▁to|▁the|▁doctor|.,"[-11.048931121826172, -10.372763633728027, -7.536718368530273, -1.1614394187927246, -9.909832000732422, -0.867332935333252, -1.9534740447998047, -7.630183696746826, -5.171665668487549]"
the employee brought the doctor the television .,DO,BRING,THE,to,-57.85349655151367,▁The|▁employee|▁brought|▁the|▁doctor|▁the|▁television|.,"[-11.048931121826172, -10.372763633728027, -7.53671932220459, -1.1614398956298828, -7.43936824798584, -5.698925971984863, -10.268524169921875, -4.326824188232422]"
the lady brought the key to the club .,PD,BRING,THE,to,-51.02507781982422,▁The|▁lady|▁brought|▁the|▁key|▁to|▁the|▁club|.,"[-11.048931121826172, -10.249642372131348, -8.123943328857422, -1.6395703554153442, -7.39180850982666, -0.47725701332092285, -0.18767404556274414, -8.117696762084961, -3.788550853729248]"
the lady brought the club the key .,DO,BRING,THE,to,-57.31773376464844,▁The|▁lady|▁brought|▁the|▁club|▁the|▁key|.,"[-11.048931121826172, -10.249642372131348, -8.123944282531738, -1.6395705938339233, -9.933287620544434, -5.617465496063232, -7.947303295135498, -2.7575924396514893]"
the professor brought the meal to the kid .,PD,BRING,THE,to,-57.26082992553711,▁The|▁professor|▁brought|▁the|▁me|al|▁to|▁the|▁kid|.,"[-11.048931121826172, -10.688706398010254, -6.28327751159668, -1.8599070310592651, -10.577591896057129, -1.5485270023345947, -1.1702120304107666, -0.5564324259757996, -11.222126960754395, -2.3051211833953857]"
the professor brought the kid the meal .,DO,BRING,THE,to,-60.443660736083984,▁The|▁professor|▁brought|▁the|▁kid|▁the|▁me|al|.,"[-11.048931121826172, -10.688706398010254, -6.28327751159668, -1.8599070310592651, -11.261829376220703, -8.20577621459961, -8.6371488571167, -0.14854739606380463, -2.309536933898926]"
the bishop brought the pie to the club .,PD,BRING,THE,to,-55.242977142333984,▁The|▁bishop|▁brought|▁the|▁pie|▁to|▁the|▁club|.,"[-11.048931121826172, -10.98723030090332, -7.3406782150268555, -1.2448092699050903, -12.248998641967773, -0.3930392563343048, -0.14236930012702942, -9.221874237060547, -2.615048408508301]"
the bishop brought the club the pie .,DO,BRING,THE,to,-61.25621795654297,▁The|▁bishop|▁brought|▁the|▁club|▁the|▁pie|.,"[-11.048931121826172, -10.98723030090332, -7.340677261352539, -1.2448091506958008, -8.409280776977539, -9.629531860351562, -11.31407642364502, -1.2816795110702515]"
the lawyer brought the newspaper to the corporation .,PD,BRING,THE,to,-57.69825744628906,▁The|▁lawyer|▁brought|▁the|▁newspaper|▁to|▁the|▁corpor|ation|.,"[-11.048931121826172, -10.632329940795898, -8.174657821655273, -1.3644417524337769, -7.630909442901611, -2.464137077331543, -0.42246386408805847, -9.815506935119629, -3.0141565799713135, -3.1307244300842285]"
the lawyer brought the corporation the newspaper .,DO,BRING,THE,to,-60.0126838684082,▁The|▁lawyer|▁brought|▁the|▁corpor|ation|▁the|▁newspaper|.,"[-11.048931121826172, -10.632329940795898, -8.174657821655273, -1.3644417524337769, -8.796331405639648, -0.6824729442596436, -6.629741191864014, -7.044836521148682, -5.638940334320068]"
the lady brought the cigarette to the administration .,PD,BRING,THE,to,-60.68731689453125,▁The|▁lady|▁brought|▁the|▁cig|aret|te|▁to|▁the|▁administration|.,"[-11.048931121826172, -10.249642372131348, -8.123944282531738, -1.6395705938339233, -7.911789894104004, -0.6914854645729065, -7.283422019099817e-05, -0.6450069546699524, -5.863391399383545, -11.455638885498047, -3.057840347290039]"
the lady brought the administration the cigarette .,DO,BRING,THE,to,-61.2162971496582,▁The|▁lady|▁brought|▁the|▁administration|▁the|▁cig|aret|te|.,"[-11.048931121826172, -10.249642372131348, -8.123943328857422, -1.6395703554153442, -11.718143463134766, -4.406297206878662, -9.4534330368042, -0.5672479271888733, -8.40390202938579e-05, -4.009002208709717]"
the worker brought the pie to the corporation .,PD,BRING,THE,to,-55.91226959228516,▁The|▁worker|▁brought|▁the|▁pie|▁to|▁the|▁corpor|ation|.,"[-11.048931121826172, -11.621960639953613, -7.959987163543701, -1.1417574882507324, -8.792818069458008, -0.23561768233776093, -0.1568005234003067, -8.435242652893066, -4.012969017028809, -2.506187915802002]"
the worker brought the corporation the pie .,DO,BRING,THE,to,-56.7302360534668,▁The|▁worker|▁brought|▁the|▁corpor|ation|▁the|▁pie|.,"[-11.048931121826172, -11.621960639953613, -7.959987163543701, -1.1417574882507324, -9.047290802001953, -0.9568411707878113, -4.403794288635254, -9.190978050231934, -1.3586965799331665]"
the worker brought the coffee to the club .,PD,BRING,THE,to,-53.05535125732422,▁The|▁worker|▁brought|▁the|▁coffee|▁to|▁the|▁club|.,"[-11.048931121826172, -11.621960639953613, -7.959987163543701, -1.1417574882507324, -5.669114112854004, -0.8307985067367554, -0.2657827138900757, -11.499358177185059, -3.0176610946655273]"
