prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
a sheriff drew an administration a knife .,DRAW,A,for,the mother brought the club the plate .,BRING,THE,to,-39.00667190551758,-44.6685791015625,-39.5808219909668,-44.35957717895508
a worker drew an uncle a key .,DRAW,A,for,the mother brought the buddy the coffee .,BRING,THE,to,-38.525390625,-41.65395736694336,-38.61700439453125,-40.789527893066406
a chief drew a brother a crystal .,DRAW,A,for,the author brought the company the guitar .,BRING,THE,to,-39.48716735839844,-42.142337799072266,-38.81855010986328,-39.87070846557617
a student drew a prince a pot .,DRAW,A,for,the guy brought the author the iron .,BRING,THE,to,-39.78471374511719,-40.927490234375,-38.97356033325195,-40.01531982421875
a husband drew a company a wire .,DRAW,A,for,the employee brought the doctor the television .,BRING,THE,to,-37.32860565185547,-42.82712173461914,-35.87846755981445,-39.06830596923828
an uncle drew a band a telephone .,DRAW,A,for,the lady brought the club the key .,BRING,THE,to,-36.874847412109375,-42.90733337402344,-36.54513168334961,-40.58156204223633
an aunt drew a corporation a crystal .,DRAW,A,for,the professor brought the kid the meal .,BRING,THE,to,-39.94736099243164,-41.86227798461914,-39.46124649047852,-40.53659057617188
a writer drew a woman a bowl .,DRAW,A,for,the bishop brought the club the pie .,BRING,THE,to,-41.82234191894531,-47.22741317749024,-42.60192108154297,-44.724159240722656
a brother drew a business a coat .,DRAW,A,for,the lawyer brought the corporation the newspaper .,BRING,THE,to,-40.51231002807617,-44.03428268432617,-39.638702392578125,-40.55064392089844
a prince drew an opponent a jacket .,DRAW,A,for,the lady brought the administration the cigarette .,BRING,THE,to,-42.45638275146485,-47.29740905761719,-45.64125061035156,-48.24013900756836
a son drew an administration a telephone .,DRAW,A,for,the worker brought the corporation the pie .,BRING,THE,to,-42.17926788330078,-45.05211639404297,-43.56996154785156,-45.54518127441406
a man drew a scientist a plate .,DRAW,A,for,the worker brought the club the coffee .,BRING,THE,to,-40.47542953491211,-46.567012786865234,-40.73600006103516,-45.85040283203125
a soldier drew a singer a bag .,DRAW,A,for,the actor brought the aunt the glass .,BRING,THE,to,-37.32324981689453,-41.18206405639648,-36.46554565429688,-37.40411758422852
a father drew a brother a crystal .,DRAW,A,for,the mayor brought the actress the key .,BRING,THE,to,-38.538604736328125,-39.84624481201172,-38.2821159362793,-37.53839111328125
a winner drew a husband an instrument .,DRAW,A,for,the guy brought the business the beer .,BRING,THE,to,-41.81612777709961,-45.79240036010742,-40.71293640136719,-43.23947143554688
a pilot drew a lawyer a telephone .,DRAW,A,for,the husband brought the business the beer .,BRING,THE,to,-42.413719177246094,-46.36997222900391,-43.16313934326172,-44.63646697998047
an adult drew a business a machine .,DRAW,A,for,the parent brought the king the beer .,BRING,THE,to,-41.27172470092773,-44.43729782104492,-41.86069107055664,-43.3012809753418
a guy drew an army a glass .,DRAW,A,for,the secretary brought the soldier the chocolate .,BRING,THE,to,-34.452537536621094,-37.441444396972656,-35.080406188964844,-37.45809173583984
a buddy drew a cousin a bell .,DRAW,A,for,the priest brought the partner the pot .,BRING,THE,to,-41.094669342041016,-44.2064323425293,-38.77564239501953,-39.59479141235352
the employee found the band the tea .,FIND,THE,for,a lady brought a club a pie .,BRING,A,to,-36.329349517822266,-41.32711410522461,-37.93559646606445,-41.12456130981445
the employee found the corporation the salad .,FIND,THE,for,a cousin brought a company a bag .,BRING,A,to,-39.97117233276367,-42.84518051147461,-40.68596267700195,-41.67243957519531
the nurse found the company the ball .,FIND,THE,for,an uncle brought a priest an anchor .,BRING,A,to,-46.12725830078125,-47.17729949951172,-48.480411529541016,-47.42345428466797
the guest found the author the bowl .,FIND,THE,for,a man brought an administration a book .,BRING,A,to,-42.374977111816406,-43.952823638916016,-41.09595489501953,-41.39944839477539
the adult found the club the cheese .,FIND,THE,for,a girl brought a guy a coffee .,BRING,A,to,-35.09617233276367,-34.983375549316406,-36.91761016845703,-35.24689102172852
the woman found the corporation the pot .,FIND,THE,for,a princess brought an adult a coffee .,BRING,A,to,-45.87862014770508,-45.51239776611328,-45.53978729248047,-44.338565826416016
the wife found the administration the chicken .,FIND,THE,for,a lady brought an employer a computer .,BRING,A,to,-44.65380859375,-42.137977600097656,-41.72642135620117,-41.219852447509766
the employer found the band the chicken .,FIND,THE,for,a colonel brought a candidate a television .,BRING,A,to,-48.3520622253418,-50.53570175170898,-49.60577774047852,-49.6418571472168
the parent found the winner the cheese .,FIND,THE,for,a teacher brought a singer an engine .,BRING,A,to,-47.889610290527344,-49.55080032348633,-47.281864166259766,-46.79865264892578
the kid found the king the juice .,FIND,THE,for,a mayor brought a band an instrument .,BRING,A,to,-44.32225036621094,-46.70155715942383,-43.14491271972656,-44.3729362487793
the physician found the prince the candy .,FIND,THE,for,a colonel brought a business a tea .,BRING,A,to,-48.87374877929688,-51.8829345703125,-49.044551849365234,-51.04338836669922
the lawyer found the band the coffee .,FIND,THE,for,an aunt brought an army a jacket .,BRING,A,to,-47.03202438354492,-47.117584228515625,-46.01705551147461,-44.97461700439453
the daughter found the president the meal .,FIND,THE,for,a hero brought a wife a chocolate .,BRING,A,to,-43.720436096191406,-42.88775634765625,-43.90930938720703,-41.12197494506836
the employer found the administration the motor .,FIND,THE,for,a soldier brought a scientist a cup .,BRING,A,to,-42.60654830932617,-45.50524139404297,-42.38864135742188,-44.02492141723633
the son found the buddy the juice .,FIND,THE,for,an employee brought a business a camera .,BRING,A,to,-40.87976837158203,-44.67989730834961,-40.98788070678711,-44.71913146972656
the author found the worker the candy .,FIND,THE,for,a parent brought a club a meal .,BRING,A,to,-39.6929817199707,-42.82765197753906,-42.27095031738281,-43.33317565917969
the physician found the administration the pie .,FIND,THE,for,a prince brought a business a motor .,BRING,A,to,-48.54716491699219,-50.65900802612305,-48.28272247314453,-49.170684814453125
the soldier found the army the plate .,FIND,THE,for,a colonel brought a business a bottle .,BRING,A,to,-43.41769027709961,-47.34120559692383,-43.06241607666016,-43.978759765625
the employee found the club the iron .,FIND,THE,for,a professor brought a band a tea .,BRING,A,to,-50.739742279052734,-48.04579544067383,-51.65394592285156,-48.50577545166016
the actress found the author the newspaper .,FIND,THE,for,a soldier brought a kid a telephone .,BRING,A,to,-45.85451126098633,-45.06092834472656,-47.89789962768555,-44.29938888549805
the reader found the cousin the coat .,FIND,THE,for,a father brought a corporation a beer .,BRING,A,to,-48.45431518554688,-51.51871490478516,-46.66973114013672,-46.0810775756836
the manager found the lady the juice .,FIND,THE,for,a doctor brought a chief a tea .,BRING,A,to,-42.42182540893555,-44.39535140991211,-41.687931060791016,-42.213016510009766
the bishop found the club the instrument .,FIND,THE,for,a candidate brought a man a chocolate .,BRING,A,to,-46.63884735107422,-44.68901062011719,-48.18016052246094,-45.97740936279297
the son found the buddy the juice .,FIND,THE,for,a mayor brought a priest a coffee .,BRING,A,to,-41.05427169799805,-42.344085693359375,-42.57850646972656,-42.30401611328125
the actress found the girl the beer .,FIND,THE,for,an employer brought an attorney a tea .,BRING,A,to,-48.87812805175781,-48.66056442260742,-49.35748672485352,-49.032470703125
a manager found a hero a wire .,FIND,A,for,the husband brought the candidate the newspaper .,BRING,THE,to,-37.6600341796875,-40.45880508422852,-39.1113166809082,-41.0689697265625
an aunt found an uncle an iron .,FIND,A,for,the secretary brought the soldier the beer .,BRING,THE,to,-36.99203872680664,-39.49251556396485,-36.32732772827149,-37.38146209716797
a minister found a mayor a glass .,FIND,A,for,the champion brought the guy the hat .,BRING,THE,to,-40.60146331787109,-42.12623596191406,-42.32789611816406,-42.77736282348633
an uncle found a band a beer .,FIND,A,for,the parent brought the buddy the chocolate .,BRING,THE,to,-42.23353576660156,-44.94985961914063,-44.20401382446289,-46.543304443359375
a captain found a club a cheese .,FIND,A,for,the secretary brought the corporation the juice .,BRING,THE,to,-42.11210250854492,-44.04747009277344,-42.26871109008789,-42.13779830932617
a buddy found a mother a jacket .,FIND,A,for,the pilot brought the band the pie .,BRING,THE,to,-45.13298416137695,-49.05154800415039,-44.9189567565918,-47.347442626953125
a teacher found an administration a coat .,FIND,A,for,the mother brought the club the plate .,BRING,THE,to,-36.86833190917969,-42.16954040527344,-37.85162353515625,-42.5210189819336
a lady found a corporation a meal .,FIND,A,for,the mother brought the buddy the coffee .,BRING,THE,to,-41.87472534179688,-46.35006713867188,-41.89397430419922,-44.49415588378906
an opponent found a club an engine .,FIND,A,for,the author brought the company the guitar .,BRING,THE,to,-37.25322723388672,-41.892723083496094,-37.30955123901367,-40.97607421875
an employee found a lady a cheese .,FIND,A,for,the guy brought the author the iron .,BRING,THE,to,-39.1702995300293,-42.591796875,-40.3722038269043,-42.71690368652344
a son found a business a coffee .,FIND,A,for,the employee brought the doctor the television .,BRING,THE,to,-37.66954040527344,-40.49471282958984,-39.08804702758789,-40.64599990844727
a captain found a company a book .,FIND,A,for,the lady brought the club the key .,BRING,THE,to,-36.83959197998047,-43.08089447021485,-36.73882293701172,-39.24170684814453
a boy found a president a coffee .,FIND,A,for,the professor brought the kid the meal .,BRING,THE,to,-37.22470474243164,-38.75378036499024,-38.1536979675293,-38.82075500488281
a teacher found a band a juice .,FIND,A,for,the bishop brought the club the pie .,BRING,THE,to,-39.442161560058594,-44.58658218383789,-40.06194305419922,-43.079246520996094
a sheriff found a guy a tea .,FIND,A,for,the lawyer brought the corporation the newspaper .,BRING,THE,to,-39.777976989746094,-41.794395446777344,-39.88185501098633,-41.05980682373047
an opponent found a corporation a meal .,FIND,A,for,the lady brought the administration the cigarette .,BRING,THE,to,-41.51223373413086,-45.364559173583984,-43.23246765136719,-45.64623641967773
a princess found a band a coffee .,FIND,A,for,the worker brought the corporation the pie .,BRING,THE,to,-43.17223358154297,-47.254913330078125,-43.3046989440918,-47.24010467529297
a captain found an actress a tea .,FIND,A,for,the worker brought the club the coffee .,BRING,THE,to,-34.72588348388672,-40.70748519897461,-35.712928771972656,-38.85547256469727
an employer found a parent a crystal .,FIND,A,for,the actor brought the aunt the glass .,BRING,THE,to,-38.68667221069336,-43.2603759765625,-38.995025634765625,-44.07809829711914
a prince found a reader a beer .,FIND,A,for,the mayor brought the actress the key .,BRING,THE,to,-39.22789764404297,-39.71761322021485,-42.32085418701172,-40.305763244628906
a cop found a club a chicken .,FIND,A,for,the guy brought the business the beer .,BRING,THE,to,-36.168853759765625,-39.16817474365234,-38.88318634033203,-40.35317993164063
an opponent found a club an engine .,FIND,A,for,the husband brought the business the beer .,BRING,THE,to,-41.90952682495117,-46.57594680786133,-42.25441360473633,-43.51928329467773
a kid found a student a chocolate .,FIND,A,for,the parent brought the king the beer .,BRING,THE,to,-42.04957580566406,-45.16529083251953,-41.02699279785156,-43.821414947509766
a doctor found a scientist a camera .,FIND,A,for,the secretary brought the soldier the chocolate .,BRING,THE,to,-36.86668395996094,-38.906436920166016,-37.1153678894043,-38.016414642333984
a sheriff found a lawyer a beer .,FIND,A,for,the priest brought the partner the pot .,BRING,THE,to,-41.13544464111328,-43.08267974853516,-41.219459533691406,-41.27824783325195
the guy got the company the guitar .,GET,THE,for,a lady brought a club a pie .,BRING,A,to,-39.43141174316406,-45.27089309692383,-39.2867546081543,-43.53691482543945
the man got the partner the iron .,GET,THE,for,a cousin brought a company a bag .,BRING,A,to,-42.54972076416016,-46.38467025756836,-42.324012756347656,-43.61208724975586
the cousin got the band the juice .,GET,THE,for,an uncle brought a priest an anchor .,BRING,A,to,-45.152191162109375,-45.54780960083008,-46.062110900878906,-44.2186393737793
the princess got the company the hat .,GET,THE,for,a man brought an administration a book .,BRING,A,to,-42.11128234863281,-46.61100387573242,-40.71107482910156,-43.18384552001953
the soldier got the army the log .,GET,THE,for,a girl brought a guy a coffee .,BRING,A,to,-36.0177116394043,-35.65937423706055,-33.85761260986328,-32.17282485961914
the minister got the husband the guitar .,GET,THE,for,a princess brought an adult a coffee .,BRING,A,to,-47.15299224853516,-46.3615608215332,-46.65542602539063,-43.665653228759766
the guest got the company the machine .,GET,THE,for,a lady brought an employer a computer .,BRING,A,to,-39.93757629394531,-40.03643035888672,-39.45161819458008,-39.17569732666016
the buddy got the army the coat .,GET,THE,for,a colonel brought a candidate a television .,BRING,A,to,-47.06814956665039,-49.361061096191406,-46.529666900634766,-47.61410903930664
the soldier got the administration the cup .,GET,THE,for,a teacher brought a singer an engine .,BRING,A,to,-46.21533966064453,-47.89142990112305,-44.48421478271485,-44.15159225463867
the wife got the lawyer the candy .,GET,THE,for,a mayor brought a band an instrument .,BRING,A,to,-44.20860290527344,-46.45493316650391,-44.3469123840332,-43.29254913330078
the soldier got the professor the candy .,GET,THE,for,a colonel brought a business a tea .,BRING,A,to,-45.55680465698242,-48.58125305175781,-45.088375091552734,-47.19035720825195
the president got the administration the newspaper .,GET,THE,for,an aunt brought an army a jacket .,BRING,A,to,-50.54295349121094,-50.49850082397461,-47.5491943359375,-47.21112823486328
the author got the corporation the jacket .,GET,THE,for,a hero brought a wife a chocolate .,BRING,A,to,-42.50602722167969,-42.586612701416016,-42.856075286865234,-40.916202545166016
the reader got the guy the chocolate .,GET,THE,for,a soldier brought a scientist a cup .,BRING,A,to,-42.37300109863281,-44.30693054199219,-41.45328903198242,-42.668582916259766
the man got the guy the ball .,GET,THE,for,an employee brought a business a camera .,BRING,A,to,-40.66053771972656,-45.63484954833984,-41.00199890136719,-44.50628280639648
the son got the administration the card .,GET,THE,for,a parent brought a club a meal .,BRING,A,to,-39.36371994018555,-43.13833999633789,-39.15964889526367,-42.899940490722656
the leader got the professor the juice .,GET,THE,for,a prince brought a business a motor .,BRING,A,to,-43.83564758300781,-46.665748596191406,-47.15488052368164,-47.70459365844727
the woman got the administration the pie .,GET,THE,for,a colonel brought a business a bottle .,BRING,A,to,-45.239845275878906,-49.95881652832031,-46.20623779296875,-48.53048324584961
the lady got the club the engine .,GET,THE,for,a professor brought a band a tea .,BRING,A,to,-50.501834869384766,-47.83876800537109,-49.4698486328125,-46.25997161865234
the uncle got the army the pie .,GET,THE,for,a soldier brought a kid a telephone .,BRING,A,to,-39.55184555053711,-41.19723510742188,-37.7188606262207,-39.25098037719727
the woman got the administration the pie .,GET,THE,for,a father brought a corporation a beer .,BRING,A,to,-43.3787727355957,-47.43985748291016,-44.19209289550781,-43.324928283691406
the singer got the administration the salad .,GET,THE,for,a doctor brought a chief a tea .,BRING,A,to,-44.94413757324219,-42.40436553955078,-44.62173461914063,-39.97456741333008
the child got the business the tea .,GET,THE,for,a candidate brought a man a chocolate .,BRING,A,to,-42.49037551879883,-43.13100814819336,-46.21955108642578,-44.32801818847656
the scientist got the kid the juice .,GET,THE,for,a mayor brought a priest a coffee .,BRING,A,to,-39.86822509765625,-40.57702255249024,-40.661468505859375,-38.63999557495117
the minister got the cop the bottle .,GET,THE,for,an employer brought an attorney a tea .,BRING,A,to,-47.2939567565918,-47.76258087158203,-47.45497131347656,-46.88774871826172
a physician got a club a camera .,GET,A,for,the husband brought the candidate the newspaper .,BRING,THE,to,-40.60667419433594,-42.90194320678711,-41.63874053955078,-42.58976745605469
a kid got a brother a tea .,GET,A,for,the secretary brought the soldier the beer .,BRING,THE,to,-38.71803283691406,-42.40956115722656,-37.05387496948242,-39.67781829833984
a priest got an administration a chocolate .,GET,A,for,the champion brought the guy the hat .,BRING,THE,to,-44.34905624389648,-45.707252502441406,-43.57937240600586,-44.7720832824707
a child got an administration a beer .,GET,A,for,the parent brought the buddy the chocolate .,BRING,THE,to,-41.71199035644531,-42.11143112182617,-41.77236175537109,-39.60395431518555
an actress got a guest a beer .,GET,A,for,the secretary brought the corporation the juice .,BRING,THE,to,-42.112491607666016,-43.52912139892578,-42.81990051269531,-42.99499130249024
a leader got a king a salad .,GET,A,for,the pilot brought the band the pie .,BRING,THE,to,-41.00537872314453,-42.38107681274414,-39.40609359741211,-39.45501708984375
a champion got an army a chocolate .,GET,A,for,the mother brought the club the plate .,BRING,THE,to,-36.93911743164063,-41.86374282836914,-39.379486083984375,-42.39118576049805
a parent got a corporation an instrument .,GET,A,for,the mother brought the buddy the coffee .,BRING,THE,to,-42.36654281616211,-44.65855407714844,-41.63336181640625,-43.9296989440918
a reader got a band a button .,GET,A,for,the author brought the company the guitar .,BRING,THE,to,-38.35542678833008,-41.33004379272461,-38.16880416870117,-41.38366317749024
a colonel got a doctor a meal .,GET,A,for,the guy brought the author the iron .,BRING,THE,to,-40.98526763916016,-42.78628540039063,-42.35038375854492,-43.760135650634766
a winner got a manager a bag .,GET,A,for,the employee brought the doctor the television .,BRING,THE,to,-37.33578109741211,-41.05528259277344,-37.4896125793457,-39.49324417114258
a brother got a band a coat .,GET,A,for,the lady brought the club the key .,BRING,THE,to,-37.380558013916016,-42.22882843017578,-36.54541778564453,-38.825477600097656
an opponent got a band a juice .,GET,A,for,the professor brought the kid the meal .,BRING,THE,to,-40.240379333496094,-41.30112457275391,-40.94496536254883,-42.45057678222656
a singer got an administration a wire .,GET,A,for,the bishop brought the club the pie .,BRING,THE,to,-41.26506042480469,-46.03963088989258,-43.25078582763672,-46.88440704345703
a kid got a brother a tea .,GET,A,for,the lawyer brought the corporation the newspaper .,BRING,THE,to,-42.35865783691406,-45.56982803344727,-40.55842971801758,-41.16095352172852
a father got an adult a chocolate .,GET,A,for,the lady brought the administration the cigarette .,BRING,THE,to,-42.13019943237305,-46.91735076904297,-41.45448684692383,-44.515045166015625
a colonel got a candidate a cup .,GET,A,for,the worker brought the corporation the pie .,BRING,THE,to,-42.22368621826172,-46.31218719482422,-42.24508666992188,-43.74989318847656
a pilot got an army a wire .,GET,A,for,the worker brought the club the coffee .,BRING,THE,to,-39.27973556518555,-45.58543014526367,-40.6883544921875,-44.81503677368164
a husband got an employer a juice .,GET,A,for,the actor brought the aunt the glass .,BRING,THE,to,-36.341773986816406,-39.80580139160156,-37.39892578125,-40.666446685791016
a kid got a brother a tea .,GET,A,for,the mayor brought the actress the key .,BRING,THE,to,-42.92098236083984,-42.8170166015625,-39.7668342590332,-38.80373764038086
a husband got an employer a juice .,GET,A,for,the guy brought the business the beer .,BRING,THE,to,-34.56787872314453,-40.54212951660156,-36.00813674926758,-39.21466064453125
a parent got a corporation an instrument .,GET,A,for,the husband brought the business the beer .,BRING,THE,to,-40.79324722290039,-44.33644485473633,-42.46575927734375,-41.06829071044922
a guest got an army a juice .,GET,A,for,the parent brought the king the beer .,BRING,THE,to,-39.43398666381836,-42.065406799316406,-40.03277969360352,-41.8361701965332
a priest got an administration a candy .,GET,A,for,the secretary brought the soldier the chocolate .,BRING,THE,to,-35.213829040527344,-36.5555305480957,-33.93860626220703,-34.43784713745117
an author got a bishop an iron .,GET,A,for,the priest brought the partner the pot .,BRING,THE,to,-36.38264083862305,-38.68597030639648,-36.34069061279297,-36.97953796386719
the king gave the candidate the tea .,GIVE,THE,to,a lady brought a club a pie .,BRING,A,to,-36.93143844604492,-42.834564208984375,-39.26959228515625,-43.01466751098633
the nurse gave the business the salad .,GIVE,THE,to,a cousin brought a company a bag .,BRING,A,to,-40.99601745605469,-44.03493118286133,-42.17051696777344,-42.1362419128418
the guy gave the administration the candy .,GIVE,THE,to,an uncle brought a priest an anchor .,BRING,A,to,-47.15629577636719,-49.21623992919922,-48.59564208984375,-48.05307388305664
the princess gave the business the beer .,GIVE,THE,to,a man brought an administration a book .,BRING,A,to,-38.12409210205078,-44.2088737487793,-39.892208099365234,-41.971805572509766
the doctor gave the teacher the tea .,GIVE,THE,to,a girl brought a guy a coffee .,BRING,A,to,-32.61219024658203,-34.15961456298828,-33.44613265991211,-32.81529998779297
the reader gave the business the meal .,GIVE,THE,to,a princess brought an adult a coffee .,BRING,A,to,-43.33113098144531,-44.91729736328125,-44.947486877441406,-43.38936996459961
the princess gave the cousin the cheese .,GIVE,THE,to,a lady brought an employer a computer .,BRING,A,to,-41.55913543701172,-42.22026062011719,-43.94594955444336,-41.291133880615234
the parent gave the cop the pot .,GIVE,THE,to,a colonel brought a candidate a television .,BRING,A,to,-48.834808349609375,-50.83348846435547,-50.67989349365234,-50.12750625610352
the physician gave the writer the coffee .,GIVE,THE,to,a teacher brought a singer an engine .,BRING,A,to,-39.079097747802734,-43.51776123046875,-45.86528015136719,-45.30789566040039
the princess gave the business the beer .,GIVE,THE,to,a mayor brought a band an instrument .,BRING,A,to,-42.87188720703125,-45.19368743896485,-44.4448127746582,-43.84933471679688
the president gave the champion the salad .,GIVE,THE,to,a colonel brought a business a tea .,BRING,A,to,-48.07767868041992,-50.50310516357422,-48.23248672485352,-49.27309036254883
the hero gave the winner the cheese .,GIVE,THE,to,an aunt brought an army a jacket .,BRING,A,to,-45.62271881103516,-45.64712142944336,-45.58390045166016,-43.23409271240234
the candidate gave the administration the bag .,GIVE,THE,to,a hero brought a wife a chocolate .,BRING,A,to,-51.3989486694336,-49.81679153442383,-51.72541427612305,-48.714725494384766
the boy gave the captain the bag .,GIVE,THE,to,a soldier brought a scientist a cup .,BRING,A,to,-38.2442626953125,-40.378509521484375,-38.31639099121094,-40.17291259765625
the leader gave the lawyer the coffee .,GIVE,THE,to,an employee brought a business a camera .,BRING,A,to,-38.77161407470703,-46.02608108520508,-39.76401901245117,-44.61346435546875
the actor gave the child the juice .,GIVE,THE,to,a parent brought a club a meal .,BRING,A,to,-41.38069152832031,-45.72502136230469,-42.280704498291016,-46.0287971496582
the candidate gave the administration the gun .,GIVE,THE,to,a prince brought a business a motor .,BRING,A,to,-51.052616119384766,-54.94552612304688,-53.83196640014648,-54.72924423217773
the brother gave the cousin the tea .,GIVE,THE,to,a colonel brought a business a bottle .,BRING,A,to,-49.11854934692383,-54.6779670715332,-48.23556900024414,-51.3817253112793
the attorney gave the man the beer .,GIVE,THE,to,a professor brought a band a tea .,BRING,A,to,-47.07667541503906,-46.94224166870117,-49.2893180847168,-45.183441162109375
the daughter gave the manager the salad .,GIVE,THE,to,a soldier brought a kid a telephone .,BRING,A,to,-40.06031036376953,-42.55025100708008,-42.1279411315918,-42.42349624633789
the sheriff gave the colonel the anchor .,GIVE,THE,to,a father brought a corporation a beer .,BRING,A,to,-49.39946365356445,-48.52491760253906,-49.29319381713867,-46.81975173950195
the guest gave the president the motor .,GIVE,THE,to,a doctor brought a chief a tea .,BRING,A,to,-41.58848190307617,-43.91935729980469,-45.19503784179688,-45.23405075073242
the worker gave the student the juice .,GIVE,THE,to,a candidate brought a man a chocolate .,BRING,A,to,-39.587432861328125,-42.93959045410156,-42.8524169921875,-44.11550521850586
the secretary gave the woman the chicken .,GIVE,THE,to,a mayor brought a priest a coffee .,BRING,A,to,-41.13214111328125,-42.05469512939453,-43.20853042602539,-41.71309280395508
