text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
a mayor brought them an instrument .,DO,BRING,A,to,-48.73686981201172,▁A|▁mayor|▁brought|▁them|▁an|▁instrument|.,"[-4.501774787902832, -11.107820510864258, -9.11550235748291, -7.562779426574707, -6.573685169219971, -7.966951847076416, -1.9083571434020996]"
a colonel brought a tea to you .,PD,BRING,A,to,-53.113582611083984,▁A|▁colon|el|▁brought|▁a|▁tea|▁to|▁you|.,"[-4.501774787902832, -10.303475379943848, -4.284836292266846, -9.133686065673828, -1.7842915058135986, -9.59912109375, -3.7279751300811768, -8.13192081451416, -1.6465040445327759]"
a colonel brought you a tea .,DO,BRING,A,to,-44.90871047973633,▁A|▁colon|el|▁brought|▁you|▁a|▁tea|.,"[-4.501774787902832, -10.303475379943848, -4.28483772277832, -9.133686065673828, -6.093656539916992, -1.8301405906677246, -6.617763996124268, -2.1433794498443604]"
an aunt brought a jacket to him .,PD,BRING,A,to,-43.59780883789063,▁An|▁a|unt|▁brought|▁a|▁jack|et|▁to|▁him|.,"[-6.047245979309082, -6.497696876525879, -4.1914167404174805, -7.240575790405273, -2.22908091545105, -8.359298706054688, -0.6159074902534485, -1.4368059635162354, -5.023379325866699, -1.9564030170440674]"
an aunt brought him a jacket .,DO,BRING,A,to,-39.47994613647461,▁An|▁a|unt|▁brought|▁him|▁a|▁jack|et|.,"[-6.047245979309082, -6.497696876525879, -4.1914167404174805, -7.240575790405273, -3.7649505138397217, -2.0212416648864746, -7.317303657531738, -0.34847351908683777, -2.0510425567626953]"
a hero brought a chocolate to it .,PD,BRING,A,to,-50.73011016845703,▁A|▁hero|▁brought|▁a|▁ch|oc|olate|▁to|▁it|.,"[-4.501774787902832, -8.886063575744629, -9.318780899047852, -4.087220191955566, -6.283730506896973, -1.965172290802002, -0.017136365175247192, -2.879401206970215, -10.448269844055176, -2.3425610065460205]"
a hero brought it a chocolate .,DO,BRING,A,to,-48.06881332397461,▁A|▁hero|▁brought|▁it|▁a|▁ch|oc|olate|.,"[-4.501774787902832, -8.886063575744629, -9.318780899047852, -6.301250457763672, -6.290411472320557, -7.026034355163574, -2.5418310165405273, -0.055215250700712204, -3.147449016571045]"
a soldier brought a cup to us .,PD,BRING,A,to,-41.57529067993164,▁A|▁soldier|▁brought|▁a|▁cup|▁to|▁us|.,"[-4.501774787902832, -8.680253028869629, -8.215570449829102, -2.043583631515503, -6.681071758270264, -3.3154456615448, -6.455136775970459, -1.6824568510055542]"
a soldier brought us a cup .,DO,BRING,A,to,-38.718971252441406,▁A|▁soldier|▁brought|▁us|▁a|▁cup|.,"[-4.501774787902832, -8.680253028869629, -8.21557331085205, -5.5501508712768555, -1.4700086116790771, -5.298568248748779, -5.002641201019287]"
an employee brought a camera to you .,PD,BRING,A,to,-42.90586471557617,▁An|▁employee|▁brought|▁a|▁camera|▁to|▁you|.,"[-6.047245979309082, -6.293264389038086, -8.170953750610352, -1.1810132265090942, -7.69841194152832, -0.906011164188385, -10.084307670593262, -2.5246596336364746]"
an employee brought you a camera .,DO,BRING,A,to,-37.78358840942383,▁An|▁employee|▁brought|▁you|▁a|▁camera|.,"[-6.047245979309082, -6.293264389038086, -8.170954704284668, -6.8577880859375, -0.7136926054954529, -7.259692192077637, -2.4409518241882324]"
a parent brought a meal to us .,PD,BRING,A,to,-41.23955154418945,▁A|▁parent|▁brought|▁a|▁me|al|▁to|▁us|.,"[-4.501774787902832, -9.068145751953125, -8.600502967834473, -1.9466620683670044, -7.964859962463379, -0.455069899559021, -0.9326758980751038, -5.113245487213135, -2.656614065170288]"
a parent brought us a meal .,DO,BRING,A,to,-38.72079086303711,▁A|▁parent|▁brought|▁us|▁a|▁me|al|.,"[-4.501774787902832, -9.068145751953125, -8.600502967834473, -4.670146942138672, -0.9679566621780396, -8.168205261230469, -0.3085234761238098, -2.4355366230010986]"
a prince brought a motor to us .,PD,BRING,A,to,-48.98735046386719,▁A|▁prince|▁brought|▁a|▁motor|▁to|▁us|.,"[-4.501774787902832, -11.136812210083008, -8.139756202697754, -1.5885206460952759, -10.384023666381836, -4.515956401824951, -6.811784267425537, -1.9087252616882324]"
a prince brought us a motor .,DO,BRING,A,to,-44.61689376831055,▁A|▁prince|▁brought|▁us|▁a|▁motor|.,"[-4.501774787902832, -11.136812210083008, -8.139758110046387, -5.361086845397949, -1.6809203624725342, -9.177618980407715, -4.618921756744385]"
a colonel brought a bottle to you .,PD,BRING,A,to,-48.747657775878906,▁A|▁colon|el|▁brought|▁a|▁bott|le|▁to|▁you|.,"[-4.501774787902832, -10.303475379943848, -4.284836292266846, -9.133686065673828, -1.7842923402786255, -5.828360080718994, -0.0032370095141232014, -4.036419868469238, -7.255566596984863, -1.6160070896148682]"
a colonel brought you a bottle .,DO,BRING,A,to,-44.328006744384766,▁A|▁colon|el|▁brought|▁you|▁a|▁bott|le|.,"[-4.501774787902832, -10.303475379943848, -4.284836292266846, -9.133686065673828, -6.093657493591309, -1.8301410675048828, -4.361293315887451, -0.004858473781496286, -3.814283609390259]"
a professor brought a tea to them .,PD,BRING,A,to,-47.78133010864258,▁A|▁professor|▁brought|▁a|▁tea|▁to|▁them|.,"[-4.501774787902832, -9.077095985412598, -8.590860366821289, -1.321919322013855, -9.083887100219727, -3.8626339435577393, -9.637491226196289, -1.7056678533554077]"
a professor brought them a tea .,DO,BRING,A,to,-42.82548522949219,▁A|▁professor|▁brought|▁them|▁a|▁tea|.,"[-4.501774787902832, -9.077095985412598, -8.59085750579834, -7.188196182250977, -3.081307888031006, -7.646600246429443, -2.739649534225464]"
a soldier brought a telephone to me .,PD,BRING,A,to,-40.45093536376953,▁A|▁soldier|▁brought|▁a|▁tele|phone|▁to|▁me|.,"[-4.501774787902832, -8.680253028869629, -8.21557331085205, -2.043584108352661, -8.811662673950195, -0.758317768573761, -1.2942585945129395, -4.318304538726807, -1.8272044658660889]"
a soldier brought me a telephone .,DO,BRING,A,to,-37.22917938232422,▁A|▁soldier|▁brought|▁me|▁a|▁tele|phone|.,"[-4.501774787902832, -8.680253028869629, -8.215570449829102, -3.2765614986419678, -1.0780487060546875, -7.102668762207031, -2.4249300956726074, -1.9493712186813354]"
a father brought a beer to me .,PD,BRING,A,to,-42.23341751098633,▁A|▁father|▁brought|▁a|▁be|er|▁to|▁me|.,"[-4.501774787902832, -8.272058486938477, -7.371226787567139, -3.030125856399536, -7.707589149475098, -1.4596812725067139, -1.155951976776123, -6.016865253448486, -2.7181406021118164]"
a father brought me a beer .,DO,BRING,A,to,-36.710479736328125,▁A|▁father|▁brought|▁me|▁a|▁be|er|.,"[-4.501774787902832, -8.272058486938477, -7.371225833892822, -5.12944221496582, -1.145232081413269, -6.445558071136475, -1.6879937648773193, -2.1571953296661377]"
a doctor brought a tea to us .,PD,BRING,A,to,-46.56028747558594,▁A|▁doctor|▁brought|▁a|▁tea|▁to|▁us|.,"[-4.501774787902832, -8.244017601013184, -9.550627708435059, -1.287705898284912, -9.96178150177002, -3.1254701614379883, -7.964214324951172, -1.9246938228607178]"
a doctor brought us a tea .,DO,BRING,A,to,-39.33484649658203,▁A|▁doctor|▁brought|▁us|▁a|▁tea|.,"[-4.501774787902832, -8.244017601013184, -9.550626754760742, -5.080911636352539, -1.5613816976547241, -7.663481712341309, -2.732654571533203]"
a candidate brought a chocolate to you .,PD,BRING,A,to,-48.32160186767578,▁A|▁candidate|▁brought|▁a|▁ch|oc|olate|▁to|▁you|.,"[-4.501774787902832, -9.324664115905762, -9.704853057861328, -2.238649368286133, -5.962782859802246, -1.9324966669082642, -0.006047048140317202, -3.445157527923584, -9.27894401550293, -1.9262394905090332]"
a candidate brought you a chocolate .,DO,BRING,A,to,-41.43649673461914,▁A|▁candidate|▁brought|▁you|▁a|▁ch|oc|olate|.,"[-4.501774787902832, -9.324664115905762, -9.704853057861328, -6.534176826477051, -1.6636244058609009, -5.5501251220703125, -0.35149046778678894, -0.010208417661488056, -3.795581817626953]"
a mayor brought a coffee to me .,PD,BRING,A,to,-46.01344680786133,▁A|▁mayor|▁brought|▁a|▁coffee|▁to|▁me|.,"[-4.501774787902832, -11.107820510864258, -9.115500450134277, -2.1291275024414062, -7.634650230407715, -2.5360424518585205, -6.806004047393799, -2.182527780532837]"
a mayor brought me a coffee .,DO,BRING,A,to,-39.26309967041016,▁A|▁mayor|▁brought|▁me|▁a|▁coffee|.,"[-4.501774787902832, -11.107820510864258, -9.11550235748291, -5.3604817390441895, -1.9884978532791138, -5.503087520599365, -1.6859339475631714]"
an employer brought a tea to you .,PD,BRING,A,to,-53.20346832275391,▁An|▁employ|er|▁brought|▁a|▁tea|▁to|▁you|.,"[-6.047245979309082, -7.483885765075684, -0.47207915782928467, -8.805583000183105, -0.88065105676651, -13.825592041015625, -5.40391731262207, -8.185369491577148, -2.099142074584961]"
an employer brought you a tea .,DO,BRING,A,to,-44.38310241699219,▁An|▁employ|er|▁brought|▁you|▁a|▁tea|.,"[-6.047245979309082, -7.483885765075684, -0.4720790684223175, -8.805582046508789, -6.889226913452148, -3.040937662124634, -8.903829574584961, -2.7403171062469482]"
the husband brought the newspaper to us .,PD,BRING,THE,to,-38.432743072509766,▁The|▁husband|▁brought|▁the|▁newspaper|▁to|▁us|.,"[-3.1171624660491943, -9.879819869995117, -7.382739067077637, -2.581679344177246, -5.4541120529174805, -1.8025094270706177, -5.898895263671875, -2.3158228397369385]"
the husband brought us the newspaper .,DO,BRING,THE,to,-35.274696350097656,▁The|▁husband|▁brought|▁us|▁the|▁newspaper|.,"[-3.1171624660491943, -9.879819869995117, -7.382739067077637, -4.556085586547852, -3.0750041007995605, -4.710214138031006, -2.553673267364502]"
the secretary brought the beer to them .,PD,BRING,THE,to,-41.97774505615234,▁The|▁secretary|▁brought|▁the|▁be|er|▁to|▁them|.,"[-3.1171624660491943, -10.731681823730469, -9.909189224243164, -1.5613657236099243, -8.006892204284668, -0.9901551604270935, -1.7885898351669312, -4.764746189117432, -1.1079620122909546]"
the secretary brought them the beer .,DO,BRING,THE,to,-41.49708938598633,▁The|▁secretary|▁brought|▁them|▁the|▁be|er|.,"[-3.1171624660491943, -10.731681823730469, -9.909189224243164, -4.381198883056641, -2.809142589569092, -8.109423637390137, -1.0082122087478638, -1.431074857711792]"
the champion brought the hat to me .,PD,BRING,THE,to,-41.16107177734375,▁The|▁champion|▁brought|▁the|▁hat|▁to|▁me|.,"[-3.1171624660491943, -11.118099212646484, -9.295141220092773, -2.1253604888916016, -7.994936466217041, -2.010413646697998, -4.192989349365234, -1.3069676160812378]"
the champion brought me the hat .,DO,BRING,THE,to,-40.55159759521485,▁The|▁champion|▁brought|▁me|▁the|▁hat|.,"[-3.1171624660491943, -11.118099212646484, -9.29514217376709, -5.31699275970459, -3.208489418029785, -6.9986467361450195, -1.4970625638961792]"
the parent brought the chocolate to you .,PD,BRING,THE,to,-46.4517822265625,▁The|▁parent|▁brought|▁the|▁ch|oc|olate|▁to|▁you|.,"[-3.1171624660491943, -9.97329330444336, -12.15051555633545, -1.2519606351852417, -6.5951690673828125, -2.5914509296417236, -0.20392227172851562, -2.3620333671569824, -6.613730430603027, -1.5925427675247192]"
the parent brought you the chocolate .,DO,BRING,THE,to,-44.33958053588867,▁The|▁parent|▁brought|▁you|▁the|▁ch|oc|olate|.,"[-3.1171624660491943, -9.97329330444336, -12.15051555633545, -6.675849914550781, -2.73391056060791, -6.053224563598633, -1.1393227577209473, -0.26979774236679077, -2.22650408744812]"
the secretary brought the juice to her .,PD,BRING,THE,to,-43.99501037597656,▁The|▁secretary|▁brought|▁the|▁ju|ice|▁to|▁her|.,"[-3.1171624660491943, -10.731681823730469, -9.909189224243164, -1.5613657236099243, -9.305342674255371, -0.48184773325920105, -2.4270269870758057, -3.353414535522461, -3.107978105545044]"
the secretary brought her the juice .,DO,BRING,THE,to,-42.14763259887695,▁The|▁secretary|▁brought|▁her|▁the|▁ju|ice|.,"[-3.1171624660491943, -10.731681823730469, -9.909189224243164, -3.408200263977051, -2.6365740299224854, -10.468341827392578, -0.1993587613105774, -1.6771233081817627]"
the pilot brought the pie to it .,PD,BRING,THE,to,-46.7985954284668,▁The|▁pilot|▁brought|▁the|▁pie|▁to|▁it|.,"[-3.1171624660491943, -9.351383209228516, -8.101938247680664, -1.025989055633545, -12.639984130859375, -1.8631420135498047, -8.331473350524902, -2.367518424987793]"
the pilot brought it the pie .,DO,BRING,THE,to,-45.26519775390625,▁The|▁pilot|▁brought|▁it|▁the|▁pie|.,"[-3.1171624660491943, -9.351383209228516, -8.101937294006348, -4.0730414390563965, -7.154765605926514, -11.530113220214844, -1.9367984533309937]"
the mother brought the plate to you .,PD,BRING,THE,to,-41.14474868774414,▁The|▁mother|▁brought|▁the|▁plate|▁to|▁you|.,"[-3.1171624660491943, -8.838382720947266, -9.25694465637207, -1.8760408163070679, -7.836770057678223, -1.3761762380599976, -7.416198253631592, -1.4270739555358887]"
the mother brought you the plate .,DO,BRING,THE,to,-41.38058471679688,▁The|▁mother|▁brought|▁you|▁the|▁plate|.,"[-3.1171624660491943, -8.838382720947266, -9.25694465637207, -6.542877674102783, -3.4029507637023926, -8.214518547058105, -2.0077459812164307]"
the mother brought the coffee to it .,PD,BRING,THE,to,-42.474266052246094,▁The|▁mother|▁brought|▁the|▁coffee|▁to|▁it|.,"[-3.1171624660491943, -8.838382720947266, -9.25694465637207, -1.8760408163070679, -8.242273330688477, -1.6921589374542236, -7.837821006774902, -1.613478660583496]"
the mother brought it the coffee .,DO,BRING,THE,to,-44.572486877441406,▁The|▁mother|▁brought|▁it|▁the|▁coffee|.,"[-3.1171624660491943, -8.838382720947266, -9.25694465637207, -4.690101146697998, -7.0824198722839355, -9.068754196166992, -2.518721580505371]"
the author brought the guitar to you .,PD,BRING,THE,to,-40.39617538452149,▁The|▁author|▁brought|▁the|▁guitar|▁to|▁you|.,"[-3.1171624660491943, -7.540183067321777, -10.242270469665527, -2.5029327869415283, -8.260967254638672, -1.4562509059906006, -5.502947807312012, -1.7734596729278564]"
the author brought you the guitar .,DO,BRING,THE,to,-42.19719696044922,▁The|▁author|▁brought|▁you|▁the|▁guitar|.,"[-3.1171624660491943, -7.540183067321777, -10.24227237701416, -5.1690473556518555, -1.7453383207321167, -9.5260591506958, -4.857133388519287]"
the guy brought the iron to it .,PD,BRING,THE,to,-40.903114318847656,▁The|▁gu|y|▁brought|▁the|▁iron|▁to|▁it|.,"[-3.1171624660491943, -8.657164573669434, -1.0300664901733398, -8.013432502746582, -2.2481608390808105, -7.931085586547852, -2.0893380641937256, -6.541064739227295, -1.2756389379501343]"
the guy brought it the iron .,DO,BRING,THE,to,-43.69164657592773,▁The|▁gu|y|▁brought|▁it|▁the|▁iron|.,"[-3.1171624660491943, -8.657164573669434, -1.0300666093826294, -8.013432502746582, -3.1016507148742676, -6.765158176422119, -9.80305290222168, -3.2039601802825928]"
the employee brought the television to us .,PD,BRING,THE,to,-45.78583526611328,▁The|▁employee|▁brought|▁the|▁television|▁to|▁us|.,"[-3.1171624660491943, -10.71253776550293, -7.880801200866699, -1.8874541521072388, -9.916258811950684, -1.7161704301834106, -7.767924785614014, -2.7875213623046875]"
the employee brought us the television .,DO,BRING,THE,to,-42.801639556884766,▁The|▁employee|▁brought|▁us|▁the|▁television|.,"[-3.1171624660491943, -10.71253776550293, -7.880801200866699, -5.841494560241699, -2.390591621398926, -10.225923538208008, -2.6331276893615723]"
the lady brought the key to it .,PD,BRING,THE,to,-40.27220153808594,▁The|▁lady|▁brought|▁the|▁key|▁to|▁it|.,"[-3.1171624660491943, -10.204251289367676, -8.435053825378418, -1.9938266277313232, -6.6123480796813965, -1.1919785737991333, -7.299568176269531, -1.4180126190185547]"
the lady brought it the key .,DO,BRING,THE,to,-43.890567779541016,▁The|▁lady|▁brought|▁it|▁the|▁key|.,"[-3.1171624660491943, -10.204251289367676, -8.435053825378418, -3.97068452835083, -6.765806198120117, -8.746384620666504, -2.651226282119751]"
the professor brought the meal to us .,PD,BRING,THE,to,-40.48040771484375,▁The|▁professor|▁brought|▁the|▁me|al|▁to|▁us|.,"[-3.1171624660491943, -10.805209159851074, -7.088794708251953, -2.2086293697357178, -8.953388214111328, -1.2993143796920776, -1.194103717803955, -4.105194568634033, -1.7086135149002075]"
the professor brought us the meal .,DO,BRING,THE,to,-39.37668228149414,▁The|▁professor|▁brought|▁us|▁the|▁me|al|.,"[-3.1171624660491943, -10.805209159851074, -7.0887956619262695, -3.9064908027648926, -3.682465076446533, -8.696310997009277, -0.3620774447917938, -1.7181730270385742]"
the bishop brought the pie to you .,PD,BRING,THE,to,-45.27350616455078,▁The|▁bishop|▁brought|▁the|▁pie|▁to|▁you|.,"[-3.1171624660491943, -11.653115272521973, -8.145444869995117, -1.819807767868042, -11.074163436889648, -1.473806381225586, -6.665041446685791, -1.3249611854553223]"
the bishop brought you the pie .,DO,BRING,THE,to,-41.23883438110352,▁The|▁bishop|▁brought|▁you|▁the|▁pie|.,"[-3.1171624660491943, -11.653115272521973, -8.145444869995117, -5.578212738037109, -2.289393424987793, -9.423739433288574, -1.031765341758728]"
the lawyer brought the newspaper to me .,PD,BRING,THE,to,-37.50431060791016,▁The|▁lawyer|▁brought|▁the|▁newspaper|▁to|▁me|.,"[-3.1171624660491943, -10.32208251953125, -8.27761459350586, -1.9481724500656128, -6.671584129333496, -2.133657932281494, -3.587862968444824, -1.4461698532104492]"
the lawyer brought me the newspaper .,DO,BRING,THE,to,-36.07197952270508,▁The|▁lawyer|▁brought|▁me|▁the|▁newspaper|.,"[-3.1171624660491943, -10.32208251953125, -8.277613639831543, -3.957481861114502, -2.8770804405212402, -5.61077880859375, -1.9097784757614136]"
the lady brought the cigarette to you .,PD,BRING,THE,to,-43.06170272827149,▁The|▁lady|▁brought|▁the|▁cig|aret|te|▁to|▁you|.,"[-3.1171624660491943, -10.204251289367676, -8.435053825378418, -1.9938263893127441, -7.372859001159668, -0.34788793325424194, -0.003448612755164504, -0.952766478061676, -9.139276504516602, -1.4951668977737427]"
the lady brought you the cigarette .,DO,BRING,THE,to,-39.1274642944336,▁The|▁lady|▁brought|▁you|▁the|▁cig|aret|te|.,"[-3.1171624660491943, -10.204251289367676, -8.435053825378418, -5.473491191864014, -2.6495771408081055, -7.145334720611572, -0.5033667087554932, -0.008068940602242947, -1.5911544561386108]"
the worker brought the pie to us .,PD,BRING,THE,to,-43.1195182800293,▁The|▁worker|▁brought|▁the|▁pie|▁to|▁us|.,"[-3.1171624660491943, -11.952747344970703, -8.307914733886719, -1.5843178033828735, -9.633426666259766, -1.0023226737976074, -5.527955055236816, -1.9936703443527222]"
the worker brought us the pie .,DO,BRING,THE,to,-40.904296875,▁The|▁worker|▁brought|▁us|▁the|▁pie|.,"[-3.1171624660491943, -11.952747344970703, -8.307915687561035, -5.493688106536865, -2.396265983581543, -7.859270095825195, -1.7772493362426758]"
the worker brought the coffee to them .,PD,BRING,THE,to,-40.82456207275391,▁The|▁worker|▁brought|▁the|▁coffee|▁to|▁them|.,"[-3.1171624660491943, -11.952747344970703, -8.307914733886719, -1.5843178033828735, -6.959364414215088, -1.306958556175232, -6.126635551452637, -1.469460368156433]"
the worker brought them the coffee .,DO,BRING,THE,to,-40.94950485229492,▁The|▁worker|▁brought|▁them|▁the|▁coffee|.,"[-3.1171624660491943, -11.952747344970703, -8.307915687561035, -6.720580577850342, -3.730341911315918, -5.5276570320129395, -1.59309720993042]"
the actor brought the glass to him .,PD,BRING,THE,to,-41.13463973999024,▁The|▁actor|▁brought|▁the|▁glass|▁to|▁him|.,"[-3.1171624660491943, -9.261722564697266, -8.28994083404541, -2.107362747192383, -9.330401420593262, -1.8682777881622314, -5.6222381591796875, -1.5375345945358276]"
the actor brought him the glass .,DO,BRING,THE,to,-40.31670379638672,▁The|▁actor|▁brought|▁him|▁the|▁glass|.,"[-3.1171624660491943, -9.261722564697266, -8.28994083404541, -6.80506706237793, -3.8450546264648438, -6.4081645011901855, -2.589590072631836]"
the mayor brought the key to you .,PD,BRING,THE,to,-38.894325256347656,▁The|▁mayor|▁brought|▁the|▁key|▁to|▁you|.,"[-3.1171624660491943, -9.700708389282227, -8.73654842376709, -2.081169605255127, -6.9577507972717285, -0.8934507966041565, -5.940760612487793, -1.4667744636535645]"
the mayor brought you the key .,DO,BRING,THE,to,-38.52356719970703,▁The|▁mayor|▁brought|▁you|▁the|▁key|.,"[-3.1171624660491943, -9.700708389282227, -8.736549377441406, -5.175414085388184, -1.831445574760437, -7.493369102478027, -2.4689202308654785]"
the guy brought the beer to you .,PD,BRING,THE,to,-37.27064895629883,▁The|▁gu|y|▁brought|▁the|▁be|er|▁to|▁you|.,"[-3.1171624660491943, -8.657164573669434, -1.0300664901733398, -8.013432502746582, -2.2481589317321777, -5.32919979095459, -0.5109574198722839, -2.119755268096924, -4.804908752441406, -1.4398466348648071]"
the guy brought you the beer .,DO,BRING,THE,to,-36.37058639526367,▁The|▁gu|y|▁brought|▁you|▁the|▁be|er|.,"[-3.1171624660491943, -8.657164573669434, -1.0300664901733398, -8.013432502746582, -5.208062648773193, -2.8052499294281006, -5.817852020263672, -0.46475595235824585, -1.256837248802185]"
the husband brought the beer to them .,PD,BRING,THE,to,-41.677345275878906,▁The|▁husband|▁brought|▁the|▁be|er|▁to|▁them|.,"[-3.1171624660491943, -9.879819869995117, -7.382739067077637, -2.5816783905029297, -6.042613983154297, -0.8042526245117188, -2.83644437789917, -7.998843193054199, -1.033793330192566]"
the husband brought them the beer .,DO,BRING,THE,to,-40.37143325805664,▁The|▁husband|▁brought|▁them|▁the|▁be|er|.,"[-3.1171624660491943, -9.879819869995117, -7.382739067077637, -6.759210586547852, -4.525945663452148, -6.389187812805176, -1.024228811264038, -1.2931416034698486]"
the parent brought the beer to it .,PD,BRING,THE,to,-48.34981536865234,▁The|▁parent|▁brought|▁the|▁be|er|▁to|▁it|.,"[-3.1171624660491943, -9.97329330444336, -12.15051555633545, -1.2519606351852417, -8.041232109069824, -2.080308198928833, -1.400344729423523, -8.685811996459961, -1.6491855382919312]"
the parent brought it the beer .,DO,BRING,THE,to,-50.186485290527344,▁The|▁parent|▁brought|▁it|▁the|▁be|er|.,"[-3.1171624660491943, -9.97329330444336, -12.150517463684082, -5.131390571594238, -7.241870880126953, -8.084162712097168, -2.307896375656128, -2.180192232131958]"
