rt,set_id,participant_id,theme_type,recipient_id,verb_id,theme_id,DOsentence,PDsentence,frequency_rank,classification,trial_index,DOpreference,verb
6828.959999955259,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,something,shortIndefinite,68,5,John tweeted a woman something,John tweeted something to a woman,68,non-alternating,48,9,tweeted
5926.135000074282,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,def,longDefinite,72,2,Juan hissed the man wearing the hat the reply,Juan hissed the reply to the man wearing the hat,72,non-alternating,49,7,hissed
4199.894999968819,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,indef,longIndefinite,75,3,Michael grumbled a man who was wearing a hat some directions,Michael grumbled some directions to a man who was wearing a hat,75,non-alternating,50,6,grumbled
6621.829999960028,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,indef,pronoun,78,4,Michael entrusted her an hierloom,Michael entrusted an hierloom to her,78,non-alternating,51,10,entrusted
3172.190000070259,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,something,shortDefinite,81,5,Bob hollered the man something,Bob hollered something to the man,81,non-alternating,52,9,hollered
3503.9550000801682,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,def,shortDefinite,88,2,Bob snarled the man instructions,Bob snarled instructions to the man,88,non-alternating,53,6,snarled
4390.69999998901,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,indef,shortIndefinite,91,3,Maria cackled a man a curse,Maria cackled a curse to a man,91,non-alternating,54,6,cackled
3772.3799999803305,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,something,longDefinite,94,5,Michael crooned the man who was from work something,Michael crooned something to the man who was from work,94,non-alternating,55,8,crooned
3559.0549999615178,4,4230-c034696d-43aa-4e41-879c-1869b630dc86,def,longIndefinite,98,1,Juan yodeled a woman wearing a hat the song,Juan yodeled the song to a woman wearing a hat,98,non-alternating,56,5,yodeled
9017.854999983683,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,shortDefinite,104,3,Maria asked the man a question,Maria asked a question to the man,4,alternating,5,56,asked
9793.51499999757,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,shortIndefinite,107,4,Juan brought a woman a blanket,Juan brought a blanket to a woman,7,alternating,6,34,brought
7824.814999999944,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,longDefinite,111,1,Bob offered the man who was from work the gift,Bob offered the gift to the man who was from work,11,alternating,7,56,offered
6529.365000023972,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,longIndefinite,114,2,Mary drove a woman from work the van,Mary drove the van to a woman from work,14,alternating,8,13,drove
7998.710000014398,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,longIndefinite,120,4,Juan shot a woman wearing a hat a glance,Juan shot a glance to a woman wearing a hat,20,alternating,9,37,shot
6184.50999999186,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,pronoun,123,5,Maria flew them something,Maria flew something to them,23,alternating,10,45,flew
5435.5950000172015,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,shortDefinite,127,1,Alice kicked the man the weapon,Alice kicked the weapon to the man,27,alternating,11,25,kicked
9257.764999987558,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,shortIndefinite,130,2,John cited a woman the book,John cited the book to a woman,30,alternating,12,5,cited
9820.804999995744,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,longDefinite,133,4,Bob quoted the man who was wearing the hat some results,Bob quoted some results to the man who was wearing the hat,33,alternating,13,32,quoted
5564.959999988787,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,shortIndefinite,101,2,Alice took a woman the blanket,Alice took the blanket to a woman,1,alternating,5,0,took
9234.779999998864,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,longDefinite,140,1,Michael advanced the man who was from work the money,Michael advanced the money to the man who was from work,40,alternating,14,48,advanced
8110.319999977946,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,longDefinite,104,4,Michael asked the man from work some questions,Michael asked some questions to the man from work,4,alternating,6,42,asked
7764.100000000326,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,longIndefinite,143,2,Michael floated a woman wearing a hat the suggestion,Michael floated the suggestion to a woman wearing a hat,43,alternating,15,17,floated
8780.024999985471,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,longIndefinite,107,5,Maria brought a woman who was wearing a hat something,Maria brought something to a woman who was wearing a hat,7,alternating,7,28,brought
9312.234999990324,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,pronoun,146,3,Juan flipped her some candy,Juan flipped some candy to her,46,alternating,16,50,flipped
5983.910000009928,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,pronoun,111,1,Juan offered her the gift,Juan offered the gift to her,11,alternating,8,78,offered
6352.169999998296,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,shortDefinite,149,4,Mary slammed the man a beer,Mary slammed a beer to the man,49,alternating,17,53,slammed
9372.320000024047,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,pronoun,117,3,Juan taught her a concept,Juan taught a concept to her,17,alternating,9,51,taught
7434.495000023162,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,shortIndefinite,159,2,Alice willed a woman the estate,Alice willed the estate to a woman,59,alternating,18,45,willed
6096.949999977369,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,shortDefinite,120,4,Bob shot the woman a glance,Bob shot a glance to the woman,20,alternating,10,78,shot
9756.840000016382,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,longDefinite,162,4,John batted the woman from work a foul ball,John batted a foul ball to the woman from work,62,alternating,19,41,batted
6427.2950000013225,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,shortIndefinite,123,5,John flew a team something,John flew something to a team,23,alternating,11,0,flew
5205.239999981131,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,longDefinite,127,2,Alice kicked the woman wearing the hat the ball,Alice kicked the ball to the woman wearing the hat,27,alternating,12,0,kicked
7988.324999983888,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,longIndefinite,165,5,Mary flung a woman from work something,Mary flung something to a woman from work,65,alternating,20,42,flung
6005.685000010999,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,pronoun,169,1,Alice repaid him the favor,Alice repaid the favor to him,69,alternating,21,65,repaid
4945.914999989327,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,pronoun,175,3,John faxed her a letter,John faxed a letter to her,75,alternating,22,70,faxed
16303.420000011101,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,longIndefinite,130,3,Linda cited a woman who was from work a quote,Linda cited a quote to a woman who was from work,30,alternating,13,22,cited
8590.844999998808,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,shortDefinite,178,4,Alice rowed the woman some goods,Alice rowed some goods to the woman,78,alternating,23,48,rowed
9030.395000008866,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,longIndefinite,136,5,Juan traded a woman from work something,Juan traded something to a woman from work,36,alternating,14,39,traded
6790.964999992866,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,shortIndefinite,181,5,Alice slung a man something,Alice slung something to a man,81,alternating,24,40,slung
6682.805000047665,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,pronoun,140,1,Michael advanced her the money,Michael advanced the money to her,40,alternating,15,62,advanced
5139.444999978878,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,shortDefinite,143,2,Linda floated the woman the suggestion,Linda floated the suggestion to the woman,43,alternating,16,0,floated
11476.09999999986,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,longDefinite,185,2,Bob ceded the man wearing the hat the floor,Bob ceded the floor to the man wearing the hat,85,alternating,25,12,ceded
8277.750000008382,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,longIndefinite,188,3,Mary alloted a woman from work the money,Mary alloted the money to a woman from work,88,alternating,26,30,alloted
10951.245000003837,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,shortIndefinite,146,3,Bob flipped a woman some candy,Bob flipped some candy to a woman,46,alternating,17,16,flipped
6502.105000021402,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,shortIndefinite,152,5,Linda bounced a man something,Linda bounced something to a man,52,alternating,18,15,bounced
8329.619999974966,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,longDefinite,156,2,Linda preached the team from work the gospel,Linda preached the gospel to the team from work,56,alternating,19,17,preached
10039.770000003045,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,longIndefinite,194,5,Maria lobbed a man who was from work something,Maria lobbed something to a man who was from work,94,alternating,28,23,lobbed
5662.979999993695,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,pronoun,198,1,Linda shuttled them the packages,Linda shuttled the packages to them,98,alternating,29,52,shuttled
8557.625000015832,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,longIndefinite,159,3,Michael willed a man from work the house,Michael willed the house to a man from work,59,alternating,20,0,willed
5427.725000015926,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,shortDefinite,1,2,Bob said the man the words,Bob said the words to the man,1,non-alternating,30,0,said
7991.22999998508,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,pronoun,162,4,John batted her a foul ball,John batted a foul ball to her,62,alternating,21,30,batted
7203.119999991031,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,shortIndefinite,4,3,Alice explained a man an idea,Alice explained an idea to a man,4,non-alternating,31,9,explained
5830.045000009704,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,shortDefinite,165,5,Michael flung the man something,Michael flung something to the man,65,alternating,22,28,flung
6378.965000010794,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,shortIndefinite,10,5,John mentioned a man something,John mentioned something to a man,10,non-alternating,32,9,mentioned
7517.584999994142,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,longDefinite,14,2,Maria sang the man from work the aria,Maria sang the aria to the man from work,14,non-alternating,33,19,sang
9139.080000022659,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,longIndefinite,17,3,Bob announced a woman who was from work some new results,Bob announced some new results to a woman who was from work,17,non-alternating,34,2,announced
17083.199999993667,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,shortDefinite,172,2,Michael leased the woman the home,Michael leased the home to the woman,72,alternating,24,48,leased
6778.255000011995,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,pronoun,20,4,Mary introduced him a winner,Mary introduced a winner to him,20,non-alternating,35,3,introduced
5669.224999990547,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,shortDefinite,23,5,Maria recommended the woman something,Maria recommended something to the woman,23,non-alternating,36,10,recommended
10192.515000002459,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,shortIndefinite,175,3,Michael faxed a woman a letter,Michael faxed a letter to a woman,75,alternating,25,49,faxed
9470.04499999457,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,shortDefinite,30,2,Michael lowered the man the bucket,Michael lowered the bucket to the man,30,non-alternating,37,5,lowered
10189.675000030547,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,longDefinite,178,5,Mary rowed the woman who was wearing the hat something,Mary rowed something to the woman who was wearing the hat,78,alternating,26,23,rowed
5251.785000000382,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,shortIndefinite,33,3,Maria yelled a man some directions,Maria yelled some directions to a man,33,non-alternating,38,30,yelled
7748.339999991003,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,longIndefinite,182,1,Linda forwarded a woman from work the message,Linda forwarded the message to a woman from work,82,alternating,27,0,forwarded
9419.714999996359,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,longDefinite,36,5,Maria illustrated the woman wearing the hat something,Maria illustrated something to the woman wearing the hat,36,non-alternating,39,0,illustrated
5393.555000016931,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,pronoun,185,2,John ceded her the floor,John ceded the floor to her,85,alternating,28,100,ceded
15467.599999974482,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,indef,longIndefinite,101,3,Bob took a man wearing a hat a gift,Bob took a gift to a man wearing a hat,1,alternating,5,6,took
7147.999999986496,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,pronoun,191,4,Michael carted them some books,Michael carted some books to them,91,alternating,29,14,carted
5571.284999954514,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,indef,pronoun,104,4,Maria asked him some questions,Maria asked some questions to him,4,alternating,6,94,asked
12912.920000002487,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,longIndefinite,40,1,Linda supplied a woman wearing a hat the news,Linda supplied the news to a woman wearing a hat,40,non-alternating,40,17,supplied
5633.250000013504,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,shortDefinite,194,5,John lobbed the woman something,John lobbed something to the woman,94,alternating,30,27,lobbed
7149.395000073127,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,something,shortDefinite,107,5,Maria brought the man something,Maria brought something to the man,7,alternating,7,39,brought
5281.409999995958,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,shortIndefinite,198,1,Michael shuttled a team the packages,Michael shuttled the packages to a team,98,alternating,31,18,shuttled
8438.670000003185,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,pronoun,43,2,Bob donated them the sculpture,Bob donated the sculpture to them,43,non-alternating,41,15,donated
7243.765000021085,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,def,shortDefinite,114,2,Michael drove the man the van,Michael drove the van to the man,14,alternating,8,6,drove
5632.299999997485,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,longDefinite,1,3,John said the woman wearing the hat a word,John said a word to the woman wearing the hat,1,non-alternating,32,1,said
6128.594999987399,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,pronoun,49,4,Linda blabbed him some news,Linda blabbed some news to him,49,non-alternating,42,27,blabbed
7172.370000043884,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,indef,shortIndefinite,117,3,Maria taught a woman a concept,Maria taught a concept to a woman,17,alternating,9,47,taught
6276.414999971166,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,longDefinite,7,5,Linda described the woman wearing the hat something,Linda described something to the woman wearing the hat,7,non-alternating,33,0,described
4640.9700000076555,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,shortDefinite,52,5,Alice dictated the woman something,Alice dictated something to the woman,52,non-alternating,43,15,dictated
6044.699999998556,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,shortIndefinite,56,1,John muttered a man the remarks,John muttered the remarks to a man,56,non-alternating,44,9,muttered
8638.774999999441,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,something,longDefinite,120,5,Linda shot the man wearing the hat something,Linda shot something to the man wearing the hat,20,alternating,10,13,shot
9692.520000040531,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,longIndefinite,11,1,Mary presented a man who was from work the story,Mary presented the story to a man who was from work,11,non-alternating,34,0,presented
5955.37499996135,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,pronoun,14,2,Maria sang him the aria,Maria sang the aria to him,14,non-alternating,35,47,sang
6423.09500000556,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,longDefinite,59,3,Juan recounted the woman who was from work some news,Juan recounted some news to the woman who was from work,59,non-alternating,46,6,recounted
8817.795000039041,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,def,longIndefinite,124,1,Linda fed a man who was from work the food,Linda fed the food to a man who was from work,24,alternating,11,13,fed
5760.425000102259,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,def,pronoun,127,2,Alice kicked him the ball,Alice kicked the ball to him,27,alternating,12,45,kicked
6052.275000023656,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,something,longDefinite,65,5,John moaned the woman who was wearing the hat something,John moaned something to the woman who was wearing the hat,65,non-alternating,47,2,moaned
7828.875000006519,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,shortDefinite,17,3,Alice announced the woman some new results,Alice announced some new results to the woman,17,non-alternating,36,5,announced
6854.690000065602,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,indef,pronoun,133,4,John quoted her some results,John quoted some results to her,33,alternating,13,45,quoted
7054.180000035558,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,shortIndefinite,20,4,Alice introduced a man a winner,Alice introduced a winner to a man,20,non-alternating,37,60,introduced
4001.7550000338815,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,shortIndefinite,27,1,John proposed a man the suggestion,John proposed the suggestion to a man,27,non-alternating,38,1,proposed
8452.019999967888,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,something,shortDefinite,136,5,Maria traded the woman something,Maria traded something to the woman,36,alternating,14,58,traded
5752.554999955464,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,longDefinite,30,3,Alice lowered the man wearing the hat a hammer,Alice lowered a hammer to the man wearing the hat,30,non-alternating,39,0,lowered
18659.6599999757,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,longIndefinite,69,1,Alice mumbled a woman from work the directions,Alice mumbled the directions to a woman from work,69,non-alternating,48,6,mumbled
7319.6699999971315,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,def,shortIndefinite,140,1,Maria advanced a man the money,Maria advanced the money to a man,40,alternating,15,58,advanced
5008.5350000008475,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,pronoun,72,2,Bob hissed her the reply,Bob hissed the reply to her,72,non-alternating,49,13,hissed
11336.140000028536,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,longIndefinite,33,4,Linda yelled a man who was wearing a hat a name,Linda yelled a name to a man who was wearing a hat,33,non-alternating,40,4,yelled
5677.965000009863,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,shortDefinite,75,3,Bob grumbled the man some directions,Bob grumbled some directions to the man,75,non-alternating,50,6,grumbled
6802.4399999994785,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,something,pronoun,36,5,Mary illustrated him something,Mary illustrated something to him,36,non-alternating,41,34,illustrated
7103.475000010803,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,indef,shortIndefinite,78,4,Mary entrusted a woman an hierloom,Mary entrusted an hierloom to a woman,78,non-alternating,51,9,entrusted
17805.690000066534,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,indef,longDefinite,143,3,Maria floated the man wearing the hat a proposal,Maria floated a proposal to the man wearing the hat,43,alternating,16,44,floated
4197.259999986272,5,0993-0e91ee28-4e23-4f55-bb72-c6be40341b19,def,shortIndefinite,85,1,Bob delegated a woman responsibility,Bob delegated responsibility to a woman,85,non-alternating,52,25,delegated
7687.13499995647,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,def,shortDefinite,40,1,Mary supplied the woman the news,Mary supplied the news to the woman,40,non-alternating,42,44,supplied
7028.520000050776,7,4458-780e2b1f-d722-47c7-bf9b-c0cc0e306466,something,longDefinite,149,5,Juan slammed the woman from work something,Juan slammed something to the woman from work,49,alternating,17,29,slammed
4973.505000001751,6,6435-490c41e1-90c3-4725-9d43-70ee1b67dfc9,indef,shortDefinite,46,3,Bob confessed the man an error,Bob confessed an error to the man,46,non-alternating,43,0,confessed
