prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the doctor saved the chocolate for the singer .,an opponent supplied a company a juice .,PD,DO,SAVE,SUPPLY,THE,A,for,to,-56.670654296875,"[-5.677046, -8.451443, -13.114366, -1.6779987, -9.928747, -6.5454874, -9.059162, -2.2164047]"
the doctor saved the company the beer .,a girl purchased a log for a business .,DO,PD,SAVE,PURCHASE,THE,A,for,for,-42.902923583984375,"[-3.5338469, -6.8054256, -10.287441, -0.58930886, -9.243005, -2.4042835, -1.9996635, -6.5789857, -1.4609663]"
the doctor saved the company the beer .,a girl purchased a business a log .,DO,DO,SAVE,PURCHASE,THE,A,for,for,-45.519248962402344,"[-3.5338469, -6.8054256, -10.287441, -0.58930886, -7.9247303, -5.808274, -7.973604, -2.5966165]"
the doctor saved the company the beer .,a singer showed a cheese to a corporation .,DO,PD,SAVE,SHOW,THE,A,for,to,-54.440338134765625,"[-3.5338469, -10.179808, -9.283656, -2.6792052, -11.99687, -4.73257, -0.95534974, -9.876611, -1.2024219]"
the doctor saved the company the beer .,a singer showed a corporation a cheese .,DO,DO,SAVE,SHOW,THE,A,for,to,-53.120262145996094,"[-3.5338469, -10.179808, -9.283656, -2.6792052, -13.242397, -1.5941665, -11.021874, -1.5853093]"
the doctor saved the company the bowl .,a singer caught a book for a mayor .,DO,PD,SAVE,CATCH,THE,A,for,for,-53.68870544433594,"[-3.530696, -10.255266, -7.020995, -5.080801, -8.687746, -3.951117, -1.9791797, -11.261734, -1.9211721]"
the doctor saved the company the bowl .,a singer caught a mayor a book .,DO,DO,SAVE,CATCH,THE,A,for,for,-53.51353073120117,"[-3.530696, -10.255266, -7.020995, -5.080801, -11.719255, -6.580073, -7.18404, -2.1424046]"
the doctor saved the company the bowl .,a soldier promised a pie to a father .,DO,PD,SAVE,PROMISE,THE,A,for,to,-45.267948150634766,"[-3.530696, -7.5543427, -11.778849, -2.03026, -8.56137, -1.9066106, -1.9396582, -6.281868, -1.6842937]"
the doctor saved the company the bowl .,a soldier promised a father a pie .,DO,DO,SAVE,PROMISE,THE,A,for,to,-42.3194580078125,"[-3.530696, -7.5543427, -11.778849, -2.03026, -7.4032793, -1.3161107, -7.2579913, -1.4479278]"
the doctor saved the pie for the soldier .,a hero threw a newspaper to a father .,PD,PD,SAVE,THROW,THE,A,for,to,-47.52934265136719,"[-3.5678844, -8.249396, -9.558847, -0.67070377, -8.211851, -3.504259, -2.8526685, -8.821407, -2.0923233]"
the doctor saved the pie for the soldier .,a hero threw a father a newspaper .,PD,DO,SAVE,THROW,THE,A,for,to,-46.801326751708984,"[-3.5678844, -8.249396, -9.558847, -0.67070377, -8.83696, -4.0418935, -9.697802, -2.1778388]"
the doctor saved the singer the chocolate .,an opponent supplied a juice to a company .,DO,PD,SAVE,SUPPLY,THE,A,for,to,-55.932762145996094,"[-5.682748, -8.374175, -13.016624, -1.7023841, -9.670354, -1.8695579, -2.5611994, -9.407375, -3.6483426]"
the doctor saved the singer the chocolate .,an opponent supplied a company a juice .,DO,DO,SAVE,SUPPLY,THE,A,for,to,-53.3655891418457,"[-5.682748, -8.374175, -13.016624, -1.7023841, -9.753239, -4.5144043, -8.562869, -1.7591445]"
the doctor saved the soldier the pie .,a hero threw a newspaper to a father .,DO,PD,SAVE,THROW,THE,A,for,to,-45.49103546142578,"[-3.5679846, -8.16494, -9.317242, -0.6423799, -8.090419, -3.3387277, -2.280634, -8.248995, -1.839714]"
the doctor saved the soldier the pie .,a hero threw a father a newspaper .,DO,DO,SAVE,THROW,THE,A,for,to,-42.28727722167969,"[-3.5679846, -8.16494, -9.317242, -0.6423799, -8.155864, -1.414257, -9.5825, -1.4421076]"
the doctor saved the student the cheese .,a soldier gave a pie to an army .,DO,PD,SAVE,GIVE,THE,A,for,to,-43.39082336425781,"[-3.5551667, -7.2252054, -7.880109, -1.3163486, -9.67108, -0.14727059, -2.5754097, -5.6318274, -5.3884096]"
the doctor saved the student the cheese .,a soldier gave an army a pie .,DO,DO,SAVE,GIVE,THE,A,for,to,-40.499610900878906,"[-3.5551667, -7.2252054, -7.880109, -3.069899, -5.205906, -3.857259, -8.561832, -1.1442345]"
the doctor sent the administration the crystal .,a mayor kept a wire for a business .,DO,PD,SEND,KEEP,THE,A,to,for,-51.62614822387695,"[-3.488555, -10.229332, -11.226966, -1.7127688, -9.796272, -4.2552295, -2.1119428, -6.386738, -2.4183447]"
the doctor sent the administration the crystal .,a mayor kept a business a wire .,DO,DO,SEND,KEEP,THE,A,to,for,-52.527191162109375,"[-3.488555, -10.229332, -11.226966, -1.7127688, -7.519348, -5.993548, -10.658352, -1.6983224]"
the doctor sent the administration the engine .,a teacher kept a tea for a manager .,DO,PD,SEND,KEEP,THE,A,to,for,-47.58501052856445,"[-3.4719868, -7.319096, -8.719179, -1.5918715, -9.614487, -4.951792, -2.3218932, -8.286388, -1.3083171]"
the doctor sent the administration the engine .,a teacher kept a manager a tea .,DO,DO,SEND,KEEP,THE,A,to,for,-52.069549560546875,"[-3.4719868, -7.319096, -8.719179, -1.5918715, -9.378611, -6.0952144, -12.004812, -3.4887774]"
the doctor sent the administration the engine .,a captain supplied a salad to a band .,DO,PD,SEND,SUPPLY,THE,A,to,to,-54.530677795410156,"[-3.4719868, -9.916439, -12.15892, -2.781662, -11.747213, -1.8556159, -2.5355682, -7.031099, -3.032176]"
the doctor sent the administration the engine .,a captain supplied a band a salad .,DO,DO,SEND,SUPPLY,THE,A,to,to,-57.287109375,"[-3.4719868, -9.916439, -12.15892, -2.781662, -9.155869, -7.3686695, -11.001846, -1.4317149]"
the doctor sent the bishop the meal .,a reader drew a gun for an employer .,DO,PD,SEND,DRAW,THE,A,to,for,-47.928287506103516,"[-3.5047677, -7.4338455, -9.993242, -1.7146623, -7.4634085, -5.082712, -4.2536163, -7.2267094, -1.2553229]"
the doctor sent the bishop the meal .,a reader drew an employer a gun .,DO,DO,SEND,DRAW,THE,A,to,for,-48.69680404663086,"[-3.5047677, -7.4338455, -9.993242, -3.5845258, -11.825485, -2.8261633, -8.12722, -1.401556]"
the doctor sent the bishop the meal .,a pilot saved a chocolate for a writer .,DO,PD,SEND,SAVE,THE,A,to,for,-54.27006912231445,"[-3.5047677, -7.6377425, -8.855644, -1.2671387, -10.144996, -7.7923446, -2.054803, -11.189928, -1.8227057]"
the doctor sent the bishop the meal .,a pilot saved a writer a chocolate .,DO,DO,SEND,SAVE,THE,A,to,for,-56.440738677978516,"[-3.5047677, -7.6377425, -8.855644, -1.2671387, -11.441427, -6.100895, -11.099718, -6.5334063]"
the doctor sent the bishop the meal .,a son supplied an iron to a band .,DO,PD,SEND,SUPPLY,THE,A,to,to,-52.074302673339844,"[-3.5047677, -8.32023, -11.914158, -4.126298, -6.8760414, -3.2300153, -1.6623343, -7.5138035, -4.9266567]"
the doctor sent the bishop the meal .,a son supplied a band an iron .,DO,DO,SEND,SUPPLY,THE,A,to,to,-53.39056396484375,"[-3.5047677, -8.32023, -11.914158, -2.343072, -8.496556, -9.342751, -6.046857, -3.4221778]"
the doctor sent the bishop the meal .,a minister fed a candy to an attorney .,DO,PD,SEND,FEED,THE,A,to,to,-52.426414489746094,"[-3.5047677, -8.616234, -11.321975, -1.6248856, -9.981446, -3.6594214, -2.9108067, -8.951341, -1.8555406]"
the doctor sent the bishop the meal .,a minister fed an attorney a candy .,DO,DO,SEND,FEED,THE,A,to,to,-50.494869232177734,"[-3.5047677, -8.616234, -11.321975, -3.5349321, -7.845791, -2.3094406, -9.622238, -3.73949]"
the doctor sent the bishop the meal .,a champion bought a pot for a friend .,DO,PD,SEND,BUY,THE,A,to,for,-43.50359344482422,"[-3.5047677, -9.473075, -11.768988, -1.0164372, -7.6618204, -3.7889543, -2.4096274, -2.218042, -1.6618804]"
the doctor sent the bishop the meal .,a champion bought a friend a pot .,DO,DO,SEND,BUY,THE,A,to,for,-43.138816833496094,"[-3.5047677, -9.473075, -11.768988, -1.0164372, -7.213621, -0.8354414, -6.4956813, -2.830806]"
the doctor sent the candy to the mayor .,a woman made a key for a club .,PD,PD,SEND,MAKE,THE,A,to,for,-40.22352600097656,"[-3.5276074, -4.004982, -7.097574, -0.6056608, -7.966322, -4.544806, -1.1657145, -8.802317, -2.5085444]"
the doctor sent the candy to the mayor .,a woman made a club a key .,PD,DO,SEND,MAKE,THE,A,to,for,-47.21744918823242,"[-3.5276074, -4.004982, -7.097574, -0.6056608, -11.698005, -5.492563, -7.5290356, -7.2620215]"
the doctor sent the candy to the mayor .,a candidate designed a key for a kid .,PD,PD,SEND,DESIGN,THE,A,to,for,-49.95683288574219,"[-3.5276074, -8.689606, -11.370334, -1.979908, -8.037405, -2.4279926, -1.217468, -9.594503, -3.1120083]"
the doctor sent the candy to the mayor .,a candidate designed a kid a key .,PD,DO,SEND,DESIGN,THE,A,to,for,-54.340354919433594,"[-3.5276074, -8.689606, -11.370334, -1.979908, -9.758184, -6.9521027, -9.063573, -2.9990392]"
the doctor sent the crystal to the administration .,a mayor kept a wire for a business .,PD,PD,SEND,KEEP,THE,A,to,for,-51.35920715332031,"[-3.4922972, -10.2670145, -11.375892, -1.5125985, -9.334253, -4.1402035, -2.0618, -6.091967, -3.0831828]"
the doctor sent the crystal to the administration .,a mayor kept a business a wire .,PD,DO,SEND,KEEP,THE,A,to,for,-53.34648132324219,"[-3.4922972, -10.2670145, -11.375892, -1.5125985, -7.3924885, -6.247548, -10.857748, -2.2008972]"
the doctor sent the engine to the administration .,a teacher kept a tea for a manager .,PD,PD,SEND,KEEP,THE,A,to,for,-46.250186920166016,"[-3.5007129, -7.4016056, -8.720504, -1.3770134, -9.252764, -4.576663, -2.4394476, -8.0545025, -0.9269751]"
the doctor sent the engine to the administration .,a teacher kept a manager a tea .,PD,DO,SEND,KEEP,THE,A,to,for,-52.10633087158203,"[-3.5007129, -7.4016056, -8.720504, -1.3770134, -10.106882, -6.104559, -11.784326, -3.1107268]"
the doctor sent the engine to the administration .,a captain supplied a salad to a band .,PD,PD,SEND,SUPPLY,THE,A,to,to,-53.05390548706055,"[-3.5007129, -10.049583, -12.171741, -2.7033768, -11.108234, -1.087208, -2.8459067, -7.1847754, -2.4023666]"
the doctor sent the engine to the administration .,a captain supplied a band a salad .,PD,DO,SEND,SUPPLY,THE,A,to,to,-56.65093231201172,"[-3.5007129, -10.049583, -12.171741, -2.7033768, -8.522551, -7.4486256, -10.652378, -1.6019609]"
the doctor sent the mayor the candy .,a woman made a key for a club .,DO,PD,SEND,MAKE,THE,A,to,for,-40.66305160522461,"[-3.5312853, -4.0603695, -7.080635, -0.7293388, -7.559765, -5.43955, -1.2642355, -8.749887, -2.2479825]"
the doctor sent the mayor the candy .,a woman made a club a key .,DO,DO,SEND,MAKE,THE,A,to,for,-46.85902404785156,"[-3.5312853, -4.0603695, -7.080635, -0.7293388, -11.332192, -5.620009, -7.755898, -6.7492976]"
the doctor sent the mayor the candy .,a candidate designed a key for a kid .,DO,PD,SEND,DESIGN,THE,A,to,for,-48.579410552978516,"[-3.5312853, -8.586722, -11.409286, -1.8765738, -8.047603, -2.872923, -1.3422518, -8.497992, -2.4147744]"
the doctor sent the mayor the candy .,a candidate designed a kid a key .,DO,DO,SEND,DESIGN,THE,A,to,for,-52.03436279296875,"[-3.5312853, -8.586722, -11.409286, -1.8765738, -9.563024, -5.74973, -9.185202, -2.132541]"
the doctor sent the meal to the bishop .,a reader drew a gun for an employer .,PD,PD,SEND,DRAW,THE,A,to,for,-48.7108268737793,"[-3.5142698, -7.426788, -9.746218, -1.7010642, -7.986911, -5.2521853, -4.4470005, -7.449399, -1.1869931]"
the doctor sent the meal to the bishop .,a reader drew an employer a gun .,PD,DO,SEND,DRAW,THE,A,to,for,-51.2810173034668,"[-3.5142698, -7.426788, -9.746218, -3.6274157, -12.392587, -4.676866, -8.260667, -1.6362084]"
the doctor sent the meal to the bishop .,a pilot saved a chocolate for a writer .,PD,PD,SEND,SAVE,THE,A,to,for,-53.018943786621094,"[-3.5142698, -7.830587, -8.834829, -1.2676158, -9.738497, -7.4057083, -2.059243, -10.948053, -1.4201381]"
the doctor sent the meal to the bishop .,a pilot saved a writer a chocolate .,PD,DO,SEND,SAVE,THE,A,to,for,-58.386199951171875,"[-3.5142698, -7.830587, -8.834829, -1.2676158, -12.041287, -7.238248, -11.388115, -6.271244]"
the doctor sent the meal to the bishop .,a son supplied an iron to a band .,PD,PD,SEND,SUPPLY,THE,A,to,to,-50.579124450683594,"[-3.5142698, -8.33686, -11.895174, -4.442392, -6.4293485, -2.5153759, -2.247437, -7.2330084, -3.9652565]"
the doctor sent the meal to the bishop .,a son supplied a band an iron .,PD,DO,SEND,SUPPLY,THE,A,to,to,-54.290809631347656,"[-3.5142698, -8.33686, -11.895174, -2.5579436, -8.752117, -9.9675255, -5.7477736, -3.519145]"
the doctor sent the meal to the bishop .,a minister fed a candy to an attorney .,PD,PD,SEND,FEED,THE,A,to,to,-49.22312927246094,"[-3.5142698, -8.791897, -11.387852, -1.6697774, -9.652098, -1.314755, -2.8324661, -8.82226, -1.2377545]"
the doctor sent the meal to the bishop .,a minister fed an attorney a candy .,PD,DO,SEND,FEED,THE,A,to,to,-51.90679168701172,"[-3.5142698, -8.791897, -11.387852, -3.6555486, -9.384059, -2.153542, -9.197994, -3.8216271]"
the doctor sent the meal to the bishop .,a champion bought a pot for a friend .,PD,PD,SEND,BUY,THE,A,to,for,-44.15143585205078,"[-3.5142698, -9.527828, -12.32706, -0.92229795, -7.4510727, -3.9762638, -2.2997549, -2.568929, -1.5639613]"
the doctor sent the meal to the bishop .,a champion bought a friend a pot .,PD,DO,SEND,BUY,THE,A,to,for,-44.50881576538086,"[-3.5142698, -9.527828, -12.32706, -0.92229795, -7.4744797, -0.858117, -6.284635, -3.6001303]"
the doctor sent the soldier the television .,a chief bought a candy for a cop .,DO,PD,SEND,BUY,THE,A,to,for,-50.423126220703125,"[-3.4860425, -8.720183, -14.546094, -0.703595, -8.644028, -3.1139307, -1.5260535, -8.1577835, -1.5254178]"
the doctor sent the soldier the television .,a chief bought a cop a candy .,DO,DO,SEND,BUY,THE,A,to,for,-48.570274353027344,"[-3.4860425, -8.720183, -14.546094, -0.703595, -9.72134, -1.3714346, -7.163251, -2.8583336]"
the doctor sent the television to the soldier .,a chief bought a candy for a cop .,PD,PD,SEND,BUY,THE,A,to,for,-48.840057373046875,"[-3.4856339, -8.770963, -14.413635, -0.65471035, -8.6041155, -2.6734533, -1.3798763, -7.671998, -1.1856709]"
the doctor sent the television to the soldier .,a chief bought a cop a candy .,PD,DO,SEND,BUY,THE,A,to,for,-49.79154586791992,"[-3.4856339, -8.770963, -14.413635, -0.65471035, -9.709413, -2.375746, -7.4526954, -2.9287472]"
the doctor showed the guest the salad .,a scientist found a cheese for a club .,DO,PD,SHOW,FIND,THE,A,to,for,-42.88152313232422,"[-3.5284262, -7.7042227, -6.137425, -0.82671046, -8.683759, -4.7749686, -1.9353323, -8.055422, -1.2352551]"
the doctor showed the guest the salad .,a scientist found a club a cheese .,DO,DO,SHOW,FIND,THE,A,to,for,-48.596397399902344,"[-3.5284262, -7.7042227, -6.137425, -0.82671046, -10.297609, -6.5501647, -11.333623, -2.2182171]"
the doctor showed the guest the salad .,a bishop sold a juice to a company .,DO,PD,SHOW,SELL,THE,A,to,to,-53.930946350097656,"[-3.5284262, -9.787502, -11.579966, -1.2055838, -10.988467, -3.1894855, -0.6330703, -9.016558, -4.0018883]"
the doctor showed the guest the salad .,a bishop sold a company a juice .,DO,DO,SHOW,SELL,THE,A,to,to,-53.925846099853516,"[-3.5284262, -9.787502, -11.579966, -1.2055838, -8.560171, -5.2943244, -9.66327, -4.3066006]"
the doctor showed the gun to the king .,a manager kept a beer for a band .,PD,PD,SHOW,KEEP,THE,A,to,for,-46.78110122680664,"[-3.501573, -8.583451, -9.950928, -1.4210579, -7.8529387, -4.4379826, -2.5180783, -6.629154, -1.8859406]"
the doctor showed the gun to the king .,a manager kept a band a beer .,PD,DO,SHOW,KEEP,THE,A,to,for,-53.82864761352539,"[-3.501573, -8.583451, -9.950928, -1.4210579, -8.6383915, -8.356949, -9.758581, -3.6177185]"
the doctor showed the gun to the king .,a prince supplied a salad to a friend .,PD,PD,SHOW,SUPPLY,THE,A,to,to,-45.57052993774414,"[-3.501573, -10.708649, -10.673008, -2.1314635, -10.674341, -0.94124466, -2.0799901, -3.8646815, -0.99557924]"
the doctor showed the gun to the king .,a prince supplied a friend a salad .,PD,DO,SHOW,SUPPLY,THE,A,to,to,-50.1161994934082,"[-3.501573, -10.708649, -10.673008, -2.1314635, -8.021889, -3.937568, -9.57578, -1.5662696]"
the doctor showed the juice to the reader .,a mayor promised a tea to a secretary .,PD,PD,SHOW,PROMISE,THE,A,to,to,-52.689998626708984,"[-3.5378613, -10.445065, -8.923797, -2.163479, -10.343851, -3.05405, -3.0667105, -9.033648, -2.1215377]"
the doctor showed the juice to the reader .,a mayor promised a secretary a tea .,PD,DO,SHOW,PROMISE,THE,A,to,to,-56.16783905029297,"[-3.5378613, -10.445065, -8.923797, -2.163479, -12.623026, -7.7735906, -7.7133713, -2.9876509]"
the doctor showed the king the gun .,a manager kept a beer for a band .,DO,PD,SHOW,KEEP,THE,A,to,for,-46.74170684814453,"[-3.4966562, -8.521277, -9.680444, -1.6478276, -7.7426343, -4.3325396, -2.1760035, -7.2478023, -1.8965222]"
the doctor showed the king the gun .,a manager kept a band a beer .,DO,DO,SHOW,KEEP,THE,A,to,for,-52.489925384521484,"[-3.4966562, -8.521277, -9.680444, -1.6478276, -8.743036, -8.21583, -9.582051, -2.602801]"
the doctor showed the king the gun .,a prince supplied a salad to a friend .,DO,PD,SHOW,SUPPLY,THE,A,to,to,-45.05816650390625,"[-3.4966562, -10.874862, -11.12004, -2.0409904, -9.868735, -1.3813821, -1.3662608, -3.7538803, -1.1553626]"
the doctor showed the king the gun .,a prince supplied a friend a salad .,DO,DO,SHOW,SUPPLY,THE,A,to,to,-48.485904693603516,"[-3.4966562, -10.874862, -11.12004, -2.0409904, -7.6825542, -3.2332382, -8.944635, -1.0929289]"
the doctor showed the reader the juice .,a mayor promised a tea to a secretary .,DO,PD,SHOW,PROMISE,THE,A,to,to,-53.447269439697266,"[-3.5131629, -10.359093, -9.216021, -2.1429625, -10.466583, -3.171396, -2.5596046, -9.108561, -2.9098854]"
the doctor showed the reader the juice .,a mayor promised a secretary a tea .,DO,DO,SHOW,PROMISE,THE,A,to,to,-55.07543182373047,"[-3.5131629, -10.359093, -9.216021, -2.1429625, -12.577624, -7.0097313, -8.010607, -2.2462268]"
the doctor showed the salad to the guest .,a scientist found a cheese for a club .,PD,PD,SHOW,FIND,THE,A,to,for,-44.09632873535156,"[-3.5619712, -7.534464, -5.61855, -1.119396, -8.329193, -5.5384936, -2.4370656, -8.341195, -1.6160016]"
the doctor showed the salad to the guest .,a scientist found a club a cheese .,PD,DO,SHOW,FIND,THE,A,to,for,-51.42414855957031,"[-3.5619712, -7.534464, -5.61855, -1.119396, -10.4150505, -7.1183662, -11.613738, -4.4426136]"
the doctor showed the salad to the guest .,a bishop sold a juice to a company .,PD,PD,SHOW,SELL,THE,A,to,to,-52.561492919921875,"[-3.5619712, -9.672086, -11.212702, -1.5949312, -10.696004, -2.690864, -0.80855095, -9.041338, -3.283049]"
the doctor showed the salad to the guest .,a bishop sold a company a juice .,PD,DO,SHOW,SELL,THE,A,to,to,-57.497779846191406,"[-3.5619712, -9.672086, -11.212702, -1.5949312, -9.02936, -6.4636707, -10.604253, -5.358805]"
the doctor sold the army the key .,a worker drew a log for a company .,DO,PD,SELL,DRAW,THE,A,to,for,-41.97077178955078,"[-3.5002408, -7.0573015, -10.175301, -0.81310487, -8.413796, -3.815078, -1.6701701, -4.566835, -1.9589442]"
the doctor sold the army the key .,a worker drew a company a log .,DO,DO,SELL,DRAW,THE,A,to,for,-45.793643951416016,"[-3.5002408, -7.0573015, -10.175301, -0.81310487, -8.603439, -6.019636, -8.205117, -1.4195027]"
the doctor sold the band the chicken .,a soldier made a computer for a cousin .,DO,PD,SELL,MAKE,THE,A,to,for,-42.63886260986328,"[-3.5284238, -7.3690066, -6.768876, -0.79305196, -8.559357, -3.8254051, -1.2113997, -8.732895, -1.8504508]"
the doctor sold the band the chicken .,a soldier made a cousin a computer .,DO,DO,SELL,MAKE,THE,A,to,for,-43.8372688293457,"[-3.5284238, -7.3690066, -6.768876, -0.79305196, -11.847377, -2.7839007, -9.277566, -1.4690675]"
the doctor sold the band the chicken .,a winner fed a cheese to a cousin .,DO,PD,SELL,FEED,THE,A,to,to,-50.307525634765625,"[-3.5284238, -10.456575, -12.300072, -1.4793628, -7.5485353, -3.2265232, -0.67804474, -10.062099, -1.0278916]"
the doctor sold the band the chicken .,a winner fed a cousin a cheese .,DO,DO,SELL,FEED,THE,A,to,to,-48.21831512451172,"[-3.5284238, -10.456575, -12.300072, -1.4793628, -11.011681, -2.0900385, -5.9811497, -1.371011]"
the doctor sold the cheese to the daughter .,a woman saved a plate for a club .,PD,PD,SELL,SAVE,THE,A,to,for,-48.220550537109375,"[-3.5476093, -3.9283862, -9.121025, -1.1192446, -12.026877, -5.2857018, -1.8254919, -9.365689, -2.0005252]"
the doctor sold the cheese to the daughter .,a woman saved a club a plate .,PD,DO,SELL,SAVE,THE,A,to,for,-51.924034118652344,"[-3.5476093, -3.9283862, -9.121025, -1.1192446, -11.864162, -7.359939, -9.486043, -5.497627]"
the doctor sold the cheese to the daughter .,a sheriff promised an engine to a pilot .,PD,PD,SELL,PROMISE,THE,A,to,to,-51.74567413330078,"[-3.5476093, -8.542009, -10.483915, -4.083873, -9.156772, -2.0777135, -2.9837337, -8.481918, -2.3881273]"
the doctor sold the cheese to the daughter .,a sheriff promised a pilot an engine .,PD,DO,SELL,PROMISE,THE,A,to,to,-47.947227478027344,"[-3.5476093, -8.542009, -10.483915, -2.280823, -8.551079, -4.5294156, -6.546897, -3.4654784]"
the doctor sold the chicken to the band .,a soldier made a computer for a cousin .,PD,PD,SELL,MAKE,THE,A,to,for,-44.13587188720703,"[-3.5268564, -7.340797, -7.02557, -0.8499485, -8.840789, -3.278113, -1.3645608, -9.748673, -2.1605623]"
the doctor sold the chicken to the band .,a soldier made a cousin a computer .,PD,DO,SELL,MAKE,THE,A,to,for,-46.00102996826172,"[-3.5268564, -7.340797, -7.02557, -0.8499485, -12.451427, -2.844377, -10.078183, -1.8838708]"
the doctor sold the chicken to the band .,a winner fed a cheese to a cousin .,PD,PD,SELL,FEED,THE,A,to,to,-49.501808166503906,"[-3.5268564, -10.580471, -12.721523, -1.335518, -7.646576, -1.907536, -0.9355033, -9.874189, -0.97363454]"
the doctor sold the chicken to the band .,a winner fed a cousin a cheese .,PD,DO,SELL,FEED,THE,A,to,to,-50.53668975830078,"[-3.5268564, -10.580471, -12.721523, -1.335518, -10.985373, -2.652638, -6.1848297, -2.5494843]"
the doctor sold the daughter the cheese .,a woman saved a plate for a club .,DO,PD,SELL,SAVE,THE,A,to,for,-47.44696044921875,"[-3.536222, -3.8554716, -8.819861, -0.99774075, -12.456431, -5.2008543, -1.5249445, -9.107784, -1.9476476]"
the doctor sold the daughter the cheese .,a woman saved a club a plate .,DO,DO,SELL,SAVE,THE,A,to,for,-49.6353759765625,"[-3.536222, -3.8554716, -8.819861, -0.99774075, -11.546027, -6.791042, -9.536189, -4.552824]"
the doctor sold the daughter the cheese .,a sheriff promised an engine to a pilot .,DO,PD,SELL,PROMISE,THE,A,to,to,-53.42340087890625,"[-3.536222, -8.538736, -10.311611, -3.8679981, -9.372743, -3.014524, -3.6775258, -8.4221325, -2.6819093]"
the doctor sold the daughter the cheese .,a sheriff promised a pilot an engine .,DO,DO,SELL,PROMISE,THE,A,to,to,-46.517765045166016,"[-3.536222, -8.538736, -10.311611, -1.991436, -8.468689, -4.4623938, -6.496135, -2.7125425]"
the doctor sold the juice to the teacher .,a singer caught a book for a mayor .,PD,PD,SELL,CATCH,THE,A,to,for,-53.68118667602539,"[-3.5272093, -9.958339, -7.229371, -5.0431232, -8.848528, -4.4196353, -1.8755087, -11.116197, -1.6632771]"
the doctor sold the juice to the teacher .,a singer caught a mayor a book .,PD,DO,SELL,CATCH,THE,A,to,for,-55.643455505371094,"[-3.5272093, -9.958339, -7.229371, -5.0431232, -11.686733, -6.857137, -8.492965, -2.848579]"
the doctor sold the key to the army .,a worker drew a log for a company .,PD,PD,SELL,DRAW,THE,A,to,for,-41.515785217285156,"[-3.4835198, -6.957053, -10.296524, -0.71606416, -8.708355, -3.7000933, -1.5995977, -4.0675755, -1.9870027]"
the doctor sold the key to the army .,a worker drew a company a log .,PD,DO,SELL,DRAW,THE,A,to,for,-48.290061950683594,"[-3.4835198, -6.957053, -10.296524, -0.71606416, -8.746947, -7.3354626, -8.618525, -2.1359653]"
