prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a writer gave a business a tea .,the adult left the jacket for the wife .,DO,PD,GIVE,LEAVE,A,THE,to,for,-46.72481918334961,"[-3.178283, -10.135559, -8.302357, -1.5966461, -10.392759, -4.3228416, -1.2716829, -6.3308816, -1.1938106]"
a writer gave a business a tea .,the adult left the wife the jacket .,DO,DO,GIVE,LEAVE,A,THE,to,for,-49.811561584472656,"[-3.178283, -10.135559, -8.302357, -1.5966461, -8.406831, -5.466133, -10.934175, -1.7915766]"
a writer gave a business a tea .,the lady promised the meal to the attorney .,DO,PD,GIVE,PROMISE,A,THE,to,to,-50.15802764892578,"[-3.178283, -9.89085, -9.017465, -3.1734588, -8.165482, -2.8900442, -1.2167054, -11.3230915, -1.30265]"
a writer gave a business a tea .,the lady promised the attorney the meal .,DO,DO,GIVE,PROMISE,A,THE,to,to,-46.066253662109375,"[-3.178283, -9.89085, -9.017465, -3.1734588, -9.663919, -2.4912314, -7.6053133, -1.045734]"
a writer gave a chicken to a buddy .,the child bought the candy for the author .,PD,PD,GIVE,BUY,A,THE,to,for,-46.906410217285156,"[-3.2124414, -8.619858, -10.788343, -1.6774318, -6.013609, -2.8817787, -2.0131133, -10.582441, -1.1173917]"
a writer gave a chicken to a buddy .,the child bought the author the candy .,PD,DO,GIVE,BUY,A,THE,to,for,-48.36315155029297,"[-3.2124414, -8.619858, -10.788343, -1.6774318, -10.923731, -3.5387926, -8.101185, -1.5013653]"
a writer gave a coffee to a business .,the colonel sent the iron to the boy .,PD,PD,GIVE,SEND,A,THE,to,to,-44.453556060791016,"[-3.2166176, -11.899087, -5.987034, -1.8530078, -10.142772, -2.5907578, -0.6887231, -6.8515, -1.224055]"
a writer gave a coffee to a business .,the colonel sent the boy the iron .,PD,DO,GIVE,SEND,A,THE,to,to,-48.306785583496094,"[-3.2166176, -11.899087, -5.987034, -1.8530078, -6.1109114, -6.0150304, -10.362382, -2.8627176]"
a writer gave a coffee to a business .,the winner fed the pie to the parent .,PD,PD,GIVE,FEED,A,THE,to,to,-49.30908203125,"[-3.2166176, -8.476444, -14.914566, -1.0266689, -8.256763, -1.4667802, -0.6225237, -10.51028, -0.81843865]"
a writer gave a coffee to a business .,the winner fed the parent the pie .,PD,DO,GIVE,FEED,A,THE,to,to,-49.064414978027344,"[-3.2166176, -8.476444, -14.914566, -1.0266689, -10.588512, -3.6357083, -6.4169655, -0.78893226]"
a writer gave a tea to a business .,the adult left the jacket for the wife .,PD,PD,GIVE,LEAVE,A,THE,to,for,-46.995155334472656,"[-3.2075806, -10.217362, -8.33747, -1.6333035, -10.511048, -4.161857, -1.1196266, -6.659042, -1.1478662]"
a writer gave a tea to a business .,the adult left the wife the jacket .,PD,DO,GIVE,LEAVE,A,THE,to,for,-50.85712432861328,"[-3.2075806, -10.217362, -8.33747, -1.6333035, -8.503739, -5.901206, -11.263145, -1.7933153]"
a writer gave a tea to a business .,the lady promised the meal to the attorney .,PD,PD,GIVE,PROMISE,A,THE,to,to,-48.76431655883789,"[-3.2075806, -10.0633, -9.013363, -3.2564683, -7.6026106, -2.2979512, -1.1355072, -10.9931555, -1.1943802]"
a writer gave a tea to a business .,the lady promised the attorney the meal .,PD,DO,GIVE,PROMISE,A,THE,to,to,-47.25480270385742,"[-3.2075806, -10.0633, -9.013363, -3.2564683, -9.708799, -2.6132207, -8.217355, -1.1747172]"
a writer got a ball for a business .,the daughter bought the tea for the father .,PD,PD,GET,BUY,A,THE,for,for,-46.13915252685547,"[-3.1822016, -9.588555, -12.273415, -1.642489, -9.161921, -2.3679366, -1.7429397, -4.6923556, -1.4873374]"
a writer got a ball for a business .,the daughter bought the father the tea .,PD,DO,GET,BUY,A,THE,for,for,-47.73629379272461,"[-3.1822016, -9.588555, -12.273415, -1.642489, -7.3918185, -3.8533971, -8.242399, -1.5620198]"
a writer got a box for a company .,the chief gave the instrument to the author .,PD,PD,GET,GIVE,A,THE,for,to,-49.00706481933594,"[-3.178144, -7.5415096, -11.692141, -1.8987572, -12.441486, -1.8296233, -1.0943129, -7.7541933, -1.5769012]"
a writer got a box for a company .,the chief gave the author the instrument .,PD,DO,GET,GIVE,A,THE,for,to,-48.47161865234375,"[-3.178144, -7.5415096, -11.692141, -1.8987572, -8.376602, -2.2644925, -10.828208, -2.6917653]"
a writer got a box for a company .,the manager fed the cheese to the employee .,PD,PD,GET,FEED,A,THE,for,to,-46.38669967651367,"[-3.178144, -8.96944, -12.700819, -1.3588735, -9.958729, -1.3577554, -0.8083201, -6.94695, -1.1076682]"
a writer got a box for a company .,the manager fed the employee the cheese .,PD,DO,GET,FEED,A,THE,for,to,-45.792457580566406,"[-3.178144, -8.96944, -12.700819, -1.3588735, -7.85893, -2.2878058, -8.095505, -1.342941]"
a writer got a business a ball .,the daughter bought the tea for the father .,DO,PD,GET,BUY,A,THE,for,for,-46.56559753417969,"[-3.1479406, -9.527933, -12.108592, -1.4883618, -9.316021, -2.7806027, -1.7837251, -4.6959496, -1.7164729]"
a writer got a business a ball .,the daughter bought the father the tea .,DO,DO,GET,BUY,A,THE,for,for,-47.03343200683594,"[-3.1479406, -9.527933, -12.108592, -1.4883618, -7.2542796, -3.5306718, -8.382771, -1.592883]"
a writer got a chocolate for an opponent .,the child left the beer for the corporation .,PD,PD,GET,LEAVE,A,THE,for,for,-47.48784255981445,"[-3.199902, -8.487396, -6.4166546, -1.6719668, -10.406309, -3.4551954, -1.2614913, -11.198878, -1.3900512]"
a writer got a chocolate for an opponent .,the child left the corporation the beer .,PD,DO,GET,LEAVE,A,THE,for,for,-52.28803253173828,"[-3.199902, -8.487396, -6.4166546, -1.6719668, -12.685123, -5.696519, -11.736588, -2.3938873]"
a writer got a chocolate for an opponent .,the lawyer sold the ball to the army .,PD,PD,GET,SELL,A,THE,for,to,-44.580360412597656,"[-3.199902, -9.117522, -11.509495, -1.6366, -6.898891, -0.77636427, -1.5645695, -7.939399, -1.9376141]"
a writer got a chocolate for an opponent .,the lawyer sold the army the ball .,PD,DO,GET,SELL,A,THE,for,to,-46.802494049072266,"[-3.199902, -9.117522, -11.509495, -1.6366, -9.057177, -3.2505705, -6.706027, -2.3251991]"
a writer got a coffee for a manager .,the opponent supplied the juice to the band .,PD,PD,GET,SUPPLY,A,THE,for,to,-45.43605041503906,"[-3.2080152, -10.4241085, -10.992775, -1.2068912, -8.294182, -1.9641149, -0.37287313, -7.9446077, -1.0284804]"
a writer got a coffee for a manager .,the opponent supplied the band the juice .,PD,DO,GET,SUPPLY,A,THE,for,to,-47.65303039550781,"[-3.2080152, -10.4241085, -10.992775, -1.2068912, -8.379996, -3.4889247, -8.743914, -1.2084023]"
a writer got a company a box .,the chief gave the instrument to the author .,DO,PD,GET,GIVE,A,THE,for,to,-49.49163055419922,"[-3.1652863, -7.558554, -11.792454, -1.8049562, -12.13667, -2.4382958, -1.1585263, -7.710355, -1.7265308]"
a writer got a company a box .,the chief gave the author the instrument .,DO,DO,GET,GIVE,A,THE,for,to,-48.01594924926758,"[-3.1652863, -7.558554, -11.792454, -1.8049562, -8.266499, -2.318019, -10.569318, -2.5408645]"
a writer got a company a box .,the manager fed the cheese to the employee .,DO,PD,GET,FEED,A,THE,for,to,-47.170188903808594,"[-3.1652863, -9.014731, -12.574846, -1.3834243, -9.992174, -1.4943155, -0.7500017, -7.588802, -1.2066076]"
a writer got a company a box .,the manager fed the employee the cheese .,DO,DO,GET,FEED,A,THE,for,to,-45.541709899902344,"[-3.1652863, -9.014731, -12.574846, -1.3834243, -8.489744, -2.3358645, -7.3489738, -1.2288396]"
a writer got a company a meal .,the husband made the motor for the minister .,DO,PD,GET,MAKE,A,THE,for,for,-50.506378173828125,"[-3.1815133, -9.349516, -7.434173, -1.6461406, -10.723485, -4.547743, -0.54916483, -10.855867, -2.2187765]"
a writer got a company a meal .,the husband made the minister the motor .,DO,DO,GET,MAKE,A,THE,for,for,-49.19479751586914,"[-3.1815133, -9.349516, -7.434173, -1.6461406, -10.394499, -3.2004929, -9.424816, -4.5636463]"
a writer got a company a meal .,the band designed the cup for the administration .,DO,PD,GET,DESIGN,A,THE,for,for,-47.23245620727539,"[-3.1815133, -7.6349177, -9.567247, -1.0216919, -9.398576, -2.8522558, -1.235739, -10.617806, -1.7227076]"
a writer got a company a meal .,the band designed the administration the cup .,DO,DO,GET,DESIGN,A,THE,for,for,-49.935691833496094,"[-3.1815133, -7.6349177, -9.567247, -1.0216919, -10.594795, -5.3989444, -10.562958, -1.9736228]"
a writer got a hat for an army .,the priest kept the coffee for the employee .,PD,PD,GET,KEEP,A,THE,for,for,-49.234230041503906,"[-3.21447, -10.516845, -8.009167, -1.670755, -9.590979, -3.5890212, -1.3512132, -9.912596, -1.3791845]"
a writer got a hat for an army .,the priest kept the employee the coffee .,PD,DO,GET,KEEP,A,THE,for,for,-51.026100158691406,"[-3.21447, -10.516845, -8.009167, -1.670755, -10.606546, -6.7401857, -8.615044, -1.6530881]"
a writer got a manager a coffee .,the opponent supplied the juice to the band .,DO,PD,GET,SUPPLY,A,THE,for,to,-45.44704055786133,"[-3.1974566, -10.341958, -10.808745, -1.3083171, -7.9675884, -2.139161, -0.53500843, -7.983589, -1.1652169]"
a writer got a manager a coffee .,the opponent supplied the band the juice .,DO,DO,GET,SUPPLY,A,THE,for,to,-46.53520965576172,"[-3.1974566, -10.341958, -10.808745, -1.3083171, -8.302112, -3.3442369, -8.235351, -0.99703115]"
a writer got a meal for a company .,the husband made the motor for the minister .,PD,PD,GET,MAKE,A,THE,for,for,-48.850975036621094,"[-3.2188733, -9.507369, -7.07195, -1.6963447, -10.543082, -3.8983603, -0.46310592, -10.685467, -1.7664213]"
a writer got a meal for a company .,the husband made the minister the motor .,PD,DO,GET,MAKE,A,THE,for,for,-49.89930725097656,"[-3.2188733, -9.507369, -7.07195, -1.6963447, -10.538347, -3.4838521, -9.436725, -4.9458475]"
a writer got a meal for a company .,the band designed the cup for the administration .,PD,PD,GET,DESIGN,A,THE,for,for,-46.18329620361328,"[-3.2188733, -7.6472607, -9.466344, -0.93618035, -9.624405, -2.4864488, -0.98634124, -10.301416, -1.5160289]"
a writer got a meal for a company .,the band designed the administration the cup .,PD,DO,GET,DESIGN,A,THE,for,for,-51.016357421875,"[-3.2188733, -7.6472607, -9.466344, -0.93618035, -10.583716, -6.3489194, -10.8481655, -1.9668968]"
a writer got a meal for an employer .,the actress found the instrument for the professor .,PD,PD,GET,FIND,A,THE,for,for,-48.55829620361328,"[-3.2490947, -9.396076, -6.8495836, -2.9566686, -9.616189, -2.8428724, -1.5010496, -10.168381, -1.9783809]"
a writer got a meal for an employer .,the actress found the professor the instrument .,PD,DO,GET,FIND,A,THE,for,for,-52.20857238769531,"[-3.2490947, -9.396076, -6.8495836, -2.9566686, -9.155226, -5.8917513, -11.286703, -3.4234695]"
a writer got a meal for an employer .,the prince sent the crystal to the teacher .,PD,PD,GET,SEND,A,THE,for,to,-42.32841110229492,"[-3.2490947, -10.307518, -6.1849985, -2.2137487, -9.244839, -1.2642143, -1.0325996, -7.714176, -1.1172217]"
a writer got a meal for an employer .,the prince sent the teacher the crystal .,PD,DO,GET,SEND,A,THE,for,to,-45.53835678100586,"[-3.2490947, -10.307518, -6.1849985, -2.2137487, -8.672199, -4.21614, -8.368099, -2.3265584]"
a writer got a newspaper for an administration .,the pilot gave the beer to the business .,PD,PD,GET,GIVE,A,THE,for,to,-43.71806716918945,"[-3.2074366, -8.733436, -6.8587656, -1.4819945, -9.794408, -1.9185717, -1.2019371, -8.561176, -1.9603409]"
a writer got a newspaper for an administration .,the pilot gave the business the beer .,PD,DO,GET,GIVE,A,THE,for,to,-43.53943634033203,"[-3.2074366, -8.733436, -6.8587656, -1.4819945, -8.297111, -2.8069139, -10.334548, -1.8192328]"
a writer got a newspaper for an administration .,the author saved the juice for the guy .,PD,PD,GET,SAVE,A,THE,for,for,-46.804222106933594,"[-3.2074366, -6.560141, -11.722118, -1.235112, -11.584391, -1.5874604, -1.4822978, -7.7849636, -1.640302]"
a writer got a newspaper for an administration .,the author saved the guy the juice .,PD,DO,GET,SAVE,A,THE,for,for,-47.87041091918945,"[-3.2074366, -6.560141, -11.722118, -1.235112, -8.033879, -4.8599687, -11.053763, -1.1979921]"
a writer got a newspaper for an administration .,the secretary supplied the knife to the business .,PD,PD,GET,SUPPLY,A,THE,for,to,-50.70253372192383,"[-3.2074366, -9.420261, -13.762472, -1.5090365, -9.730717, -0.92851865, -1.0349411, -8.804082, -2.3050697]"
a writer got a newspaper for an administration .,the secretary supplied the business the knife .,PD,DO,GET,SUPPLY,A,THE,for,to,-53.15648651123047,"[-3.2074366, -9.420261, -13.762472, -1.5090365, -7.709915, -5.652663, -10.351372, -1.5433272]"
a writer got a winner an anchor .,the pilot found the box for the king .,DO,PD,GET,FIND,A,THE,for,for,-46.98237991333008,"[-3.2017345, -8.587982, -6.974585, -2.3762116, -7.971645, -4.723817, -1.2100915, -9.339252, -2.5970626]"
a writer got a winner an anchor .,the pilot found the king the box .,DO,DO,GET,FIND,A,THE,for,for,-49.33683395385742,"[-3.2017345, -8.587982, -6.974585, -2.3762116, -9.737967, -6.2811837, -10.194131, -1.9830384]"
a writer got a winner an anchor .,the partner gave the salad to the corporation .,DO,PD,GET,GIVE,A,THE,for,to,-50.37376022338867,"[-3.2017345, -10.386513, -7.068355, -2.085132, -10.865608, -2.3630319, -1.5988506, -11.425581, -1.3789555]"
a writer got a winner an anchor .,the partner gave the corporation the salad .,DO,DO,GET,GIVE,A,THE,for,to,-48.33268356323242,"[-3.2017345, -10.386513, -7.068355, -2.085132, -9.329406, -2.4060645, -12.066627, -1.7888525]"
a writer got a winner an anchor .,the mother designed the glass for the attorney .,DO,PD,GET,DESIGN,A,THE,for,for,-48.662052154541016,"[-3.2017345, -7.697925, -11.880333, -0.9940548, -6.6045804, -3.901805, -1.1704683, -11.490494, -1.7206581]"
a writer got a winner an anchor .,the mother designed the attorney the glass .,DO,DO,GET,DESIGN,A,THE,for,for,-54.42525100708008,"[-3.2017345, -7.697925, -11.880333, -0.9940548, -13.083151, -6.7465606, -8.195709, -2.6257818]"
a writer got an administration a newspaper .,the pilot gave the beer to the business .,DO,PD,GET,GIVE,A,THE,for,to,-44.9699821472168,"[-3.173724, -8.773466, -6.9104514, -1.4946806, -9.770769, -3.0604572, -1.3447447, -8.430416, -2.0112722]"
a writer got an administration a newspaper .,the pilot gave the business the beer .,DO,DO,GET,GIVE,A,THE,for,to,-43.229347229003906,"[-3.173724, -8.773466, -6.9104514, -1.4946806, -8.13691, -2.8103151, -10.212118, -1.7176837]"
a writer got an administration a newspaper .,the author saved the juice for the guy .,DO,PD,GET,SAVE,A,THE,for,for,-48.44429016113281,"[-3.173724, -6.4811687, -11.741796, -1.3107718, -11.45808, -1.9205034, -1.6652913, -8.640974, -2.051981]"
a writer got an administration a newspaper .,the author saved the guy the juice .,DO,DO,GET,SAVE,A,THE,for,for,-46.612998962402344,"[-3.173724, -6.4811687, -11.741796, -1.3107718, -8.251815, -4.151333, -10.457603, -1.0447861]"
a writer got an administration a newspaper .,the secretary supplied the knife to the business .,DO,PD,GET,SUPPLY,A,THE,for,to,-50.70209503173828,"[-3.173724, -9.480415, -13.714618, -1.5803093, -9.739148, -1.0200468, -1.1028228, -8.566641, -2.3243718]"
a writer got an administration a newspaper .,the secretary supplied the business the knife .,DO,DO,GET,SUPPLY,A,THE,for,to,-52.0490837097168,"[-3.173724, -9.480415, -13.714618, -1.5803093, -7.566072, -4.7736397, -10.399158, -1.361148]"
a writer got an anchor for a winner .,the pilot found the box for the king .,PD,PD,GET,FIND,A,THE,for,for,-44.132896423339844,"[-3.221899, -8.62336, -6.7383003, -2.1307068, -7.574811, -4.039728, -0.95255184, -8.809592, -2.041948]"
a writer got an anchor for a winner .,the pilot found the king the box .,PD,DO,GET,FIND,A,THE,for,for,-49.15179443359375,"[-3.221899, -8.62336, -6.7383003, -2.1307068, -9.477964, -6.5138426, -10.529156, -1.9165635]"
a writer got an anchor for a winner .,the partner gave the salad to the corporation .,PD,PD,GET,GIVE,A,THE,for,to,-50.453155517578125,"[-3.221899, -10.42263, -6.965996, -2.0752516, -10.824133, -1.7822112, -1.4802625, -12.141861, -1.5389128]"
a writer got an anchor for a winner .,the partner gave the corporation the salad .,PD,DO,GET,GIVE,A,THE,for,to,-49.015174865722656,"[-3.221899, -10.42263, -6.965996, -2.0752516, -10.25654, -2.352207, -11.995502, -1.7251489]"
a writer got an anchor for a winner .,the mother designed the glass for the attorney .,PD,PD,GET,DESIGN,A,THE,for,for,-48.776824951171875,"[-3.221899, -7.591431, -12.0615, -0.9948596, -6.666654, -3.641068, -1.1455342, -11.701152, -1.752729]"
a writer got an anchor for a winner .,the mother designed the attorney the glass .,PD,DO,GET,DESIGN,A,THE,for,for,-55.32057189941406,"[-3.221899, -7.591431, -12.0615, -0.9948596, -13.264307, -7.168059, -8.238104, -2.7804127]"
a writer got an army a hat .,the priest kept the coffee for the employee .,DO,PD,GET,KEEP,A,THE,for,for,-50.47361755371094,"[-3.1751015, -10.502347, -8.121977, -1.6696758, -9.43762, -3.8599007, -1.9479272, -10.261057, -1.4980098]"
a writer got an army a hat .,the priest kept the employee the coffee .,DO,DO,GET,KEEP,A,THE,for,for,-49.34419250488281,"[-3.1751015, -10.502347, -8.121977, -1.6696758, -10.367117, -6.418065, -7.5504923, -1.5394171]"
a writer got an army an instrument .,the lady drew the telephone for the partner .,DO,PD,GET,DRAW,A,THE,for,for,-46.57037353515625,"[-3.1709068, -9.958476, -8.019081, -2.2218475, -8.161899, -4.1060176, -1.346879, -8.546576, -1.0386949]"
a writer got an army an instrument .,the lady drew the partner the telephone .,DO,DO,GET,DRAW,A,THE,for,for,-48.588382720947266,"[-3.1709068, -9.958476, -8.019081, -2.2218475, -10.516813, -4.9922886, -8.157917, -1.5510533]"
a writer got an employer a meal .,the actress found the instrument for the professor .,DO,PD,GET,FIND,A,THE,for,for,-49.483558654785156,"[-3.2271023, -9.210118, -6.829691, -3.120801, -9.505023, -3.3269582, -1.879437, -9.965754, -2.418673]"
a writer got an employer a meal .,the actress found the professor the instrument .,DO,DO,GET,FIND,A,THE,for,for,-51.071189880371094,"[-3.2271023, -9.210118, -6.829691, -3.120801, -9.006236, -5.4615736, -10.988691, -3.2269788]"
a writer got an employer a meal .,the prince sent the crystal to the teacher .,DO,PD,GET,SEND,A,THE,for,to,-42.83037185668945,"[-3.2271023, -10.089983, -6.028194, -2.3796387, -9.379284, -1.4692249, -1.2137328, -7.8861084, -1.1571035]"
a writer got an employer a meal .,the prince sent the teacher the crystal .,DO,DO,GET,SEND,A,THE,for,to,-44.2484130859375,"[-3.2271023, -10.089983, -6.028194, -2.3796387, -8.587039, -3.8935552, -7.92355, -2.1193519]"
a writer got an instrument for an army .,the lady drew the telephone for the partner .,PD,PD,GET,DRAW,A,THE,for,for,-46.57365417480469,"[-3.2194, -10.021608, -8.21078, -2.0839767, -8.564105, -4.073131, -1.0039476, -8.56632, -0.83038616]"
a writer got an instrument for an army .,the lady drew the partner the telephone .,PD,DO,GET,DRAW,A,THE,for,for,-51.28697967529297,"[-3.2194, -10.021608, -8.21078, -2.0839767, -10.905292, -5.690923, -9.538281, -1.6167179]"
a writer got an opponent a chocolate .,the child left the beer for the corporation .,DO,PD,GET,LEAVE,A,THE,for,for,-48.08985137939453,"[-3.1675959, -8.414684, -6.427395, -1.5647432, -10.37388, -4.0307407, -1.3168781, -11.229345, -1.5645881]"
a writer got an opponent a chocolate .,the child left the corporation the beer .,DO,DO,GET,LEAVE,A,THE,for,for,-50.12006378173828,"[-3.1675959, -8.414684, -6.427395, -1.5647432, -12.422747, -5.6270833, -10.4820175, -2.013798]"
a writer got an opponent a chocolate .,the lawyer sold the ball to the army .,DO,PD,GET,SELL,A,THE,for,to,-43.87151336669922,"[-3.1675959, -9.016744, -11.217742, -1.6023767, -6.9595222, -0.7227748, -1.6670399, -7.644462, -1.8732524]"
a writer got an opponent a chocolate .,the lawyer sold the army the ball .,DO,DO,GET,SELL,A,THE,for,to,-45.601104736328125,"[-3.1675959, -9.016744, -11.217742, -1.6023767, -8.81598, -3.1351, -6.66659, -1.9789772]"
a writer kept a band a beer .,the mother designed the glass for the attorney .,DO,PD,KEEP,DESIGN,A,THE,for,for,-47.82399368286133,"[-3.1633203, -7.667629, -12.188919, -0.9204776, -6.3638797, -3.6423354, -0.9901407, -11.489756, -1.3975353]"
a writer kept a band a beer .,the mother designed the attorney the glass .,DO,DO,KEEP,DESIGN,A,THE,for,for,-52.24573516845703,"[-3.1633203, -7.667629, -12.188919, -0.9204776, -13.381847, -6.5229187, -6.526478, -1.8741475]"
a writer kept a band a beer .,the brother bought the bowl for the pilot .,DO,PD,KEEP,BUY,A,THE,for,for,-51.4257926940918,"[-3.1633203, -9.753356, -12.521202, -1.3113708, -9.193062, -2.8289804, -2.0110722, -9.16943, -1.4739981]"
a writer kept a band a beer .,the brother bought the pilot the bowl .,DO,DO,KEEP,BUY,A,THE,for,for,-51.18468475341797,"[-3.1633203, -9.753356, -12.521202, -1.3113708, -9.153734, -3.3489795, -10.240418, -1.692302]"
a writer kept a beer for a band .,the mother designed the glass for the attorney .,PD,PD,KEEP,DESIGN,A,THE,for,for,-47.61762619018555,"[-3.1874547, -7.720009, -12.262662, -0.8849125, -6.7092743, -2.9563794, -0.76442, -11.808753, -1.3237604]"
a writer kept a beer for a band .,the mother designed the attorney the glass .,PD,DO,KEEP,DESIGN,A,THE,for,for,-55.041114807128906,"[-3.1874547, -7.720009, -12.262662, -0.8849125, -13.642319, -7.1243095, -8.103211, -2.1162367]"
a writer kept a beer for a band .,the brother bought the bowl for the pilot .,PD,PD,KEEP,BUY,A,THE,for,for,-51.77104949951172,"[-3.1874547, -9.7553005, -12.721773, -1.2829648, -9.684301, -2.0342088, -1.6465521, -9.989538, -1.4689567]"
a writer kept a beer for a band .,the brother bought the pilot the bowl .,PD,DO,KEEP,BUY,A,THE,for,for,-54.20024871826172,"[-3.1874547, -9.7553005, -12.721773, -1.2829648, -9.000562, -4.3974886, -11.776489, -2.078218]"
a writer kept a juice for an administration .,the scientist purchased the instrument for the actor .,PD,PD,KEEP,PURCHASE,A,THE,for,for,-49.72703170776367,"[-3.2157311, -10.075857, -12.244525, -1.3157423, -6.4040756, -2.427174, -1.0722803, -11.2399, -1.7317476]"
a writer kept a juice for an administration .,the scientist purchased the actor the instrument .,PD,DO,KEEP,PURCHASE,A,THE,for,for,-53.13258743286133,"[-3.2157311, -10.075857, -12.244525, -1.3157423, -10.930369, -4.538121, -8.296135, -2.5161064]"
a writer kept a juice for an administration .,the opponent showed the coffee to the man .,PD,PD,KEEP,SHOW,A,THE,for,to,-46.14546203613281,"[-3.2157311, -10.441605, -8.081222, -2.5951662, -11.550713, -3.1077936, -0.9630884, -4.8468714, -1.3432715]"
a writer kept a juice for an administration .,the opponent showed the man the coffee .,PD,DO,KEEP,SHOW,A,THE,for,to,-42.02125549316406,"[-3.2157311, -10.441605, -8.081222, -2.5951662, -5.266446, -2.195657, -8.878138, -1.3472906]"
a writer kept an administration a juice .,the scientist purchased the instrument for the actor .,DO,PD,KEEP,PURCHASE,A,THE,for,for,-51.03594207763672,"[-3.1735797, -10.10863, -12.278063, -1.2567612, -6.454349, -2.734972, -1.4699341, -11.310453, -2.2492013]"
a writer kept an administration a juice .,the scientist purchased the actor the instrument .,DO,DO,KEEP,PURCHASE,A,THE,for,for,-53.082496643066406,"[-3.1735797, -10.10863, -12.278063, -1.2567612, -11.027676, -4.014311, -8.578314, -2.6451597]"
a writer kept an administration a juice .,the opponent showed the coffee to the man .,DO,PD,KEEP,SHOW,A,THE,for,to,-46.76088333129883,"[-3.1735797, -10.4436655, -7.99226, -2.6721034, -11.658562, -3.4216988, -1.4221369, -4.4864063, -1.4904711]"
a writer kept an administration a juice .,the opponent showed the man the coffee .,DO,DO,KEEP,SHOW,A,THE,for,to,-42.00141143798828,"[-3.1735797, -10.4436655, -7.99226, -2.6721034, -4.959781, -2.2310512, -9.073256, -1.4557157]"
a writer left a bell for a singer .,the mother sold the computer to the professor .,PD,PD,LEAVE,SELL,A,THE,for,to,-44.931854248046875,"[-3.1945224, -7.4201794, -11.596185, -1.457533, -7.66294, -1.182282, -2.145124, -8.8140955, -1.4589968]"
a writer left a bell for a singer .,the mother sold the professor the computer .,PD,DO,LEAVE,SELL,A,THE,for,to,-49.170345306396484,"[-3.1945224, -7.4201794, -11.596185, -1.457533, -12.35341, -4.2903447, -6.790695, -2.0674765]"
a writer left a button for a father .,the attorney drew the telephone for the company .,PD,PD,LEAVE,DRAW,A,THE,for,for,-45.25621032714844,"[-3.2148724, -8.753553, -10.545983, -2.4631124, -8.258326, -3.640014, -1.2211827, -5.7126226, -1.4465442]"
a writer left a button for a father .,the attorney drew the company the telephone .,PD,DO,LEAVE,DRAW,A,THE,for,for,-50.36187744140625,"[-3.2148724, -8.753553, -10.545983, -2.4631124, -7.7347903, -6.366718, -8.13384, -3.1490088]"
