prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a friend got a bag for an army .,the employer caught the cup for the bishop .,PD,PD,GET,CATCH,A,THE,for,for,-50.69116973876953,"[-3.1882532, -10.407307, -8.593817, -1.9286836, -10.409938, -3.7478886, -1.4380739, -9.759619, -1.2175937]"
a friend got a bag for an army .,the employer caught the bishop the cup .,PD,DO,GET,CATCH,A,THE,for,for,-51.69965744018555,"[-3.1882505, -10.407307, -8.593817, -1.9286839, -9.901247, -6.3449364, -9.626595, -1.7088215]"
a friend got a club a meal .,the actress sold the salad to the worker .,DO,PD,GET,SELL,A,THE,for,to,-51.45250701904297,"[-3.1532552, -9.506378, -9.486048, -2.13051, -11.681513, -1.5559355, -2.1763384, -9.68236, -2.0801709]"
a friend got a club a meal .,the actress sold the worker the salad .,DO,DO,GET,SELL,A,THE,for,to,-52.161773681640625,"[-3.153255, -9.506379, -9.486048, -2.1305084, -12.712254, -3.5143123, -9.728337, -1.930682]"
a friend got a hat for a king .,the author found the ball for the army .,PD,PD,GET,FIND,A,THE,for,for,-42.69915008544922,"[-3.207431, -6.909207, -6.3862667, -1.8120732, -8.436249, -4.455064, -1.2412345, -8.410103, -1.8415217]"
a friend got a hat for a king .,the author found the army the ball .,PD,DO,GET,FIND,A,THE,for,for,-45.88410186767578,"[-3.2074292, -6.909203, -6.386268, -1.8120725, -10.02731, -6.021608, -8.546068, -2.974144]"
a friend got a hat for a king .,the brother kept the button for the mother .,PD,PD,GET,KEEP,A,THE,for,for,-46.95466995239258,"[-3.207431, -9.491579, -10.648494, -1.7886806, -8.960144, -3.3835163, -0.79730755, -7.454877, -1.2226429]"
a friend got a hat for a king .,the brother kept the mother the button .,PD,DO,GET,KEEP,A,THE,for,for,-50.380104064941406,"[-3.2074292, -9.49158, -10.648489, -1.7886803, -6.9068103, -6.9197464, -10.271225, -1.146144]"
a friend got a hat for a king .,the son sent the salad to the aunt .,PD,PD,GET,SEND,A,THE,for,to,-46.88139724731445,"[-3.207431, -8.20896, -9.917556, -2.1511612, -11.876173, -0.77248996, -1.6263475, -7.396526, -1.7247534]"
a friend got a hat for a king .,the son sent the aunt the salad .,PD,DO,GET,SEND,A,THE,for,to,-50.91978073120117,"[-3.2074292, -8.20896, -9.917562, -2.151162, -10.988368, -3.9633033, -10.599708, -1.8832915]"
a friend got a hat for a king .,the physician showed the tea to the administration .,PD,PD,GET,SHOW,A,THE,for,to,-49.92908477783203,"[-3.207431, -11.326635, -8.186223, -2.444888, -9.494399, -1.9199823, -1.4178159, -10.293468, -1.6382384]"
a friend got a hat for a king .,the physician showed the administration the tea .,PD,DO,GET,SHOW,A,THE,for,to,-48.576045989990234,"[-3.2074292, -11.326635, -8.186221, -2.44489, -9.424414, -2.3485913, -9.27455, -2.3633146]"
a friend got a king a hat .,the author found the ball for the army .,DO,PD,GET,FIND,A,THE,for,for,-44.37303924560547,"[-3.1687489, -6.95805, -6.354978, -1.8310543, -8.423501, -5.158761, -1.2971599, -8.843025, -2.337762]"
a friend got a king a hat .,the author found the army the ball .,DO,DO,GET,FIND,A,THE,for,for,-44.473541259765625,"[-3.16875, -6.958051, -6.3549786, -1.8310524, -9.965576, -5.3859143, -8.366342, -2.4428794]"
a friend got a king a hat .,the brother kept the button for the mother .,DO,PD,GET,KEEP,A,THE,for,for,-47.369041442871094,"[-3.1687489, -9.435005, -10.446479, -1.8212868, -8.795086, -4.0848517, -1.2568655, -7.172575, -1.1881427]"
a friend got a king a hat .,the brother kept the mother the button .,DO,DO,GET,KEEP,A,THE,for,for,-49.22523880004883,"[-3.16875, -9.435005, -10.446483, -1.8212852, -6.858699, -6.5798283, -9.851687, -1.0635014]"
a friend got a king a hat .,the son sent the salad to the aunt .,DO,PD,GET,SEND,A,THE,for,to,-45.827980041503906,"[-3.1687489, -8.158138, -9.588902, -2.075657, -11.453732, -0.86789143, -1.6869622, -7.17628, -1.6516694]"
a friend got a king a hat .,the son sent the aunt the salad .,DO,DO,GET,SEND,A,THE,for,to,-49.17346954345703,"[-3.16875, -8.158136, -9.588901, -2.0756552, -10.67156, -3.5935347, -10.398091, -1.5188427]"
a friend got a king a hat .,the physician showed the tea to the administration .,DO,PD,GET,SHOW,A,THE,for,to,-49.5719108581543,"[-3.1687489, -11.238081, -8.024113, -2.4243164, -9.422721, -1.8892366, -1.3760589, -10.498641, -1.5299944]"
a friend got a king a hat .,the physician showed the administration the tea .,DO,DO,GET,SHOW,A,THE,for,to,-47.595062255859375,"[-3.16875, -11.238083, -8.024115, -2.4243162, -9.762001, -2.2248316, -8.730536, -2.022429]"
a friend got a meal for a club .,the actress sold the salad to the worker .,PD,PD,GET,SELL,A,THE,for,to,-52.491981506347656,"[-3.1756413, -9.556883, -9.401335, -2.1514554, -11.962721, -1.5594971, -2.1325915, -10.437843, -2.114016]"
a friend got a meal for a club .,the actress sold the worker the salad .,PD,DO,GET,SELL,A,THE,for,to,-53.23095703125,"[-3.175641, -9.556882, -9.401339, -2.1514592, -13.129736, -3.7409332, -9.915613, -2.159354]"
a friend got a telephone for an uncle .,the leader found the tea for the husband .,PD,PD,GET,FIND,A,THE,for,for,-44.8229866027832,"[-3.179909, -7.56292, -9.020729, -2.1560454, -9.131038, -4.61176, -1.3731197, -6.241496, -1.545968]"
a friend got a telephone for an uncle .,the leader found the husband the tea .,PD,DO,GET,FIND,A,THE,for,for,-50.76786804199219,"[-3.179909, -7.5629234, -9.02072, -2.1560445, -7.5597606, -6.09134, -12.532451, -2.6647243]"
a friend got a telephone for an uncle .,the author made the engine for the corporation .,PD,PD,GET,MAKE,A,THE,for,for,-46.929100036621094,"[-3.179909, -6.8567553, -6.383842, -1.865082, -11.944384, -3.3436968, -0.7084766, -10.215897, -2.431055]"
a friend got a telephone for an uncle .,the author made the corporation the engine .,PD,DO,GET,MAKE,A,THE,for,for,-45.65996551513672,"[-3.179909, -6.856758, -6.3838415, -1.8650831, -13.105511, -3.564078, -6.292448, -4.4123397]"
a friend got a telephone for an uncle .,the nurse took the box to the adult .,PD,PD,GET,TAKE,A,THE,for,to,-43.1683464050293,"[-3.179909, -10.497425, -5.3551474, -1.7743781, -6.679203, -2.6272721, -0.84249276, -10.076682, -2.135835]"
a friend got a telephone for an uncle .,the nurse took the adult the box .,PD,DO,GET,TAKE,A,THE,for,to,-47.28417205810547,"[-3.179909, -10.497423, -5.35515, -1.7743758, -8.802221, -6.510589, -9.362621, -1.801882]"
a friend got a telephone for an uncle .,the employee promised the juice to the son .,PD,PD,GET,PROMISE,A,THE,for,to,-48.48514175415039,"[-3.179909, -9.758273, -8.976801, -2.734599, -10.725811, -2.5736918, -1.3373163, -7.330024, -1.8687181]"
a friend got a telephone for an uncle .,the employee promised the son the juice .,PD,DO,GET,PROMISE,A,THE,for,to,-47.970916748046875,"[-3.179909, -9.758272, -8.9768, -2.7345994, -7.9636126, -3.7372086, -9.116305, -2.50421]"
a friend got an army a bag .,the sheriff showed the bowl to the club .,DO,PD,GET,SHOW,A,THE,for,to,-46.96516036987305,"[-3.1676617, -9.390159, -8.838835, -2.3862033, -10.696664, -1.9949402, -1.1415775, -7.4295874, -1.9195348]"
a friend got an army a bag .,the sheriff showed the club the bowl .,DO,DO,GET,SHOW,A,THE,for,to,-45.96533966064453,"[-3.167663, -9.390161, -8.838838, -2.386205, -8.850324, -2.2897964, -9.203154, -1.8391991]"
a friend got an army a bag .,the employer caught the cup for the bishop .,DO,PD,GET,CATCH,A,THE,for,for,-52.38844299316406,"[-3.1676617, -10.33984, -8.4515915, -2.007762, -10.370233, -4.3239417, -1.9225127, -10.414014, -1.3908868]"
a friend got an army a bag .,the employer caught the bishop the cup .,DO,DO,GET,CATCH,A,THE,for,for,-51.16815948486328,"[-3.167663, -10.339839, -8.451589, -2.0077624, -9.599817, -6.054681, -10.201855, -1.3449576]"
a friend got an uncle a telephone .,the leader found the tea for the husband .,DO,PD,GET,FIND,A,THE,for,for,-47.73320007324219,"[-3.1697972, -7.6189456, -9.237652, -2.3440647, -9.352195, -5.2555, -1.7449152, -7.1697626, -1.8403699]"
a friend got an uncle a telephone .,the leader found the husband the tea .,DO,DO,GET,FIND,A,THE,for,for,-50.228424072265625,"[-3.1697962, -7.618946, -9.237644, -2.3440619, -7.510151, -5.769326, -12.26863, -2.3098671]"
a friend got an uncle a telephone .,the author made the engine for the corporation .,DO,PD,GET,MAKE,A,THE,for,for,-47.820220947265625,"[-3.1697972, -6.880993, -6.4150953, -1.9488682, -11.95744, -3.7670302, -0.79104674, -10.077681, -2.8122718]"
a friend got an uncle a telephone .,the author made the corporation the engine .,DO,DO,GET,MAKE,A,THE,for,for,-45.850677490234375,"[-3.1697962, -6.880995, -6.4150953, -1.9488642, -13.040143, -3.5789747, -6.3503046, -4.4665055]"
a friend got an uncle a telephone .,the nurse took the box to the adult .,DO,PD,GET,TAKE,A,THE,for,to,-43.65280532836914,"[-3.1697972, -10.374952, -5.346935, -1.9121269, -7.110635, -2.532789, -0.8971485, -10.040971, -2.2674518]"
a friend got an uncle a telephone .,the nurse took the adult the box .,DO,DO,GET,TAKE,A,THE,for,to,-46.0693473815918,"[-3.1697962, -10.374954, -5.346935, -1.9121251, -8.610901, -6.252409, -8.775123, -1.6271058]"
a friend got an uncle a telephone .,the employee promised the juice to the son .,DO,PD,GET,PROMISE,A,THE,for,to,-49.02039337158203,"[-3.1697972, -9.72705, -9.037084, -2.6786828, -10.940397, -2.4824615, -1.380099, -7.5331836, -2.0716386]"
a friend got an uncle a telephone .,the employee promised the son the juice .,DO,DO,GET,PROMISE,A,THE,for,to,-47.954627990722656,"[-3.1697962, -9.727049, -9.037084, -2.6786804, -7.935126, -3.5861344, -9.619541, -2.2012153]"
a friend kept a band a meal .,the scientist supplied the tea to the business .,DO,PD,KEEP,SUPPLY,A,THE,for,to,-47.07627868652344,"[-3.1412168, -10.24568, -10.946908, -1.203825, -8.707682, -2.180886, -1.0039234, -8.234619, -1.4115404]"
a friend kept a band a meal .,the scientist supplied the business the tea .,DO,DO,KEEP,SUPPLY,A,THE,for,to,-48.74674606323242,"[-3.1412144, -10.245679, -10.946909, -1.2038229, -9.894633, -3.8760338, -8.299333, -1.1391218]"
a friend kept a candy for a captain .,the leader bought the tea for the boy .,PD,PD,KEEP,BUY,A,THE,for,for,-47.91852569580078,"[-3.1968186, -7.521929, -15.991846, -1.2502353, -8.933876, -1.6892242, -1.6140528, -6.4015017, -1.3190417]"
a friend kept a candy for a captain .,the leader bought the boy the tea .,PD,DO,KEEP,BUY,A,THE,for,for,-50.53520202636719,"[-3.1968148, -7.5219297, -15.991847, -1.2502351, -7.821226, -4.7785683, -8.28731, -1.6872693]"
a friend kept a candy for a captain .,the colonel delivered the salad for the father .,PD,PD,KEEP,DELIVER,A,THE,for,for,-48.8388671875,"[-3.1968186, -11.487937, -9.338531, -1.3384616, -11.313525, -3.1068797, -0.7772265, -7.322121, -0.95736706]"
a friend kept a candy for a captain .,the colonel delivered the father the salad .,PD,DO,KEEP,DELIVER,A,THE,for,for,-48.00447463989258,"[-3.1968148, -11.487937, -9.338529, -1.3384632, -8.771898, -3.366534, -9.514559, -0.9897398]"
a friend kept a captain a candy .,the leader bought the tea for the boy .,DO,PD,KEEP,BUY,A,THE,for,for,-47.91326141357422,"[-3.1805017, -7.588436, -15.892469, -1.4635735, -8.580903, -2.7949882, -1.9451892, -5.245312, -1.2218916]"
a friend kept a captain a candy .,the leader bought the boy the tea .,DO,DO,KEEP,BUY,A,THE,for,for,-48.226409912109375,"[-3.1805012, -7.5884376, -15.892472, -1.4635755, -7.252627, -4.092844, -7.5081034, -1.2478483]"
a friend kept a captain a candy .,the colonel delivered the salad for the father .,DO,PD,KEEP,DELIVER,A,THE,for,for,-49.40576934814453,"[-3.1805017, -11.369196, -9.194884, -1.4790459, -11.286833, -3.8190393, -1.0729665, -6.9666214, -1.0366826]"
a friend kept a captain a candy .,the colonel delivered the father the salad .,DO,DO,KEEP,DELIVER,A,THE,for,for,-46.55298614501953,"[-3.1805012, -11.369198, -9.194887, -1.4790463, -8.300678, -2.8616219, -9.293639, -0.87341416]"
a friend kept a chocolate for a mother .,the scientist purchased the coffee for the band .,PD,PD,KEEP,PURCHASE,A,THE,for,for,-48.812808990478516,"[-3.1797924, -10.262808, -12.5652685, -1.4684113, -7.2278852, -2.1166701, -1.8982472, -8.3742895, -1.7194368]"
a friend kept a chocolate for a mother .,the scientist purchased the band the coffee .,PD,DO,KEEP,PURCHASE,A,THE,for,for,-54.723052978515625,"[-3.1797967, -10.262807, -12.565269, -1.4684083, -8.416028, -5.3694816, -11.116387, -2.344873]"
a friend kept a meal for a band .,the scientist supplied the tea to the business .,PD,PD,KEEP,SUPPLY,A,THE,for,to,-46.19294738769531,"[-3.184816, -10.245183, -10.83878, -1.0187728, -8.498797, -2.2221813, -0.8938329, -8.108075, -1.1825111]"
a friend kept a meal for a band .,the scientist supplied the business the tea .,PD,DO,KEEP,SUPPLY,A,THE,for,to,-50.043697357177734,"[-3.1848135, -10.245185, -10.838777, -1.018774, -10.238266, -4.762695, -8.682085, -1.0731019]"
a friend kept a mother a chocolate .,the scientist purchased the coffee for the band .,DO,PD,KEEP,PURCHASE,A,THE,for,for,-50.356571197509766,"[-3.1566923, -10.289243, -12.586132, -1.437112, -7.4007015, -3.0843372, -2.0206423, -8.499621, -1.8820904]"
a friend kept a mother a chocolate .,the scientist purchased the band the coffee .,DO,DO,KEEP,PURCHASE,A,THE,for,for,-52.700538635253906,"[-3.1566947, -10.289242, -12.586132, -1.4371111, -8.502813, -4.6586, -10.270447, -1.7994976]"
a friend kept a teacher a wire .,the prince delivered the instrument for the cousin .,DO,PD,KEEP,DELIVER,A,THE,for,for,-52.17216873168945,"[-3.152115, -10.335051, -9.563666, -1.721499, -10.78814, -3.378125, -0.7703159, -10.527412, -1.9358441]"
a friend kept a teacher a wire .,the prince delivered the cousin the instrument .,DO,DO,KEEP,DELIVER,A,THE,for,for,-52.90621566772461,"[-3.1521118, -10.335052, -9.563664, -1.7214985, -12.318817, -4.662974, -9.144355, -2.007743]"
a friend kept a wire for a teacher .,the prince delivered the instrument for the cousin .,PD,PD,KEEP,DELIVER,A,THE,for,for,-50.703304290771484,"[-3.1730354, -10.353102, -9.46293, -1.7280655, -10.521114, -2.93856, -0.6916762, -10.112623, -1.7221973]"
a friend kept a wire for a teacher .,the prince delivered the cousin the instrument .,PD,DO,KEEP,DELIVER,A,THE,for,for,-53.80875778198242,"[-3.1730406, -10.353101, -9.46293, -1.7280663, -12.27015, -5.4345846, -9.261126, -2.1257606]"
a friend left a chocolate for a king .,the employee brought the television to the doctor .,PD,PD,LEAVE,BRING,A,THE,for,to,-41.47334289550781,"[-3.1805263, -9.916094, -7.4650745, -1.5495071, -7.9233975, -1.0971144, -0.96796864, -7.767827, -1.605833]"
a friend left a chocolate for a king .,the employee brought the doctor the television .,PD,DO,LEAVE,BRING,A,THE,for,to,-45.986236572265625,"[-3.1805258, -9.916092, -7.465076, -1.5495032, -9.457397, -4.1633544, -8.732732, -1.5215571]"
a friend left a chocolate for a king .,the priest kept the coffee for the employee .,PD,PD,LEAVE,KEEP,A,THE,for,for,-49.269287109375,"[-3.1805263, -10.4350815, -8.352975, -1.6130208, -9.106947, -2.76053, -1.767622, -10.869091, -1.1834922]"
a friend left a chocolate for a king .,the priest kept the employee the coffee .,PD,DO,LEAVE,KEEP,A,THE,for,for,-50.46556854248047,"[-3.1805258, -10.4350815, -8.352974, -1.6130198, -10.610113, -6.811743, -7.9493675, -1.5127442]"
a friend left a chocolate for a king .,the guest made the jacket for the club .,PD,PD,LEAVE,MAKE,A,THE,for,for,-46.18846893310547,"[-3.1805263, -10.071766, -7.333375, -2.15188, -11.100647, -2.6601768, -0.884825, -7.1887226, -1.6165534]"
a friend left a chocolate for a king .,the guest made the club the jacket .,PD,DO,LEAVE,MAKE,A,THE,for,for,-52.55173110961914,"[-3.1805258, -10.071767, -7.333378, -2.151877, -8.903467, -3.911324, -13.398016, -3.601377]"
a friend left a chocolate for a king .,the uncle saved the chicken for the business .,PD,PD,LEAVE,SAVE,A,THE,for,for,-49.27912139892578,"[-3.1805263, -11.202303, -13.394732, -1.0141687, -7.6206784, -1.9022524, -1.4382182, -8.810825, -0.7154193]"
a friend left a chocolate for a king .,the uncle saved the business the chicken .,PD,DO,LEAVE,SAVE,A,THE,for,for,-55.022132873535156,"[-3.1805258, -11.202303, -13.3947315, -1.0141706, -7.6567144, -6.442388, -10.295767, -1.8355315]"
a friend left a juice for an army .,the professor brought the meal to the kid .,PD,PD,LEAVE,BRING,A,THE,for,to,-41.12836456298828,"[-3.2104127, -9.398504, -7.2854457, -2.4151077, -7.726078, -0.70542836, -1.0865667, -8.2288265, -1.0719961]"
a friend left a juice for an army .,the professor brought the kid the meal .,PD,DO,LEAVE,BRING,A,THE,for,to,-43.4802131652832,"[-3.2104123, -9.398504, -7.285449, -2.4151049, -7.9726033, -5.28841, -6.8636656, -1.0460645]"
a friend left a juice for an army .,the teacher fed the chocolate to the scientist .,PD,PD,LEAVE,FEED,A,THE,for,to,-46.999359130859375,"[-3.2104127, -9.350697, -11.153443, -1.230101, -8.305415, -2.068512, -0.898383, -9.864311, -0.9180833]"
a friend left a juice for an army .,the teacher fed the scientist the chocolate .,PD,DO,LEAVE,FEED,A,THE,for,to,-44.459014892578125,"[-3.2104123, -9.350697, -11.153445, -1.2300987, -9.876574, -2.4622476, -6.138332, -1.0372069]"
a friend left a king a chocolate .,the employee brought the television to the doctor .,DO,PD,LEAVE,BRING,A,THE,for,to,-41.085201263427734,"[-3.141775, -9.872435, -7.4248276, -1.5291531, -7.8586416, -1.094196, -0.86372757, -7.8479156, -1.4525282]"
a friend left a king a chocolate .,the employee brought the doctor the television .,DO,DO,LEAVE,BRING,A,THE,for,to,-44.368873596191406,"[-3.141774, -9.872435, -7.424828, -1.5291508, -9.071674, -3.4397569, -8.645239, -1.244017]"
a friend left a king a chocolate .,the priest kept the coffee for the employee .,DO,PD,LEAVE,KEEP,A,THE,for,for,-48.65150451660156,"[-3.141775, -10.529666, -8.212537, -1.568257, -8.704021, -3.5479023, -1.8044055, -9.804205, -1.3387336]"
a friend left a king a chocolate .,the priest kept the employee the coffee .,DO,DO,LEAVE,KEEP,A,THE,for,for,-46.74834442138672,"[-3.141774, -10.529666, -8.212536, -1.5682573, -9.998193, -6.4019513, -5.6330442, -1.2629255]"
a friend left a king a chocolate .,the guest made the jacket for the club .,DO,PD,LEAVE,MAKE,A,THE,for,for,-46.259239196777344,"[-3.141775, -10.016863, -7.181535, -2.140624, -11.066916, -3.2717788, -0.8684492, -6.984642, -1.5866542]"
a friend left a king a chocolate .,the guest made the club the jacket .,DO,DO,LEAVE,MAKE,A,THE,for,for,-51.34246826171875,"[-3.141774, -10.016861, -7.181535, -2.1406236, -8.972762, -3.2986088, -13.20651, -3.3837957]"
a friend left a king a chocolate .,the uncle saved the chicken for the business .,DO,PD,LEAVE,SAVE,A,THE,for,for,-48.60186004638672,"[-3.141775, -11.210902, -12.907822, -0.9662131, -6.9158187, -2.7464542, -1.5482059, -8.265165, -0.8995016]"
a friend left a king a chocolate .,the uncle saved the business the chicken .,DO,DO,LEAVE,SAVE,A,THE,for,for,-53.29259490966797,"[-3.141774, -11.210901, -12.9078245, -0.9662134, -7.092825, -5.799514, -11.084921, -1.0886204]"
a friend left a meal for an uncle .,the parent brought the beer to the king .,PD,PD,LEAVE,BRING,A,THE,for,to,-42.92134094238281,"[-3.2024174, -8.96088, -8.999855, -1.9197646, -7.4735975, -1.2146002, -0.9979516, -9.228111, -0.924165]"
a friend left a meal for an uncle .,the parent brought the king the beer .,PD,DO,LEAVE,BRING,A,THE,for,to,-45.302337646484375,"[-3.2024155, -8.960878, -8.999859, -1.9197644, -9.833229, -4.829587, -6.620382, -0.93622386]"
a friend left a meal for an uncle .,the pilot found the box for the king .,PD,PD,LEAVE,FIND,A,THE,for,for,-44.794761657714844,"[-3.2024174, -8.623626, -6.772478, -2.0329165, -7.862208, -4.1358004, -1.0790861, -9.273197, -1.8130304]"
a friend left a meal for an uncle .,the pilot found the king the box .,PD,DO,LEAVE,FIND,A,THE,for,for,-49.60101318359375,"[-3.2024155, -8.623623, -6.77248, -2.0329156, -9.881937, -6.681753, -10.619358, -1.7865341]"
a friend left a meal for an uncle .,the captain made the bag for the band .,PD,PD,LEAVE,MAKE,A,THE,for,for,-42.44160079956055,"[-3.2024174, -8.865217, -5.4425325, -2.0357785, -10.796055, -2.449946, -0.99136674, -7.2505364, -1.4077512]"
a friend left a meal for an uncle .,the captain made the band the bag .,PD,DO,LEAVE,MAKE,A,THE,for,for,-49.04736328125,"[-3.2024155, -8.865219, -5.442533, -2.0357804, -11.013574, -4.2903914, -11.924925, -2.2725277]"
a friend left a meal for an uncle .,the club designed the flower for the band .,PD,PD,LEAVE,DESIGN,A,THE,for,for,-46.85498046875,"[-3.2024174, -7.8718014, -10.495709, -0.97852004, -11.152011, -3.141434, -1.0649098, -7.0732746, -1.8749018]"
a friend left a meal for an uncle .,the club designed the band the flower .,PD,DO,LEAVE,DESIGN,A,THE,for,for,-50.97277069091797,"[-3.2024155, -7.8718004, -10.495709, -0.97851896, -7.7742558, -6.022276, -12.006247, -2.6215487]"
a friend left an army a juice .,the professor brought the meal to the kid .,DO,PD,LEAVE,BRING,A,THE,for,to,-41.920860290527344,"[-3.1881223, -9.328888, -7.26799, -2.3953533, -8.212135, -0.7286831, -1.330317, -8.265413, -1.2039558]"
a friend left an army a juice .,the professor brought the kid the meal .,DO,DO,LEAVE,BRING,A,THE,for,to,-43.01673889160156,"[-3.1881213, -9.32889, -7.267993, -2.3953514, -8.049337, -4.8205395, -6.9917545, -0.974755]"
a friend left an army a juice .,the teacher fed the chocolate to the scientist .,DO,PD,LEAVE,FEED,A,THE,for,to,-47.949039459228516,"[-3.1881223, -9.324677, -11.088104, -1.3951006, -8.197721, -2.4215515, -1.1355225, -10.0835, -1.1147395]"
a friend left an army a juice .,the teacher fed the scientist the chocolate .,DO,DO,LEAVE,FEED,A,THE,for,to,-44.30802536010742,"[-3.1881213, -9.3246765, -11.0881, -1.3951004, -9.897902, -2.4810052, -5.821506, -1.1116138]"
a friend left an uncle a meal .,the parent brought the beer to the king .,DO,PD,LEAVE,BRING,A,THE,for,to,-43.70880889892578,"[-3.1947072, -8.933128, -9.325651, -2.007746, -7.885522, -1.1394126, -1.2231379, -9.102333, -0.8971693]"
a friend left an uncle a meal .,the parent brought the king the beer .,DO,DO,LEAVE,BRING,A,THE,for,to,-44.18238067626953,"[-3.1947088, -8.933128, -9.325656, -2.0077443, -9.706299, -4.1440206, -6.0373507, -0.8334707]"
a friend left an uncle a meal .,the pilot found the box for the king .,DO,PD,LEAVE,FIND,A,THE,for,for,-46.29707336425781,"[-3.1947072, -8.605915, -6.7671547, -2.072145, -7.980353, -4.6953497, -1.0460287, -9.650667, -2.2847507]"
a friend left an uncle a meal .,the pilot found the king the box .,DO,DO,LEAVE,FIND,A,THE,for,for,-48.96604919433594,"[-3.1947088, -8.605915, -6.7671537, -2.072142, -9.9011545, -6.2707634, -10.615564, -1.538647]"
a friend left an uncle a meal .,the captain made the bag for the band .,DO,PD,LEAVE,MAKE,A,THE,for,for,-43.972564697265625,"[-3.1947072, -8.870033, -5.3189125, -2.1641686, -10.728512, -2.887816, -1.1515298, -7.8388953, -1.8179908]"
a friend left an uncle a meal .,the captain made the band the bag .,DO,DO,LEAVE,MAKE,A,THE,for,for,-48.56340026855469,"[-3.1947088, -8.870031, -5.3189125, -2.164166, -10.946495, -3.8423917, -12.043627, -2.1830697]"
a friend left an uncle a meal .,the club designed the flower for the band .,DO,PD,LEAVE,DESIGN,A,THE,for,for,-47.527835845947266,"[-3.1947072, -7.8802323, -10.31411, -1.0374839, -11.248707, -3.5018191, -1.2848693, -6.9932914, -2.0726142]"
a friend left an uncle a meal .,the club designed the band the flower .,DO,DO,LEAVE,DESIGN,A,THE,for,for,-50.31892013549805,"[-3.1947088, -7.880232, -10.31411, -1.0374856, -7.749008, -5.6709905, -11.953809, -2.5185776]"
