text,structure,verb,sen_prob,perplexity
a husband threw a partner a chicken .,DO,THROW,-49.95322036743164,1256.6121826171875
the writer gave the captain the cheese .,DO,GIVE,-46.35188293457031,751.219482421875
a lady purchased a business a chocolate .,DO,PURCHASE,-51.469024658203125,1560.4322509765625
a leader gave an attorney a juice .,DO,GIVE,-49.43118667602539,1166.3079833984375
the secretary caught the scientist the computer .,DO,CATCH,-49.88439178466797,1244.31689453125
the aunt made the student the hat .,DO,MAKE,-48.563751220703125,1030.3760986328125
the lady showed the champion the camera .,DO,SHOW,-45.30591583251953,646.9532470703125
the partner drew the administration the key .,DO,DRAW,-54.1880989074707,2301.134033203125
a student threw a priest a jacket .,DO,THROW,-47.86723327636719,932.7866821289062
a partner purchased a secretary a chicken .,DO,PURCHASE,-51.977718353271484,1678.0517578125
a scientist saved a corporation a coat .,DO,SAVE,-55.253662109375,2679.487060546875
the friend promised the son the bowl .,DO,PROMISE,-50.190677642822266,1299.9708251953125
the pilot made the business the wire .,DO,MAKE,-47.731807708740234,914.9140014648438
the nurse sent the prince the beer .,DO,SEND,-48.48264694213867,1018.5065307617188
a professor bought a man a pie .,DO,BUY,-49.550079345703125,1186.286376953125
the mayor delivered the manager the coffee .,DO,DELIVER,-48.55489730834961,1029.0736083984375
the priest saved the candidate the log .,DO,SAVE,-56.520755767822266,3211.180908203125
the reader bought the partner the bottle .,DO,BUY,-49.18596649169922,1126.1578369140625
the reader caught the author the pot .,DO,CATCH,-49.997867584228516,1264.6527099609375
a teacher supplied a company a juice .,DO,SUPPLY,-54.42308044433594,2379.69140625
the corporation designed the band the camera .,DO,DESIGN,-47.34279251098633,865.455810546875
the attorney delivered the lawyer the juice .,DO,DELIVER,-55.150447845458984,2640.268310546875
a minister supplied an opponent a juice .,DO,SUPPLY,-63.15391540527344,8283.2294921875
an actor promised a lawyer a tea .,DO,PROMISE,-48.401973724365234,1006.8359985351562
a colonel left a band a tea .,DO,LEAVE,-54.955135345458984,2567.6181640625
the singer threw the writer the bag .,DO,THROW,-48.98237228393555,1093.8753662109375
a buddy brought an army a pie .,DO,BRING,-53.72917556762695,2155.109375
an attorney showed a woman a cheese .,DO,SHOW,-47.65425491333008,904.83349609375
the husband left the mother the meal .,DO,LEAVE,-51.564178466796875,1581.7886962890625
a teacher purchased a guy a coffee .,DO,PURCHASE,-51.759647369384766,1626.5811767578125
a husband supplied a buddy a cheese .,DO,SUPPLY,-59.67617416381836,5040.0341796875
a hero saved a company a meal .,DO,SAVE,-46.76258087158203,796.6129760742188
a parent caught an aunt a ball .,DO,CATCH,-53.17353820800781,1990.656982421875
the priest left the king the cigarette .,DO,LEAVE,-52.18707275390625,1728.9964599609375
the leader sold the club the button .,DO,SELL,-48.04064178466797,956.1828002929688
a president sent a business a crystal .,DO,SEND,-50.646827697753906,1387.503662109375
a child got a club a beer .,DO,GET,-45.991477966308594,713.5206298828125
a lawyer made a lady a key .,DO,MAKE,-44.29597091674805,560.0332641601562
a king found an administration a bell .,DO,FIND,-51.02230453491211,1463.9610595703125
the daughter bought the father the tea .,DO,BUY,-48.756683349609375,1059.169921875
the brother promised the winner the meal .,DO,PROMISE,-48.36814880371094,1001.9824829101562
the adult purchased the boy the computer .,DO,PURCHASE,-51.306671142578125,1524.656982421875
the scientist showed the army the coffee .,DO,SHOW,-51.41572570800781,1548.595947265625
a daughter made an employee a computer .,DO,MAKE,-44.93175506591797,613.280517578125
the cousin purchased the leader the salad .,DO,PURCHASE,-56.69080352783203,3290.14404296875
the lawyer promised the girl the coffee .,DO,PROMISE,-45.36258316040039,652.2117309570312
the minister took the actor the machine .,DO,TAKE,-49.711936950683594,1214.035888671875
a worker gave a writer a chocolate .,DO,GIVE,-47.13494873046875,840.1365356445312
a worker brought an army a juice .,DO,BRING,-53.63071823120117,2125.009521484375
the reader threw the lawyer the computer .,DO,THROW,-51.59618377685547,1589.0374755859375
the author designed the guy the log .,DO,DESIGN,-53.19142150878906,1995.7491455078125
an opponent designed a chief an anchor .,DO,DESIGN,-49.56917953491211,1189.5277099609375
the woman caught the singer the machine .,DO,CATCH,-48.57899475097656,1032.6221923828125
a wife kept a boy a tea .,DO,KEEP,-47.772132873535156,920.19970703125
a minister left a club a cheese .,DO,LEAVE,-53.155067443847656,1985.4112548828125
the cousin left the scientist the bell .,DO,LEAVE,-52.71786117553711,1865.1995849609375
a man took a chief a hat .,DO,TAKE,-43.10531234741211,472.43585205078125
the employee fed the scientist the meal .,DO,FEED,-52.716548919677734,1864.8499755859375
the kid purchased the sheriff the jacket .,DO,PURCHASE,-57.70460510253906,3802.885498046875
the parent fed the scientist the chocolate .,DO,FEED,-55.478782653808594,2767.060302734375
the mayor promised the priest the salad .,DO,PROMISE,-52.14859390258789,1719.518310546875
a leader purchased a king a cheese .,DO,PURCHASE,-52.858211517333984,1902.974365234375
a kid bought a mayor a key .,DO,BUY,-54.64954376220703,2457.937744140625
an actress caught a president a plate .,DO,CATCH,-54.197566986083984,2304.248779296875
the president sold the bishop the salad .,DO,SELL,-55.599159240722656,2815.055908203125
the hero showed the guest the ball .,DO,SHOW,-46.12943649291992,727.7225341796875
the soldier left the bishop the cheese .,DO,LEAVE,-54.120906829833984,2279.1513671875
the king promised the uncle the juice .,DO,PROMISE,-48.655914306640625,1044.0318603515625
the brother caught the aunt the newspaper .,DO,CATCH,-54.77899932861328,2503.817138671875
a leader supplied a company a coffee .,DO,SUPPLY,-52.912109375,1917.68310546875
a singer caught an attorney a ball .,DO,CATCH,-52.778404235839844,1881.401611328125
a father left a chief a chicken .,DO,LEAVE,-50.617271423339844,1381.657470703125
a nurse delivered a colonel a beer .,DO,DELIVER,-50.19178771972656,1300.1768798828125
the reader fed the son the salad .,DO,FEED,-56.05865478515625,3006.04248046875
the aunt bought the doctor the flower .,DO,BUY,-51.61249923706055,1592.7454833984375
a lady purchased a husband an instrument .,DO,PURCHASE,-51.975990295410156,1677.6375732421875
a king promised a nurse a tea .,DO,PROMISE,-51.13710021972656,1488.1668701171875
an aunt left an adult a pot .,DO,LEAVE,-50.99728775024414,1458.73828125
the king designed the student the cup .,DO,DESIGN,-50.84717559814453,1427.7891845703125
the prince delivered the student the coffee .,DO,DELIVER,-47.157432556152344,842.8394165039062
the prince showed the buddy the juice .,DO,SHOW,-53.82590103149414,2185.095458984375
a mayor sent a business a computer .,DO,SEND,-49.31865310668945,1147.7080078125
a hero fed a lawyer a chicken .,DO,FEED,-52.076416015625,1701.8792724609375
a singer promised a hero a meal .,DO,PROMISE,-49.38919448852539,1159.3321533203125
a soldier drew an army a bell .,DO,DRAW,-47.11893081665039,838.2162475585938
the son brought the brother the chicken .,DO,BRING,-48.641807556152344,1041.929931640625
a writer promised a father a pie .,DO,PROMISE,-49.905391693115234,1248.055419921875
the guest took the boy the flower .,DO,TAKE,-45.83195114135742,697.4437255859375
the writer made the man the box .,DO,MAKE,-45.32236099243164,648.4749145507812
a buddy caught a colonel a bag .,DO,CATCH,-54.605621337890625,2442.5634765625
an employee left a sheriff a pot .,DO,LEAVE,-49.225990295410156,1132.615234375
a winner threw a champion a beer .,DO,THROW,-50.37458419799805,1334.57666015625
the employer designed the man the instrument .,DO,DESIGN,-51.71611022949219,1616.4959716796875
the soldier made the uncle the bell .,DO,MAKE,-49.50503158569336,1178.6767578125
a daughter left a company a cheese .,DO,LEAVE,-48.76787567138672,1060.86474609375
a woman supplied a partner a coffee .,DO,SUPPLY,-49.17142105102539,1123.8201904296875
a boy brought a guest a key .,DO,BRING,-47.72854232788086,914.4872436523438
the aunt supplied the administration the chicken .,DO,SUPPLY,-56.73954772949219,3313.134521484375
an uncle got a daughter a motor .,DO,GET,-47.15058898925781,842.0157470703125
a captain showed a girl a coffee .,DO,SHOW,-46.56117630004883,774.0193481445312
the wife found the company the knife .,DO,FIND,-45.94356155395508,708.6531982421875
an uncle promised a candidate a log .,DO,PROMISE,-49.67731475830078,1208.046142578125
the soldier found the army the chicken .,DO,FIND,-47.95362091064453,944.3695068359375
a chief designed a colonel a pot .,DO,DESIGN,-58.69279479980469,4379.47998046875
a sheriff purchased a club a juice .,DO,PURCHASE,-57.63536071777344,3765.452392578125
the attorney showed the nurse the juice .,DO,SHOW,-51.857601165771484,1649.502685546875
the teacher sold the administration the meal .,DO,SELL,-50.201637268066406,1302.0078125
the priest gave the band the candy .,DO,GIVE,-42.60369110107422,439.7655944824219
a daughter gave a partner a motor .,DO,GIVE,-42.703094482421875,446.0550537109375
the doctor brought the band the chicken .,DO,BRING,-45.98622131347656,712.9850463867188
the wife found the administration the chicken .,DO,FIND,-55.298927307128906,2696.869873046875
a pilot promised a professor a pie .,DO,PROMISE,-56.135986328125,3039.43505859375
the brother kept the business the wire .,DO,KEEP,-49.55483627319336,1187.0928955078125
a secretary bought a girl a coat .,DO,BUY,-51.5823974609375,1585.9110107421875
the colonel caught the reader the camera .,DO,CATCH,-48.364959716796875,1001.526123046875
a buddy got a band a juice .,DO,GET,-55.41215515136719,2740.84765625
the son brought the administration the cheese .,DO,BRING,-53.17121887207031,1989.9976806640625
an uncle made a child a box .,DO,MAKE,-41.176910400390625,358.67474365234375
the aunt found the opponent the hat .,DO,FIND,-50.051109313964844,1274.3082275390625
the hero purchased the girl the cheese .,DO,PURCHASE,-53.73815155029297,2157.875
the reader took the adult the cup .,DO,TAKE,-48.19834899902344,977.9697265625
the teacher brought the singer the candy .,DO,BRING,-46.1860466003418,733.6316528320312
the bishop threw the opponent the pie .,DO,THROW,-49.761260986328125,1222.62060546875
an aunt drew a singer a television .,DO,DRAW,-52.86820983886719,1905.6943359375
the opponent fed the brother the meal .,DO,FEED,-53.211116790771484,2001.3724365234375
the mayor brought the club the wire .,DO,BRING,-47.376991271972656,869.6943969726562
a boy showed a mayor an engine .,DO,SHOW,-47.87736129760742,934.13720703125
the brother showed the student the candy .,DO,SHOW,-48.77921676635742,1062.5849609375
a writer kept a band a beer .,DO,KEEP,-46.648719787597656,783.76025390625
the man got the administration the pie .,DO,GET,-49.55811309814453,1187.648681640625
the lady supplied the son the chocolate .,DO,SUPPLY,-53.52242660522461,2092.38818359375
the son delivered the husband the candy .,DO,DELIVER,-48.912933349609375,1083.0780029296875
the guy drew the champion the iron .,DO,DRAW,-51.17095947265625,1495.382568359375
the king sent the actress the tea .,DO,SEND,-47.14018630981445,840.7653198242188
an attorney made a scientist a gun .,DO,MAKE,-44.817100524902344,603.3172607421875
an employee supplied a teacher a meal .,DO,SUPPLY,-45.966209411621094,710.9496459960938
the priest found the club the computer .,DO,FIND,-47.47269821166992,881.6668090820312
a secretary fed an aunt a candy .,DO,FEED,-58.25183868408203,4112.1103515625
a pilot sent a corporation a guitar .,DO,SEND,-52.42088317871094,1787.722900390625
the secretary drew the administration the button .,DO,DRAW,-57.44874572753906,3666.39453125
the man took the father the guitar .,DO,TAKE,-42.82326889038086,453.7789001464844
a doctor caught a wife a book .,DO,CATCH,-44.809898376464844,602.6968383789062
the mayor supplied the company the candy .,DO,SUPPLY,-49.67251205444336,1207.217529296875
a pilot found a lady an iron .,DO,FIND,-47.425270080566406,875.7133178710938
the minister kept the singer the coffee .,DO,KEEP,-51.52953338623047,1573.979248046875
the administration designed the band the card .,DO,DESIGN,-51.35984420776367,1536.28271484375
the employer showed the student the beer .,DO,SHOW,-49.034210205078125,1102.0059814453125
the professor supplied the mother the glass .,DO,SUPPLY,-50.61420440673828,1381.05224609375
the professor brought the corporation the coffee .,DO,BRING,-50.753501892089844,1408.8099365234375
the son fed the mother the chicken .,DO,FEED,-47.78073501586914,921.3312377929688
the professor sent the corporation the tea .,DO,SEND,-51.10671615600586,1481.7213134765625
the scientist threw the champion the anchor .,DO,THROW,-54.75390625,2494.857666015625
the cop left the business the candy .,DO,LEAVE,-52.389488220214844,1779.722900390625
the nurse showed the author the beer .,DO,SHOW,-48.66448211669922,1045.3104248046875
a kid made an employee an instrument .,DO,MAKE,-46.69677734375,789.1594848632812
a man purchased a sheriff a candy .,DO,PURCHASE,-52.60868835449219,1836.3353271484375
the leader promised the employer the salad .,DO,PROMISE,-51.43865203857422,1553.67626953125
a wife gave a company a salad .,DO,GIVE,-45.858211517333984,700.065185546875
the administration designed the club the telephone .,DO,DESIGN,-50.56768798828125,1371.9051513671875
the chief gave the company the salad .,DO,GIVE,-45.79153060913086,693.4281005859375
the friend made the doctor the book .,DO,MAKE,-43.99522018432617,536.4812622070312
a daughter sold an employee a log .,DO,SELL,-50.75503921508789,1409.119384765625
the aunt bought the professor the chicken .,DO,BUY,-56.58522033691406,3240.889892578125
a sheriff designed a writer an anchor .,DO,DESIGN,-53.614341735839844,2120.043701171875
the singer supplied the club the instrument .,DO,SUPPLY,-48.244049072265625,984.3754272460938
the boy bought the prince the meal .,DO,BUY,-48.713279724121094,1052.622802734375
the girl threw the mayor the computer .,DO,THROW,-53.12192153930664,1976.0323486328125
the uncle bought the priest the crystal .,DO,BUY,-52.95367431640625,1929.10400390625
a lady kept a band a juice .,DO,KEEP,-50.943965911865234,1447.6685791015625
a partner threw a doctor a motor .,DO,THROW,-49.545501708984375,1185.5108642578125
the lady caught the parent the plate .,DO,CATCH,-54.19078063964844,2302.015869140625
a hero brought a club a juice .,DO,BRING,-54.30598449707031,2340.21484375
the mayor caught the bishop the glass .,DO,CATCH,-51.35162353515625,1534.4794921875
a worker left a band a candy .,DO,LEAVE,-52.6524658203125,1847.855712890625
a king promised a nurse a coffee .,DO,PROMISE,-51.217010498046875,1505.2529296875
a son threw an adult a beer .,DO,THROW,-48.71937561035156,1053.5399169921875
the student brought the hero the tea .,DO,BRING,-48.05337905883789,957.92431640625
the candidate purchased the company the tea .,DO,PURCHASE,-48.26605987548828,987.4755249023438
a princess sold an administration a ball .,DO,SELL,-52.840660095214844,1898.208984375
the cop fed the guest the pie .,DO,FEED,-53.62775421142578,2124.10986328125
the bishop made the captain the button .,DO,MAKE,-50.883087158203125,1435.1329345703125
a prince purchased a manager a beer .,DO,PURCHASE,-51.8819465637207,1655.24951171875
the guy purchased the company the meal .,DO,PURCHASE,-48.722808837890625,1054.0567626953125
a prince kept a soldier a tea .,DO,KEEP,-49.735191345214844,1218.0758056640625
the soldier saved the secretary the chocolate .,DO,SAVE,-54.46259307861328,2393.161865234375
a princess showed a company a telephone .,DO,SHOW,-50.19257736206055,1300.3236083984375
a teacher delivered an author a chocolate .,DO,DELIVER,-50.706180572509766,1399.3182373046875
the scientist purchased the administration the camera .,DO,PURCHASE,-55.87565612792969,2928.474609375
the scientist bought the winner the coffee .,DO,BUY,-55.3735237121582,2725.763427734375
a band designed an army a plate .,DO,DESIGN,-49.259674072265625,1138.0784912109375
the worker sent the manager the card .,DO,SEND,-45.12926483154297,630.8310546875
a woman saved an army a meal .,DO,SAVE,-45.50257110595703,665.3861694335938
a cop kept an aunt a bowl .,DO,KEEP,-53.848228454589844,2192.076416015625
a guest brought a wife a guitar .,DO,BRING,-50.364036560058594,1332.5673828125
a singer left an employee an anchor .,DO,LEAVE,-51.44599914550781,1555.3079833984375
a teacher got a guy a button .,DO,GET,-46.72755432128906,792.6369018554688
the cop made the reader the bottle .,DO,MAKE,-50.341129302978516,1328.2137451171875
an employee found a club a tea .,DO,FIND,-45.19236755371094,636.5435180664062
a father got an adult a chocolate .,DO,GET,-51.532005310058594,1574.53515625
a brother showed a lady a box .,DO,SHOW,-44.445457458496094,572.1214599609375
the cousin threw the bishop the key .,DO,THROW,-52.65645980834961,1848.9102783203125
the secretary took the minister the box .,DO,TAKE,-52.98490524291992,1937.72998046875
a kid promised a girl a beer .,DO,PROMISE,-47.94508361816406,943.2183837890625
the opponent caught the scientist the hat .,DO,CATCH,-53.24884796142578,2012.1893310546875
the leader supplied the band the tea .,DO,SUPPLY,-49.6446418762207,1202.420654296875
the soldier drew the lawyer the crystal .,DO,DRAW,-57.51508331298828,3701.305419921875
a buddy sent a prince a motor .,DO,SEND,-53.669456481933594,2136.8017578125
the colonel sold the company the cigarette .,DO,SELL,-46.97845458984375,821.5626220703125
a nurse showed an army a bottle .,DO,SHOW,-51.36616134643555,1537.6697998046875
a husband drew a parent a guitar .,DO,DRAW,-55.336971282958984,2711.56689453125
a captain got a corporation a chocolate .,DO,GET,-58.46950149536133,4241.9833984375
a student purchased a hero a chicken .,DO,PURCHASE,-50.47567367553711,1353.98974609375
the nurse gave the actress the key .,DO,GIVE,-46.20796585083008,735.9324340820312
the girl drew the administration the button .,DO,DRAW,-56.10810089111328,3027.35107421875
a child drew an administration a television .,DO,DRAW,-54.03392791748047,2251.0068359375
the champion left the administration the beer .,DO,LEAVE,-51.54532241821289,1577.5335693359375
the worker caught the mother the key .,DO,CATCH,-49.1170768737793,1115.1292724609375
an adult sold a daughter a coffee .,DO,SELL,-50.81199645996094,1420.6317138671875
an uncle threw an actress a candy .,DO,THROW,-54.43083953857422,2382.33056640625
the uncle showed the colonel the card .,DO,SHOW,-49.248104095458984,1136.1990966796875
an employee threw a doctor a beer .,DO,THROW,-44.30347442626953,560.6339111328125
the princess fed the buddy the candy .,DO,FEED,-55.646080017089844,2833.988525390625
the student showed the army the salad .,DO,SHOW,-50.88335418701172,1435.187744140625
a manager sold a guy a coffee .,DO,SELL,-52.515480041503906,1812.0457763671875
a teacher took a worker a plate .,DO,TAKE,-50.389556884765625,1337.4344482421875
a parent sent an administration a cigarette .,DO,SEND,-50.60816192626953,1379.8607177734375
a chief caught an attorney a wire .,DO,CATCH,-55.727455139160156,2867.125732421875
a writer found a business an engine .,DO,FIND,-46.28071212768555,743.620361328125
a wife took a girl a bell .,DO,TAKE,-48.16604995727539,973.4675903320312
a captain caught a president a flower .,DO,CATCH,-53.541542053222656,2098.109619140625
the champion sold the prince the engine .,DO,SELL,-51.209808349609375,1503.704833984375
the son gave the student the coffee .,DO,GIVE,-44.695831298828125,592.955322265625
a bishop sold a company a juice .,DO,SELL,-52.272552490234375,1750.2392578125
a chief threw a mayor a salad .,DO,THROW,-59.488243103027344,4906.52294921875
a minister took a pilot a gun .,DO,TAKE,-46.24276351928711,739.5999145507812
the doctor sent the administration the engine .,DO,SEND,-48.12101745605469,967.2251586914062
the guest saved the administration the plate .,DO,SAVE,-54.41594696044922,2377.267578125
a guy found an army a chocolate .,DO,FIND,-52.92829895019531,1922.1236572265625
