text,structure,verb,sen_prob,perplexity
the worker purchased them the glass .,DO,PURCHASE,-45.05485534667969,1824.6488037109375
the champion bought you the juice .,DO,BUY,-44.97896957397461,1801.716552734375
a man saved me a chocolate .,DO,SAVE,-42.92732238769531,1279.92138671875
the lawyer threw him the salad .,DO,THROW,-46.31875228881836,2252.491455078125
a colonel sent us a meal .,DO,SEND,-42.245628356933594,1142.458984375
a parent purchased you a chicken .,DO,PURCHASE,-45.395660400390625,1931.2901611328125
the boy made them the bag .,DO,MAKE,-40.12409210205078,802.1927490234375
the manager showed us the bowl .,DO,SHOW,-42.023826599121094,1100.9969482421875
the mother delivered me the instrument .,DO,DELIVER,-40.076637268066406,795.8731079101562
a scientist sent her a chocolate .,DO,SEND,-46.524131774902344,2330.92919921875
the daughter promised me the beer .,DO,PROMISE,-45.36773681640625,1922.3231201171875
the professor got them the pie .,DO,GET,-42.97477722167969,1290.0845947265625
the administration designed us the telephone .,DO,DESIGN,-49.042327880859375,3546.517822265625
the champion bought it the coffee .,DO,BUY,-41.18204879760742,956.8770751953125
the opponent fed us the pie .,DO,FEED,-48.064605712890625,3013.230224609375
a nurse purchased him a cheese .,DO,PURCHASE,-41.680625915527344,1039.7869873046875
a buddy brought us a salad .,DO,BRING,-46.37062072753906,2272.04833984375
a writer designed her a crystal .,DO,DESIGN,-45.37073516845703,1923.283935546875
the mayor took you the cup .,DO,TAKE,-42.20020294189453,1133.84228515625
the prince sent you the beer .,DO,SEND,-43.046905517578125,1305.686767578125
a secretary sold us a plate .,DO,SELL,-47.094520568847656,2563.392822265625
the scientist sent her the jacket .,DO,SEND,-43.505828857421875,1409.4737548828125
the singer purchased it the coffee .,DO,PURCHASE,-46.71692657470703,2407.043701171875
a child delivered me a pie .,DO,DELIVER,-39.73099136352539,751.3203125
the woman promised it the log .,DO,PROMISE,-43.84272003173828,1490.8775634765625
a boy drew you an anchor .,DO,DRAW,-48.165496826171875,3064.326416015625
the adult left us the coffee .,DO,LEAVE,-47.73121643066406,2850.36669921875
the cousin drew you the pot .,DO,DRAW,-49.097084045410156,3579.03173828125
a professor made it a card .,DO,MAKE,-36.82617950439453,462.9859313964844
a guy sold you a hat .,DO,SELL,-40.60672378540039,869.38623046875
the prince drew it the bag .,DO,DRAW,-46.2075080871582,2211.11376953125
the employee purchased him the meal .,DO,PURCHASE,-43.847259521484375,1492.006103515625
a scientist got him a gun .,DO,GET,-36.79645538330078,460.697998046875
the princess delivered me the machine .,DO,DELIVER,-44.355648040771484,1623.936279296875
the guest gave him the beer .,DO,GIVE,-35.00919723510742,342.0190124511719
a nurse showed them a machine .,DO,SHOW,-38.72856521606445,635.7218017578125
the daughter purchased you the candy .,DO,PURCHASE,-50.18079376220703,4287.529296875
the minister threw them the juice .,DO,THROW,-43.36518859863281,1376.81982421875
the professor drew me the telephone .,DO,DRAW,-45.751304626464844,2049.2265625
the nurse gave you the beer .,DO,GIVE,-41.537567138671875,1015.2885131835938
an employer purchased her a pot .,DO,PURCHASE,-41.65437316894531,1035.2474365234375
a king delivered it a juice .,DO,DELIVER,-43.870418548583984,1497.7760009765625
a captain bought you a beer .,DO,BUY,-42.72427749633789,1237.33251953125
the opponent brought her the juice .,DO,BRING,-44.17340850830078,1575.353515625
a buddy took us a book .,DO,TAKE,-40.97590637207031,924.5599365234375
the cousin gave me the coffee .,DO,GIVE,-38.53607940673828,615.6509399414062
an employer made me a flower .,DO,MAKE,-39.30949401855469,700.3516235351562
the boy left me the card .,DO,LEAVE,-40.104400634765625,799.5643310546875
a reader gave you a coffee .,DO,GIVE,-39.525333404541016,726.0042114257812
the candidate got me the television .,DO,GET,-41.742332458496094,1050.5357666015625
the author made me the television .,DO,MAKE,-42.55508804321289,1202.92919921875
the professor kept them the cheese .,DO,KEEP,-49.01279067993164,3529.101806640625
a cousin caught it an iron .,DO,CATCH,-46.59214782714844,2357.502685546875
an adult supplied her a juice .,DO,SUPPLY,-48.521392822265625,3251.5888671875
a doctor caught you a guitar .,DO,CATCH,-45.471405029296875,1955.8255615234375
a woman promised them a beer .,DO,PROMISE,-36.73900604248047,456.30792236328125
a lawyer designed you a hat .,DO,DESIGN,-47.40972900390625,2701.66015625
a nurse drew you a bottle .,DO,DRAW,-46.11500549316406,2177.286376953125
a soldier purchased it a cheese .,DO,PURCHASE,-42.791419982910156,1251.2564697265625
a colonel purchased him a crystal .,DO,PURCHASE,-45.09357452392578,1836.4615478515625
a physician gave us a juice .,DO,GIVE,-41.80842971801758,1062.1727294921875
the captain kept you the anchor .,DO,KEEP,-48.94618606567383,3490.142578125
the employer supplied her the beer .,DO,SUPPLY,-47.816036224365234,2890.94775390625
a man left you a meal .,DO,LEAVE,-37.79386520385742,544.0155029296875
the colonel promised you the juice .,DO,PROMISE,-48.17144012451172,3067.363037109375
the actress made you the bag .,DO,MAKE,-47.45418930053711,2721.75390625
the professor got you the juice .,DO,GET,-47.207679748535156,2612.19677734375
a lawyer made me an engine .,DO,MAKE,-43.14881896972656,1328.0540771484375
an aunt bought them a coffee .,DO,BUY,-38.73899841308594,636.8281860351562
a girl kept her a newspaper .,DO,KEEP,-38.86849594116211,650.7222290039062
a soldier brought him a cup .,DO,BRING,-36.322872161865234,425.7329406738281
a kid drew you a hat .,DO,DRAW,-44.00137710571289,1530.8265380859375
a lady took us an anchor .,DO,TAKE,-44.76409912109375,1738.335693359375
the champion gave him the pie .,DO,GIVE,-35.00440979003906,341.7462463378906
a secretary gave me a tea .,DO,GIVE,-37.66612243652344,532.5556030273438
the secretary fed him the chicken .,DO,FEED,-44.20962142944336,1584.8902587890625
a cop kept him a candy .,DO,KEEP,-44.2459602355957,1594.518310546875
a singer sold us a bell .,DO,SELL,-43.405731201171875,1386.1546630859375
an author showed you a cigarette .,DO,SHOW,-38.633392333984375,625.7174682617188
a girl showed them a salad .,DO,SHOW,-36.24830627441406,420.4748229980469
the hero left them the salad .,DO,LEAVE,-45.87298583984375,2091.20947265625
a sheriff gave us a crystal .,DO,GIVE,-42.884422302246094,1270.802490234375
a guy brought me a coffee .,DO,BRING,-36.46294021606445,435.78839111328125
the colonel brought you the chicken .,DO,BRING,-45.35707092285156,1918.908935546875
the boy found her the salad .,DO,FIND,-43.175987243652344,1334.081298828125
a child supplied us a meal .,DO,SUPPLY,-41.68000411987305,1039.67919921875
a guy supplied them a cigarette .,DO,SUPPLY,-43.251163482666016,1350.901611328125
the soldier designed you the glass .,DO,DESIGN,-46.38412094116211,2277.166259765625
a friend brought you a cheese .,DO,BRING,-42.01806640625,1099.9403076171875
an uncle purchased you a coffee .,DO,PURCHASE,-43.84463882446289,1491.3544921875
the author caught it the jacket .,DO,CATCH,-47.743980407714844,2856.43701171875
the soldier found you the tea .,DO,FIND,-44.468475341796875,1654.7625732421875
a colonel sent me a chocolate .,DO,SEND,-47.946678161621094,2954.58447265625
an aunt left me a pot .,DO,LEAVE,-42.732688903808594,1239.068359375
a kid promised you a telephone .,DO,PROMISE,-44.93183898925781,1787.619384765625
a lady sold him a card .,DO,SELL,-37.09005355834961,483.802001953125
a physician kept you a chocolate .,DO,KEEP,-50.56050109863281,4567.6328125
the brother sold him the salad .,DO,SELL,-42.061378479003906,1107.9093017578125
the guest delivered us the computer .,DO,DELIVER,-44.515316009521484,1667.7314453125
an opponent fed us a chicken .,DO,FEED,-42.92822265625,1280.1134033203125
a kid brought you a juice .,DO,BRING,-45.456626892089844,1951.0142822265625
an employee saved you a chocolate .,DO,SAVE,-46.68180847167969,2392.99658203125
an employee drew her a cup .,DO,DRAW,-41.812747955322266,1062.9373779296875
the parent got you the beer .,DO,GET,-46.23597717285156,2221.630126953125
a soldier caught you a bag .,DO,CATCH,-42.647010803222656,1221.5006103515625
a wife promised him a box .,DO,PROMISE,-37.266441345214844,498.23590087890625
the cousin promised him the guitar .,DO,PROMISE,-40.057647705078125,793.3582153320312
a writer promised him a pie .,DO,PROMISE,-39.69066619873047,746.2877807617188
a brother sent you a chicken .,DO,SEND,-41.09649658203125,943.3301391601562
a son took you a bell .,DO,TAKE,-40.95262145996094,920.9789428710938
the sheriff purchased you the book .,DO,PURCHASE,-45.71339416503906,2036.3193359375
the kid sent me the coat .,DO,SEND,-42.70379638671875,1233.1160888671875
the reader sent us the candy .,DO,SEND,-46.07978057861328,2164.541259765625
the cop drew him the engine .,DO,DRAW,-46.49886703491211,2321.134521484375
a partner brought me a glass .,DO,BRING,-40.67652893066406,879.5598754882812
the nurse gave them the tea .,DO,GIVE,-37.73281478881836,538.5081787109375
a girl designed you a wire .,DO,DESIGN,-47.6781005859375,2825.2451171875
the winner bought him the juice .,DO,BUY,-39.744503021240234,753.01416015625
a professor showed me a meal .,DO,SHOW,-36.97929763793945,474.9532775878906
the guest purchased me the pie .,DO,PURCHASE,-48.46062469482422,3218.822998046875
a guest made it a knife .,DO,MAKE,-39.426422119140625,714.1339721679688
an administration designed us a gun .,DO,DESIGN,-44.97890853881836,1801.6983642578125
a singer took you a knife .,DO,TAKE,-41.168514251708984,954.7211303710938
the student made him the bowl .,DO,MAKE,-42.64395523071289,1220.878662109375
a minister kept them a meal .,DO,KEEP,-39.47315216064453,719.7175903320312
an actress purchased us a pie .,DO,PURCHASE,-45.77045440673828,2055.77734375
the winner fed it the meal .,DO,FEED,-45.63560485839844,2010.0892333984375
the wife made me the button .,DO,MAKE,-46.1464729309082,2188.735107421875
the soldier got it the coffee .,DO,GET,-40.329566955566406,830.1403198242188
a chief left it a tea .,DO,LEAVE,-47.93972396850586,2951.161865234375
a guest bought me a meal .,DO,BUY,-41.85918426513672,1071.19580078125
a pilot caught you a plate .,DO,CATCH,-47.40995788574219,2701.76318359375
the teacher showed me the salad .,DO,SHOW,-41.760765075683594,1053.7681884765625
a priest made us a pot .,DO,MAKE,-41.990577697753906,1094.9127197265625
a daughter left it a chicken .,DO,LEAVE,-42.40947723388672,1174.08740234375
the bishop saved them the coffee .,DO,SAVE,-46.982566833496094,2516.006103515625
a lady brought it a guitar .,DO,BRING,-38.801414489746094,643.4874877929688
a father left you a juice .,DO,LEAVE,-48.96409606933594,3500.576416015625
a king purchased me a gun .,DO,PURCHASE,-41.253326416015625,968.312255859375
the candidate threw me the juice .,DO,THROW,-44.4508171081543,1649.899658203125
a captain bought you a bag .,DO,BUY,-42.29253387451172,1151.42529296875
a worker bought them a beer .,DO,BUY,-38.49765396118164,611.7207641601562
the man took them the crystal .,DO,TAKE,-38.782344818115234,641.445556640625
the pilot brought you the tea .,DO,BRING,-43.73313522338867,1463.895263671875
an employer fed him a cheese .,DO,FEED,-43.864261627197266,1496.239990234375
the partner supplied him the anchor .,DO,SUPPLY,-46.697269439697266,2399.1708984375
a husband supplied me a newspaper .,DO,SUPPLY,-45.5740966796875,1989.588134765625
a scientist left it a beer .,DO,LEAVE,-48.51814270019531,3249.827880859375
the employer fed us the candy .,DO,FEED,-49.00376510620117,3523.797119140625
the lawyer bought him the tea .,DO,BUY,-39.8983268737793,772.5690307617188
an actress promised you a beer .,DO,PROMISE,-45.29829406738281,1900.2027587890625
the singer promised you the meal .,DO,PROMISE,-44.91229248046875,1781.80517578125
the mayor promised her the salad .,DO,PROMISE,-44.85655975341797,1765.3309326171875
the mother supplied her the computer .,DO,SUPPLY,-41.71863555908203,1046.39501953125
the physician saved you the book .,DO,SAVE,-45.07586669921875,1831.0498046875
an actor took you an engine .,DO,TAKE,-41.120758056640625,947.1522827148438
a reader fed you a pie .,DO,FEED,-44.85420608520508,1764.6387939453125
the teacher kept her the coffee .,DO,KEEP,-43.40518569946289,1386.028564453125
the brother sold us the crystal .,DO,SELL,-45.482017517089844,1959.2880859375
a worker bought us a beer .,DO,BUY,-40.747535705566406,890.0308837890625
a soldier brought me a newspaper .,DO,BRING,-39.69325256347656,746.6095581054688
a lawyer left us a coffee .,DO,LEAVE,-47.678489685058594,2825.42822265625
a manager brought you a cup .,DO,BRING,-43.4868278503418,1405.0172119140625
the chief sent us the salad .,DO,SEND,-48.73131561279297,3367.3662109375
a woman kept us a chocolate .,DO,KEEP,-44.02623748779297,1537.1824951171875
a daughter kept you a cheese .,DO,KEEP,-46.09749984741211,2170.943115234375
a minister sent me a cigarette .,DO,SEND,-39.6015510559082,735.2854614257812
a student sold them a cheese .,DO,SELL,-41.06443786621094,938.30322265625
a guy made them an engine .,DO,MAKE,-38.01774978637695,564.6984252929688
a woman delivered it a cup .,DO,DELIVER,-37.39574432373047,509.0896911621094
the pilot supplied you the coffee .,DO,SUPPLY,-47.3173942565918,2660.40234375
the company designed her the coat .,DO,DESIGN,-45.08690643310547,1834.4217529296875
a guy found them a beer .,DO,FIND,-37.93208312988281,556.693115234375
the brother threw you the candy .,DO,THROW,-48.890235900878906,3457.74853515625
the adult threw her the beer .,DO,THROW,-45.57217788696289,1988.9520263671875
the leader showed me the juice .,DO,SHOW,-42.14585494995117,1123.6182861328125
the prince sold me the cheese .,DO,SELL,-41.88518524169922,1075.847900390625
the captain promised me the tea .,DO,PROMISE,-43.698265075683594,1455.4122314453125
a husband kept him a tea .,DO,KEEP,-40.15424728393555,806.234619140625
a daughter sent us a coffee .,DO,SEND,-42.85650634765625,1264.90380859375
the teacher purchased him the juice .,DO,PURCHASE,-42.875186920166016,1268.8480224609375
the nurse threw me the beer .,DO,THROW,-45.144264221191406,1852.042236328125
the hero took it the guitar .,DO,TAKE,-41.329097747802734,980.6181640625
a pilot bought it a telephone .,DO,BUY,-42.13555908203125,1121.6917724609375
the minister supplied them the candy .,DO,SUPPLY,-47.52759552001953,2755.257568359375
the adult delivered me the juice .,DO,DELIVER,-46.00749206542969,2138.619140625
the bishop brought you the cheese .,DO,BRING,-46.18183898925781,2201.67431640625
the aunt sent us the cheese .,DO,SEND,-44.55775451660156,1679.5692138671875
a singer made you a plate .,DO,MAKE,-45.01200866699219,1811.6650390625
a husband fed him a chicken .,DO,FEED,-38.84095001220703,647.7416381835938
the writer delivered them the beer .,DO,DELIVER,-42.941429138183594,1282.9342041015625
a colonel saved you a button .,DO,SAVE,-50.81529235839844,4765.77587890625
the secretary gave it the juice .,DO,GIVE,-41.473106384277344,1004.4390869140625
the hero left you the television .,DO,LEAVE,-46.399879455566406,2283.15478515625
the employer kept him the cheese .,DO,KEEP,-48.31584930419922,3142.0849609375
a scientist left you a beer .,DO,LEAVE,-49.94733428955078,4123.90625
a hero delivered them a camera .,DO,DELIVER,-43.09527587890625,1316.2554931640625
a worker took you a guitar .,DO,TAKE,-40.41065979003906,841.4362182617188
a woman sold us a tea .,DO,SELL,-39.79500961303711,759.379638671875
the minister promised me the flower .,DO,PROMISE,-43.930152893066406,1512.7620849609375
the bishop fed us the meal .,DO,FEED,-44.80139923095703,1749.1759033203125
the kid found me the chocolate .,DO,FIND,-45.05915832519531,1825.957763671875
the lawyer saved it the chocolate .,DO,SAVE,-49.83668899536133,4048.553955078125
a president supplied her a juice .,DO,SUPPLY,-47.83393859863281,2899.586181640625
a girl designed us a camera .,DO,DESIGN,-44.21237564086914,1585.617919921875
a friend caught me a bottle .,DO,CATCH,-39.93128967285156,776.8250732421875
the cousin promised me the key .,DO,PROMISE,-44.02878952026367,1537.8365478515625
the priest delivered it the chocolate .,DO,DELIVER,-44.20370101928711,1583.3271484375
a princess made you a jacket .,DO,MAKE,-49.685184478759766,3947.605224609375
the son made it the coat .,DO,MAKE,-41.01271057128906,930.2486572265625
the friend purchased you the gun .,DO,PURCHASE,-45.450843811035156,1949.1346435546875
the actor got me the bag .,DO,GET,-39.31584167480469,701.093017578125
the father showed them the chocolate .,DO,SHOW,-39.09505081176758,675.7626953125
the partner drew her the pot .,DO,DRAW,-46.768184661865234,2427.6953125
a pilot threw us a cheese .,DO,THROW,-45.660213470458984,2018.3502197265625
a mayor saved it a juice .,DO,SAVE,-52.006927490234375,5812.82275390625
the lady found him the chicken .,DO,FIND,-40.89528274536133,912.219482421875
the daughter fed me the meal .,DO,FEED,-47.07856750488281,2556.58642578125
the bishop saved her the cheese .,DO,SAVE,-48.73599624633789,3369.994140625
the mayor drew it the key .,DO,DRAW,-47.27671813964844,2642.427490234375
an army designed it a glass .,DO,DESIGN,-41.99338150024414,1095.42431640625
the employer found us the beer .,DO,FIND,-46.465763092041016,2308.363525390625
a minister promised you a tea .,DO,PROMISE,-45.15517807006836,1855.4140625
a colonel sold you a bottle .,DO,SELL,-44.652408599853516,1706.2757568359375
the princess kept us the beer .,DO,KEEP,-48.28554153442383,3126.253173828125
the administration designed you the card .,DO,DESIGN,-50.70396423339844,4678.16357421875
the winner fed you the meal .,DO,FEED,-47.36370086669922,2681.01416015625
a parent gave him a tea .,DO,GIVE,-36.02992248535156,405.44580078125
the champion caught you the ball .,DO,CATCH,-41.649169921875,1034.35009765625
a colonel brought you a candy .,DO,BRING,-47.99077606201172,2976.379638671875
a prince supplied him a tea .,DO,SUPPLY,-45.54819107055664,1981.0164794921875
an author brought me a glass .,DO,BRING,-38.70780944824219,633.5264892578125
a writer got you a chocolate .,DO,GET,-45.89338684082031,2098.33203125
the minister drew us the cigarette .,DO,DRAW,-47.67060089111328,2821.7158203125
the son found them the candy .,DO,FIND,-43.25995635986328,1352.8828125
an author showed me a chocolate .,DO,SHOW,-39.57748794555664,732.3424072265625
an aunt drew us a guitar .,DO,DRAW,-45.99513244628906,2134.21826171875
a singer threw me a candy .,DO,THROW,-46.4656982421875,2308.338623046875
the parent made her the book .,DO,MAKE,-39.232913970947266,691.4696044921875
the champion designed them the book .,DO,DESIGN,-43.68273162841797,1451.6490478515625
a hero supplied him a juice .,DO,SUPPLY,-46.892005920410156,2478.315673828125
a doctor threw it a wire .,DO,THROW,-41.00320053100586,928.7753295898438
a hero brought him a juice .,DO,BRING,-39.12173843383789,678.775146484375
a father kept it a salad .,DO,KEEP,-39.648651123046875,741.0801391601562
the prince showed me the chocolate .,DO,SHOW,-41.77981948852539,1057.1199951171875
the daughter gave them the box .,DO,GIVE,-36.57040786743164,443.6642761230469
a writer got me a chocolate .,DO,GET,-43.62983322143555,1438.906982421875
an opponent took him a ball .,DO,TAKE,-34.6193962097168,320.50555419921875
a hero took me a motor .,DO,TAKE,-44.70067596435547,1720.0572509765625
a prince saved us a plate .,DO,SAVE,-49.835716247558594,4047.8974609375
the wife threw me the chocolate .,DO,THROW,-44.03907012939453,1540.4737548828125
a son took them a newspaper .,DO,TAKE,-37.370140075683594,506.92181396484375
a wife promised them a box .,DO,PROMISE,-38.90660858154297,654.8688354492188
a scientist kept me a tea .,DO,KEEP,-48.18230438232422,3072.92236328125
an uncle gave her a beer .,DO,GIVE,-33.39323425292969,261.26605224609375
a worker brought me a beer .,DO,BRING,-40.85411834716797,905.9823608398438
the champion supplied you the chocolate .,DO,SUPPLY,-48.64500045776367,3319.2705078125
the doctor brought him the chicken .,DO,BRING,-36.12547302246094,411.9542541503906
