prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
a band designed them a cup .,DESIGN,A,for,the husband promised you the plate .,PROMISE,THE,to,-44.30155944824219,-42.27996826171875,-44.97121810913086,-41.81807327270508
a band designed them a knife .,DESIGN,A,for,the reader left him the log .,LEAVE,THE,for,-39.22594451904297,-40.42995834350586,-40.82810592651367,-40.14447784423828
a band designed us a key .,DESIGN,A,for,the leader drew you the telephone .,DRAW,THE,for,-49.31727981567383,-54.33013916015625,-50.05384063720703,-52.86089324951172
a band designed us a motor .,DESIGN,A,for,the friend purchased me the box .,PURCHASE,THE,for,-33.90338897705078,-36.74274444580078,-35.74009704589844,-36.04033279418945
a band designed you a computer .,DESIGN,A,for,the hero delivered us the salad .,DELIVER,THE,for,-44.00259780883789,-44.13362884521485,-45.451271057128906,-43.0955810546875
a band designed you a flower .,DESIGN,A,for,the president fed him the candy .,FEED,THE,to,-40.15906524658203,-39.366920471191406,-40.04261016845703,-37.29225158691406
a band designed you a gun .,DESIGN,A,for,the attorney fed us the chocolate .,FEED,THE,to,-46.14428329467773,-44.70450592041016,-46.63485336303711,-43.79473114013672
a band designed you a newspaper .,DESIGN,A,for,the singer gave me the juice .,GIVE,THE,to,-38.409141540527344,-35.52103042602539,-38.60480499267578,-34.72174835205078
a band designed you a plate .,DESIGN,A,for,the actor sold me the knife .,SELL,THE,to,-38.95307159423828,-39.11241912841797,-40.4000129699707,-37.82006072998047
a bishop bought her a coffee .,BUY,A,for,the scientist kept them the anchor .,KEEP,THE,for,-46.52662658691406,-49.49722671508789,-47.48299026489258,-48.972267150878906
a bishop bought me a coffee .,BUY,A,for,the kid caught you the pot .,CATCH,THE,for,-37.47101211547852,-39.21736907958984,-39.28247833251953,-39.89669036865234
a bishop bought me a meal .,BUY,A,for,the girl threw us the computer .,THROW,THE,to,-41.05651092529297,-37.95143127441406,-41.80245208740234,-38.45183181762695
a bishop bought me a meal .,BUY,A,for,the cop threw it the pie .,THROW,THE,to,-43.91424560546875,-45.934906005859375,-44.656044006347656,-45.82403564453125
a bishop bought me a salad .,BUY,A,for,the band designed you the cup .,DESIGN,THE,for,-36.93902206420898,-42.38146209716797,-38.81634521484375,-43.59413909912109
a bishop bought us a beer .,BUY,A,for,the son left her the juice .,LEAVE,THE,for,-42.1509017944336,-39.503684997558594,-43.63428115844727,-39.29561614990234
a bishop bought us a coffee .,BUY,A,for,the minister threw you the bell .,THROW,THE,to,-42.64093780517578,-42.77120971679688,-42.5398063659668,-40.887451171875
a bishop bought you a chocolate .,BUY,A,for,the cop found me the pie .,FIND,THE,for,-38.82589721679688,-41.199462890625,-39.00338745117188,-39.14292907714844
a bishop bought you a salad .,BUY,A,for,the actress found me the instrument .,FIND,THE,for,-40.67395782470703,-44.43534469604492,-42.66266632080078,-44.895164489746094
a bishop brought him a bell .,BRING,A,to,the kid caught you the pot .,CATCH,THE,for,-40.60996627807617,-40.97904968261719,-40.45027923583984,-38.85835647583008
a bishop brought him a plate .,BRING,A,to,the buddy showed it the cigarette .,SHOW,THE,to,-45.852874755859375,-45.95085906982422,-48.701942443847656,-46.36087417602539
a bishop brought it a key .,BRING,A,to,the opponent took you the engine .,TAKE,THE,to,-42.294044494628906,-45.49895858764648,-42.272193908691406,-43.96486282348633
a bishop brought me a key .,BRING,A,to,the princess drew you the telephone .,DRAW,THE,for,-44.97979736328125,-45.42598724365234,-45.38990783691406,-42.72016143798828
a bishop brought me a key .,BRING,A,to,the wife got him the chicken .,GET,THE,for,-39.28955459594727,-35.922149658203125,-38.90715026855469,-34.505008697509766
a bishop brought them a plate .,BRING,A,to,the company designed it the ball .,DESIGN,THE,for,-37.73308563232422,-42.20124053955078,-37.97193145751953,-40.59274673461914
a bishop brought us a coffee .,BRING,A,to,the woman made it the hat .,MAKE,THE,for,-43.6444206237793,-39.518211364746094,-42.26124572753906,-37.00224304199219
a bishop brought us a tea .,BRING,A,to,the opponent supplied it the candy .,SUPPLY,THE,to,-43.709075927734375,-43.53122329711914,-44.720977783203125,-42.71353149414063
a bishop brought you a coffee .,BRING,A,to,the mother sold us the computer .,SELL,THE,to,-36.98985290527344,-39.26074600219727,-38.81202697753906,-37.52163314819336
a bishop brought you a tea .,BRING,A,to,the man bought them the meal .,BUY,THE,for,-33.88762283325195,-34.706207275390625,-35.906829833984375,-34.49174499511719
a bishop caught her an iron .,CATCH,A,for,the doctor left us the candy .,LEAVE,THE,for,-38.17325210571289,-36.309078216552734,-39.6611328125,-35.52482604980469
a bishop caught him an instrument .,CATCH,A,for,the boy gave them the beer .,GIVE,THE,to,-37.3712272644043,-34.07081985473633,-38.691925048828125,-33.8430290222168
a bishop caught him an iron .,CATCH,A,for,the secretary purchased you the juice .,PURCHASE,THE,for,-50.2764778137207,-51.09452819824219,-52.28535461425781,-50.50837707519531
a bishop caught me a book .,CATCH,A,for,the employer purchased us the salad .,PURCHASE,THE,for,-41.75634765625,-47.208980560302734,-43.94849395751953,-45.50607299804688
a bishop caught me a flower .,CATCH,A,for,the king got us the candy .,GET,THE,for,-33.937347412109375,-37.04452133178711,-37.63433837890625,-34.766746520996094
a bishop caught me a flower .,CATCH,A,for,the mayor threw you the juice .,THROW,THE,to,-44.312294006347656,-42.82072830200195,-44.31417465209961,-41.433685302734375
a bishop caught me a wire .,CATCH,A,for,the cousin drew her the log .,DRAW,THE,for,-44.800071716308594,-47.1041374206543,-45.93302536010742,-43.668060302734375
a bishop caught us a log .,CATCH,A,for,the worker gave him the juice .,GIVE,THE,to,-38.31429290771485,-34.98198318481445,-39.46675109863281,-35.43225860595703
a bishop caught us an instrument .,CATCH,A,for,the worker purchased you the tea .,PURCHASE,THE,for,-41.36647033691406,-45.21231842041016,-44.45749282836914,-45.27643585205078
a bishop caught you a book .,CATCH,A,for,the employer left me the ball .,LEAVE,THE,for,-39.63625717163086,-37.37945175170898,-41.454227447509766,-37.45610809326172
a bishop caught you an instrument .,CATCH,A,for,the daughter bought them the tea .,BUY,THE,for,-43.52280807495117,-45.543434143066406,-45.472633361816406,-43.14150238037109
a bishop caught you an iron .,CATCH,A,for,the scientist drew him the telephone .,DRAW,THE,for,-41.14349365234375,-41.24152374267578,-41.85316467285156,-39.64691162109375
a bishop delivered her a beer .,DELIVER,A,for,the worker promised them the candy .,PROMISE,THE,to,-42.32259368896485,-38.48307800292969,-42.77706527709961,-37.65260696411133
a bishop delivered him a bag .,DELIVER,A,for,the kid promised us the tea .,PROMISE,THE,to,-44.80685043334961,-40.18849563598633,-45.51399230957031,-39.98057556152344
a bishop delivered him a cigarette .,DELIVER,A,for,the chief got us the juice .,GET,THE,for,-43.78763198852539,-40.8750228881836,-47.58575439453125,-40.374290466308594
a bishop delivered him a flower .,DELIVER,A,for,the nurse caught me the log .,CATCH,THE,for,-41.984954833984375,-44.92115783691406,-43.0468978881836,-43.94100189208984
a bishop delivered me a bag .,DELIVER,A,for,the reader purchased you the beer .,PURCHASE,THE,for,-39.27220916748047,-43.04035186767578,-41.38603973388672,-43.252777099609375
a bishop delivered me a cigarette .,DELIVER,A,for,the parent fed him the chocolate .,FEED,THE,to,-41.10918426513672,-37.83237075805664,-42.26514053344727,-37.12103271484375
a bishop delivered them a flower .,DELIVER,A,for,the actor sold you the beer .,SELL,THE,to,-42.20185852050781,-40.45333862304688,-43.16590881347656,-40.286277770996094
a bishop delivered them a juice .,DELIVER,A,for,the worker brought us the pie .,BRING,THE,to,-34.30422592163086,-34.97705841064453,-33.655067443847656,-33.22626495361328
a bishop delivered us a bag .,DELIVER,A,for,the employer sent you the flower .,SEND,THE,to,-39.91321563720703,-39.23804473876953,-40.98445892333984,-37.861915588378906
a bishop delivered us a juice .,DELIVER,A,for,the opponent supplied it the candy .,SUPPLY,THE,to,-44.93693542480469,-43.89051818847656,-44.766334533691406,-43.017459869384766
a bishop delivered us a salad .,DELIVER,A,for,the writer made you the cigarette .,MAKE,THE,for,-40.06304550170898,-40.48415756225586,-42.23893737792969,-39.5460205078125
a bishop delivered us a salad .,DELIVER,A,for,the teacher supplied me the cup .,SUPPLY,THE,to,-36.26189422607422,-36.431270599365234,-38.09341430664063,-34.25075149536133
a bishop delivered us a salad .,DELIVER,A,for,the daughter took them the engine .,TAKE,THE,to,-44.3094367980957,-43.42124557495117,-44.35678482055664,-43.54922103881836
a bishop delivered you a beer .,DELIVER,A,for,the friend saved us the salad .,SAVE,THE,for,-43.19734191894531,-45.9338493347168,-43.97548294067383,-44.122859954833984
a bishop delivered you a cigarette .,DELIVER,A,for,the candidate fed him the cheese .,FEED,THE,to,-43.320892333984375,-38.93621063232422,-42.1993408203125,-38.06343460083008
a bishop delivered you a flower .,DELIVER,A,for,the lawyer supplied it the tea .,SUPPLY,THE,to,-45.41330337524414,-46.118629455566406,-45.16706848144531,-44.95405197143555
a bishop delivered you a juice .,DELIVER,A,for,the teacher sent us the salad .,SEND,THE,to,-36.685997009277344,-35.26261138916016,-37.087181091308594,-33.03690719604492
a bishop delivered you a salad .,DELIVER,A,for,the champion drew us the knife .,DRAW,THE,for,-42.77143478393555,-43.637351989746094,-43.64620208740234,-41.49974060058594
a bishop designed me an anchor .,DESIGN,A,for,the hero supplied her the bell .,SUPPLY,THE,to,-45.98577880859375,-42.76313018798828,-46.78579330444336,-42.14415740966797
a bishop designed them a telephone .,DESIGN,A,for,the mayor threw you the juice .,THROW,THE,to,-45.99226760864258,-44.2469482421875,-46.66756439208984,-43.28071594238281
a bishop designed us an iron .,DESIGN,A,for,the man took me the motor .,TAKE,THE,to,-38.68083190917969,-38.72321319580078,-39.90461730957031,-36.07665252685547
a bishop designed you a motor .,DESIGN,A,for,the girl threw us the computer .,THROW,THE,to,-42.53844451904297,-38.02342224121094,-42.78376770019531,-36.964622497558594
a bishop designed you an anchor .,DESIGN,A,for,the attorney gave me the machine .,GIVE,THE,to,-40.26202774047852,-37.71000671386719,-43.59442901611328,-39.009368896484375
a bishop drew them a button .,DRAW,A,for,the writer kept you the chocolate .,KEEP,THE,for,-44.30680847167969,-48.08089447021485,-45.3369026184082,-46.68994903564453
a bishop drew us a button .,DRAW,A,for,the president fed him the candy .,FEED,THE,to,-38.36457443237305,-36.61888122558594,-39.16002655029297,-35.99752426147461
a bishop drew us a machine .,DRAW,A,for,the daughter took them the engine .,TAKE,THE,to,-42.55703353881836,-43.54766845703125,-43.67056274414063,-42.260345458984375
a bishop drew you a pot .,DRAW,A,for,the hero saved us the coffee .,SAVE,THE,for,-39.35000991821289,-40.13784790039063,-41.59163284301758,-38.238502502441406
a bishop drew you a pot .,DRAW,A,for,the soldier bought me the candy .,BUY,THE,for,-36.402530670166016,-38.6040267944336,-38.4799919128418,-36.87346649169922
a bishop fed her a chocolate .,FEED,A,to,the woman kept us the beer .,KEEP,THE,for,-38.70729064941406,-40.23993682861328,-38.89458465576172,-39.939361572265625
a bishop fed her a salad .,FEED,A,to,the friend drew him the log .,DRAW,THE,for,-42.99664688110352,-42.69612503051758,-44.71376037597656,-43.43569946289063
a bishop fed him a chocolate .,FEED,A,to,the hero saved us the coffee .,SAVE,THE,for,-40.572296142578125,-39.26693344116211,-42.34123229980469,-38.52256774902344
a bishop fed it a salad .,FEED,A,to,the daughter bought them the tea .,BUY,THE,for,-42.81935119628906,-41.764190673828125,-43.37228393554688,-39.84239959716797
a bishop fed me a cheese .,FEED,A,to,the father bought him the juice .,BUY,THE,for,-40.53736114501953,-37.79156875610352,-41.738525390625,-37.35984802246094
a bishop fed me a chicken .,FEED,A,to,the nurse caught him the telephone .,CATCH,THE,for,-40.47985076904297,-41.443241119384766,-41.25346374511719,-41.53644180297852
a bishop fed me a salad .,FEED,A,to,the doctor got you the juice .,GET,THE,for,-37.36498260498047,-36.55738830566406,-38.307159423828125,-35.80646896362305
a bishop fed them a cheese .,FEED,A,to,the guy brought you the beer .,BRING,THE,to,-31.21969223022461,-31.643497467041016,-32.47565460205078,-30.103599548339844
a bishop fed them a meal .,FEED,A,to,the minister threw you the bell .,THROW,THE,to,-43.48493957519531,-43.844085693359375,-43.922760009765625,-42.89376831054688
a bishop fed them a salad .,FEED,A,to,the worker got us the cheese .,GET,THE,for,-41.67843627929688,-39.95793914794922,-42.66543960571289,-38.766578674316406
a bishop fed us a cheese .,FEED,A,to,the pilot found them the box .,FIND,THE,for,-40.89177703857422,-39.75568008422852,-42.128562927246094,-39.38447570800781
a bishop fed us a chocolate .,FEED,A,to,the mayor caught you the button .,CATCH,THE,for,-41.29743957519531,-41.52952575683594,-42.77931213378906,-40.83628463745117
a bishop fed you a cheese .,FEED,A,to,the cop took them the cup .,TAKE,THE,to,-40.29490280151367,-41.43709182739258,-43.05865478515625,-42.03602981567383
a bishop fed you a meal .,FEED,A,to,the actress threw me the cheese .,THROW,THE,to,-41.80314636230469,-42.56325912475586,-43.089012145996094,-41.411407470703125
a bishop found him a cheese .,FIND,A,for,the reader caught you the guitar .,CATCH,THE,for,-43.21380615234375,-47.86920166015625,-46.15460205078125,-46.3336296081543
a bishop found him a salad .,FIND,A,for,the lawyer sold you the bottle .,SELL,THE,to,-41.81748580932617,-40.10066604614258,-42.81158828735352,-39.62914657592773
a bishop found me a cheese .,FIND,A,for,the club designed it the flower .,DESIGN,THE,for,-44.243408203125,-47.595191955566406,-45.38950347900391,-45.859962463378906
a bishop found them a cheese .,FIND,A,for,the aunt supplied it the chocolate .,SUPPLY,THE,to,-43.88725662231445,-45.94244384765625,-44.78654098510742,-44.34180450439453
a bishop found us a cheese .,FIND,A,for,the adult purchased it the cigarette .,PURCHASE,THE,for,-45.57820892333984,-48.14209747314453,-46.75382232666016,-46.742408752441406
a bishop found you a cheese .,FIND,A,for,the boy gave them the beer .,GIVE,THE,to,-36.52149200439453,-32.76914978027344,-37.622535705566406,-32.36415481567383
a bishop found you a cheese .,FIND,A,for,the candidate delivered me the television .,DELIVER,THE,for,-44.9145736694336,-43.37852478027344,-46.07008361816406,-42.472564697265625
a bishop gave him a juice .,GIVE,A,to,the priest purchased them the meal .,PURCHASE,THE,for,-35.29133605957031,-39.38542938232422,-34.616111755371094,-39.41106033325195
a bishop gave me a beer .,GIVE,A,to,the king found them the juice .,FIND,THE,for,-41.64577102661133,-41.95774841308594,-42.68472290039063,-42.42595672607422
a bishop gave me a beer .,GIVE,A,to,the secretary delivered them the book .,DELIVER,THE,for,-40.8548469543457,-39.180477142333984,-41.88505554199219,-39.44184112548828
a bishop gave me a juice .,GIVE,A,to,the king sent you the tea .,SEND,THE,to,-35.66992950439453,-33.706085205078125,-38.45246887207031,-31.829139709472656
a bishop gave me a juice .,GIVE,A,to,the hero showed him the pie .,SHOW,THE,to,-37.8147087097168,-35.59128189086914,-41.12343597412109,-35.37003326416016
a bishop gave me a television .,GIVE,A,to,the woman kept us the beer .,KEEP,THE,for,-38.28692626953125,-40.5561752319336,-38.83570098876953,-40.21637725830078
a bishop gave them a glass .,GIVE,A,to,the winner supplied him the beer .,SUPPLY,THE,to,-38.59201431274414,-39.5376205444336,-40.80099487304688,-38.1524772644043
a bishop gave them a juice .,GIVE,A,to,the minister threw you the bell .,THROW,THE,to,-42.388275146484375,-43.836204528808594,-44.00555038452149,-42.73985290527344
a bishop gave us a beer .,GIVE,A,to,the mother sold me the pot .,SELL,THE,to,-31.703388214111328,-34.64115905761719,-34.23918151855469,-34.21022033691406
a bishop gave you a beer .,GIVE,A,to,the captain drew us the guitar .,DRAW,THE,for,-41.37639617919922,-41.23533248901367,-41.89899444580078,-40.35880279541016
a bishop gave you a coffee .,GIVE,A,to,the actor left me the beer .,LEAVE,THE,for,-38.32387161254883,-37.45875549316406,-39.95436096191406,-35.98634338378906
a bishop gave you a juice .,GIVE,A,to,the partner sent us the wire .,SEND,THE,to,-37.013668060302734,-36.0522575378418,-39.60659790039063,-37.19334411621094
a bishop got it a salad .,GET,A,for,the king kept me the cheese .,KEEP,THE,for,-37.45893859863281,-42.83040618896485,-37.32784271240234,-40.169803619384766
a bishop got me a cheese .,GET,A,for,the daughter took them the engine .,TAKE,THE,to,-43.81840896606445,-43.996238708496094,-43.33724212646485,-43.72188949584961
a bishop got me a salad .,GET,A,for,the reader sent him the chicken .,SEND,THE,to,-41.04911422729492,-39.41339111328125,-40.93610382080078,-36.61109924316406
a bishop got us a tea .,GET,A,for,the scientist threw you the flower .,THROW,THE,to,-42.91375732421875,-41.720489501953125,-42.63010025024414,-40.223365783691406
a bishop got you a tea .,GET,A,for,the priest saved us the meal .,SAVE,THE,for,-36.59467315673828,-41.67887115478516,-38.401615142822266,-37.91693878173828
a bishop got you a tea .,GET,A,for,the parent fed us the chocolate .,FEED,THE,to,-41.23387908935547,-40.23041534423828,-43.366302490234375,-39.01944732666016
a bishop kept her a bottle .,KEEP,A,for,the guy showed us the juice .,SHOW,THE,to,-37.32080459594727,-34.33039474487305,-38.15288543701172,-33.75159454345703
a bishop kept it a bottle .,KEEP,A,for,the lady made him the engine .,MAKE,THE,for,-42.77645111083984,-41.0575065612793,-42.58858871459961,-39.60763931274414
a bishop kept it a bowl .,KEEP,A,for,the friend sent them the pie .,SEND,THE,to,-39.35327911376953,-37.53586959838867,-40.55796051025391,-38.44805908203125
a bishop kept me a bowl .,KEEP,A,for,the friend promised you the chocolate .,PROMISE,THE,to,-43.53366088867188,-39.1119499206543,-43.87064743041992,-38.07382583618164
a bishop kept me a cheese .,KEEP,A,for,the doctor supplied us the button .,SUPPLY,THE,to,-41.073577880859375,-39.91616821289063,-42.62572479248047,-38.42927551269531
a bishop kept us a bottle .,KEEP,A,for,the parent brought it the beer .,BRING,THE,to,-39.386627197265625,-39.67430114746094,-39.56367492675781,-38.02310562133789
a bishop kept us a bottle .,KEEP,A,for,the partner purchased him the salad .,PURCHASE,THE,for,-42.96964645385742,-43.424842834472656,-42.67096710205078,-41.18698120117188
a bishop kept us a cheese .,KEEP,A,for,the opponent left it the beer .,LEAVE,THE,for,-40.59602355957031,-42.094181060791016,-40.55753326416016,-39.759063720703125
a bishop kept you a bottle .,KEEP,A,for,the worker bought them the beer .,BUY,THE,for,-35.781883239746094,-40.80683898925781,-37.6994743347168,-36.74269104003906
a bishop left it a pie .,LEAVE,A,for,the guy drew us the iron .,DRAW,THE,for,-42.51631164550781,-41.27127456665039,-41.44379425048828,-40.88127899169922
a bishop left me a cheese .,LEAVE,A,for,the professor sent them the chocolate .,SEND,THE,to,-39.24227142333984,-35.09945297241211,-40.82927703857422,-33.307525634765625
a bishop left me a pie .,LEAVE,A,for,the kid gave him the candy .,GIVE,THE,to,-35.14906311035156,-31.725133895874023,-35.968101501464844,-31.70591163635254
a bishop left me an anchor .,LEAVE,A,for,the colonel saved you the candy .,SAVE,THE,for,-45.25625228881836,-47.90781784057617,-46.250431060791016,-46.48973846435547
a bishop left them a television .,LEAVE,A,for,the buddy delivered you the bowl .,DELIVER,THE,for,-45.92559814453125,-45.21851348876953,-47.1644401550293,-44.26252746582031
a bishop left us a cheese .,LEAVE,A,for,the singer delivered me the beer .,DELIVER,THE,for,-39.06898498535156,-39.7905502319336,-40.029876708984375,-37.567359924316406
a bishop made him a knife .,MAKE,A,for,the actor got them the bag .,GET,THE,for,-37.78487396240234,-38.29603958129883,-39.54285430908203,-37.328857421875
a bishop made them a bottle .,MAKE,A,for,the candidate gave you the bag .,GIVE,THE,to,-38.27565002441406,-36.53286743164063,-39.627662658691406,-35.62287139892578
a bishop made them a bottle .,MAKE,A,for,the doctor showed him the juice .,SHOW,THE,to,-33.4786376953125,-31.0316104888916,-34.346038818359375,-30.80685234069824
a bishop made them a knife .,MAKE,A,for,the uncle took you the plate .,TAKE,THE,to,-39.28142547607422,-43.13587188720703,-39.55302047729492,-40.981544494628906
a bishop made you a gun .,MAKE,A,for,the parent fed him the cheese .,FEED,THE,to,-42.66698455810547,-38.94005584716797,-43.89680480957031,-39.01178741455078
a bishop promised her a meal .,PROMISE,A,to,the singer sent us the machine .,SEND,THE,to,-42.16954040527344,-41.02032852172852,-42.56199264526367,-40.27242660522461
a bishop promised him an iron .,PROMISE,A,to,the nurse caught me the log .,CATCH,THE,for,-42.23362731933594,-43.73944854736328,-42.33319091796875,-43.35484313964844
a bishop promised them an anchor .,PROMISE,A,to,the doctor showed him the juice .,SHOW,THE,to,-34.805320739746094,-32.730499267578125,-35.53326416015625,-31.269088745117188
a bishop promised them an iron .,PROMISE,A,to,the buddy bought me the coffee .,BUY,THE,for,-41.2371826171875,-39.734901428222656,-41.62517929077149,-39.34463119506836
a bishop promised us an anchor .,PROMISE,A,to,the scientist bought me the salad .,BUY,THE,for,-40.62725830078125,-40.75547790527344,-42.31830596923828,-41.04511260986328
a bishop promised you a computer .,PROMISE,A,to,the doctor supplied us the button .,SUPPLY,THE,to,-40.058048248291016,-40.110939025878906,-42.15953826904297,-38.85899353027344
a bishop promised you a salad .,PROMISE,A,to,the physician got me the tea .,GET,THE,for,-39.73181915283203,-36.71406173706055,-40.209999084472656,-35.582942962646484
a bishop promised you a salad .,PROMISE,A,to,the wife sold him the anchor .,SELL,THE,to,-40.70633316040039,-41.31391525268555,-42.04400634765625,-40.284706115722656
a bishop purchased it a cheese .,PURCHASE,A,for,the partner caught you the ball .,CATCH,THE,for,-38.71278381347656,-39.5112419128418,-39.36009979248047,-38.15216064453125
a bishop purchased me a cheese .,PURCHASE,A,for,the wife showed you the telephone .,SHOW,THE,to,-41.308837890625,-39.983428955078125,-41.48863220214844,-38.362579345703125
a bishop purchased us a cheese .,PURCHASE,A,for,the husband left you the telephone .,LEAVE,THE,for,-36.11271667480469,-37.90356063842773,-37.989532470703125,-37.43112182617188
a bishop saved him a cigarette .,SAVE,A,for,the colonel bought me the candy .,BUY,THE,for,-37.715911865234375,-38.16933059692383,-39.3538703918457,-37.13775253295898
a bishop saved him a coffee .,SAVE,A,for,the princess sent you the pie .,SEND,THE,to,-39.13536834716797,-36.92285537719727,-39.70337677001953,-36.130165100097656
a bishop saved it a cigarette .,SAVE,A,for,the nurse caught him the telephone .,CATCH,THE,for,-38.42469787597656,-41.64684295654297,-40.696102142333984,-39.99345397949219
a bishop saved it a coffee .,SAVE,A,for,the worker got us the cheese .,GET,THE,for,-41.879539489746094,-39.14683532714844,-41.314186096191406,-38.81969833374024
a bishop saved them a cigarette .,SAVE,A,for,the opponent supplied me the juice .,SUPPLY,THE,to,-39.91840744018555,-38.47296142578125,-39.90924835205078,-37.17973327636719
a bishop saved you a cigarette .,SAVE,A,for,the priest sold me the wire .,SELL,THE,to,-42.017234802246094,-41.450225830078125,-41.47866821289063,-38.73223114013672
a bishop sent him a beer .,SEND,A,to,the physician showed me the coat .,SHOW,THE,to,-38.14434814453125,-34.836029052734375,-39.60874176025391,-33.95974349975586
a bishop sent you a beer .,SEND,A,to,the partner showed them the television .,SHOW,THE,to,-40.82028198242188,-37.52484893798828,-42.35357666015625,-36.86075592041016
a bishop sent you a camera .,SEND,A,to,the author gave them the chocolate .,GIVE,THE,to,-39.27512741088867,-35.889095306396484,-41.5167350769043,-36.13434982299805
a bishop showed her a coffee .,SHOW,A,to,the employer bought you the pie .,BUY,THE,for,-42.04911804199219,-41.919708251953125,-42.22776794433594,-40.705657958984375
a bishop showed her a tea .,SHOW,A,to,the kid caught you the pot .,CATCH,THE,for,-39.83496856689453,-39.980804443359375,-40.24801635742188,-38.21482849121094
a bishop showed him a juice .,SHOW,A,to,the author sold us the cheese .,SELL,THE,to,-39.82793045043945,-39.82933044433594,-42.3166618347168,-38.09310531616211
a bishop showed it a pie .,SHOW,A,to,the lawyer sold you the ball .,SELL,THE,to,-40.32865524291992,-39.90337371826172,-41.98723983764648,-39.38086318969727
a bishop showed them a book .,SHOW,A,to,the aunt made it the television .,MAKE,THE,for,-41.70497894287109,-45.51499938964844,-41.71848678588867,-45.21114730834961
a bishop showed us a tea .,SHOW,A,to,the scientist kept it the chicken .,KEEP,THE,for,-44.33090591430664,-44.680965423583984,-45.1543197631836,-43.14243316650391
a bishop sold her a pie .,SELL,A,to,the pilot gave me the beer .,GIVE,THE,to,-34.998878479003906,-33.144710540771484,-36.50463104248047,-32.08686828613281
a bishop sold her a pie .,SELL,A,to,the lawyer saved them the newspaper .,SAVE,THE,for,-42.20911407470703,-45.85458755493164,-42.84090423583984,-45.816162109375
a bishop sold him a pie .,SELL,A,to,the author saved us the juice .,SAVE,THE,for,-40.846527099609375,-42.074005126953125,-42.42136001586914,-42.34081268310547
a bishop sold me a newspaper .,SELL,A,to,the opponent showed us the coffee .,SHOW,THE,to,-41.69248962402344,-38.68979263305664,-43.8305549621582,-37.91252517700195
a bishop sold them a newspaper .,SELL,A,to,the reader found her the candy .,FIND,THE,for,-44.51779556274414,-44.47664642333984,-44.43234252929688,-42.91512680053711
a bishop sold us a juice .,SELL,A,to,the employer bought you the pie .,BUY,THE,for,-37.912017822265625,-38.026885986328125,-38.52172088623047,-35.69819641113281
a bishop sold us a pie .,SELL,A,to,the princess promised them the tea .,PROMISE,THE,to,-39.25968933105469,-36.91593933105469,-43.42023468017578,-37.56140899658203
