prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a band designed us a motor .,the friend purchased me the box .,DO,DO,DESIGN,PURCHASE,A,THE,for,for,-36.04033279418945,"[-2.9904099, -10.0461, -9.182665, -2.5952094, -3.3807635, -6.451815, -1.3933692]"
a band designed you a computer .,the hero delivered the salad for us .,DO,PD,DESIGN,DELIVER,A,THE,for,for,-45.451271057128906,"[-2.9906096, -9.632601, -11.299419, -1.6372671, -12.386614, -3.5660186, -3.133936, -0.80480385]"
a band designed you a computer .,the hero delivered us the salad .,DO,DO,DESIGN,DELIVER,A,THE,for,for,-43.0955810546875,"[-2.9906096, -9.632601, -11.299419, -5.057766, -1.8977698, -10.971758, -1.2456546]"
a band designed you a flower .,the president fed the candy to him .,DO,PD,DESIGN,FEED,A,THE,for,to,-40.04261016845703,"[-3.0271206, -7.534465, -10.850353, -2.0659206, -9.221373, -2.0987325, -4.3287277, -0.91592056]"
a band designed you a flower .,the president fed him the candy .,DO,DO,DESIGN,FEED,A,THE,for,to,-37.29225158691406,"[-3.0271206, -7.534465, -10.850353, -4.4822836, -2.938219, -7.4913783, -0.96843433]"
a band designed you a gun .,the attorney fed the chocolate to us .,DO,PD,DESIGN,FEED,A,THE,for,to,-46.63485336303711,"[-2.9808593, -9.274872, -14.887908, -1.6330588, -9.100502, -2.3669448, -5.5548625, -0.8358441]"
a band designed you a gun .,the attorney fed us the chocolate .,DO,DO,DESIGN,FEED,A,THE,for,to,-43.79473114013672,"[-2.9808593, -9.274872, -14.887908, -4.951437, -2.190478, -8.324516, -1.1846633]"
a band designed you a newspaper .,the singer gave the juice to me .,DO,PD,DESIGN,GIVE,A,THE,for,to,-38.60480499267578,"[-2.9703505, -9.066126, -6.52491, -2.560723, -11.177058, -0.865093, -3.9862902, -1.4542557]"
a band designed you a newspaper .,the singer gave me the juice .,DO,DO,DESIGN,GIVE,A,THE,for,to,-34.72174835205078,"[-2.9703505, -9.066126, -6.52491, -3.4204824, -2.2507954, -8.955227, -1.5338558]"
a band designed you a plate .,the actor sold the knife to me .,DO,PD,DESIGN,SELL,A,THE,for,to,-40.4000129699707,"[-2.992558, -8.420134, -9.638014, -2.4766073, -8.635143, -0.76816225, -5.6765423, -1.7928517]"
a band designed you a plate .,the actor sold me the knife .,DO,DO,DESIGN,SELL,A,THE,for,to,-37.82006072998047,"[-2.992558, -8.420134, -9.638014, -5.611209, -3.3508945, -6.885496, -0.9217565]"
a bishop bought a beer for us .,the son left the juice for her .,PD,PD,BUY,LEAVE,A,THE,for,for,-42.1509017944336,"[-2.9680097, -7.8352838, -8.05845, -1.9959658, -11.431086, -2.7139401, -6.029482, -1.1186863]"
a bishop bought a beer for us .,the son left her the juice .,PD,DO,BUY,LEAVE,A,THE,for,for,-39.503684997558594,"[-2.9680097, -7.8352838, -8.05845, -5.007452, -4.5766144, -9.12919, -1.9286875]"
a bishop bought a chocolate for you .,the cop found the pie for me .,PD,PD,BUY,FIND,A,THE,for,for,-38.82589721679688,"[-2.9700587, -10.082119, -5.875713, -1.4932488, -9.885532, -3.6639853, -4.085154, -0.7700877]"
a bishop bought a chocolate for you .,the cop found me the pie .,PD,DO,BUY,FIND,A,THE,for,for,-41.199462890625,"[-2.9700587, -10.082119, -5.875713, -6.047327, -4.834242, -10.31621, -1.0737962]"
a bishop bought a coffee for her .,the scientist kept the anchor for them .,PD,PD,BUY,KEEP,A,THE,for,for,-46.52662658691406,"[-2.987467, -9.837858, -8.27247, -3.6395073, -10.995842, -3.930269, -5.8942623, -0.9689516]"
a bishop bought a coffee for her .,the scientist kept them the anchor .,PD,DO,BUY,KEEP,A,THE,for,for,-49.49722671508789,"[-2.987467, -9.837858, -8.27247, -7.301384, -6.5320444, -12.663872, -1.9021312]"
a bishop bought a coffee for me .,the kid caught the pot for you .,PD,PD,BUY,CATCH,A,THE,for,for,-37.47101211547852,"[-2.9783983, -9.780014, -5.573857, -1.986278, -7.989198, -4.4623613, -3.8886368, -0.8122703]"
a bishop bought a coffee for me .,the kid caught you the pot .,PD,DO,BUY,CATCH,A,THE,for,for,-39.21736907958984,"[-2.9783983, -9.780014, -5.573857, -5.359114, -6.163579, -8.114034, -1.2483726]"
a bishop bought a coffee for us .,the minister threw the bell to you .,PD,PD,BUY,THROW,A,THE,for,to,-42.64093780517578,"[-2.9770164, -8.432142, -9.513866, -2.8680446, -8.769724, -3.2995377, -5.9323754, -0.8482329]"
a bishop bought a coffee for us .,the minister threw you the bell .,PD,DO,BUY,THROW,A,THE,for,to,-42.77120971679688,"[-2.9770164, -8.432142, -9.513866, -8.779736, -3.1151004, -8.908409, -1.0449393]"
a bishop bought a meal for me .,the girl threw the computer to us .,PD,PD,BUY,THROW,A,THE,for,to,-41.05651092529297,"[-2.9844897, -8.009182, -6.4126015, -2.2180343, -8.325932, -3.1660728, -9.266211, -0.67398554]"
a bishop bought a meal for me .,the girl threw us the computer .,PD,DO,BUY,THROW,A,THE,for,to,-37.95143127441406,"[-2.9844897, -8.009182, -6.4126015, -7.138471, -3.0699897, -8.857691, -1.4790077]"
a bishop bought a meal for me .,the cop threw the pie to it .,PD,PD,BUY,THROW,A,THE,for,to,-43.91424560546875,"[-2.9844897, -10.079304, -8.455078, -1.8859903, -8.495028, -4.1767383, -6.922668, -0.91494775]"
a bishop bought a meal for me .,the cop threw it the pie .,PD,DO,BUY,THROW,A,THE,for,to,-45.934906005859375,"[-2.9844897, -10.079304, -8.455078, -4.799268, -6.9978304, -11.619254, -0.9996809]"
a bishop bought a salad for me .,the band designed the cup for you .,PD,PD,BUY,DESIGN,A,THE,for,for,-36.93902206420898,"[-3.0054002, -8.131989, -8.663552, -1.3807436, -8.309818, -2.0990677, -4.8585877, -0.48986357]"
a bishop bought a salad for me .,the band designed you the cup .,PD,DO,BUY,DESIGN,A,THE,for,for,-42.38146209716797,"[-3.0054002, -8.131989, -8.663552, -6.97424, -4.0515456, -8.647667, -2.9070692]"
a bishop bought a salad for you .,the actress found the instrument for me .,PD,PD,BUY,FIND,A,THE,for,for,-40.67395782470703,"[-2.9979744, -8.93396, -6.862632, -3.747049, -9.853986, -2.8439245, -4.022174, -1.4122615]"
a bishop bought a salad for you .,the actress found me the instrument .,PD,DO,BUY,FIND,A,THE,for,for,-44.43534469604492,"[-2.9979744, -8.93396, -6.862632, -7.1498833, -4.486824, -11.317348, -2.6867237]"
a bishop bought her a coffee .,the scientist kept the anchor for them .,DO,PD,BUY,KEEP,A,THE,for,for,-47.48299026489258,"[-2.9904773, -9.768757, -8.059501, -4.3762646, -10.706366, -4.576832, -5.977853, -1.0269408]"
a bishop bought her a coffee .,the scientist kept them the anchor .,DO,DO,BUY,KEEP,A,THE,for,for,-48.972267150878906,"[-2.9904773, -9.768757, -8.059501, -7.4977837, -6.840782, -12.255888, -1.5590777]"
a bishop bought me a coffee .,the kid caught the pot for you .,DO,PD,BUY,CATCH,A,THE,for,for,-39.28247833251953,"[-2.9986207, -9.663263, -5.537054, -2.3754835, -8.219181, -5.8331347, -3.858852, -0.7968915]"
a bishop bought me a coffee .,the kid caught you the pot .,DO,DO,BUY,CATCH,A,THE,for,for,-39.89669036865234,"[-2.9986207, -9.663263, -5.537054, -4.9996977, -6.352461, -9.199834, -1.1457585]"
a bishop bought me a meal .,the girl threw the computer to us .,DO,PD,BUY,THROW,A,THE,for,to,-41.80245208740234,"[-3.0253124, -8.028035, -6.2519374, -2.4580464, -8.353368, -3.0871367, -9.921472, -0.6771418]"
a bishop bought me a meal .,the girl threw us the computer .,DO,DO,BUY,THROW,A,THE,for,to,-38.45183181762695,"[-3.0253124, -8.028035, -6.2519374, -6.3353314, -3.5581436, -10.036546, -1.2165263]"
a bishop bought me a meal .,the cop threw the pie to it .,DO,PD,BUY,THROW,A,THE,for,to,-44.656044006347656,"[-3.0253124, -10.058697, -8.579993, -2.1073744, -8.5205145, -4.4227033, -6.8278103, -1.1136379]"
