prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
a band designed them a computer .,the colonel delivered the coffee for me .,DO,PD,DESIGN,DELIVER,A,THE,for,for,-42.61579895019531,"[-3.215992, -11.563881, -9.113031, -1.7173684, -9.625241, -3.6380575, -2.7566018, -0.9856255]"
a band designed them a computer .,the colonel delivered me the coffee .,DO,DO,DESIGN,DELIVER,A,THE,for,for,-40.00167846679688,"[-3.215992, -11.563881, -9.113031, -5.289917, -2.3193026, -7.3344193, -1.1651359]"
a band designed them a cup .,the wife kept the chicken for you .,DO,PD,DESIGN,KEEP,A,THE,for,for,-44.63707733154297,"[-3.2158685, -8.837561, -10.6824255, -2.4084082, -7.266412, -3.783361, -7.322598, -1.1204453]"
a band designed them a cup .,the wife kept you the chicken .,DO,DO,DESIGN,KEEP,A,THE,for,for,-44.56864929199219,"[-3.2158685, -8.837561, -10.6824255, -6.84641, -6.387537, -7.384647, -1.2141991]"
a band designed them a cup .,the husband promised the plate to you .,DO,PD,DESIGN,PROMISE,A,THE,for,to,-45.762393951416016,"[-3.2158685, -9.495424, -8.760434, -3.2323515, -11.029195, -2.2005997, -6.5642424, -1.2642779]"
a band designed them a cup .,the husband promised you the plate .,DO,DO,DESIGN,PROMISE,A,THE,for,to,-42.34002685546875,"[-3.2158685, -9.495424, -8.760434, -5.922903, -3.095717, -10.525084, -1.3245965]"
a band designed them a knife .,the reader left the log for him .,DO,PD,DESIGN,LEAVE,A,THE,for,for,-40.415489196777344,"[-3.2185085, -9.157063, -8.713663, -1.9907387, -7.608733, -4.503189, -3.7552326, -1.468364]"
a band designed them a knife .,the reader left him the log .,DO,DO,DESIGN,LEAVE,A,THE,for,for,-39.58782958984375,"[-3.2185085, -9.157063, -8.713663, -3.8834, -4.060314, -8.4107485, -2.1441326]"
a band designed us a key .,the leader drew the telephone for you .,DO,PD,DESIGN,DRAW,A,THE,for,for,-50.41242980957031,"[-3.2040157, -7.7614923, -15.615534, -2.7737427, -9.311664, -3.796606, -7.1145372, -0.83484143]"
a band designed us a key .,the leader drew you the telephone .,DO,DO,DESIGN,DRAW,A,THE,for,for,-51.37401580810547,"[-3.2040157, -7.7614923, -15.615534, -8.304717, -3.80051, -11.406603, -1.2811465]"
a band designed us a motor .,the friend purchased the box for me .,DO,PD,DESIGN,PURCHASE,A,THE,for,for,-36.40741729736328,"[-3.236744, -10.069698, -9.555488, -1.6527952, -5.5744457, -3.0999637, -1.3030827, -1.9151998]"
a band designed us a motor .,the friend purchased me the box .,DO,DO,DESIGN,PURCHASE,A,THE,for,for,-37.27248001098633,"[-3.236744, -10.069698, -9.555488, -3.363832, -3.2116392, -6.160094, -1.6749846]"
a band designed you a computer .,the hero delivered the salad for us .,DO,PD,DESIGN,DELIVER,A,THE,for,for,-45.29915237426758,"[-3.2411547, -9.685294, -11.063879, -1.5913512, -12.210835, -3.5731924, -3.0437856, -0.8896592]"
a band designed you a computer .,the hero delivered us the salad .,DO,DO,DESIGN,DELIVER,A,THE,for,for,-43.49388885498047,"[-3.2411547, -9.685294, -11.063879, -5.3846784, -1.8604362, -10.836728, -1.4217159]"
a band designed you a flower .,the president fed the candy to him .,DO,PD,DESIGN,FEED,A,THE,for,to,-40.27724456787109,"[-3.271844, -7.3335876, -10.797432, -1.9539275, -9.599927, -1.9981978, -4.2552433, -1.0670849]"
a band designed you a flower .,the president fed him the candy .,DO,DO,DESIGN,FEED,A,THE,for,to,-37.77006149291992,"[-3.271844, -7.3335876, -10.797432, -4.570434, -2.6452956, -8.037485, -1.1139839]"
a band designed you a gun .,the attorney fed the chocolate to us .,DO,PD,DESIGN,FEED,A,THE,for,to,-47.25194549560547,"[-3.2389603, -9.166584, -14.885201, -1.5872906, -9.452034, -2.4555361, -5.503689, -0.9626499]"
a band designed you a gun .,the attorney fed us the chocolate .,DO,DO,DESIGN,FEED,A,THE,for,to,-44.66915130615234,"[-3.2389603, -9.166584, -14.885201, -5.026452, -2.1023512, -8.857872, -1.3917302]"
a band designed you a newspaper .,the singer gave the juice to me .,DO,PD,DESIGN,GIVE,A,THE,for,to,-39.24497604370117,"[-3.2337775, -9.126686, -6.5216885, -2.387598, -11.219509, -0.77870196, -4.3207483, -1.6562657]"
a band designed you a newspaper .,the singer gave me the juice .,DO,DO,DESIGN,GIVE,A,THE,for,to,-35.44092559814453,"[-3.2337775, -9.126686, -6.5216885, -3.7267227, -2.176592, -8.95356, -1.7018968]"
a band designed you a plate .,the actor sold the knife to me .,DO,PD,DESIGN,SELL,A,THE,for,to,-41.41165542602539,"[-3.254005, -8.448203, -9.599464, -2.1770089, -8.978861, -0.71517533, -6.260213, -1.9787267]"
a band designed you a plate .,the actor sold me the knife .,DO,DO,DESIGN,SELL,A,THE,for,to,-38.77770233154297,"[-3.254005, -8.448203, -9.599464, -6.1196938, -2.979871, -7.276061, -1.1004019]"
a bishop bought a beer for us .,the son left the juice for her .,PD,PD,BUY,LEAVE,A,THE,for,for,-43.04249572753906,"[-3.251793, -8.129815, -7.957896, -1.9120218, -11.729019, -3.113484, -5.6080604, -1.3404083]"
a bishop bought a beer for us .,the son left her the juice .,PD,DO,BUY,LEAVE,A,THE,for,for,-40.87234115600586,"[-3.251793, -8.129815, -7.957896, -4.903902, -4.7148056, -9.73094, -2.183188]"
a bishop bought a chocolate for you .,the cop found the pie for me .,PD,PD,BUY,FIND,A,THE,for,for,-39.19110870361328,"[-3.2494328, -10.025404, -6.1270795, -1.3490171, -10.046396, -4.1301155, -3.3820844, -0.8815774]"
a bishop bought a chocolate for you .,the cop found me the pie .,PD,DO,BUY,FIND,A,THE,for,for,-42.25043487548828,"[-3.2494328, -10.025404, -6.1270795, -6.2844305, -4.6864405, -10.670981, -1.2066658]"
a bishop bought a coffee for her .,the scientist kept the anchor for them .,PD,PD,BUY,KEEP,A,THE,for,for,-46.634910583496094,"[-3.264472, -9.914072, -8.1812315, -3.3948553, -10.837072, -4.124482, -5.7567716, -1.1619523]"
a bishop bought a coffee for her .,the scientist kept them the anchor .,PD,DO,BUY,KEEP,A,THE,for,for,-49.324195861816406,"[-3.264472, -9.914072, -8.1812315, -7.0369015, -6.4835043, -12.348637, -2.09538]"
a bishop bought a coffee for me .,the kid caught the pot for you .,PD,PD,BUY,CATCH,A,THE,for,for,-37.54019165039063,"[-3.2580836, -9.835634, -5.6122794, -2.0326097, -7.8367896, -4.7088366, -3.3238, -0.93215954]"
a bishop bought a coffee for me .,the kid caught you the pot .,PD,DO,BUY,CATCH,A,THE,for,for,-39.90679168701172,"[-3.2580836, -9.835634, -5.6122794, -5.4002295, -6.0512733, -8.318508, -1.4307842]"
a bishop bought a coffee for us .,the minister threw the bell to you .,PD,PD,BUY,THROW,A,THE,for,to,-43.981075286865234,"[-3.2584798, -8.647807, -9.63539, -2.8990092, -8.804271, -3.2464535, -6.4870167, -1.0026491]"
a bishop bought a coffee for us .,the minister threw you the bell .,PD,DO,BUY,THROW,A,THE,for,to,-43.63370895385742,"[-3.2584798, -8.647807, -9.63539, -9.033768, -3.092988, -8.835229, -1.1300482]"
a bishop bought a meal for me .,the girl threw the computer to us .,PD,PD,BUY,THROW,A,THE,for,to,-41.31304168701172,"[-3.2613935, -8.170324, -6.423356, -2.1415124, -8.127557, -2.9207885, -9.448402, -0.8197055]"
a bishop bought a meal for me .,the girl threw us the computer .,PD,DO,BUY,THROW,A,THE,for,to,-38.06260299682617,"[-3.2613935, -8.170324, -6.423356, -7.2540364, -2.8999784, -8.383487, -1.6700274]"
a bishop bought a meal for me .,the cop threw the pie to it .,PD,PD,BUY,THROW,A,THE,for,to,-44.017826080322266,"[-3.2613935, -10.016098, -8.334748, -1.778268, -8.765541, -4.0925255, -6.7187138, -1.05054]"
a bishop bought a meal for me .,the cop threw it the pie .,PD,DO,BUY,THROW,A,THE,for,to,-45.74750518798828,"[-3.2613935, -10.016098, -8.334748, -4.802184, -6.684178, -11.536085, -1.1128194]"
a bishop bought a salad for me .,the band designed the cup for you .,PD,PD,BUY,DESIGN,A,THE,for,for,-37.70546722412109,"[-3.277352, -7.8342104, -8.989223, -1.2312902, -8.822157, -2.3502378, -4.5431557, -0.6578431]"
a bishop bought a salad for me .,the band designed you the cup .,PD,DO,BUY,DESIGN,A,THE,for,for,-42.6090087890625,"[-3.277352, -7.8342104, -8.989223, -7.0176063, -4.214069, -9.131917, -2.14463]"
a bishop bought a salad for you .,the actress found the instrument for me .,PD,PD,BUY,FIND,A,THE,for,for,-41.61893081665039,"[-3.271579, -9.045949, -6.854491, -3.6122365, -9.740256, -3.1681364, -4.2281184, -1.6981635]"
a bishop bought a salad for you .,the actress found me the instrument .,PD,DO,BUY,FIND,A,THE,for,for,-44.90094375610352,"[-3.271579, -9.045949, -6.854491, -7.3473, -4.406142, -11.138829, -2.8366532]"
a bishop bought her a coffee .,the scientist kept the anchor for them .,DO,PD,BUY,KEEP,A,THE,for,for,-47.17596435546875,"[-3.248826, -9.831039, -8.0232315, -3.868897, -10.643089, -4.5561547, -5.787586, -1.2171443]"
a bishop bought her a coffee .,the scientist kept them the anchor .,DO,DO,BUY,KEEP,A,THE,for,for,-48.82711791992188,"[-3.248826, -9.831039, -8.0232315, -7.0903544, -6.6831355, -12.107421, -1.8431098]"
a bishop bought me a coffee .,the kid caught the pot for you .,DO,PD,BUY,CATCH,A,THE,for,for,-38.99629974365234,"[-3.2540698, -9.742178, -5.5941525, -2.1540937, -8.0674305, -5.6186204, -3.624254, -0.9414978]"
a bishop bought me a coffee .,the kid caught you the pot .,DO,DO,BUY,CATCH,A,THE,for,for,-39.99858474731445,"[-3.2540698, -9.742178, -5.5941525, -4.9002466, -6.185513, -8.999777, -1.322648]"
a bishop bought me a meal .,the girl threw the computer to us .,DO,PD,BUY,THROW,A,THE,for,to,-41.89574813842773,"[-3.273266, -8.154478, -6.3226357, -2.2994144, -8.117932, -2.8747783, -10.039156, -0.8140896]"
a bishop bought me a meal .,the girl threw us the computer .,DO,DO,BUY,THROW,A,THE,for,to,-38.30551910400391,"[-3.273266, -8.154478, -6.3226357, -6.6371374, -3.3626716, -9.143356, -1.411975]"
a bishop bought me a meal .,the cop threw the pie to it .,DO,PD,BUY,THROW,A,THE,for,to,-44.39830780029297,"[-3.273266, -9.983873, -8.356747, -1.928914, -8.822539, -4.245998, -6.640592, -1.1463784]"
a bishop bought me a meal .,the cop threw it the pie .,DO,DO,BUY,THROW,A,THE,for,to,-45.63724136352539,"[-3.273266, -9.983873, -8.356747, -4.8110113, -6.619516, -11.685617, -0.9072107]"
