prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
the guy got you the guitar .,GET,THE,for,a lady brought him a pie .,BRING,A,to,-37.27310180664063,-32.71100616455078,-38.75782012939453,-31.83689308166504
the man got me the iron .,GET,THE,for,a cousin brought you a bag .,BRING,A,to,-39.17839431762695,-36.06499862670898,-39.33168029785156,-34.86686706542969
the cousin got us the juice .,GET,THE,for,an uncle brought you an anchor .,BRING,A,to,-41.81097412109375,-38.53490829467773,-42.3714714050293,-38.19161987304688
the princess got us the hat .,GET,THE,for,a man brought her a book .,BRING,A,to,-30.62604522705078,-27.850147247314453,-30.03473472595215,-25.60973358154297
the soldier got us the log .,GET,THE,for,a girl brought her a coffee .,BRING,A,to,-37.18583297729492,-31.42135238647461,-37.66743087768555,-31.250642776489254
the minister got you the guitar .,GET,THE,for,a princess brought us a coffee .,BRING,A,to,-42.589599609375,-39.094635009765625,-44.22448348999024,-38.48430633544922
the guest got me the machine .,GET,THE,for,a lady brought him a computer .,BRING,A,to,-35.101985931396484,-31.738739013671875,-36.86310577392578,-33.30493927001953
the buddy got you the coat .,GET,THE,for,a colonel brought me a television .,BRING,A,to,-43.17295837402344,-39.5656852722168,-45.462528228759766,-39.92710494995117
the soldier got you the cup .,GET,THE,for,a teacher brought him an engine .,BRING,A,to,-42.44134140014648,-39.09856414794922,-42.95205307006836,-38.26055145263672
the wife got him the candy .,GET,THE,for,a mayor brought them an instrument .,BRING,A,to,-45.069129943847656,-42.801025390625,-47.00895690917969,-41.59976196289063
the soldier got us the candy .,GET,THE,for,a colonel brought you a tea .,BRING,A,to,-41.41227722167969,-36.352989196777344,-41.5425033569336,-34.68966293334961
the president got me the newspaper .,GET,THE,for,an aunt brought him a jacket .,BRING,A,to,-38.868202209472656,-34.78040313720703,-39.548336029052734,-34.0117073059082
the author got you the jacket .,GET,THE,for,a hero brought it a chocolate .,BRING,A,to,-47.55147552490234,-47.79320526123047,-48.2618522644043,-47.55384826660156
the reader got me the chocolate .,GET,THE,for,a soldier brought us a cup .,BRING,A,to,-34.37162399291992,-32.23431396484375,-34.542232513427734,-32.264652252197266
the man got me the ball .,GET,THE,for,an employee brought you a camera .,BRING,A,to,-42.75435256958008,-40.8328971862793,-42.83665466308594,-40.18849182128906
the son got me the card .,GET,THE,for,a parent brought us a meal .,BRING,A,to,-36.35087585449219,-35.30484390258789,-37.033721923828125,-34.6473503112793
the leader got you the juice .,GET,THE,for,a prince brought us a motor .,BRING,A,to,-44.786170959472656,-41.69123077392578,-46.087310791015625,-41.29847717285156
the woman got us the pie .,GET,THE,for,a colonel brought you a bottle .,BRING,A,to,-45.35140609741211,-41.65571594238281,-45.79844665527344,-40.221778869628906
the lady got him the engine .,GET,THE,for,a professor brought them a tea .,BRING,A,to,-41.71558380126953,-39.05434799194336,-42.51979446411133,-37.510231018066406
the uncle got you the pie .,GET,THE,for,a soldier brought me a telephone .,BRING,A,to,-40.497989654541016,-37.453399658203125,-40.52189636230469,-36.35960388183594
the woman got you the pie .,GET,THE,for,a father brought me a beer .,BRING,A,to,-39.42072677612305,-36.12628555297852,-37.378196716308594,-31.640363693237305
the singer got him the salad .,GET,THE,for,a doctor brought us a tea .,BRING,A,to,-42.0423583984375,-36.896392822265625,-43.34025573730469,-36.0986442565918
the child got us the tea .,GET,THE,for,a candidate brought you a chocolate .,BRING,A,to,-46.69684600830078,-42.39342498779297,-47.55863952636719,-41.12524032592773
the scientist got it the juice .,GET,THE,for,a mayor brought me a coffee .,BRING,A,to,-41.20695877075195,-35.32182693481445,-42.98457717895508,-36.29179000854492
the minister got me the bottle .,GET,THE,for,an employer brought you a tea .,BRING,A,to,-47.58823013305664,-43.53974151611328,-47.87020492553711,-42.95382690429688
a physician got him a camera .,GET,A,for,the husband brought us the newspaper .,BRING,THE,to,-39.48883819580078,-35.336265563964844,-38.28815460205078,-31.636030197143555
a kid got her a tea .,GET,A,for,the secretary brought them the beer .,BRING,THE,to,-36.95042037963867,-35.36119842529297,-37.934532165527344,-35.43973922729492
a priest got us a chocolate .,GET,A,for,the champion brought me the hat .,BRING,THE,to,-43.51482391357422,-40.05842590332031,-43.65567398071289,-39.93918991088867
a child got us a beer .,GET,A,for,the parent brought you the chocolate .,BRING,THE,to,-37.12630462646485,-34.2088508605957,-37.76601409912109,-31.96417617797852
an actress got them a beer .,GET,A,for,the secretary brought her the juice .,BRING,THE,to,-39.48646545410156,-38.370826721191406,-38.10943603515625,-35.23978042602539
a leader got you a salad .,GET,A,for,the pilot brought it the pie .,BRING,THE,to,-41.887168884277344,-42.18702697753906,-42.82000732421875,-41.22775268554688
a champion got them a chocolate .,GET,A,for,the mother brought you the plate .,BRING,THE,to,-38.644004821777344,-38.629127502441406,-36.82147979736328,-34.56829833984375
a parent got him an instrument .,GET,A,for,the mother brought it the coffee .,BRING,THE,to,-33.74291229248047,-34.639122009277344,-35.347389221191406,-35.03017044067383
a reader got us a button .,GET,A,for,the author brought you the guitar .,BRING,THE,to,-39.73563766479492,-37.71494674682617,-39.91259002685547,-37.38820266723633
a colonel got me a meal .,GET,A,for,the guy brought it the iron .,BRING,THE,to,-40.27796936035156,-38.19938659667969,-39.178829193115234,-37.56151580810547
a winner got you a bag .,GET,A,for,the employee brought us the television .,BRING,THE,to,-41.29256820678711,-39.89189147949219,-41.64379119873047,-39.30753326416016
a brother got you a coat .,GET,A,for,the lady brought it the key .,BRING,THE,to,-36.25704193115234,-37.27585220336914,-34.129676818847656,-34.99415588378906
an opponent got you a juice .,GET,A,for,the professor brought us the meal .,BRING,THE,to,-36.821327209472656,-35.21798324584961,-36.89756774902344,-33.66346740722656
a singer got him a wire .,GET,A,for,the bishop brought you the pie .,BRING,THE,to,-41.88872909545898,-38.702186584472656,-42.17741012573242,-37.3354721069336
a kid got you a tea .,GET,A,for,the lawyer brought me the newspaper .,BRING,THE,to,-38.28525924682617,-34.9905891418457,-39.46121597290039,-35.055564880371094
a father got me a chocolate .,GET,A,for,the lady brought you the cigarette .,BRING,THE,to,-43.346622467041016,-39.956878662109375,-41.68673324584961,-37.08338928222656
a colonel got me a cup .,GET,A,for,the worker brought us the pie .,BRING,THE,to,-38.72922897338867,-36.09102630615234,-37.84527206420898,-34.0351448059082
a pilot got us a wire .,GET,A,for,the worker brought them the coffee .,BRING,THE,to,-40.96763229370117,-41.3029899597168,-41.23992919921875,-41.10187530517578
a husband got it a juice .,GET,A,for,the actor brought him the glass .,BRING,THE,to,-40.884368896484375,-39.36081314086914,-39.05738830566406,-37.94017791748047
a kid got us a tea .,GET,A,for,the mayor brought you the key .,BRING,THE,to,-39.57062149047852,-36.58377456665039,-39.62762451171875,-35.754791259765625
a husband got her a juice .,GET,A,for,the guy brought you the beer .,BRING,THE,to,-35.67852020263672,-29.469013214111328,-36.05575180053711,-28.353923797607425
a parent got me an instrument .,GET,A,for,the husband brought them the beer .,BRING,THE,to,-36.702293395996094,-35.47796630859375,-37.8549690246582,-34.69490051269531
a guest got me a juice .,GET,A,for,the parent brought it the beer .,BRING,THE,to,-38.30552291870117,-37.45430755615234,-39.01974487304688,-36.86076354980469
a priest got it a candy .,GET,A,for,the secretary brought us the chocolate .,BRING,THE,to,-36.94129943847656,-33.20077896118164,-37.98674774169922,-33.514583587646484
an author got them an iron .,GET,A,for,the priest brought him the pot .,BRING,THE,to,-34.90044403076172,-34.95341110229492,-33.10923767089844,-32.117645263671875
the king gave you the tea .,GIVE,THE,to,a lady brought him a pie .,BRING,A,to,-33.28092956542969,-29.34602928161621,-35.060157775878906,-29.72718811035156
the nurse gave me the salad .,GIVE,THE,to,a cousin brought you a bag .,BRING,A,to,-35.661888122558594,-33.78654098510742,-36.78010559082031,-33.23334884643555
the guy gave us the candy .,GIVE,THE,to,an uncle brought you an anchor .,BRING,A,to,-43.97750473022461,-42.04537582397461,-44.28020095825195,-39.76533508300781
the princess gave us the beer .,GIVE,THE,to,a man brought her a book .,BRING,A,to,-28.07950592041016,-25.206832885742188,-30.14427757263184,-25.099544525146484
the doctor gave me the tea .,GIVE,THE,to,a girl brought her a coffee .,BRING,A,to,-33.07554244995117,-30.222702026367188,-34.66342544555664,-28.79832649230957
the reader gave me the meal .,GIVE,THE,to,a princess brought us a coffee .,BRING,A,to,-41.3458366394043,-38.12252426147461,-42.24260711669922,-38.04323959350586
the princess gave her the cheese .,GIVE,THE,to,a lady brought him a computer .,BRING,A,to,-35.180301666259766,-33.703800201416016,-37.47807693481445,-33.19517517089844
the parent gave you the pot .,GIVE,THE,to,a colonel brought me a television .,BRING,A,to,-43.644168853759766,-41.524681091308594,-48.1873893737793,-42.47973251342773
the physician gave you the coffee .,GIVE,THE,to,a teacher brought him an engine .,BRING,A,to,-42.90068817138672,-40.17963409423828,-44.35326385498047,-39.82676315307617
the princess gave you the beer .,GIVE,THE,to,a mayor brought them an instrument .,BRING,A,to,-45.18413543701172,-44.07086563110352,-47.05267333984375,-43.375038146972656
the president gave us the salad .,GIVE,THE,to,a colonel brought you a tea .,BRING,A,to,-42.21965408325195,-37.68657302856445,-47.51586532592773,-38.280418395996094
the hero gave you the cheese .,GIVE,THE,to,an aunt brought him a jacket .,BRING,A,to,-43.07927703857422,-38.054290771484375,-44.7664909362793,-39.095123291015625
the candidate gave me the bag .,GIVE,THE,to,a hero brought it a chocolate .,BRING,A,to,-45.380859375,-46.31220245361328,-46.23454666137695,-46.47664642333984
the boy gave you the bag .,GIVE,THE,to,a soldier brought us a cup .,BRING,A,to,-34.4809684753418,-33.4399528503418,-37.247676849365234,-33.26717758178711
the leader gave it the coffee .,GIVE,THE,to,an employee brought you a camera .,BRING,A,to,-39.65940856933594,-36.78942108154297,-40.61763381958008,-35.194786071777344
the actor gave me the juice .,GIVE,THE,to,a parent brought us a meal .,BRING,A,to,-36.10104751586914,-37.12547302246094,-36.73335647583008,-36.35124588012695
the candidate gave it the gun .,GIVE,THE,to,a prince brought us a motor .,BRING,A,to,-48.924354553222656,-44.58585739135742,-51.86680603027344,-45.18383026123047
the brother gave them the tea .,GIVE,THE,to,a colonel brought you a bottle .,BRING,A,to,-39.95930099487305,-36.721038818359375,-39.50435256958008,-35.32568359375
the attorney gave us the beer .,GIVE,THE,to,a professor brought them a tea .,BRING,A,to,-39.071754455566406,-36.62566375732422,-43.128360748291016,-36.51849365234375
the daughter gave you the salad .,GIVE,THE,to,a soldier brought me a telephone .,BRING,A,to,-40.319454193115234,-37.61331558227539,-42.83810806274414,-37.87464141845703
the sheriff gave them the anchor .,GIVE,THE,to,a father brought me a beer .,BRING,A,to,-37.63034057617188,-32.91659927368164,-38.30845260620117,-32.41545486450195
the guest gave him the motor .,GIVE,THE,to,a doctor brought us a tea .,BRING,A,to,-37.7756462097168,-32.87192153930664,-39.91739273071289,-33.28857421875
the worker gave me the juice .,GIVE,THE,to,a candidate brought you a chocolate .,BRING,A,to,-46.19944381713867,-42.67176055908203,-47.75221252441406,-41.9433708190918
the secretary gave us the chicken .,GIVE,THE,to,a mayor brought me a coffee .,BRING,A,to,-37.17489242553711,-31.85395622253418,-42.21630096435547,-33.68525695800781
the adult gave me the pie .,GIVE,THE,to,an employer brought you a tea .,BRING,A,to,-47.92378234863281,-44.7806282043457,-50.40687942504883,-43.59664916992188
a physician gave you a hat .,GIVE,A,to,the husband brought us the newspaper .,BRING,THE,to,-39.19295501708984,-33.97280502319336,-40.453643798828125,-34.7224006652832
a cop gave me a crystal .,GIVE,A,to,the secretary brought them the beer .,BRING,THE,to,-39.188663482666016,-37.482418060302734,-39.84097290039063,-36.85247421264648
a kid gave you a coffee .,GIVE,A,to,the champion brought me the hat .,BRING,THE,to,-40.80910873413086,-38.824485778808594,-43.33721160888672,-39.34965133666992
a winner gave it a coffee .,GIVE,A,to,the parent brought you the chocolate .,BRING,THE,to,-36.6151237487793,-35.22043991088867,-39.54107284545898,-35.94313049316406
a lady gave it a pie .,GIVE,A,to,the secretary brought her the juice .,BRING,THE,to,-33.48493194580078,-32.4028434753418,-34.89630126953125,-33.32075119018555
a professor gave me a chocolate .,GIVE,A,to,the pilot brought it the pie .,BRING,THE,to,-45.88845443725586,-46.25048065185547,-47.42897415161133,-47.00339126586914
an employee gave them a camera .,GIVE,A,to,the mother brought you the plate .,BRING,THE,to,-38.697383880615234,-38.38816833496094,-40.01218795776367,-36.98832321166992
