text,structure,verb,det,prep,SUBJ,VERB,DOBJ,IOBJ,PREP,EOS,sen_prob_nospace,perplexity_nospace
a prince drew a man a wire .,DO,DRAW,A,for,-13.386516571044922,-9.515405654907227,-16.287281036376953,-8.572826385498047,0.0,-3.9630889892578125,-51.72511672973633,642.67529296875
a writer drew a motor for a professor .,PD,DRAW,A,for,-11.074402809143066,-9.674033164978027,-12.996013641357422,-9.973065376281738,-7.147615909576416,-2.9786171913146973,-53.84375,396.4852600097656
a writer drew a professor a motor .,DO,DRAW,A,for,-11.074402809143066,-9.674033164978027,-15.947052955627441,-12.493518829345703,0.0,-6.481240272521973,-55.67024612426758,1052.3497314453125
an opponent drew a card for a band .,PD,DRAW,A,for,-13.504322052001953,-9.343162536621094,-5.076406002044678,-12.577193260192871,-3.3550233840942383,-3.3786261081695557,-47.23473358154297,190.2432861328125
an opponent drew a band a card .,DO,DRAW,A,for,-13.504322052001953,-9.343162536621094,-13.32253646850586,-12.462590217590332,0.0,-2.035799980163574,-50.66841125488281,563.1530151367188
a nurse drew a bell for a corporation .,PD,DRAW,A,for,-11.27120590209961,-8.517931938171387,-14.020036697387695,-13.600911140441895,-4.14853572845459,-3.4014782905578613,-54.96009826660156,448.844970703125
a nurse drew a corporation a bell .,DO,DRAW,A,for,-11.27120590209961,-8.517931938171387,-17.636438369750977,-15.524531364440918,0.0,-4.538930892944336,-57.489036560058594,1320.9805908203125
a mother drew a crystal for a colonel .,PD,DRAW,A,for,-9.506073951721191,-9.320221900939941,-13.459126472473145,-18.06391716003418,-6.0452141761779785,-3.852950096130371,-60.247501373291016,807.6807250976562
a mother drew a colonel a crystal .,DO,DRAW,A,for,-9.506073951721191,-9.320221900939941,-17.45358657836914,-19.166263580322266,0.0,-4.886127471923828,-60.332271575927734,1884.7188720703125
a champion drew a bottle for a band .,PD,DRAW,A,for,-12.635618209838867,-10.639528274536133,-10.76760482788086,-10.033178329467773,-5.020020008087158,-3.3435726165771484,-52.439517974853516,339.2078857421875
a champion drew a band a bottle .,DO,DRAW,A,for,-12.635618209838867,-10.639528274536133,-15.083595275878906,-13.297944068908691,0.0,-4.46968936920166,-56.126373291015625,1114.0938720703125
a mother drew an iron for a corporation .,PD,DRAW,A,for,-9.506073951721191,-9.320221900939941,-11.342340469360352,-14.964725494384766,-8.468140602111816,-3.2510108947753906,-56.852516174316406,553.8789672851562
a mother drew a corporation an iron .,DO,DRAW,A,for,-9.506073951721191,-9.320221900939941,-15.124624252319336,-15.12133502960205,0.0,-6.738354682922363,-55.810611724853516,1070.976806640625
a priest drew a key for a company .,PD,DRAW,A,for,-11.845521926879883,-10.065045356750488,-10.331188201904297,-10.358502388000488,-3.4056410789489746,-5.700203895568848,-51.70610046386719,312.661865234375
a priest drew a company a key .,DO,DRAW,A,for,-11.845521926879883,-10.065045356750488,-15.271604537963867,-13.004101753234863,0.0,-5.358004570007324,-55.54427719116211,1035.9090576171875
a brother drew a jacket for a business .,PD,DRAW,A,for,-12.518869400024414,-10.042217254638672,-12.752619743347168,-10.690876007080078,-3.0172531604766846,-5.084817886352539,-54.10665512084961,408.23809814453125
a brother drew a business a jacket .,DO,DRAW,A,for,-12.518869400024414,-10.042217254638672,-21.368602752685547,-11.970015525817871,0.0,-3.6030964851379395,-59.502803802490234,1699.093994140625
a candidate drew a flower for a student .,PD,DRAW,A,for,-11.735186576843262,-9.331942558288574,-14.128096580505371,-6.782153129577637,-4.039874076843262,-4.613639831542969,-50.630897521972656,277.45404052734375
a candidate drew a student a flower .,DO,DRAW,A,for,-11.735186576843262,-9.331942558288574,-15.241682052612305,-11.248501777648926,0.0,-3.641418933868408,-51.198734283447266,601.7498168945312
a reader drew a gun for an employer .,PD,DRAW,A,for,-10.035541534423828,-9.611977577209473,-11.963149070739746,-9.874322891235352,-5.570248603820801,-2.6655972003936768,-49.7208366394043,250.7703094482422
a reader drew an employer a gun .,DO,DRAW,A,for,-10.035541534423828,-9.611977577209473,-17.2751407623291,-19.301433563232422,0.0,-2.7201988697052,-58.94429016113281,1584.5191650390625
a chief drew a telephone for an army .,PD,DRAW,A,for,-12.514749526977539,-10.618352890014648,-11.804258346557617,-8.5795259475708,-5.050525188446045,-6.140356540679932,-54.70777130126953,436.435791015625
a chief drew an army a telephone .,DO,DRAW,A,for,-12.514749526977539,-10.618352890014648,-18.83823013305664,-10.150192260742188,0.0,-3.854109287261963,-55.97563934326172,1093.2989501953125
a worker drew a log for a company .,PD,DRAW,A,for,-10.881145477294922,-9.768028259277344,-12.753056526184082,-7.42147970199585,-4.503685474395752,-4.640709400177002,-49.968101501464844,257.7554626464844
a worker drew a company a log .,DO,DRAW,A,for,-10.881145477294922,-9.768028259277344,-17.11758804321289,-10.30188274383545,0.0,-4.988553047180176,-53.057193756103516,759.1119384765625
a cousin drew a crystal for a band .,PD,DRAW,A,for,-13.185147285461426,-10.701498985290527,-13.090276718139648,-9.935517311096191,-5.986530303955078,-3.9202561378479004,-56.8192253112793,551.833984375
a cousin drew a band a crystal .,DO,DRAW,A,for,-13.185147285461426,-10.701498985290527,-21.405658721923828,-12.672605514526367,0.0,-4.2482171058654785,-62.21312713623047,2384.25244140625
a nurse drew a newspaper for a business .,PD,DRAW,A,for,-11.27120590209961,-8.517931938171387,-12.952980041503906,-11.42275333404541,-4.208987236022949,-5.442990303039551,-53.81684875488281,395.30194091796875
a nurse drew a business a newspaper .,DO,DRAW,A,for,-11.27120590209961,-8.517931938171387,-18.854604721069336,-13.66523551940918,0.0,-4.740390777587891,-57.04936599731445,1250.3399658203125
a woman drew a bag for a cousin .,PD,DRAW,A,for,-7.585829734802246,-9.081724166870117,-11.263318061828613,-9.226302146911621,-5.710562705993652,-4.127692222595215,-46.99542999267578,185.2515106201172
a woman drew a cousin a bag .,DO,DRAW,A,for,-7.585829734802246,-9.081724166870117,-12.624212265014648,-14.178656578063965,0.0,-5.987926006317139,-49.45834732055664,484.1009216308594
a nurse drew a knife for an administration .,PD,DRAW,A,for,-11.27120590209961,-8.517931938171387,-7.527248382568359,-13.31524658203125,-6.393426418304443,-7.536732196807861,-54.561790466308594,429.4138488769531
a nurse drew an administration a knife .,DO,DRAW,A,for,-11.27120590209961,-8.517931938171387,-14.683046340942383,-15.225343704223633,0.0,-4.655350685119629,-54.35287857055664,892.5743408203125
a man drew a card for an attorney .,PD,DRAW,A,for,-7.066828727722168,-9.29580020904541,-9.313138961791992,-10.751020431518555,-3.5030152797698975,-3.7700161933898926,-43.69982147216797,128.44949340820312
a man drew an attorney a card .,DO,DRAW,A,for,-7.066828727722168,-9.29580020904541,-12.255075454711914,-13.554948806762695,0.0,-4.228898048400879,-46.40155029296875,330.36358642578125
a winner drew a computer for an employee .,PD,DRAW,A,for,-13.055392265319824,-10.658467292785645,-12.170969009399414,-10.727422714233398,-6.22969913482666,-3.3376779556274414,-56.179622650146484,513.9779052734375
a winner drew an employee a computer .,DO,DRAW,A,for,-13.055392265319824,-10.658467292785645,-12.350415229797363,-14.952302932739258,0.0,-4.700714111328125,-55.71729278564453,1058.556640625
a parent drew an instrument for an army .,PD,DRAW,A,for,-11.674575805664062,-8.014764785766602,-15.608917236328125,-11.489947319030762,-4.006908416748047,-5.9125823974609375,-56.70769500732422,545.0377197265625
a parent drew an army an instrument .,DO,DRAW,A,for,-11.674575805664062,-8.014764785766602,-21.62298583984375,-12.60122299194336,0.0,-4.805878162384033,-58.71942901611328,1540.6021728515625
a colonel drew a bag for a corporation .,PD,DRAW,A,for,-14.578892707824707,-9.843680381774902,-11.001960754394531,-13.328068733215332,-5.502101421356201,-3.007662057876587,-57.262367248535156,579.6852416992188
a colonel drew a corporation a bag .,DO,DRAW,A,for,-14.578892707824707,-9.843680381774902,-16.19999885559082,-13.121235847473145,0.0,-4.666018486022949,-58.40982437133789,1482.118896484375
