prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
the employee found the corporation the salad .,FIND,THE,for,a cousin brought a company a bag .,BRING,A,to,-44.2485580444336,-43.991825103759766,-43.78187942504883,-41.77959060668945
the nurse found the company the ball .,FIND,THE,for,an uncle brought a priest an anchor .,BRING,A,to,-52.037872314453125,-51.59951400756836,-51.66395568847656,-50.67195510864258
the guest found the author the bowl .,FIND,THE,for,a man brought an administration a book .,BRING,A,to,-43.71672821044922,-45.61534881591797,-43.80567169189453,-44.70135498046875
the adult found the club the cheese .,FIND,THE,for,a girl brought a guy a coffee .,BRING,A,to,-39.49189376831055,-38.54647445678711,-38.53095626831055,-36.86916732788086
the woman found the corporation the pot .,FIND,THE,for,a princess brought an adult a coffee .,BRING,A,to,-48.95899963378906,-48.35226058959961,-48.3976936340332,-47.54011535644531
the wife found the administration the chicken .,FIND,THE,for,a lady brought an employer a computer .,BRING,A,to,-46.689788818359375,-49.203895568847656,-45.62019348144531,-45.60210800170898
the employer found the band the chicken .,FIND,THE,for,a colonel brought a candidate a television .,BRING,A,to,-51.727294921875,-53.04478073120117,-51.8494987487793,-52.01267623901367
the parent found the winner the cheese .,FIND,THE,for,a teacher brought a singer an engine .,BRING,A,to,-52.57538986206055,-53.44185256958008,-51.37104034423828,-51.27238845825195
the kid found the king the juice .,FIND,THE,for,a mayor brought a band an instrument .,BRING,A,to,-53.40499114990234,-53.354713439941406,-53.06638717651367,-51.86660003662109
the physician found the prince the candy .,FIND,THE,for,a colonel brought a business a tea .,BRING,A,to,-50.408447265625,-54.51313018798828,-50.21182632446289,-53.64347457885742
the lawyer found the band the coffee .,FIND,THE,for,an aunt brought an army a jacket .,BRING,A,to,-52.862823486328125,-53.33211135864258,-51.72935104370117,-52.18517303466797
the daughter found the president the meal .,FIND,THE,for,a hero brought a wife a chocolate .,BRING,A,to,-51.60839080810547,-49.90830993652344,-52.698272705078125,-50.03645706176758
the employer found the administration the motor .,FIND,THE,for,a soldier brought a scientist a cup .,BRING,A,to,-49.68937683105469,-50.17753219604492,-50.83537292480469,-50.59236907958984
the son found the buddy the juice .,FIND,THE,for,an employee brought a business a camera .,BRING,A,to,-40.80826187133789,-48.62019348144531,-41.022071838378906,-48.74615859985352
the author found the worker the candy .,FIND,THE,for,a parent brought a club a meal .,BRING,A,to,-42.43189239501953,-46.61798095703125,-42.66300964355469,-46.806602478027344
the physician found the administration the pie .,FIND,THE,for,a prince brought a business a motor .,BRING,A,to,-54.623653411865234,-57.569522857666016,-53.8593978881836,-56.70403671264648
the soldier found the army the plate .,FIND,THE,for,a colonel brought a business a bottle .,BRING,A,to,-47.30729675292969,-52.55876922607422,-45.635047912597656,-49.48487854003906
the employee found the club the iron .,FIND,THE,for,a professor brought a band a tea .,BRING,A,to,-50.93498992919922,-51.35661315917969,-48.267799377441406,-48.69805145263672
the actress found the author the newspaper .,FIND,THE,for,a soldier brought a kid a telephone .,BRING,A,to,-50.77131652832031,-51.74003219604492,-51.10837936401367,-51.48605346679688
the reader found the cousin the coat .,FIND,THE,for,a father brought a corporation a beer .,BRING,A,to,-50.856178283691406,-51.74822998046875,-49.99168395996094,-50.50123596191406
the manager found the lady the juice .,FIND,THE,for,a doctor brought a chief a tea .,BRING,A,to,-44.58971405029297,-44.74536895751953,-44.83488464355469,-43.7309684753418
the bishop found the club the instrument .,FIND,THE,for,a candidate brought a man a chocolate .,BRING,A,to,-50.82108688354492,-52.02942657470703,-49.12942123413086,-49.118934631347656
the son found the buddy the juice .,FIND,THE,for,a mayor brought a priest a coffee .,BRING,A,to,-51.30083465576172,-50.43636322021485,-51.01168441772461,-49.07587432861328
the actress found the girl the beer .,FIND,THE,for,an employer brought an attorney a tea .,BRING,A,to,-51.55828094482422,-51.13668441772461,-50.4419174194336,-48.5941047668457
a manager found a hero a wire .,FIND,A,for,the husband brought the candidate the newspaper .,BRING,THE,to,-41.89654922485352,-44.552345275878906,-41.45923614501953,-43.59225082397461
an aunt found an uncle an iron .,FIND,A,for,the secretary brought the soldier the beer .,BRING,THE,to,-44.48381423950195,-44.087162017822266,-43.98805618286133,-43.069950103759766
a minister found a mayor a glass .,FIND,A,for,the champion brought the guy the hat .,BRING,THE,to,-48.1230583190918,-48.74459457397461,-47.10454177856445,-47.43955993652344
an uncle found a band a beer .,FIND,A,for,the parent brought the buddy the chocolate .,BRING,THE,to,-40.93068313598633,-43.14617156982422,-41.24824523925781,-41.97544097900391
a captain found a club a cheese .,FIND,A,for,the secretary brought the corporation the juice .,BRING,THE,to,-47.2248420715332,-49.59109115600586,-46.11823272705078,-47.48909759521485
a buddy found a mother a jacket .,FIND,A,for,the pilot brought the band the pie .,BRING,THE,to,-43.79534149169922,-44.61725234985352,-44.18828582763672,-45.4804916381836
a teacher found an administration a coat .,FIND,A,for,the mother brought the club the plate .,BRING,THE,to,-38.48190689086914,-46.19490814208984,-39.406009674072266,-45.97544860839844
a lady found a corporation a meal .,FIND,A,for,the mother brought the buddy the coffee .,BRING,THE,to,-39.783668518066406,-40.75123596191406,-38.564937591552734,-39.79307174682617
an opponent found a club an engine .,FIND,A,for,the author brought the company the guitar .,BRING,THE,to,-42.72820663452149,-43.80741882324219,-42.04312896728516,-43.77914810180664
an employee found a lady a cheese .,FIND,A,for,the guy brought the author the iron .,BRING,THE,to,-44.27994155883789,-46.489688873291016,-44.528263092041016,-45.38765335083008
a son found a business a coffee .,FIND,A,for,the employee brought the doctor the television .,BRING,THE,to,-39.81243133544922,-43.87205123901367,-40.69413375854492,-44.85465621948242
a captain found a company a book .,FIND,A,for,the lady brought the club the key .,BRING,THE,to,-36.76231384277344,-42.34091567993164,-37.10454559326172,-41.76985549926758
a boy found a president a coffee .,FIND,A,for,the professor brought the kid the meal .,BRING,THE,to,-35.98042678833008,-38.52677917480469,-35.50114059448242,-37.83482360839844
a teacher found a band a juice .,FIND,A,for,the bishop brought the club the pie .,BRING,THE,to,-41.99061584472656,-48.8952522277832,-43.01622009277344,-48.768699645996094
a sheriff found a guy a tea .,FIND,A,for,the lawyer brought the corporation the newspaper .,BRING,THE,to,-44.31514358520508,-47.42786407470703,-44.35547637939453,-48.0413818359375
an opponent found a corporation a meal .,FIND,A,for,the lady brought the administration the cigarette .,BRING,THE,to,-45.73392868041992,-47.32348251342773,-44.75523376464844,-45.824031829833984
a princess found a band a coffee .,FIND,A,for,the worker brought the corporation the pie .,BRING,THE,to,-41.0108757019043,-45.5716552734375,-40.173118591308594,-44.08549880981445
a captain found an actress a tea .,FIND,A,for,the worker brought the club the coffee .,BRING,THE,to,-32.91544342041016,-39.31254959106445,-33.36644744873047,-38.87928771972656
an employer found a parent a crystal .,FIND,A,for,the actor brought the aunt the glass .,BRING,THE,to,-41.18415069580078,-47.74628829956055,-41.29795837402344,-45.442970275878906
a prince found a reader a beer .,FIND,A,for,the mayor brought the actress the key .,BRING,THE,to,-47.13610076904297,-49.566165924072266,-46.70342254638672,-47.532135009765625
a cop found a club a chicken .,FIND,A,for,the guy brought the business the beer .,BRING,THE,to,-36.98233795166016,-40.28992462158203,-36.009422302246094,-39.436134338378906
an opponent found a club an engine .,FIND,A,for,the husband brought the business the beer .,BRING,THE,to,-39.223724365234375,-42.572696685791016,-38.10280990600586,-42.33547592163086
a kid found a student a chocolate .,FIND,A,for,the parent brought the king the beer .,BRING,THE,to,-37.91869354248047,-40.80974960327149,-36.99825668334961,-39.739784240722656
a doctor found a scientist a camera .,FIND,A,for,the secretary brought the soldier the chocolate .,BRING,THE,to,-54.618438720703125,-52.44447326660156,-52.74727249145508,-50.25650024414063
a sheriff found a lawyer a beer .,FIND,A,for,the priest brought the partner the pot .,BRING,THE,to,-39.17963409423828,-43.28401947021485,-39.84781265258789,-41.83325958251953
the guy got the company the guitar .,GET,THE,for,a lady brought a club a pie .,BRING,A,to,-41.25138473510742,-46.87749481201172,-41.22752380371094,-46.2850227355957
the man got the partner the iron .,GET,THE,for,a cousin brought a company a bag .,BRING,A,to,-45.21717071533203,-45.50527191162109,-45.54441833496094,-45.09728240966797
the cousin got the band the juice .,GET,THE,for,an uncle brought a priest an anchor .,BRING,A,to,-50.21908187866211,-49.38751220703125,-49.87430953979492,-48.496395111083984
the princess got the company the hat .,GET,THE,for,a man brought an administration a book .,BRING,A,to,-47.54106140136719,-47.75838088989258,-46.99593353271485,-46.87691879272461
the soldier got the army the log .,GET,THE,for,a girl brought a guy a coffee .,BRING,A,to,-41.790069580078125,-40.8996696472168,-41.68214797973633,-39.82192993164063
the minister got the husband the guitar .,GET,THE,for,a princess brought an adult a coffee .,BRING,A,to,-49.25640487670898,-49.105224609375,-49.836727142333984,-48.05831146240234
the guest got the company the machine .,GET,THE,for,a lady brought an employer a computer .,BRING,A,to,-41.49446868896485,-42.16606903076172,-41.922950744628906,-41.00523376464844
the buddy got the army the coat .,GET,THE,for,a colonel brought a candidate a television .,BRING,A,to,-46.63416290283203,-49.73499298095703,-46.43024444580078,-48.54523849487305
the soldier got the administration the cup .,GET,THE,for,a teacher brought a singer an engine .,BRING,A,to,-52.20652770996094,-52.74513626098633,-52.3081283569336,-52.135860443115234
the wife got the lawyer the candy .,GET,THE,for,a mayor brought a band an instrument .,BRING,A,to,-55.79203414916992,-53.40945816040039,-56.0465202331543,-52.80903625488281
the soldier got the professor the candy .,GET,THE,for,a colonel brought a business a tea .,BRING,A,to,-48.60035705566406,-52.72980499267578,-48.203460693359375,-51.02492141723633
the president got the administration the newspaper .,GET,THE,for,an aunt brought an army a jacket .,BRING,A,to,-54.439449310302734,-56.107460021972656,-54.76552581787109,-55.18578720092773
the author got the corporation the jacket .,GET,THE,for,a hero brought a wife a chocolate .,BRING,A,to,-53.6773681640625,-52.78483963012695,-53.51177597045898,-52.08872604370117
the reader got the guy the chocolate .,GET,THE,for,a soldier brought a scientist a cup .,BRING,A,to,-47.15125274658203,-46.05668640136719,-46.85422134399414,-44.483177185058594
the man got the guy the ball .,GET,THE,for,an employee brought a business a camera .,BRING,A,to,-41.30950927734375,-48.730751037597656,-40.53181457519531,-47.9186897277832
the son got the administration the card .,GET,THE,for,a parent brought a club a meal .,BRING,A,to,-44.96379852294922,-48.156368255615234,-46.19068908691406,-48.99263381958008
the leader got the professor the juice .,GET,THE,for,a prince brought a business a motor .,BRING,A,to,-51.97886657714844,-54.81207656860352,-51.56111145019531,-54.22392272949219
the woman got the administration the pie .,GET,THE,for,a colonel brought a business a bottle .,BRING,A,to,-47.74385833740234,-52.73518753051758,-48.8413200378418,-52.3926887512207
the lady got the club the engine .,GET,THE,for,a professor brought a band a tea .,BRING,A,to,-49.19052505493164,-49.11758804321289,-49.23773193359375,-48.65296173095703
the uncle got the army the pie .,GET,THE,for,a soldier brought a kid a telephone .,BRING,A,to,-42.45786666870117,-43.20271301269531,-42.50357437133789,-43.47721481323242
the woman got the administration the pie .,GET,THE,for,a father brought a corporation a beer .,BRING,A,to,-49.03475189208984,-49.31836700439453,-49.49796295166016,-47.68444061279297
the singer got the administration the salad .,GET,THE,for,a doctor brought a chief a tea .,BRING,A,to,-47.178741455078125,-47.463775634765625,-47.62345886230469,-46.53993225097656
the child got the business the tea .,GET,THE,for,a candidate brought a man a chocolate .,BRING,A,to,-48.170745849609375,-48.27927780151367,-47.25741958618164,-47.61469268798828
the scientist got the kid the juice .,GET,THE,for,a mayor brought a priest a coffee .,BRING,A,to,-49.892852783203125,-49.05622100830078,-51.04022216796875,-48.94329071044922
the minister got the cop the bottle .,GET,THE,for,an employer brought an attorney a tea .,BRING,A,to,-51.54927062988281,-52.41393280029297,-51.44456481933594,-50.3943977355957
a physician got a club a camera .,GET,A,for,the husband brought the candidate the newspaper .,BRING,THE,to,-42.10388946533203,-42.66250228881836,-42.13116455078125,-42.60784149169922
a kid got a brother a tea .,GET,A,for,the secretary brought the soldier the beer .,BRING,THE,to,-42.60243988037109,-44.93318939208984,-42.32524490356445,-44.33504104614258
a priest got an administration a chocolate .,GET,A,for,the champion brought the guy the hat .,BRING,THE,to,-45.25838851928711,-45.26054000854492,-44.90574264526367,-44.51775741577149
a child got an administration a beer .,GET,A,for,the parent brought the buddy the chocolate .,BRING,THE,to,-38.52052307128906,-40.43537521362305,-37.52336120605469,-39.59334564208984
an actress got a guest a beer .,GET,A,for,the secretary brought the corporation the juice .,BRING,THE,to,-47.77414321899414,-47.2719612121582,-47.89740753173828,-46.47626876831055
a leader got a king a salad .,GET,A,for,the pilot brought the band the pie .,BRING,THE,to,-42.82154846191406,-44.15807723999024,-42.5506706237793,-43.651893615722656
a champion got an army a chocolate .,GET,A,for,the mother brought the club the plate .,BRING,THE,to,-41.13733673095703,-48.12374877929688,-41.165653228759766,-47.21542739868164
a parent got a corporation an instrument .,GET,A,for,the mother brought the buddy the coffee .,BRING,THE,to,-40.156494140625,-41.55392837524414,-41.46178436279297,-41.9363899230957
a reader got a band a button .,GET,A,for,the author brought the company the guitar .,BRING,THE,to,-37.02816009521485,-38.64368438720703,-36.45811462402344,-38.08595657348633
a colonel got a doctor a meal .,GET,A,for,the guy brought the author the iron .,BRING,THE,to,-42.62996292114258,-45.169883728027344,-42.55713272094727,-44.7788200378418
a winner got a manager a bag .,GET,A,for,the employee brought the doctor the television .,BRING,THE,to,-41.41399765014648,-44.95688629150391,-43.326419830322266,-46.78483200073242
a brother got a band a coat .,GET,A,for,the lady brought the club the key .,BRING,THE,to,-34.96969985961914,-42.94865036010742,-35.710689544677734,-41.626102447509766
an opponent got a band a juice .,GET,A,for,the professor brought the kid the meal .,BRING,THE,to,-39.49272537231445,-42.07450485229492,-39.14792251586914,-41.642311096191406
a singer got an administration a wire .,GET,A,for,the bishop brought the club the pie .,BRING,THE,to,-44.72028732299805,-48.53647232055664,-45.20305633544922,-48.45040893554688
a kid got a brother a tea .,GET,A,for,the lawyer brought the corporation the newspaper .,BRING,THE,to,-44.99409866333008,-47.028934478759766,-44.89398956298828,-47.31854248046875
a father got an adult a chocolate .,GET,A,for,the lady brought the administration the cigarette .,BRING,THE,to,-46.305755615234375,-45.53715133666992,-46.74981689453125,-45.42305374145508
a colonel got a candidate a cup .,GET,A,for,the worker brought the corporation the pie .,BRING,THE,to,-41.2253532409668,-45.17593765258789,-41.28390121459961,-44.34961318969727
a pilot got an army a wire .,GET,A,for,the worker brought the club the coffee .,BRING,THE,to,-41.48869705200195,-44.91499328613281,-42.011478424072266,-45.53141021728516
a husband got an employer a juice .,GET,A,for,the actor brought the aunt the glass .,BRING,THE,to,-44.2617416381836,-48.12239456176758,-43.9868392944336,-46.991825103759766
a kid got a brother a tea .,GET,A,for,the mayor brought the actress the key .,BRING,THE,to,-50.0049057006836,-50.71147918701172,-49.93413543701172,-49.634952545166016
a husband got an employer a juice .,GET,A,for,the guy brought the business the beer .,BRING,THE,to,-32.726707458496094,-36.19546890258789,-32.931514739990234,-35.72999572753906
a parent got a corporation an instrument .,GET,A,for,the husband brought the business the beer .,BRING,THE,to,-37.09739303588867,-41.88779067993164,-37.9309196472168,-40.82305908203125
a guest got an army a juice .,GET,A,for,the parent brought the king the beer .,BRING,THE,to,-40.80307769775391,-42.95058441162109,-42.0772590637207,-41.8045539855957
a priest got an administration a candy .,GET,A,for,the secretary brought the soldier the chocolate .,BRING,THE,to,-37.97403717041016,-38.37001419067383,-37.921142578125,-38.325313568115234
an author got a bishop an iron .,GET,A,for,the priest brought the partner the pot .,BRING,THE,to,-40.824806213378906,-44.05487060546875,-40.18886566162109,-42.46935272216797
the king gave the candidate the tea .,GIVE,THE,to,a lady brought a club a pie .,BRING,A,to,-43.28873443603516,-46.5173454284668,-42.7821044921875,-45.72610092163086
the nurse gave the business the salad .,GIVE,THE,to,a cousin brought a company a bag .,BRING,A,to,-43.72397232055664,-42.83210372924805,-45.20476531982422,-42.78485870361328
the guy gave the administration the candy .,GIVE,THE,to,an uncle brought a priest an anchor .,BRING,A,to,-53.17890930175781,-52.28718948364258,-53.26058578491211,-52.44605255126953
the princess gave the business the beer .,GIVE,THE,to,a man brought an administration a book .,BRING,A,to,-44.9121322631836,-45.68769073486328,-46.278053283691406,-46.07624053955078
the doctor gave the teacher the tea .,GIVE,THE,to,a girl brought a guy a coffee .,BRING,A,to,-39.39891052246094,-39.44600296020508,-40.32714080810547,-38.194854736328125
the reader gave the business the meal .,GIVE,THE,to,a princess brought an adult a coffee .,BRING,A,to,-45.94791412353516,-45.2556266784668,-45.391883850097656,-43.9397087097168
the princess gave the cousin the cheese .,GIVE,THE,to,a lady brought an employer a computer .,BRING,A,to,-47.644779205322266,-50.09103775024414,-47.45789337158203,-49.09103012084961
the parent gave the cop the pot .,GIVE,THE,to,a colonel brought a candidate a television .,BRING,A,to,-53.19838333129883,-56.42082214355469,-53.3874397277832,-55.34239959716797
the physician gave the writer the coffee .,GIVE,THE,to,a teacher brought a singer an engine .,BRING,A,to,-50.42923355102539,-51.71477508544922,-50.18352127075195,-49.452247619628906
the princess gave the business the beer .,GIVE,THE,to,a mayor brought a band an instrument .,BRING,A,to,-54.38493347167969,-51.928466796875,-54.327186584472656,-50.21050262451172
the president gave the champion the salad .,GIVE,THE,to,a colonel brought a business a tea .,BRING,A,to,-49.89558410644531,-52.63034439086914,-50.069610595703125,-51.408145904541016
the hero gave the winner the cheese .,GIVE,THE,to,an aunt brought an army a jacket .,BRING,A,to,-52.05759811401367,-54.47732162475586,-51.87651443481445,-53.57950210571289
the candidate gave the administration the bag .,GIVE,THE,to,a hero brought a wife a chocolate .,BRING,A,to,-54.001930236816406,-52.63987731933594,-54.132415771484375,-51.977569580078125
the boy gave the captain the bag .,GIVE,THE,to,a soldier brought a scientist a cup .,BRING,A,to,-44.3101806640625,-43.62211990356445,-45.86607360839844,-43.98822784423828
the leader gave the lawyer the coffee .,GIVE,THE,to,an employee brought a business a camera .,BRING,A,to,-41.31599807739258,-48.80327224731445,-42.1650619506836,-49.45928192138672
the actor gave the child the juice .,GIVE,THE,to,a parent brought a club a meal .,BRING,A,to,-43.52934646606445,-45.95955657958984,-44.04073715209961,-46.77724838256836
the candidate gave the administration the gun .,GIVE,THE,to,a prince brought a business a motor .,BRING,A,to,-57.81784057617188,-59.86912536621094,-56.18210220336914,-57.66604232788086
the brother gave the cousin the tea .,GIVE,THE,to,a colonel brought a business a bottle .,BRING,A,to,-48.73094177246094,-52.37066650390625,-48.40328979492188,-52.35740280151367
the attorney gave the man the beer .,GIVE,THE,to,a professor brought a band a tea .,BRING,A,to,-48.19828796386719,-48.29415130615234,-48.43099212646485,-47.25485229492188
the daughter gave the manager the salad .,GIVE,THE,to,a soldier brought a kid a telephone .,BRING,A,to,-48.93570327758789,-49.43234252929688,-48.14940643310547,-47.39167785644531
the sheriff gave the colonel the anchor .,GIVE,THE,to,a father brought a corporation a beer .,BRING,A,to,-49.687255859375,-50.40572738647461,-50.11074447631836,-49.73956298828125
the guest gave the president the motor .,GIVE,THE,to,a doctor brought a chief a tea .,BRING,A,to,-45.84519958496094,-45.17226409912109,-46.75794219970703,-44.63664627075195
the worker gave the student the juice .,GIVE,THE,to,a candidate brought a man a chocolate .,BRING,A,to,-48.25244522094727,-50.09851837158203,-48.95634841918945,-48.8857421875
the secretary gave the woman the chicken .,GIVE,THE,to,a mayor brought a priest a coffee .,BRING,A,to,-48.07274627685547,-49.070560455322266,-49.042362213134766,-46.78042984008789
