text,structure,verb,det,prep,SUBJ,VERB,DOBJ,IOBJ,PREP,EOS,sen_prob_nospace,perplexity_nospace
the husband brought the newspaper to the candidate .,PD,BRING,THE,to,-11.143756866455078,-10.957952499389648,-9.365654945373535,-10.4739990234375,-1.5395539999008179,-2.7952189445495605,-46.27613830566406,171.02215576171875
the husband brought the candidate the newspaper .,DO,BRING,THE,to,-11.143756866455078,-10.957952499389648,-9.58129596710205,-12.55799388885498,0.0,-2.3573036193847656,-46.59830093383789,338.5892028808594
the secretary brought the beer to the soldier .,PD,BRING,THE,to,-11.960212707519531,-11.539668083190918,-10.858787536621094,-10.010773658752441,-1.270624041557312,-2.807661294937134,-48.447723388671875,217.6918182373047
the secretary brought the soldier the beer .,DO,BRING,THE,to,-11.960212707519531,-11.539668083190918,-12.597976684570312,-10.758296012878418,0.0,-1.973913311958313,-48.83007049560547,447.53680419921875
the champion brought the hat to the guy .,PD,BRING,THE,to,-12.905933380126953,-8.512904167175293,-10.387521743774414,-10.630961418151855,-1.65223228931427,-3.212273597717285,-47.30182647705078,191.66680908203125
the champion brought the guy the hat .,DO,BRING,THE,to,-12.905933380126953,-8.512904167175293,-11.636245727539062,-11.12617301940918,0.0,-1.7613334655761719,-45.94259262084961,311.9441223144531
the parent brought the chocolate to the buddy .,PD,BRING,THE,to,-11.366874694824219,-11.320061683654785,-10.136311531066895,-13.270243644714355,-2.850221633911133,-4.7650275230407715,-53.708744049072266,390.5821228027344
the parent brought the buddy the chocolate .,DO,BRING,THE,to,-11.366874694824219,-11.320061683654785,-14.832812309265137,-14.149141311645508,0.0,-3.371408700942993,-55.04030227661133,972.6630859375
the secretary brought the juice to the corporation .,PD,BRING,THE,to,-11.960212707519531,-11.539668083190918,-13.11372184753418,-10.598642349243164,-1.59224534034729,-2.0523056983947754,-50.85679626464844,284.5062255859375
the secretary brought the corporation the juice .,DO,BRING,THE,to,-11.960212707519531,-11.539668083190918,-17.026697158813477,-11.429862022399902,0.0,-2.34609055519104,-54.30253601074219,886.9751586914062
the pilot brought the pie to the band .,PD,BRING,THE,to,-11.132043838500977,-8.815752983093262,-12.544221878051758,-10.014168739318848,-1.3698288202285767,-2.380690574645996,-46.25670623779297,170.65330505371094
the pilot brought the band the pie .,DO,BRING,THE,to,-11.132043838500977,-8.815752983093262,-15.526437759399414,-10.139081001281738,0.0,-2.3009161949157715,-47.91422653198242,399.12646484375
the mother brought the plate to the club .,PD,BRING,THE,to,-9.422538757324219,-11.051633834838867,-12.03998851776123,-7.914544582366943,-1.5744006633758545,-2.575894355773926,-44.579002380371094,141.63063049316406
the mother brought the club the plate .,DO,BRING,THE,to,-9.422538757324219,-11.051633834838867,-13.075492858886719,-11.22379207611084,0.0,-2.573807716369629,-47.34726333618164,371.81927490234375
the mother brought the coffee to the buddy .,PD,BRING,THE,to,-9.422538757324219,-11.051633834838867,-9.732725143432617,-14.09013557434082,-1.7747631072998047,-3.890683650970459,-49.96247863769531,257.594482421875
the mother brought the buddy the coffee .,DO,BRING,THE,to,-9.422538757324219,-11.051633834838867,-14.618040084838867,-15.937728881835938,0.0,-2.1570792198181152,-53.1870231628418,771.5317993164062
the author brought the guitar to the company .,PD,BRING,THE,to,-9.194877624511719,-9.404550552368164,-10.973075866699219,-9.082817077636719,-1.1928614377975464,-3.325169324874878,-43.17334747314453,121.15110778808594
the author brought the company the guitar .,DO,BRING,THE,to,-9.194877624511719,-9.404550552368164,-13.456735610961914,-9.573400497436523,0.0,-3.186934471130371,-44.816497802734375,270.9846496582031
the guy brought the iron to the author .,PD,BRING,THE,to,-11.06498908996582,-8.031103134155273,-11.7295503616333,-11.950136184692383,-2.875946283340454,-1.8749498128890991,-47.52667236328125,196.51551818847656
the guy brought the author the iron .,DO,BRING,THE,to,-11.06498908996582,-8.031103134155273,-13.557753562927246,-13.2738618850708,0.0,-2.890430450439453,-48.818138122558594,446.8697814941406
the employee brought the television to the doctor .,PD,BRING,THE,to,-12.451026916503906,-7.82017707824707,-10.477964401245117,-8.560133934020996,-1.00076425075531,-2.989835739135742,-43.299896240234375,122.86664581298828
the employee brought the doctor the television .,DO,BRING,THE,to,-12.451026916503906,-7.82017707824707,-13.223929405212402,-10.394770622253418,0.0,-1.8931210041046143,-45.783023834228516,305.78369140625
the lady brought the key to the club .,PD,BRING,THE,to,-12.358362197875977,-8.100069046020508,-10.082210540771484,-5.6414971351623535,-1.0926135778427124,-1.3934324979782104,-38.668182373046875,73.43970489501953
the lady brought the club the key .,DO,BRING,THE,to,-12.358362197875977,-8.100069046020508,-10.357955932617188,-10.714079856872559,0.0,-2.4416353702545166,-43.97209930419922,243.84002685546875
the professor brought the meal to the kid .,PD,BRING,THE,to,-11.71632194519043,-7.789641380310059,-10.382102966308594,-9.660346031188965,-0.7392117381095886,-2.376248359680176,-42.66387176513672,114.48344421386719
the professor brought the kid the meal .,DO,BRING,THE,to,-11.71632194519043,-7.789641380310059,-12.207476615905762,-10.298615455627441,0.0,-1.7916337251663208,-43.803688049316406,238.76051330566406
the bishop brought the pie to the club .,PD,BRING,THE,to,-12.962844848632812,-10.275532722473145,-12.716207504272461,-9.182692527770996,-0.7695913314819336,-3.4803080558776855,-49.387176513671875,241.6436309814453
the bishop brought the club the pie .,DO,BRING,THE,to,-12.962844848632812,-10.275532722473145,-16.263227462768555,-11.079797744750977,0.0,-2.5739307403564453,-53.15533447265625,768.4817504882812
the lawyer brought the newspaper to the corporation .,PD,BRING,THE,to,-11.266382217407227,-8.571023941040039,-10.403468132019043,-10.697297096252441,-1.9459301233291626,-2.9968159198760986,-45.880916595458984,163.6744842529297
the lawyer brought the corporation the newspaper .,DO,BRING,THE,to,-11.266382217407227,-8.571023941040039,-13.332921981811523,-11.835403442382812,0.0,-4.1588640213012695,-49.16459274291992,466.6474609375
the lady brought the cigarette to the administration .,PD,BRING,THE,to,-12.358362197875977,-8.100069046020508,-10.43104362487793,-11.088979721069336,-2.1114389896392822,-2.367957830429077,-46.457847595214844,174.5101776123047
the lady brought the administration the cigarette .,DO,BRING,THE,to,-12.358362197875977,-8.100069046020508,-13.3563232421875,-14.348936080932617,0.0,-2.286745071411133,-50.45043182373047,548.0157470703125
the worker brought the pie to the corporation .,PD,BRING,THE,to,-12.851316452026367,-8.266728401184082,-10.287379264831543,-10.643694877624512,-0.8617591261863708,-2.999335527420044,-45.91021728515625,164.20822143554688
the worker brought the corporation the pie .,DO,BRING,THE,to,-12.851316452026367,-8.266728401184082,-14.254033088684082,-11.66596508026123,0.0,-1.9431664943695068,-48.9812126159668,456.0723876953125
the worker brought the coffee to the club .,PD,BRING,THE,to,-12.851316452026367,-8.266728401184082,-7.904605388641357,-7.10875940322876,-1.3399535417556763,-2.5122318267822266,-39.98359680175781,84.99750518798828
the worker brought the club the coffee .,DO,BRING,THE,to,-12.851316452026367,-8.266728401184082,-12.884279251098633,-10.342887878417969,0.0,-2.4107260704040527,-46.75593566894531,345.3270568847656
the actor brought the glass to the aunt .,PD,BRING,THE,to,-10.302295684814453,-7.395916938781738,-11.141990661621094,-15.413908958435059,-2.3464088439941406,-4.756377220153809,-51.35689926147461,300.76287841796875
the actor brought the aunt the glass .,DO,BRING,THE,to,-10.302295684814453,-7.395916938781738,-16.465600967407227,-15.250730514526367,0.0,-4.469901084899902,-53.88444519042969,841.8110961914062
the mayor brought the key to the actress .,PD,BRING,THE,to,-9.704353332519531,-9.621816635131836,-10.633927345275879,-13.609064102172852,-2.5236544609069824,-4.689039707183838,-50.781856536865234,282.1470947265625
the mayor brought the actress the key .,DO,BRING,THE,to,-9.704353332519531,-9.621816635131836,-11.93869400024414,-11.43278694152832,0.0,-3.4550466537475586,-46.1526985168457,320.2453308105469
the guy brought the beer to the business .,PD,BRING,THE,to,-11.06498908996582,-8.031103134155273,-7.453811168670654,-9.136106491088867,-2.359790325164795,-2.127115488052368,-40.172916412353516,86.80440521240234
the guy brought the business the beer .,DO,BRING,THE,to,-11.06498908996582,-8.031103134155273,-12.986452102661133,-9.638967514038086,0.0,-1.3098268508911133,-43.03133773803711,216.78741455078125
the husband brought the beer to the business .,PD,BRING,THE,to,-11.143756866455078,-10.957952499389648,-8.714831352233887,-8.155830383300781,-1.484458565711975,-2.138179063796997,-42.595008850097656,113.61082458496094
the husband brought the business the beer .,DO,BRING,THE,to,-11.143756866455078,-10.957952499389648,-14.977115631103516,-9.254813194274902,0.0,-1.9453561305999756,-48.27899169921875,417.74615478515625
the parent brought the beer to the king .,PD,BRING,THE,to,-11.366874694824219,-11.320061683654785,-9.978231430053711,-11.435230255126953,-1.2456027269363403,-2.336909770965576,-47.68291091918945,199.95677185058594
the parent brought the king the beer .,DO,BRING,THE,to,-11.366874694824219,-11.320061683654785,-10.730097770690918,-11.536055564880371,0.0,-1.8817991018295288,-46.83488464355469,348.7518310546875
the secretary brought the chocolate to the soldier .,PD,BRING,THE,to,-11.960212707519531,-11.539668083190918,-11.135141372680664,-10.017790794372559,-2.3846189975738525,-2.8772497177124023,-49.91468811035156,256.2302551269531
the secretary brought the soldier the chocolate .,DO,BRING,THE,to,-11.960212707519531,-11.539668083190918,-13.289106369018555,-10.758296012878418,0.0,-2.948373317718506,-50.49565505981445,551.1223754882812
the priest brought the pot to the partner .,PD,BRING,THE,to,-12.849960327148438,-8.19084644317627,-8.617817878723145,-11.649648666381836,-1.717792272567749,-2.345743179321289,-45.37181091308594,154.67286682128906
the priest brought the partner the pot .,DO,BRING,THE,to,-12.849960327148438,-8.19084644317627,-15.269326210021973,-12.629830360412598,0.0,-3.068218946456909,-52.0081787109375,665.8219604492188
a sheriff drew a knife for an administration .,PD,DRAW,A,for,-11.833364486694336,-11.666553497314453,-6.404736042022705,-14.975593566894531,-6.265683650970459,-6.940896034240723,-58.086822509765625,635.2962036132812
a sheriff drew an administration a knife .,DO,DRAW,A,for,-11.833364486694336,-11.666553497314453,-15.751626968383789,-14.497575759887695,0.0,-3.616586208343506,-57.36570739746094,1300.772216796875
an uncle drew a card for a corporation .,PD,DRAW,A,for,-14.346532821655273,-9.470974922180176,-7.923055648803711,-14.2876615524292,-2.1251020431518555,-2.743873119354248,-50.89720153808594,285.786376953125
an uncle drew a corporation a card .,DO,DRAW,A,for,-14.346532821655273,-9.470974922180176,-15.010478973388672,-13.402334213256836,0.0,-2.308422088623047,-54.53874588012695,913.5546875
a prince drew a wire for a man .,PD,DRAW,A,for,-13.514665603637695,-11.586652755737305,-12.194052696228027,-5.83018684387207,-4.255607604980469,-3.218510866165161,-50.599674224853516,276.4931335449219
a prince drew a man a wire .,DO,DRAW,A,for,-13.514665603637695,-11.586652755737305,-16.96787452697754,-7.372735500335693,0.0,-2.087998390197754,-51.52992630004883,627.1845092773438
a writer drew a motor for a professor .,PD,DRAW,A,for,-11.439092636108398,-9.743254661560059,-11.846234321594238,-8.700103759765625,-7.40904426574707,-2.513979196548462,-51.651710510253906,310.7780456542969
a writer drew a professor a motor .,DO,DRAW,A,for,-11.439092636108398,-9.743254661560059,-15.801689147949219,-11.170763969421387,0.0,-7.862614631652832,-56.01741409301758,1099.0228271484375
an opponent drew a card for a band .,PD,DRAW,A,for,-13.841712951660156,-9.955057144165039,-2.3959643840789795,-11.255378723144531,-1.8100717067718506,-5.588478088378906,-44.84666442871094,145.90602111816406
an opponent drew a band a card .,DO,DRAW,A,for,-13.841712951660156,-9.955057144165039,-12.193840026855469,-11.825275421142578,0.0,-1.8872358798980713,-49.703125,499.1419982910156
a nurse drew a bell for a corporation .,PD,DRAW,A,for,-11.46296501159668,-8.984036445617676,-12.215904235839844,-14.27647590637207,-3.524773120880127,-2.8984932899475098,-53.36264419555664,375.8471984863281
a nurse drew a corporation a bell .,DO,DRAW,A,for,-11.46296501159668,-8.984036445617676,-17.11475944519043,-14.319046020507812,0.0,-3.0602874755859375,-54.94109344482422,960.6754760742188
a mother drew a crystal for a colonel .,PD,DRAW,A,for,-9.848474502563477,-10.683435440063477,-11.048750877380371,-17.488107681274414,-6.028960704803467,-4.2453083992004395,-59.343040466308594,730.4575805664062
a mother drew a colonel a crystal .,DO,DRAW,A,for,-9.848474502563477,-10.683435440063477,-17.754304885864258,-17.301342010498047,0.0,-5.4294281005859375,-61.01698303222656,2053.13427734375
a champion drew a bottle for a band .,PD,DRAW,A,for,-12.979021072387695,-10.761707305908203,-10.371577262878418,-10.011128425598145,-4.77522611618042,-2.952143669128418,-51.85080337524414,317.7294921875
a champion drew a band a bottle .,DO,DRAW,A,for,-12.979021072387695,-10.761707305908203,-14.872533798217773,-11.673766136169434,0.0,-2.901641845703125,-53.18866729736328,771.6903686523438
a mother drew an iron for a corporation .,PD,DRAW,A,for,-9.848474502563477,-10.683435440063477,-10.849205017089844,-15.767090797424316,-7.620987892150879,-3.4417593479156494,-58.21095275878906,644.1190795898438
a mother drew a corporation an iron .,DO,DRAW,A,for,-9.848474502563477,-10.683435440063477,-15.852712631225586,-14.462868690490723,0.0,-7.139028072357178,-57.98651885986328,1405.7340087890625
a priest drew a key for a company .,PD,DRAW,A,for,-11.867223739624023,-9.672391891479492,-9.458709716796875,-10.553211212158203,-4.212459087371826,-5.3663530349731445,-51.130348205566406,293.2864685058594
a priest drew a company a key .,DO,DRAW,A,for,-11.867223739624023,-9.672391891479492,-16.286231994628906,-12.651920318603516,0.0,-4.54264497756958,-55.02041244506836,970.2478637695312
a brother drew a jacket for a business .,PD,DRAW,A,for,-12.654382705688477,-11.238483428955078,-12.182938575744629,-9.393065452575684,-2.068206310272217,-4.967440605163574,-52.5045166015625,341.6665344238281
a brother drew a business a jacket .,DO,DRAW,A,for,-12.654382705688477,-11.238483428955078,-20.63525390625,-9.960553169250488,0.0,-3.348595380783081,-57.83726501464844,1379.750732421875
a candidate drew a flower for a student .,PD,DRAW,A,for,-11.586334228515625,-10.169610023498535,-12.930309295654297,-6.662679672241211,-3.362804651260376,-4.132638931274414,-48.84437561035156,227.50059509277344
a candidate drew a student a flower .,DO,DRAW,A,for,-11.586334228515625,-10.169610023498535,-14.35213851928711,-9.971670150756836,0.0,-3.0845859050750732,-49.16434097290039,466.6327819824219
a reader drew a gun for an employer .,PD,DRAW,A,for,-9.969507217407227,-9.218278884887695,-12.459193229675293,-11.494100570678711,-5.465816020965576,-1.937077522277832,-50.54397201538086,274.78717041015625
a reader drew an employer a gun .,DO,DRAW,A,for,-9.969507217407227,-9.218278884887695,-17.102519989013672,-17.37436866760254,0.0,-2.571470022201538,-56.236141204833984,1129.4857177734375
a chief drew a telephone for an army .,PD,DRAW,A,for,-12.695049285888672,-12.45616626739502,-10.626686096191406,-9.280524253845215,-5.957571983337402,-5.884459495544434,-56.90045928955078,556.83740234375
a chief drew an army a telephone .,DO,DRAW,A,for,-12.695049285888672,-12.45616626739502,-19.230480194091797,-10.07828426361084,0.0,-3.6657235622406006,-58.125701904296875,1430.40478515625
a worker drew a log for a company .,PD,DRAW,A,for,-10.710429191589355,-10.768795013427734,-10.288061141967773,-7.498280048370361,-3.837517738342285,-4.864780426025391,-47.96786117553711,206.388916015625
a worker drew a company a log .,DO,DRAW,A,for,-10.710429191589355,-10.768795013427734,-18.77516746520996,-11.470918655395508,0.0,-4.481899738311768,-56.20720672607422,1125.407958984375
a cousin drew a crystal for a band .,PD,DRAW,A,for,-13.750970840454102,-10.10360336303711,-11.111512184143066,-10.055849075317383,-6.238795280456543,-3.6103649139404297,-54.871097564697266,444.4282531738281
a cousin drew a band a crystal .,DO,DRAW,A,for,-13.750970840454102,-10.10360336303711,-19.26190948486328,-11.515122413635254,0.0,-4.152681827545166,-58.7842903137207,1553.1435546875
a nurse drew a newspaper for a business .,PD,DRAW,A,for,-11.46296501159668,-8.984036445617676,-11.897810935974121,-10.56850814819336,-4.964859962463379,-4.616613388061523,-52.494789123535156,341.29742431640625
a nurse drew a business a newspaper .,DO,DRAW,A,for,-11.46296501159668,-8.984036445617676,-18.596084594726562,-11.187840461730957,0.0,-4.0727691650390625,-54.30369567871094,887.103759765625
a woman drew a bag for a cousin .,PD,DRAW,A,for,-7.570671558380127,-9.817282676696777,-9.687499046325684,-9.350299835205078,-5.678311824798584,-4.466703414916992,-46.570762634277344,176.71339416503906
a woman drew a cousin a bag .,DO,DRAW,A,for,-7.570671558380127,-9.817282676696777,-14.993667602539062,-14.017531394958496,0.0,-6.977468490600586,-53.376617431640625,790.0349731445312
a nurse drew a knife for an administration .,PD,DRAW,A,for,-11.46296501159668,-8.984036445617676,-5.690585136413574,-13.503131866455078,-6.37261438369751,-6.234841346740723,-52.24817657470703,332.0723876953125
a nurse drew an administration a knife .,DO,DRAW,A,for,-11.46296501159668,-8.984036445617676,-15.717256546020508,-14.159784317016602,0.0,-3.619190216064453,-53.9432373046875,848.0203857421875
a man drew a card for an attorney .,PD,DRAW,A,for,-6.948237895965576,-9.664820671081543,-8.578912734985352,-11.900395393371582,-2.903287410736084,-4.339834213256836,-44.335487365722656,137.84988403320312
a man drew an attorney a card .,DO,DRAW,A,for,-6.948237895965576,-9.664820671081543,-13.87875747680664,-12.388082504272461,0.0,-3.5606019496917725,-46.44049835205078,331.9758605957031
a winner drew a computer for an employee .,PD,DRAW,A,for,-13.358592987060547,-11.358242988586426,-12.020110130310059,-11.842649459838867,-4.530105113983154,-4.2004218101501465,-57.310115814208984,582.7688598632812
a winner drew an employee a computer .,DO,DRAW,A,for,-13.358592987060547,-11.358242988586426,-14.418314933776855,-13.468010902404785,0.0,-2.4033806324005127,-55.00654220581055,968.567138671875
a parent drew an instrument for an army .,PD,DRAW,A,for,-11.838857650756836,-9.708187103271484,-15.863677978515625,-12.782490730285645,-2.8901538848876953,-7.154495716094971,-60.237857818603516,806.8157348632812
a parent drew an army an instrument .,DO,DRAW,A,for,-11.838857650756836,-9.708187103271484,-22.30135726928711,-11.530252456665039,0.0,-4.6417317390441895,-60.0203857421875,1812.655517578125
a colonel drew a bag for a corporation .,PD,DRAW,A,for,-14.825262069702148,-10.166888236999512,-11.210294723510742,-13.536337852478027,-5.190564155578613,-2.003424644470215,-56.93277359008789,558.8402709960938
a colonel drew a corporation a bag .,DO,DRAW,A,for,-14.825262069702148,-10.166888236999512,-16.732635498046875,-13.527996063232422,0.0,-5.1199164390563965,-60.37269592285156,1894.2664794921875
