text,structure,verb,det,prep,SUBJ,VERB,DOBJ,IOBJ,PREP,EOS,sen_prob_nospace,perplexity_nospace
the husband brought the newspaper to us .,PD,BRING,THE,to,-10.889007568359375,-10.058489799499512,-10.188718795776367,-5.6040849685668945,-1.0056195259094238,-1.9530727863311768,-39.69899368286133,142.9327392578125
the husband brought us the newspaper .,DO,BRING,THE,to,-10.889007568359375,-10.058489799499512,-9.93813705444336,-5.338470458984375,0.0,-2.331223487854004,-38.555328369140625,246.63365173339844
the secretary brought the beer to them .,PD,BRING,THE,to,-11.448559761047363,-10.714244842529297,-11.326800346374512,-5.850244522094727,-1.5137840509414673,-2.075202226638794,-42.9288330078125,214.0274200439453
the secretary brought them the beer .,DO,BRING,THE,to,-11.448559761047363,-10.714244842529297,-12.695390701293945,-5.325875282287598,0.0,-1.730129361152649,-41.91419982910156,398.5140686035156
the champion brought the hat to me .,PD,BRING,THE,to,-12.580184936523438,-9.345340728759766,-10.552238464355469,-4.536201000213623,-1.7167174816131592,-2.4028897285461426,-41.13357162475586,171.00563049316406
the champion brought me the hat .,DO,BRING,THE,to,-12.580184936523438,-9.345340728759766,-10.858732223510742,-5.151083946228027,0.0,-1.9501460790634155,-39.88549041748047,298.24853515625
the parent brought the chocolate to you .,PD,BRING,THE,to,-11.258129119873047,-10.648144721984863,-11.97511100769043,-6.968489646911621,-2.12908935546875,-2.253188133239746,-45.232154846191406,285.4364318847656
the parent brought you the chocolate .,DO,BRING,THE,to,-11.258129119873047,-10.648144721984863,-10.766766548156738,-6.702925205230713,0.0,-4.932824611663818,-44.30879211425781,561.0597534179688
the secretary brought the juice to her .,PD,BRING,THE,to,-11.448559761047363,-10.714244842529297,-13.752881050109863,-2.639404296875,-1.6063491106033325,-7.520948886871338,-47.68238830566406,387.7258605957031
the secretary brought her the juice .,DO,BRING,THE,to,-11.448559761047363,-10.714244842529297,-18.113750457763672,-3.4506032466888428,0.0,-2.462170362472534,-46.189327239990234,733.9752807617188
the pilot brought the pie to it .,PD,BRING,THE,to,-10.663193702697754,-10.138343811035156,-13.287914276123047,-7.14592170715332,-1.44078528881073,-2.1184213161468506,-44.79457473754883,270.2430725097656
the pilot brought it the pie .,DO,BRING,THE,to,-10.663193702697754,-10.138343811035156,-18.72878646850586,-4.950918197631836,0.0,-1.711105465888977,-46.192344665527344,734.2916870117188
the mother brought the plate to you .,PD,BRING,THE,to,-9.259241104125977,-9.621148109436035,-11.694168090820312,-7.430800914764404,-1.1344918012619019,-1.8020402193069458,-40.941890716552734,166.95700073242188
the mother brought you the plate .,DO,BRING,THE,to,-9.259241104125977,-9.621148109436035,-11.540975570678711,-7.159861087799072,0.0,-2.5645360946655273,-40.1457633972168,309.5467224121094
the mother brought the coffee to it .,PD,BRING,THE,to,-9.259241104125977,-9.621148109436035,-11.354331970214844,-8.139608383178711,-1.571555256843567,-2.984046459197998,-42.929931640625,214.0568084716797
the mother brought it the coffee .,DO,BRING,THE,to,-9.259241104125977,-9.621148109436035,-16.441688537597656,-4.589310169219971,0.0,-3.1234331130981445,-43.034820556640625,467.70208740234375
the author brought the guitar to you .,PD,BRING,THE,to,-9.116205215454102,-9.329059600830078,-11.08711051940918,-6.050766944885254,-1.4818825721740723,-3.4626641273498535,-40.52769088745117,158.53277587890625
the author brought you the guitar .,DO,BRING,THE,to,-9.116205215454102,-9.329059600830078,-11.985971450805664,-4.347069263458252,0.0,-5.147470474243164,-39.92577362060547,299.9698486328125
the guy brought the iron to it .,PD,BRING,THE,to,-10.440812110900879,-7.8980607986450195,-10.829259872436523,-5.239562511444092,-3.064509391784668,-1.0175312757492065,-38.48973846435547,122.88111114501953
the guy brought it the iron .,DO,BRING,THE,to,-10.440812110900879,-7.8980607986450195,-17.02469253540039,-3.255932331085205,0.0,-2.8909800052642822,-41.510475158691406,376.1800537109375
the employee brought the television to us .,PD,BRING,THE,to,-11.96430778503418,-6.845383644104004,-10.168965339660645,-5.1411590576171875,-1.2754300832748413,-2.1427860260009766,-37.53803253173828,109.09881591796875
the employee brought us the television .,DO,BRING,THE,to,-11.96430778503418,-6.845383644104004,-11.35084056854248,-5.350274085998535,0.0,-2.752087354660034,-38.26289367675781,236.54244995117188
the lady brought the key to it .,PD,BRING,THE,to,-11.508102416992188,-7.5677642822265625,-8.979998588562012,-6.602985858917236,-0.8672016859054565,-1.4019197225570679,-36.927974700927734,101.08854675292969
the lady brought it the key .,DO,BRING,THE,to,-11.508102416992188,-7.5677642822265625,-15.559396743774414,-3.7589731216430664,0.0,-2.279345750808716,-40.673583984375,333.78997802734375
the professor brought the meal to us .,PD,BRING,THE,to,-11.328598022460938,-7.483733654022217,-11.067269325256348,-5.084944248199463,-0.8789947032928467,-2.2287135124206543,-38.0722541809082,116.63294219970703
the professor brought us the meal .,DO,BRING,THE,to,-11.328598022460938,-7.483733654022217,-11.631487846374512,-4.655862808227539,0.0,-2.5856096744537354,-37.68529510498047,217.80792236328125
the bishop brought the pie to you .,PD,BRING,THE,to,-12.751842498779297,-8.25132942199707,-12.305444717407227,-7.299622535705566,-1.1385619640350342,-1.8169913291931152,-43.56378936767578,231.70700073242188
the bishop brought you the pie .,DO,BRING,THE,to,-12.751842498779297,-8.25132942199707,-12.295418739318848,-6.89831018447876,0.0,-1.615003228187561,-41.81190490722656,392.73272705078125
the lawyer brought the newspaper to me .,PD,BRING,THE,to,-10.93069839477539,-8.363317489624023,-11.25484561920166,-5.546877861022949,-1.9329837560653687,-2.1236119270324707,-40.15233612060547,151.26632690429688
the lawyer brought me the newspaper .,DO,BRING,THE,to,-10.93069839477539,-8.363317489624023,-8.620148658752441,-6.497138023376465,0.0,-2.4689137935638428,-36.88021469116211,194.14437866210938
the lady brought the cigarette to you .,PD,BRING,THE,to,-11.508102416992188,-7.5677642822265625,-9.877435684204102,-5.499673843383789,-2.0447349548339844,-1.44534432888031,-37.94305419921875,114.76445007324219
the lady brought you the cigarette .,DO,BRING,THE,to,-11.508102416992188,-7.5677642822265625,-11.665145874023438,-4.7677001953125,0.0,-2.112330436706543,-37.62104415893555,215.81787109375
the worker brought the pie to us .,PD,BRING,THE,to,-12.315877914428711,-7.112924575805664,-10.551822662353516,-5.79835319519043,-0.989113986492157,-1.890080213546753,-38.658172607421875,125.49571228027344
the worker brought us the pie .,DO,BRING,THE,to,-12.315877914428711,-7.112924575805664,-9.781035423278809,-5.24329137802124,0.0,-1.7324548959732056,-36.185585021972656,175.80392456054688
the worker brought the coffee to them .,PD,BRING,THE,to,-12.315877914428711,-7.112924575805664,-8.737768173217773,-6.285490036010742,-1.493392825126648,-1.8963053226470947,-37.84176254272461,113.32052612304688
the worker brought them the coffee .,DO,BRING,THE,to,-12.315877914428711,-7.112924575805664,-9.840564727783203,-5.187211513519287,0.0,-1.8702116012573242,-36.32678985595703,179.3862762451172
the actor brought the glass to him .,PD,BRING,THE,to,-10.18032455444336,-7.5401291847229,-12.39148235321045,-6.225941181182861,-2.7503256797790527,-4.151971817016602,-43.24017333984375,222.5210418701172
the actor brought him the glass .,DO,BRING,THE,to,-10.18032455444336,-7.5401291847229,-13.020670890808105,-6.571812629699707,0.0,-4.093838691711426,-41.406776428222656,370.6483459472656
the mayor brought the key to you .,PD,BRING,THE,to,-9.358541488647461,-9.983226776123047,-10.46661376953125,-8.519157409667969,-1.5261286497116089,-2.018848180770874,-41.87251663208008,187.5535888671875
the mayor brought you the key .,DO,BRING,THE,to,-9.358541488647461,-9.983226776123047,-10.167168617248535,-7.6271843910217285,0.0,-4.645432949066162,-41.78155517578125,391.03363037109375
the guy brought the beer to you .,PD,BRING,THE,to,-10.440812110900879,-7.8980607986450195,-7.0846943855285645,-4.7731242179870605,-2.0023767948150635,-1.8962838649749756,-34.0953483581543,70.94596862792969
the guy brought you the beer .,DO,BRING,THE,to,-10.440812110900879,-7.8980607986450195,-8.982854843139648,-4.41131067276001,0.0,-2.6701505184173584,-34.40319061279297,136.28407287597656
the husband brought the beer to them .,PD,BRING,THE,to,-10.889007568359375,-10.058489799499512,-9.927229881286621,-6.2250871658325195,-1.2633880376815796,-2.5971972942352295,-40.96040344238281,167.34381103515625
the husband brought them the beer .,DO,BRING,THE,to,-10.889007568359375,-10.058489799499512,-10.456148147583008,-5.5859527587890625,0.0,-2.0067849159240723,-38.99638366699219,262.67352294921875
the parent brought the beer to it .,PD,BRING,THE,to,-11.258129119873047,-10.648144721984863,-10.23808479309082,-7.679261207580566,-1.2742271423339844,-3.6172688007354736,-44.715110778808594,267.5720520019531
the parent brought it the beer .,DO,BRING,THE,to,-11.258129119873047,-10.648144721984863,-17.578594207763672,-3.796456813812256,0.0,-2.334286689758301,-45.61560821533203,676.2179565429688
the secretary brought the chocolate to us .,PD,BRING,THE,to,-11.448559761047363,-10.714244842529297,-12.534998893737793,-4.664572715759277,-2.1718897819519043,-2.3816685676574707,-43.915931701660156,242.13404846191406
the secretary brought us the chocolate .,DO,BRING,THE,to,-11.448559761047363,-10.714244842529297,-12.102417945861816,-4.959575653076172,0.0,-3.82155442237854,-43.04635238647461,468.47320556640625
the priest brought the pot to him .,PD,BRING,THE,to,-12.285171508789062,-7.287104606628418,-8.93486213684082,-2.53257155418396,-1.6099332571029663,-2.0287957191467285,-34.67844009399414,76.3100814819336
the priest brought him the pot .,DO,BRING,THE,to,-12.285171508789062,-7.287104606628418,-9.966253280639648,-4.309886932373047,0.0,-2.4074325561523438,-36.2558479309082,177.57745361328125
a sheriff drew a knife for him .,PD,DRAW,A,for,-11.962423324584961,-10.397174835205078,-7.082294464111328,-6.2101030349731445,-6.324077129364014,-2.30737042427063,-44.283443450927734,253.5168914794922
a sheriff drew him a knife .,DO,DRAW,A,for,-11.962423324584961,-10.397174835205078,-8.378833770751953,-7.472452163696289,0.0,-2.530583620071411,-40.74147033691406,337.0428466796875
an uncle drew a card for us .,PD,DRAW,A,for,-13.840133666992188,-10.109580993652344,-7.842813014984131,-4.924542427062988,-2.773524284362793,-2.121267795562744,-41.61186218261719,181.54122924804688
an uncle drew us a card .,DO,DRAW,A,for,-13.840133666992188,-10.109580993652344,-6.389279365539551,-7.666347980499268,0.0,-2.1945667266845703,-40.19990921020508,311.95037841796875
a prince drew a wire for us .,PD,DRAW,A,for,-13.386516571044922,-9.515405654907227,-13.352678298950195,-7.484538555145264,-3.371615409851074,-2.346869707107544,-49.45762634277344,484.05731201171875
a prince drew us a wire .,DO,DRAW,A,for,-13.386516571044922,-9.515405654907227,-14.46812629699707,-7.427064418792725,0.0,-2.802598714828491,-47.599708557128906,897.8099365234375
a writer drew a motor for it .,PD,DRAW,A,for,-11.074402809143066,-9.674033164978027,-12.996013641357422,-5.694005012512207,-7.147615909576416,-1.6408817768096924,-48.226951599121094,415.03753662109375
a writer drew it a motor .,DO,DRAW,A,for,-11.074402809143066,-9.674033164978027,-17.045856475830078,-5.967246055603027,0.0,-5.550835132598877,-49.312374114990234,1146.6785888671875
an opponent drew a card for them .,PD,DRAW,A,for,-13.504322052001953,-9.343162536621094,-5.076406002044678,-7.487605094909668,-3.3550233840942383,-1.5319985151290894,-40.29851531982422,154.05572509765625
an opponent drew them a card .,DO,DRAW,A,for,-13.504322052001953,-9.343162536621094,-6.21256160736084,-7.630274772644043,0.0,-1.543940544128418,-38.23426055908203,235.5768585205078
a nurse drew a bell for them .,PD,DRAW,A,for,-11.27120590209961,-8.517931938171387,-14.020036697387695,-7.944904327392578,-4.14853572845459,-2.3215577602386475,-48.22417068481445,414.8932800292969
a nurse drew them a bell .,DO,DRAW,A,for,-11.27120590209961,-8.517931938171387,-13.793266296386719,-8.135720252990723,0.0,-3.056781530380249,-44.774906158447266,599.69140625
a mother drew a crystal for us .,PD,DRAW,A,for,-9.506073951721191,-9.320221900939941,-13.459126472473145,-8.514362335205078,-6.0452141761779785,-3.1935625076293945,-50.0385627746582,520.515869140625
a mother drew us a crystal .,DO,DRAW,A,for,-9.506073951721191,-9.320221900939941,-11.871428489685059,-7.912320613861084,0.0,-4.402624607086182,-43.01266860961914,466.2243347167969
a champion drew a bottle for him .,PD,DRAW,A,for,-12.635618209838867,-10.639528274536133,-10.76760482788086,-5.623655319213867,-5.020020008087158,-1.7122358083724976,-46.398658752441406,330.24420166015625
a champion drew him a bottle .,DO,DRAW,A,for,-12.635618209838867,-10.639528274536133,-9.101699829101562,-6.17488956451416,0.0,-3.6459500789642334,-42.19768524169922,414.98431396484375
a mother drew an iron for us .,PD,DRAW,A,for,-9.506073951721191,-9.320221900939941,-11.342340469360352,-8.393192291259766,-8.468140602111816,-2.713527202606201,-49.74349594116211,501.667236328125
a mother drew us an iron .,DO,DRAW,A,for,-9.506073951721191,-9.320221900939941,-12.103996276855469,-7.912320613861084,0.0,-5.625387191772461,-44.46799850463867,573.9666137695312
a priest drew a key for us .,PD,DRAW,A,for,-11.845521926879883,-10.065045356750488,-10.331188201904297,-6.313756465911865,-3.4056410789489746,-3.001215934753418,-44.96236801147461,275.9710693359375
a priest drew us a key .,DO,DRAW,A,for,-11.845521926879883,-10.065045356750488,-10.238327026367188,-8.666168212890625,0.0,-3.4098563194274902,-44.224918365478516,554.3773193359375
a brother drew a jacket for me .,PD,DRAW,A,for,-12.518869400024414,-10.042217254638672,-12.752619743347168,-3.597266674041748,-3.0172531604766846,-2.3016061782836914,-44.22983169555664,251.82362365722656
a brother drew me a jacket .,DO,DRAW,A,for,-12.518869400024414,-10.042217254638672,-11.225776672363281,-7.2488532066345215,0.0,-2.4770171642303467,-43.51272964477539,500.7486267089844
a candidate drew a flower for you .,PD,DRAW,A,for,-11.735186576843262,-9.331942558288574,-14.128096580505371,-8.25313949584961,-4.039874076843262,-2.629106283187866,-50.117347717285156,525.6672973632812
a candidate drew you a flower .,DO,DRAW,A,for,-11.735186576843262,-9.331942558288574,-11.504735946655273,-9.392765998840332,0.0,-2.057095527648926,-44.021728515625,538.5166015625
a reader drew a gun for you .,PD,DRAW,A,for,-10.035541534423828,-9.611977577209473,-11.963149070739746,-5.755288124084473,-5.570248603820801,-1.9008781909942627,-44.83708190917969,271.68280029296875
a reader drew you a gun .,DO,DRAW,A,for,-10.035541534423828,-9.611977577209473,-12.396726608276367,-7.8224334716796875,0.0,-2.298473358154297,-42.16515350341797,413.0602111816406
a chief drew a telephone for you .,PD,DRAW,A,for,-12.514749526977539,-10.618352890014648,-11.804258346557617,-6.9934797286987305,-5.050525188446045,-2.1883928775787354,-49.169761657714844,466.9490661621094
a chief drew you a telephone .,DO,DRAW,A,for,-12.514749526977539,-10.618352890014648,-12.855389595031738,-9.101837158203125,0.0,-4.031372547149658,-49.1217041015625,1115.8662109375
a worker drew a log for you .,PD,DRAW,A,for,-10.881145477294922,-9.768028259277344,-12.753056526184082,-7.304440498352051,-4.503685474395752,-2.260629892349243,-47.470985412597656,377.6142578125
a worker drew you a log .,DO,DRAW,A,for,-10.881145477294922,-9.768028259277344,-11.686899185180664,-9.583942413330078,0.0,-2.66072416305542,-44.58073806762695,583.2855834960938
a cousin drew a crystal for you .,PD,DRAW,A,for,-13.185147285461426,-10.701498985290527,-13.090276718139648,-5.062702178955078,-5.986530303955078,-1.7276562452316284,-49.75381088256836,502.3144836425781
a cousin drew you a crystal .,DO,DRAW,A,for,-13.185147285461426,-10.701498985290527,-11.628149032592773,-8.423784255981445,0.0,-3.398972272872925,-47.337554931640625,864.8082885742188
a nurse drew a newspaper for it .,PD,DRAW,A,for,-11.27120590209961,-8.517931938171387,-12.952980041503906,-8.297479629516602,-4.208987236022949,-1.9526431560516357,-47.20123291015625,365.0937194824219
a nurse drew it a newspaper .,DO,DRAW,A,for,-11.27120590209961,-8.517931938171387,-15.704965591430664,-7.630526065826416,0.0,-3.8834750652313232,-47.00810623168945,825.0498046875
a woman drew a bag for them .,PD,DRAW,A,for,-7.585829734802246,-9.081724166870117,-11.263318061828613,-7.785550117492676,-5.710562705993652,-2.7419300079345703,-44.168914794921875,249.9133758544922
a woman drew them a bag .,DO,DRAW,A,for,-7.585829734802246,-9.081724166870117,-12.179277420043945,-8.465935707092285,0.0,-5.032912254333496,-42.345680236816406,423.85137939453125
a nurse drew a knife for you .,PD,DRAW,A,for,-11.27120590209961,-8.517931938171387,-7.527248382568359,-7.842174053192139,-6.393426418304443,-2.3046789169311523,-43.856666564941406,240.34690856933594
a nurse drew you a knife .,DO,DRAW,A,for,-11.27120590209961,-8.517931938171387,-8.385150909423828,-9.762890815734863,0.0,-2.5684328079223633,-40.505611419677734,325.87567138671875
a man drew a card for me .,PD,DRAW,A,for,-7.066828727722168,-9.29580020904541,-9.313138961791992,-4.588924884796143,-3.5030152797698975,-2.539727210998535,-36.307437896728516,93.54379272460938
a man drew me a card .,DO,DRAW,A,for,-7.066828727722168,-9.29580020904541,-6.905572414398193,-9.366073608398438,0.0,-2.2362399101257324,-34.870513916015625,145.69305419921875
a winner drew a computer for us .,PD,DRAW,A,for,-13.055392265319824,-10.658467292785645,-12.170969009399414,-6.422597885131836,-6.22969913482666,-1.882520079612732,-50.41964340209961,545.9107055664062
a winner drew us a computer .,DO,DRAW,A,for,-13.055392265319824,-10.658467292785645,-13.51692008972168,-7.244129657745361,0.0,-3.7021145820617676,-48.17702102661133,974.9942626953125
a parent drew an instrument for you .,PD,DRAW,A,for,-11.674575805664062,-8.014764785766602,-15.608917236328125,-8.44447135925293,-4.006908416748047,-2.607069969177246,-50.356712341308594,541.6332397460938
a parent drew you an instrument .,DO,DRAW,A,for,-11.674575805664062,-8.014764785766602,-14.334749221801758,-8.946054458618164,0.0,-2.9283885955810547,-45.898529052734375,704.1087036132812
a colonel drew a bag for me .,PD,DRAW,A,for,-14.578892707824707,-9.843680381774902,-11.001960754394531,-3.431199312210083,-5.502101421356201,-2.0869994163513184,-46.44483184814453,332.15576171875
a colonel drew me a bag .,DO,DRAW,A,for,-14.578892707824707,-9.843680381774902,-10.30482292175293,-5.907801628112793,0.0,-3.913524627685547,-44.54872512817383,580.6241455078125
a worker drew an engine for you .,PD,DRAW,A,for,-10.881145477294922,-9.768028259277344,-13.281044960021973,-9.111245155334473,-4.384568691253662,-2.218860387802124,-49.64488983154297,495.521728515625
a worker drew you an engine .,DO,DRAW,A,for,-10.881145477294922,-9.768028259277344,-12.183304786682129,-9.583942413330078,0.0,-3.0611672401428223,-45.47758865356445,663.0155029296875
