prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
an uncle drew her a telephone .,DRAW,A,for,the lady brought it the key .,BRING,THE,to,-30.76018524169922,-36.17144393920898,-30.73358917236328,-35.64464569091797
an aunt drew him a crystal .,DRAW,A,for,the professor brought us the meal .,BRING,THE,to,-36.05057144165039,-33.393924713134766,-36.96027374267578,-34.027400970458984
a writer drew us a bowl .,DRAW,A,for,the bishop brought you the pie .,BRING,THE,to,-42.57637786865234,-37.989036560058594,-42.20682907104492,-37.05548095703125
a brother drew us a coat .,DRAW,A,for,the lawyer brought me the newspaper .,BRING,THE,to,-34.304805755615234,-30.95026969909668,-34.4083366394043,-30.31210327148437
a prince drew us a jacket .,DRAW,A,for,the lady brought you the cigarette .,BRING,THE,to,-41.74931716918945,-36.00912094116211,-39.98031234741211,-33.662113189697266
a son drew him a telephone .,DRAW,A,for,the worker brought us the pie .,BRING,THE,to,-39.64919662475586,-36.45756530761719,-41.44706726074219,-38.23543167114258
a man drew us a plate .,DRAW,A,for,the worker brought them the coffee .,BRING,THE,to,-36.5490837097168,-37.03334045410156,-37.03305435180664,-36.244239807128906
a soldier drew you a bag .,DRAW,A,for,the actor brought him the glass .,BRING,THE,to,-37.30662536621094,-36.91947555541992,-36.42533874511719,-35.786216735839844
a father drew us a crystal .,DRAW,A,for,the mayor brought you the key .,BRING,THE,to,-37.26622009277344,-34.669715881347656,-37.640411376953125,-33.603946685791016
a winner drew it an instrument .,DRAW,A,for,the guy brought you the beer .,BRING,THE,to,-37.03237533569336,-34.70537185668945,-35.749725341796875,-33.03045654296875
a pilot drew you a telephone .,DRAW,A,for,the husband brought them the beer .,BRING,THE,to,-40.87077331542969,-37.682743072509766,-40.2518424987793,-36.76218795776367
an adult drew them a machine .,DRAW,A,for,the parent brought it the beer .,BRING,THE,to,-32.7034912109375,-35.26377487182617,-33.393314361572266,-33.84406280517578
a guy drew you a glass .,DRAW,A,for,the secretary brought us the chocolate .,BRING,THE,to,-39.97622299194336,-35.19927215576172,-40.39687347412109,-34.656982421875
a buddy drew you a bell .,DRAW,A,for,the priest brought him the pot .,BRING,THE,to,-34.86095428466797,-35.46438217163086,-34.45752716064453,-34.22325134277344
the employee found us the tea .,FIND,THE,for,a lady brought him a pie .,BRING,A,to,-37.07707595825195,-31.048797607421875,-36.75079727172852,-29.74358558654785
the employee found them the salad .,FIND,THE,for,a cousin brought you a bag .,BRING,A,to,-35.27008056640625,-31.68513298034668,-35.63230514526367,-31.882568359375
the nurse found it the ball .,FIND,THE,for,an uncle brought you an anchor .,BRING,A,to,-42.62929534912109,-39.2608642578125,-43.903804779052734,-40.42105865478516
the guest found him the bowl .,FIND,THE,for,a man brought her a book .,BRING,A,to,-33.53629684448242,-29.83112335205078,-34.59540557861328,-30.717369079589844
the adult found them the cheese .,FIND,THE,for,a girl brought her a coffee .,BRING,A,to,-35.41199493408203,-31.713871002197266,-35.1666374206543,-30.68522071838379
the woman found them the pot .,FIND,THE,for,a princess brought us a coffee .,BRING,A,to,-43.43828582763672,-39.00872039794922,-44.68352890014648,-39.44779586791992
the wife found me the chicken .,FIND,THE,for,a lady brought him a computer .,BRING,A,to,-42.848331451416016,-37.87920379638672,-42.865516662597656,-35.41883850097656
the employer found them the chicken .,FIND,THE,for,a colonel brought me a television .,BRING,A,to,-43.71533966064453,-39.56256866455078,-43.189109802246094,-39.37769317626953
the parent found them the cheese .,FIND,THE,for,a teacher brought him an engine .,BRING,A,to,-38.95764923095703,-34.83507537841797,-39.71029281616211,-34.50202178955078
the kid found him the juice .,FIND,THE,for,a mayor brought them an instrument .,BRING,A,to,-45.512733459472656,-44.50434494018555,-47.10676193237305,-44.40736770629883
the physician found us the candy .,FIND,THE,for,a colonel brought you a tea .,BRING,A,to,-46.10337066650391,-39.98920440673828,-46.24624633789063,-39.21831512451172
the lawyer found you the coffee .,FIND,THE,for,an aunt brought him a jacket .,BRING,A,to,-41.92156982421875,-34.3530158996582,-43.407371520996094,-35.37763977050781
the daughter found you the meal .,FIND,THE,for,a hero brought it a chocolate .,BRING,A,to,-44.46129989624024,-43.32568359375,-44.59236907958984,-43.34820556640625
the employer found them the motor .,FIND,THE,for,a soldier brought us a cup .,BRING,A,to,-39.728023529052734,-35.874549865722656,-39.478302001953125,-35.41671371459961
the son found her the juice .,FIND,THE,for,an employee brought you a camera .,BRING,A,to,-39.12100982666016,-36.605865478515625,-39.70896911621094,-36.98921585083008
the author found me the candy .,FIND,THE,for,a parent brought us a meal .,BRING,A,to,-40.48381423950195,-38.69343948364258,-40.66733551025391,-38.709083557128906
the physician found him the pie .,FIND,THE,for,a prince brought us a motor .,BRING,A,to,-48.53212356567383,-44.94513320922852,-48.28770446777344,-44.89697647094727
the soldier found me the plate .,FIND,THE,for,a colonel brought you a bottle .,BRING,A,to,-40.56121444702149,-35.96994400024414,-39.659141540527344,-35.452239990234375
the employee found it the iron .,FIND,THE,for,a professor brought them a tea .,BRING,A,to,-41.76747512817383,-37.00600814819336,-41.18190002441406,-35.395347595214844
the actress found her the newspaper .,FIND,THE,for,a soldier brought me a telephone .,BRING,A,to,-39.03533935546875,-35.61551284790039,-40.00540542602539,-35.8231086730957
the reader found us the coat .,FIND,THE,for,a father brought me a beer .,BRING,A,to,-41.59886169433594,-35.498069763183594,-41.36882400512695,-35.77458190917969
the manager found it the juice .,FIND,THE,for,a doctor brought us a tea .,BRING,A,to,-39.85384368896485,-34.512229919433594,-40.45391082763672,-34.65278625488281
the bishop found it the instrument .,FIND,THE,for,a candidate brought you a chocolate .,BRING,A,to,-52.22905731201172,-47.5473518371582,-51.15215301513672,-46.43265914916992
the son found them the juice .,FIND,THE,for,a mayor brought me a coffee .,BRING,A,to,-43.29873275756836,-37.259464263916016,-43.942962646484375,-38.09036636352539
the actress found us the beer .,FIND,THE,for,an employer brought you a tea .,BRING,A,to,-48.772438049316406,-41.42488479614258,-49.85188293457031,-41.79506301879883
a manager found you a wire .,FIND,A,for,the husband brought us the newspaper .,BRING,THE,to,-36.96251678466797,-34.212181091308594,-37.22932815551758,-34.144256591796875
an aunt found you an iron .,FIND,A,for,the secretary brought them the beer .,BRING,THE,to,-39.137237548828125,-38.058143615722656,-38.24608612060547,-35.78583908081055
a minister found you a glass .,FIND,A,for,the champion brought me the hat .,BRING,THE,to,-42.18056106567383,-40.10323715209961,-42.25383758544922,-40.16676712036133
an uncle found us a beer .,FIND,A,for,the parent brought you the chocolate .,BRING,THE,to,-41.2739486694336,-36.10644912719727,-40.99720001220703,-33.59234619140625
a captain found me a cheese .,FIND,A,for,the secretary brought her the juice .,BRING,THE,to,-38.053653717041016,-36.60581970214844,-37.49245071411133,-35.99491500854492
a buddy found us a jacket .,FIND,A,for,the pilot brought it the pie .,BRING,THE,to,-45.4394416809082,-45.04648208618164,-45.08052444458008,-45.080684661865234
a teacher found me a coat .,FIND,A,for,the mother brought you the plate .,BRING,THE,to,-37.96876525878906,-33.01298141479492,-37.67954254150391,-31.953941345214844
a lady found me a meal .,FIND,A,for,the mother brought it the coffee .,BRING,THE,to,-36.89142608642578,-34.236122131347656,-36.235687255859375,-33.86403274536133
an opponent found us an engine .,FIND,A,for,the author brought you the guitar .,BRING,THE,to,-39.84102630615234,-37.50518035888672,-40.40323638916016,-37.20391082763672
an employee found you a cheese .,FIND,A,for,the guy brought it the iron .,BRING,THE,to,-36.67638397216797,-36.54026794433594,-37.19198226928711,-37.06236267089844
a son found me a coffee .,FIND,A,for,the employee brought us the television .,BRING,THE,to,-38.00953674316406,-37.071624755859375,-38.083343505859375,-36.87946701049805
a captain found you a book .,FIND,A,for,the lady brought it the key .,BRING,THE,to,-34.374794006347656,-37.8994369506836,-33.25893783569336,-36.23794174194336
a boy found me a coffee .,FIND,A,for,the professor brought us the meal .,BRING,THE,to,-35.974212646484375,-34.967376708984375,-36.18919372558594,-35.33531951904297
a teacher found us a juice .,FIND,A,for,the bishop brought you the pie .,BRING,THE,to,-41.00382614135742,-36.40069580078125,-41.42090225219727,-36.83446502685547
a sheriff found you a tea .,FIND,A,for,the lawyer brought me the newspaper .,BRING,THE,to,-37.52727890014648,-34.17388153076172,-36.51153945922852,-33.36363983154297
an opponent found me a meal .,FIND,A,for,the lady brought you the cigarette .,BRING,THE,to,-39.64736557006836,-35.16168975830078,-38.74005508422852,-34.56449890136719
a princess found him a coffee .,FIND,A,for,the worker brought us the pie .,BRING,THE,to,-38.540164947509766,-35.05936050415039,-38.946510314941406,-35.673980712890625
a captain found him a tea .,FIND,A,for,the worker brought them the coffee .,BRING,THE,to,-34.24076461791992,-35.81885528564453,-33.11319732666016,-33.880958557128906
an employer found me a crystal .,FIND,A,for,the actor brought him the glass .,BRING,THE,to,-34.91919708251953,-38.256103515625,-34.5659065246582,-35.98267364501953
a prince found them a beer .,FIND,A,for,the mayor brought you the key .,BRING,THE,to,-37.283790588378906,-33.96626663208008,-37.977142333984375,-34.543846130371094
a cop found them a chicken .,FIND,A,for,the guy brought you the beer .,BRING,THE,to,-36.23747634887695,-31.67186737060547,-35.74322509765625,-29.712234497070312
an opponent found me an engine .,FIND,A,for,the husband brought them the beer .,BRING,THE,to,-40.33412551879883,-38.725547790527344,-40.20629119873047,-38.507362365722656
a kid found us a chocolate .,FIND,A,for,the parent brought it the beer .,BRING,THE,to,-36.55239486694336,-36.93886566162109,-36.1115837097168,-35.99037170410156
a doctor found me a camera .,FIND,A,for,the secretary brought us the chocolate .,BRING,THE,to,-39.61746597290039,-36.1983642578125,-38.38224792480469,-34.76813125610352
a sheriff found us a beer .,FIND,A,for,the priest brought him the pot .,BRING,THE,to,-33.39181137084961,-34.995601654052734,-33.582889556884766,-34.9632682800293
the guy got you the guitar .,GET,THE,for,a lady brought him a pie .,BRING,A,to,-36.83774948120117,-29.605052947998047,-38.5764274597168,-29.896244049072266
the man got me the iron .,GET,THE,for,a cousin brought you a bag .,BRING,A,to,-39.054237365722656,-33.184993743896484,-39.615814208984375,-33.30331039428711
the cousin got us the juice .,GET,THE,for,an uncle brought you an anchor .,BRING,A,to,-43.03766632080078,-38.44259262084961,-43.7679443359375,-37.43883895874024
the princess got us the hat .,GET,THE,for,a man brought her a book .,BRING,A,to,-32.69771957397461,-26.15967559814453,-33.31608963012695,-25.861377716064453
the soldier got us the log .,GET,THE,for,a girl brought her a coffee .,BRING,A,to,-36.18296813964844,-34.2656135559082,-36.92561721801758,-34.86309051513672
the minister got you the guitar .,GET,THE,for,a princess brought us a coffee .,BRING,A,to,-46.00762176513672,-40.19717788696289,-45.82084655761719,-39.53220748901367
the guest got me the machine .,GET,THE,for,a lady brought him a computer .,BRING,A,to,-37.09930419921875,-30.56993293762207,-37.96614837646485,-30.300586700439453
the buddy got you the coat .,GET,THE,for,a colonel brought me a television .,BRING,A,to,-44.99809265136719,-39.907691955566406,-44.41392135620117,-38.79391098022461
the soldier got you the cup .,GET,THE,for,a teacher brought him an engine .,BRING,A,to,-40.64224624633789,-35.150428771972656,-40.90639114379883,-35.18836212158203
the wife got him the candy .,GET,THE,for,a mayor brought them an instrument .,BRING,A,to,-45.71840286254883,-44.19189453125,-46.5346565246582,-42.26527404785156
the soldier got us the candy .,GET,THE,for,a colonel brought you a tea .,BRING,A,to,-43.40122222900391,-36.30046844482422,-43.57439422607422,-36.03486633300781
the president got me the newspaper .,GET,THE,for,an aunt brought him a jacket .,BRING,A,to,-38.91090393066406,-33.74441909790039,-39.49180603027344,-33.57639694213867
the author got you the jacket .,GET,THE,for,a hero brought it a chocolate .,BRING,A,to,-47.787689208984375,-47.21715545654297,-47.10033416748047,-46.56572723388672
the reader got me the chocolate .,GET,THE,for,a soldier brought us a cup .,BRING,A,to,-35.50069808959961,-31.75620460510254,-35.33241653442383,-31.50851821899414
the man got me the ball .,GET,THE,for,an employee brought you a camera .,BRING,A,to,-39.75894165039063,-36.54014205932617,-39.96417999267578,-36.135284423828125
the son got me the card .,GET,THE,for,a parent brought us a meal .,BRING,A,to,-40.09659957885742,-36.62638854980469,-40.00792694091797,-35.46308135986328
the leader got you the juice .,GET,THE,for,a prince brought us a motor .,BRING,A,to,-45.58857727050781,-42.56326675415039,-47.72428894042969,-44.05552673339844
the woman got us the pie .,GET,THE,for,a colonel brought you a bottle .,BRING,A,to,-43.86225509643555,-39.74039459228516,-44.35331726074219,-39.71452713012695
the lady got him the engine .,GET,THE,for,a professor brought them a tea .,BRING,A,to,-45.06916809082031,-39.37542343139648,-46.01433181762695,-39.33152770996094
the uncle got you the pie .,GET,THE,for,a soldier brought me a telephone .,BRING,A,to,-39.81728744506836,-35.008262634277344,-39.849735260009766,-34.71097183227539
the woman got you the pie .,GET,THE,for,a father brought me a beer .,BRING,A,to,-38.66388702392578,-34.08403396606445,-38.18486404418945,-32.55659484863281
the singer got him the salad .,GET,THE,for,a doctor brought us a tea .,BRING,A,to,-42.06968688964844,-36.10166931152344,-42.69407653808594,-37.02014923095703
the child got us the tea .,GET,THE,for,a candidate brought you a chocolate .,BRING,A,to,-46.54253005981445,-41.82631301879883,-47.56904220581055,-41.209564208984375
the scientist got it the juice .,GET,THE,for,a mayor brought me a coffee .,BRING,A,to,-43.43902969360352,-37.542022705078125,-43.73875045776367,-37.15154647827149
the minister got me the bottle .,GET,THE,for,an employer brought you a tea .,BRING,A,to,-47.19979095458984,-39.78368377685547,-46.8913459777832,-39.249053955078125
a physician got him a camera .,GET,A,for,the husband brought us the newspaper .,BRING,THE,to,-39.61711120605469,-34.86526107788086,-39.52214050292969,-33.76010513305664
a kid got her a tea .,GET,A,for,the secretary brought them the beer .,BRING,THE,to,-37.42907333374024,-37.07021331787109,-36.84535598754883,-34.997371673583984
a priest got us a chocolate .,GET,A,for,the champion brought me the hat .,BRING,THE,to,-40.91889190673828,-38.38658142089844,-42.41979598999024,-38.49327087402344
a child got us a beer .,GET,A,for,the parent brought you the chocolate .,BRING,THE,to,-38.074745178222656,-34.26251602172852,-38.51683807373047,-30.92123031616211
an actress got them a beer .,GET,A,for,the secretary brought her the juice .,BRING,THE,to,-39.50365829467773,-36.77293395996094,-39.08357238769531,-35.18181228637695
a leader got you a salad .,GET,A,for,the pilot brought it the pie .,BRING,THE,to,-38.67557907104492,-41.312110900878906,-39.77629470825195,-41.4305419921875
a champion got them a chocolate .,GET,A,for,the mother brought you the plate .,BRING,THE,to,-39.180763244628906,-36.603126525878906,-39.36460113525391,-35.54176330566406
a parent got him an instrument .,GET,A,for,the mother brought it the coffee .,BRING,THE,to,-34.59958267211914,-34.46402740478516,-37.600040435791016,-36.15514373779297
a reader got us a button .,GET,A,for,the author brought you the guitar .,BRING,THE,to,-41.167110443115234,-38.515132904052734,-41.31011199951172,-37.95420837402344
a colonel got me a meal .,GET,A,for,the guy brought it the iron .,BRING,THE,to,-39.38853454589844,-39.837677001953125,-38.2167854309082,-38.39059066772461
a winner got you a bag .,GET,A,for,the employee brought us the television .,BRING,THE,to,-38.58747863769531,-35.85696029663086,-40.08173370361328,-36.6608772277832
a brother got you a coat .,GET,A,for,the lady brought it the key .,BRING,THE,to,-33.82292175292969,-38.44353103637695,-33.56181335449219,-37.975494384765625
an opponent got you a juice .,GET,A,for,the professor brought us the meal .,BRING,THE,to,-35.904293060302734,-34.44239807128906,-36.82891845703125,-34.35755920410156
a singer got him a wire .,GET,A,for,the bishop brought you the pie .,BRING,THE,to,-43.501277923583984,-38.652774810791016,-44.184600830078125,-38.17725372314453
a kid got you a tea .,GET,A,for,the lawyer brought me the newspaper .,BRING,THE,to,-39.07413864135742,-36.18800354003906,-38.40117645263672,-35.59836196899414
a father got me a chocolate .,GET,A,for,the lady brought you the cigarette .,BRING,THE,to,-41.14713287353516,-36.19126510620117,-40.1806640625,-34.33642578125
a colonel got me a cup .,GET,A,for,the worker brought us the pie .,BRING,THE,to,-38.71651458740234,-35.658966064453125,-38.13306427001953,-34.505516052246094
a pilot got us a wire .,GET,A,for,the worker brought them the coffee .,BRING,THE,to,-39.52376556396485,-39.72666931152344,-41.02320861816406,-39.48308563232422
a husband got it a juice .,GET,A,for,the actor brought him the glass .,BRING,THE,to,-36.99825668334961,-36.414886474609375,-36.34097671508789,-36.056888580322266
a kid got us a tea .,GET,A,for,the mayor brought you the key .,BRING,THE,to,-37.90223693847656,-35.724117279052734,-38.40204620361328,-35.84351348876953
a husband got her a juice .,GET,A,for,the guy brought you the beer .,BRING,THE,to,-36.844764709472656,-30.95750999450684,-38.24176788330078,-31.368335723876957
a parent got me an instrument .,GET,A,for,the husband brought them the beer .,BRING,THE,to,-39.52926254272461,-39.29954528808594,-39.47805404663086,-37.8979377746582
a guest got me a juice .,GET,A,for,the parent brought it the beer .,BRING,THE,to,-39.015380859375,-38.90910720825195,-39.6562385559082,-38.69831466674805
a priest got it a candy .,GET,A,for,the secretary brought us the chocolate .,BRING,THE,to,-37.77304458618164,-33.18024063110352,-38.49411010742188,-32.90232467651367
an author got them an iron .,GET,A,for,the priest brought him the pot .,BRING,THE,to,-33.01739883422852,-32.7650260925293,-31.885656356811523,-31.7913875579834
the king gave you the tea .,GIVE,THE,to,a lady brought him a pie .,BRING,A,to,-31.9434871673584,-27.127490997314453,-34.2030143737793,-26.771921157836918
the nurse gave me the salad .,GIVE,THE,to,a cousin brought you a bag .,BRING,A,to,-36.815677642822266,-31.86645126342773,-38.0166130065918,-31.77166748046875
the guy gave us the candy .,GIVE,THE,to,an uncle brought you an anchor .,BRING,A,to,-44.698856353759766,-41.30595779418945,-46.50120544433594,-40.3438835144043
the princess gave us the beer .,GIVE,THE,to,a man brought her a book .,BRING,A,to,-28.146072387695312,-24.73344993591309,-31.792036056518555,-25.298179626464844
the doctor gave me the tea .,GIVE,THE,to,a girl brought her a coffee .,BRING,A,to,-33.34845733642578,-32.27953338623047,-34.66550064086914,-32.948692321777344
the reader gave me the meal .,GIVE,THE,to,a princess brought us a coffee .,BRING,A,to,-40.06063461303711,-36.63265228271485,-40.68434143066406,-35.40114212036133
the princess gave her the cheese .,GIVE,THE,to,a lady brought him a computer .,BRING,A,to,-39.33193206787109,-35.2078971862793,-40.873573303222656,-34.9525260925293
the parent gave you the pot .,GIVE,THE,to,a colonel brought me a television .,BRING,A,to,-43.795406341552734,-39.86778259277344,-44.52616882324219,-38.83617782592773
the physician gave you the coffee .,GIVE,THE,to,a teacher brought him an engine .,BRING,A,to,-39.435646057128906,-35.838104248046875,-42.71495056152344,-36.4664421081543
the princess gave you the beer .,GIVE,THE,to,a mayor brought them an instrument .,BRING,A,to,-46.24129486083984,-46.97027969360352,-47.93801498413086,-46.30979919433594
the president gave us the salad .,GIVE,THE,to,a colonel brought you a tea .,BRING,A,to,-42.73712921142578,-38.00954818725586,-45.37882614135742,-37.5289192199707
the hero gave you the cheese .,GIVE,THE,to,an aunt brought him a jacket .,BRING,A,to,-42.40498352050781,-36.8128662109375,-45.78603363037109,-37.38434219360352
the candidate gave me the bag .,GIVE,THE,to,a hero brought it a chocolate .,BRING,A,to,-45.17219543457031,-46.296688079833984,-47.71846389770508,-47.236907958984375
the boy gave you the bag .,GIVE,THE,to,a soldier brought us a cup .,BRING,A,to,-35.3801383972168,-32.74891662597656,-36.63240051269531,-32.43239212036133
the leader gave it the coffee .,GIVE,THE,to,an employee brought you a camera .,BRING,A,to,-37.40826797485352,-34.41699981689453,-38.76531219482422,-33.82032012939453
the actor gave me the juice .,GIVE,THE,to,a parent brought us a meal .,BRING,A,to,-38.5220832824707,-36.98652267456055,-38.9537467956543,-36.46706771850586
the candidate gave it the gun .,GIVE,THE,to,a prince brought us a motor .,BRING,A,to,-47.2271842956543,-45.51884460449219,-48.22412872314453,-44.818450927734375
the brother gave them the tea .,GIVE,THE,to,a colonel brought you a bottle .,BRING,A,to,-38.89034271240234,-35.39506530761719,-39.63546371459961,-35.488502502441406
the attorney gave us the beer .,GIVE,THE,to,a professor brought them a tea .,BRING,A,to,-40.95002365112305,-39.14289855957031,-44.54386520385742,-36.63617706298828
the daughter gave you the salad .,GIVE,THE,to,a soldier brought me a telephone .,BRING,A,to,-38.47327423095703,-36.0435791015625,-39.01227188110352,-34.127227783203125
the sheriff gave them the anchor .,GIVE,THE,to,a father brought me a beer .,BRING,A,to,-37.072227478027344,-30.49966812133789,-38.22045516967773,-30.37628936767578
the guest gave him the motor .,GIVE,THE,to,a doctor brought us a tea .,BRING,A,to,-37.87970352172852,-33.13086700439453,-41.2448844909668,-34.83645248413086
the worker gave me the juice .,GIVE,THE,to,a candidate brought you a chocolate .,BRING,A,to,-45.76151657104492,-42.14517974853516,-47.56609725952149,-42.1190185546875
the secretary gave us the chicken .,GIVE,THE,to,a mayor brought me a coffee .,BRING,A,to,-38.73139953613281,-34.27127456665039,-41.3271713256836,-33.393611907958984
the adult gave me the pie .,GIVE,THE,to,an employer brought you a tea .,BRING,A,to,-47.449066162109375,-42.71746444702149,-47.73815155029297,-41.896968841552734
a physician gave you a hat .,GIVE,A,to,the husband brought us the newspaper .,BRING,THE,to,-38.48576736450195,-35.809669494628906,-41.66735458374024,-35.466461181640625
a cop gave me a crystal .,GIVE,A,to,the secretary brought them the beer .,BRING,THE,to,-39.27961730957031,-39.35079193115234,-41.41858673095703,-40.19042205810547
a kid gave you a coffee .,GIVE,A,to,the champion brought me the hat .,BRING,THE,to,-41.02836608886719,-38.794044494628906,-43.54500198364258,-38.9332389831543
a winner gave it a coffee .,GIVE,A,to,the parent brought you the chocolate .,BRING,THE,to,-36.49869155883789,-35.003562927246094,-38.94827651977539,-34.749202728271484
a lady gave it a pie .,GIVE,A,to,the secretary brought her the juice .,BRING,THE,to,-33.39486312866211,-32.67661666870117,-33.99688720703125,-32.777618408203125
a professor gave me a chocolate .,GIVE,A,to,the pilot brought it the pie .,BRING,THE,to,-42.46406936645508,-45.28787612915039,-44.353736877441406,-46.19145202636719
an employee gave them a camera .,GIVE,A,to,the mother brought you the plate .,BRING,THE,to,-35.44608688354492,-33.33610153198242,-37.52579116821289,-33.35276412963867
